Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,
0,tsukubaSetHalfSize,DOUBLE,16,64,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,192,144,3,0.000000,0.000025,0.000019,0.000012,0.000010,0.000009,0.000050,0.000011,0.000011,0.000510,0.000140,0.000139,0.000029,0.000000,0.000792,0.000008,0.000241,0.000103,0.000046,0.000055,0.000039,0.000000,0.000066,0.000032,0.000023,0.000019,0.000816,0.000823,0.000832,0.000832,0.007510,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,0.877189,1.478611,0.877189,,0.877189,,1.015129,,,,,,,,,,0.877189,1.478611,1.015129,,,,
0,tsukubaSetHalfSize,DOUBLE,16,64,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,192,144,3,0.000000,0.000029,0.000017,0.000010,0.000008,0.000009,0.000046,0.000019,0.000019,0.000878,0.000145,0.000144,0.000027,0.000000,0.001176,0.000008,0.000501,0.000187,0.000070,0.000069,0.000039,0.000000,0.000071,0.000031,0.000022,0.000019,0.001200,0.001212,0.001219,0.001219,0.007510,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,1.654472,1.502022,1.654472,,,1.654472,0.998210,,,,,,,,,,1.654472,1.502022,0.998210,,,,
1,tsukubaSet,DOUBLE,16,64,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,384,288,3,0.000000,0.000193,0.000132,0.000033,0.000017,0.000011,0.000194,0.000023,0.000023,0.004709,0.001777,0.001776,0.000424,0.000000,0.007244,0.000021,0.003805,0.000567,0.000175,0.000066,0.000085,0.000000,0.001335,0.000326,0.000078,0.000037,0.007280,0.007299,0.007347,0.007347,0.086060,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,0.495714,1.417761,0.495714,,0.495714,,0.987452,,,,,,,,,,0.495714,1.417761,0.987452,,,,
1,tsukubaSet,DOUBLE,16,64,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,384,288,3,0.000000,0.000203,0.000197,0.000036,0.000016,0.000012,0.000260,0.000022,0.000022,0.009075,0.001828,0.001827,0.000470,0.000001,0.011792,0.000022,0.007660,0.000929,0.000265,0.000101,0.000131,0.000000,0.001403,0.000297,0.000087,0.000039,0.011828,0.011851,0.011899,0.011899,0.086060,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,0.505026,1.426627,0.505026,,,0.505026,1.014608,,,,,,,,,,0.505026,1.426627,1.014608,,,,
2,venus,DOUBLE,16,64,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,434,383,3,0.000000,0.000449,0.000730,0.000083,0.000020,0.000014,0.000848,0.000043,0.000042,0.022607,0.005460,0.005459,0.001732,0.000001,0.031128,0.000033,0.018644,0.003349,0.000360,0.000165,0.000140,0.000000,0.004302,0.000947,0.000130,0.000080,0.031173,0.031206,0.031288,0.031288,0.225664,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,0.191771,1.927876,0.191771,,0.191771,,0.997914,,,,,,,,,,0.191771,1.927876,0.997914,,,,
2,venus,DOUBLE,16,64,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,434,383,3,0.000001,0.000468,0.000734,0.000096,0.000018,0.000013,0.000848,0.000020,0.000019,0.028700,0.005642,0.005641,0.001852,0.000001,0.037344,0.000032,0.023261,0.004405,0.000626,0.000238,0.000162,0.000000,0.004467,0.000973,0.000126,0.000077,0.037383,0.037415,0.037498,0.037498,0.225664,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,0.250415,1.915947,0.250415,,,0.250415,0.997250,,,,,,,,,,0.250415,1.915947,0.997250,,,,
3,barn1,DOUBLE,16,64,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,432,381,3,0.000001,0.000627,0.001265,0.000185,0.000031,0.000017,0.001500,0.000033,0.000032,0.032647,0.006911,0.006910,0.003053,0.000001,0.044763,0.000051,0.025587,0.005899,0.000717,0.000226,0.000212,0.000000,0.005027,0.001495,0.000282,0.000126,0.044805,0.044856,0.044937,0.044937,0.422456,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,0.264898,1.517376,,,0.264898,,0.972772,,,,,,,,,,0.264898,1.517376,0.972772,,,,
3,barn1,DOUBLE,16,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,432,381,3,0.000001,0.000608,0.001245,0.000182,0.000031,0.000017,0.001477,0.000033,0.000032,0.038932,0.006904,0.006902,0.003008,0.000002,0.050914,0.000032,0.030225,0.007194,0.000865,0.000295,0.000259,0.000000,0.005049,0.001486,0.000277,0.000118,0.050957,0.050990,0.051074,0.051074,0.422456,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,0.306452,1.526726,,,,0.306452,0.985050,,,,,,,,,,0.306452,1.526726,0.985050,,,,
4,conesQuarterSize,DOUBLE,16,64,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,450,375,3,0.000001,0.002029,0.003297,0.000727,0.000181,0.000042,0.004224,0.000067,0.000066,0.077276,0.018278,0.018275,0.007879,0.000002,0.109875,0.000034,0.062869,0.010937,0.002379,0.000618,0.000473,0.000000,0.012999,0.003443,0.001471,0.000365,0.109916,0.109950,0.110034,0.110034,0.911543,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,0.453763,1.440339,,0.453763,0.453763,,1.023517,,,,,,,,,,0.453763,1.440339,1.023517,,,,
4,conesQuarterSize,DOUBLE,16,64,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,450,375,3,0.000000,0.002000,0.003336,0.000666,0.000108,0.000038,0.004146,0.000057,0.000056,0.081462,0.017537,0.017535,0.007713,0.000002,0.112986,0.000033,0.066266,0.011411,0.002590,0.000546,0.000523,0.000000,0.012735,0.003400,0.001128,0.000271,0.113025,0.113059,0.113142,0.113142,0.911543,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,0.444008,1.431891,,0.444008,,0.444008,1.000442,,,,,,,,,,0.444008,1.431891,1.000442,,,,
