Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup over no CPU vectorization - FLOAT,Speedup over AVX256 CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup over no CPU vectorization - DOUBLE,Speedup over AVX256 CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup over no CPU vectorization - HALF,Speedup over AVX256 CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,
3,barn1,DOUBLE,24,64,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,432,381,3,0.000000,0.000306,0.000345,0.000070,0.000018,0.000012,0.000445,0.000021,0.000021,0.015478,0.002153,0.002152,0.000735,0.000001,0.019139,0.000021,0.011661,0.003119,0.000403,0.000179,0.000124,0.000000,0.001380,0.000564,0.000144,0.000063,0.019173,0.019194,0.019253,0.019253,0.389041,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,,0.636155,1.647702,,,0.636155,,1.000883,,,,,,,,,,,,,,0.636155,1.647702,1.000883,,,,
3,barn1,DOUBLE,24,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,432,381,3,0.000000,0.000330,0.000346,0.000076,0.000018,0.000012,0.000453,0.000022,0.000021,0.019168,0.002136,0.002135,0.000739,0.000001,0.022823,0.000020,0.014351,0.003873,0.000590,0.000230,0.000148,0.000000,0.001392,0.000545,0.000147,0.000062,0.022856,0.022875,0.022935,0.022935,0.389041,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,,0.686019,1.657855,,,,0.686019,0.990208,,,,,,,,,,,,,,0.686019,1.657855,0.990208,,,,
4,conesQuarterSize,DOUBLE,24,64,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,450,375,3,0.000000,0.000944,0.000940,0.000290,0.000076,0.000022,0.001328,0.000037,0.000036,0.032437,0.008948,0.008947,0.001793,0.000001,0.045527,0.000024,0.025183,0.005676,0.001047,0.000321,0.000291,0.000000,0.006071,0.002084,0.000662,0.000151,0.045573,0.045597,0.045667,0.045667,0.863044,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,,1.063694,1.521277,,1.063694,1.063694,,0.995762,,,,,,,,,,,,,,1.063694,1.521277,0.995762,,,,
4,conesQuarterSize,DOUBLE,24,64,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,450,375,3,0.000001,0.000953,0.000958,0.000235,0.000080,0.000023,0.001293,0.000038,0.000037,0.037171,0.009003,0.009000,0.001849,0.000001,0.050261,0.000024,0.028466,0.006495,0.001448,0.000399,0.000307,0.000000,0.006077,0.002072,0.000725,0.000137,0.050303,0.050327,0.050397,0.050397,0.863044,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,,1.007426,1.512355,,1.007426,,1.007426,1.011102,,,,,,,,,,,,,,1.007426,1.512355,1.011102,,,,
5,conesHalfSize,DOUBLE,24,64,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.011287,0.012140,0.003366,0.000559,0.000223,0.016233,0.000405,0.000404,0.340185,0.098887,0.098885,0.021619,0.000001,0.489737,0.000070,0.261551,0.061603,0.012980,0.003194,0.000846,0.000000,0.073558,0.017006,0.006035,0.002328,0.489781,0.489848,0.490138,0.490138,7.712901,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,,,0.937156,1.275119,,0.937156,0.937156,,1.011468,,,,,,,,,,,,,,0.937156,1.275119,1.011468,,,,
5,conesHalfSize,DOUBLE,24,64,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.013263,0.013373,0.002971,0.000582,0.000234,0.017146,0.000715,0.000714,0.355320,0.096880,0.096877,0.021612,0.000001,0.524123,0.000077,0.273283,0.062162,0.014959,0.003470,0.001016,0.000000,0.071617,0.016184,0.005766,0.003310,0.524171,0.524240,0.524540,0.524540,7.712901,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,,,0.915080,1.269277,,0.915080,,0.915080,1.047868,,,,,,,,,,,,,,0.915080,1.269277,1.047868,,,,
6,conesFullSizeCropped,DOUBLE,24,64,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.030283,0.038473,0.006676,0.001336,0.000574,0.047061,0.001607,0.001606,0.715526,0.276074,0.276072,0.050597,0.000002,1.121028,0.000071,0.549240,0.128356,0.029010,0.006654,0.002005,0.000000,0.224116,0.035359,0.011886,0.004946,1.121079,1.121148,1.121443,1.121443,16.773850,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,,,0.838404,1.103569,,0.838404,0.838404,,1.012027,,,,,,,,,,,,,,0.838404,1.103569,1.012027,,,,
6,conesFullSizeCropped,DOUBLE,24,64,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.029992,0.036598,0.006489,0.001310,0.000431,0.044815,0.001356,0.001355,0.726068,0.245807,0.245805,0.049644,0.000001,1.097284,0.000074,0.559360,0.130409,0.027418,0.006914,0.002018,0.000000,0.198594,0.033235,0.009717,0.004301,1.097331,1.097405,1.097690,1.097690,16.773850,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,,,0.852391,1.113114,,0.852391,,0.852391,0.997517,,,,,,,,,,,,,,0.852391,1.113114,0.997517,,,,
0,tsukubaSetHalfSize,HALF,24,32,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX256,192,144,3,0.000000,0.000020,0.000015,0.000014,0.000011,0.000009,0.000048,0.000009,0.000009,0.000267,0.000112,0.000111,0.000017,0.000000,0.000474,0.000007,0.000107,0.000052,0.000034,0.000030,0.000040,0.000000,0.000027,0.000028,0.000028,0.000027,0.000491,0.000505,0.000511,0.000511,0.007123,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,1.543534,1.426951,1.543534,,1.543534,,1.107511,,,,1.543534,1.426951,1.107511,,,,
0,tsukubaSetHalfSize,HALF,24,64,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,192,144,3,0.000000,0.000021,0.000015,0.000015,0.000011,0.000009,0.000050,0.000014,0.000013,0.000489,0.000113,0.000112,0.000021,0.000000,0.000715,0.000009,0.000204,0.000082,0.000052,0.000087,0.000055,0.000000,0.000031,0.000026,0.000027,0.000029,0.000734,0.000745,0.000750,0.000750,0.007123,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,1.725428,1.448866,1.725428,,,1.725428,1.048391,,,,1.725428,1.448866,1.048391,,,,
1,tsukubaSet,HALF,24,64,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,384,288,3,0.000000,0.000124,0.000073,0.000023,0.000022,0.000012,0.000131,0.000025,0.000025,0.001042,0.000325,0.000324,0.000049,0.000000,0.001678,0.000013,0.000616,0.000220,0.000086,0.000053,0.000076,0.000000,0.000183,0.000047,0.000052,0.000045,0.001697,0.001710,0.001751,0.001751,0.080477,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,,,,,,,,,,,,,,,,,,,,,1.167501,1.556509,1.167501,,1.167501,,0.985502,,,,1.167501,1.556509,0.985502,,,,
1,tsukubaSet,HALF,24,64,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,384,288,3,0.000000,0.000127,0.000068,0.000022,0.000021,0.000015,0.000129,0.000023,0.000022,0.001729,0.000316,0.000315,0.000050,0.000000,0.002368,0.000012,0.001040,0.000298,0.000145,0.000074,0.000160,0.000000,0.000186,0.000048,0.000037,0.000044,0.002386,0.002399,0.002427,0.002427,0.080477,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,,,,,,,,,,,,,,,,,,,,,1.156728,1.541386,1.156728,,,1.156728,0.977418,,,,1.156728,1.541386,0.977418,,,,
2,venus,HALF,24,64,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,434,383,3,0.000000,0.000253,0.000146,0.000040,0.000014,0.000009,0.000209,0.000008,0.000008,0.002649,0.000506,0.000505,0.000106,0.000000,0.003716,0.000016,0.001762,0.000483,0.000193,0.000084,0.000095,0.000000,0.000323,0.000126,0.000046,0.000021,0.003738,0.003754,0.003802,0.003802,0.207642,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,,,,,,,,,,,,,,,,,,,,,0.914268,2.119806,0.914268,,0.914268,,0.985140,,,,0.914268,2.119806,0.985140,,,,
2,venus,HALF,24,64,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,434,383,3,0.000000,0.000236,0.000143,0.000038,0.000015,0.000009,0.000204,0.000011,0.000011,0.004244,0.000504,0.000503,0.000126,0.000000,0.005330,0.000017,0.002973,0.000807,0.000237,0.000112,0.000104,0.000000,0.000330,0.000114,0.000048,0.000020,0.005350,0.005366,0.005411,0.005411,0.207642,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,,,,,,,,,,,,,,,,,,,,,0.748564,2.119695,0.748564,,,0.748564,0.994209,,,,0.748564,2.119695,0.994209,,,,
3,barn1,HALF,24,64,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,432,381,3,0.000000,0.000349,0.000209,0.000139,0.000020,0.000011,0.000380,0.000013,0.000013,0.004600,0.001462,0.001461,0.000205,0.000000,0.007009,0.000015,0.003090,0.000973,0.000253,0.000102,0.000135,0.000000,0.000843,0.000433,0.000153,0.000043,0.007031,0.007046,0.007091,0.007091,0.389041,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,,,,,,,,,,,,,,,,,,,,,0.586731,1.655231,,,0.586731,,1.008027,,,,0.586731,1.655231,1.008027,,,,
3,barn1,HALF,24,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,432,381,3,0.000000,0.000341,0.000223,0.000103,0.000023,0.000012,0.000357,0.000013,0.000013,0.005640,0.001475,0.001474,0.000189,0.000000,0.008013,0.000016,0.003886,0.001201,0.000337,0.000125,0.000157,0.000000,0.000861,0.000421,0.000148,0.000047,0.008035,0.008051,0.008096,0.008096,0.389041,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,,,,,,,,,,,,,,,,,,,,,0.683348,1.657611,,,,0.683348,1.013430,,,,0.683348,1.657611,1.013430,,,,
4,conesQuarterSize,HALF,24,64,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,450,375,3,0.000000,0.001238,0.000859,0.000209,0.000056,0.000014,0.001137,0.000025,0.000025,0.010298,0.005666,0.005665,0.000580,0.000000,0.018909,0.000019,0.007655,0.001736,0.000441,0.000165,0.000287,0.000000,0.004224,0.001018,0.000338,0.000093,0.018937,0.018956,0.019007,0.019007,0.863044,,2.332252,1.489943,0.790667,0.159852,0.111081,0.073624,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.023905,0.020840,0.007052,0.003064,0.000421,0.000415,,,,,,,,,,,,,,,,,,,,,0.525814,1.527279,,0.525814,0.525814,,1.043781,,,,0.525814,1.527279,1.043781,,,,
4,conesQuarterSize,HALF,24,64,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,450,375,3,0.000000,0.001273,0.000831,0.000224,0.000044,0.000027,0.001117,0.000027,0.000026,0.011995,0.005111,0.005110,0.000558,0.000000,0.020069,0.000018,0.008894,0.002031,0.000551,0.000197,0.000319,0.000000,0.003508,0.001180,0.000339,0.000086,0.020095,0.020113,0.020162,0.020162,0.863044,,2.332252,1.489943,0.790667,0.159852,0.111081,0.073624,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.023905,0.020840,0.007052,0.003064,0.000421,0.000415,,,,,,,,,,,,,,,,,,,,,0.571815,1.534231,,0.571815,,0.571815,1.029328,,,,0.571815,1.534231,1.029328,,,,
5,conesHalfSize,HALF,24,64,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.006319,0.005622,0.002636,0.000828,0.000111,0.009192,0.000153,0.000152,0.106331,0.051503,0.051501,0.008169,0.000002,0.181645,0.000070,0.079970,0.020707,0.004179,0.001095,0.000306,0.000000,0.030392,0.016044,0.004605,0.000739,0.181693,0.181762,0.182049,0.182049,7.712901,,4.300990,1.891431,0.691837,0.197150,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.005110,0.000486,0.000203,0.000089,,,,,,,,,,,,,,,,,,,,,0.650184,1.322511,,0.650184,0.650184,,1.030330,,,,0.650184,1.322511,1.030330,,,,
5,conesHalfSize,HALF,24,64,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000000,0.006207,0.005684,0.002220,0.000500,0.000098,0.008387,0.000143,0.000142,0.113668,0.050083,0.050081,0.008184,0.000001,0.187073,0.000071,0.086504,0.021109,0.004615,0.001131,0.000342,0.000000,0.029558,0.015846,0.003804,0.001015,0.187120,0.187191,0.187472,0.187472,7.712901,,4.300990,1.891431,0.691837,0.197150,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.005110,0.000486,0.000203,0.000089,,,,,,,,,,,,,,,,,,,,,0.635368,1.325156,,0.635368,,0.635368,1.011704,,,,0.635368,1.325156,1.011704,,,,
6,conesFullSizeCropped,HALF,24,64,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.016453,0.014606,0.016337,0.001040,0.000212,0.032652,0.000294,0.000292,0.236924,0.122218,0.122215,0.018225,0.000002,0.426627,0.000071,0.173131,0.050623,0.010283,0.002270,0.000573,0.000000,0.074631,0.036969,0.008949,0.001808,0.426676,0.426747,0.427046,0.427046,16.773850,,17.005920,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.008030,0.005797,0.002902,,,,,,,,,,,,,,,,,,,,,0.608701,1.113108,,0.608701,0.608701,,1.013988,,,,0.608701,1.113108,1.013988,,,,
6,conesFullSizeCropped,HALF,24,64,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.016519,0.013605,0.011748,0.001912,0.000206,0.027479,0.000301,0.000299,0.252637,0.125276,0.125274,0.018162,0.000001,0.440122,0.000084,0.181167,0.057693,0.010817,0.002380,0.000646,0.000000,0.073630,0.039564,0.010657,0.001736,0.440172,0.440244,0.440528,0.440528,16.773850,,17.005920,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.008030,0.005797,0.002902,,,,,,,,,,,,,,,,,,,,,0.605592,1.113358,,0.605592,,0.605592,1.017619,,,,0.605592,1.113358,1.017619,,,,
