Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,
0,tsukubaSetHalfSize,FLOAT,16,64,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,192,144,3,0.000000,0.000024,0.000017,0.000010,0.000010,0.000009,0.000045,0.000011,0.000011,0.000313,0.000139,0.000138,0.000017,0.000000,0.000548,0.000008,0.000128,0.000056,0.000042,0.000051,0.000037,0.000000,0.000044,0.000043,0.000027,0.000025,0.000564,0.000572,0.000578,0.000578,0.007516,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.964188,1.393477,0.964188,,0.964188,,0.961641,,,,,,,,,,,,,,,,,,0.964188,1.393477,0.961641,,,,
0,tsukubaSetHalfSize,FLOAT,16,64,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,192,144,3,0.000000,0.000027,0.000016,0.000011,0.000010,0.000009,0.000045,0.000019,0.000019,0.000573,0.000126,0.000126,0.000019,0.000000,0.000817,0.000009,0.000269,0.000120,0.000059,0.000093,0.000041,0.000000,0.000047,0.000028,0.000025,0.000027,0.000834,0.000843,0.000849,0.000849,0.007516,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.482912,1.455240,1.482912,,,1.482912,0.973931,,,,,,,,,,,,,,,,,,1.482912,1.455240,0.973931,,,,
1,tsukubaSet,FLOAT,16,64,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,384,288,3,0.000000,0.000146,0.000066,0.000023,0.000014,0.000013,0.000114,0.000029,0.000029,0.001913,0.001124,0.001123,0.000179,0.000000,0.003520,0.000017,0.001390,0.000277,0.000108,0.000068,0.000097,0.000000,0.000900,0.000140,0.000049,0.000047,0.003543,0.003560,0.003596,0.003596,0.085324,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.629629,1.398663,0.629629,,0.629629,,1.006645,,,,,,,,,,,,,,,,,,0.629629,1.398663,1.006645,,,,
1,tsukubaSet,FLOAT,16,64,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,384,288,3,0.000000,0.000152,0.000068,0.000023,0.000032,0.000017,0.000138,0.000026,0.000026,0.002903,0.001115,0.001114,0.000191,0.000000,0.004481,0.000016,0.002156,0.000425,0.000145,0.000089,0.000092,0.000000,0.000871,0.000154,0.000049,0.000043,0.004500,0.004515,0.004549,0.004549,0.085324,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.749017,1.429604,0.749017,,,0.749017,0.983561,,,,,,,,,,,,,,,,,,0.749017,1.429604,0.983561,,,,
2,venus,FLOAT,16,64,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,434,383,3,0.000000,0.000325,0.000149,0.000065,0.000015,0.000017,0.000243,0.000026,0.000025,0.007531,0.001755,0.001754,0.000382,0.000000,0.010210,0.000028,0.006315,0.000710,0.000241,0.000112,0.000140,0.000000,0.001328,0.000241,0.000131,0.000069,0.010242,0.010271,0.010342,0.010342,0.225225,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.185547,1.947213,0.185547,,0.185547,,0.518579,,,,,,,,,,,,,,,,,,0.185547,1.947213,0.518579,,,,
2,venus,FLOAT,16,64,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,434,383,3,0.000001,0.000290,0.000327,0.000054,0.000019,0.000019,0.000414,0.000026,0.000025,0.010921,0.001834,0.001833,0.000382,0.000000,0.013847,0.000031,0.008848,0.001318,0.000388,0.000151,0.000191,0.000000,0.001338,0.000288,0.000135,0.000073,0.013900,0.013931,0.014005,0.014005,0.225225,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.418371,1.943141,0.418371,,,0.418371,1.042435,,,,,,,,,,,,,,,,,,0.418371,1.943141,1.042435,,,,
3,barn1,FLOAT,16,64,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,432,381,3,0.000000,0.000484,0.000350,0.000105,0.000030,0.000020,0.000497,0.000032,0.000032,0.015339,0.003943,0.003942,0.001056,0.000001,0.021367,0.000033,0.013141,0.001431,0.000353,0.000161,0.000252,0.000000,0.003023,0.000571,0.000279,0.000090,0.021407,0.021440,0.021519,0.021519,0.425342,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.307939,1.503695,,,0.307939,,1.155311,,,,,,,,,,,,,,,,,,0.307939,1.503695,1.155311,,,,
3,barn1,FLOAT,16,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,432,381,3,0.000001,0.000517,0.000335,0.000071,0.000029,0.000019,0.000454,0.000033,0.000033,0.019306,0.004018,0.004017,0.001072,0.000001,0.025356,0.000047,0.016264,0.002035,0.000539,0.000197,0.000254,0.000000,0.003021,0.000617,0.000276,0.000103,0.025395,0.025427,0.025505,0.025505,0.425342,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.263405,1.489908,,,,0.263405,1.003135,,,,,,,,,,,,,,,,,,0.263405,1.489908,1.003135,,,,
4,conesQuarterSize,FLOAT,16,64,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,450,375,3,0.000001,0.000876,0.001454,0.000374,0.000085,0.000029,0.001925,0.000043,0.000042,0.034172,0.010368,0.010367,0.003311,0.000001,0.050919,0.000035,0.027627,0.004905,0.000839,0.000243,0.000466,0.000000,0.007154,0.002408,0.000679,0.000162,0.050963,0.050996,0.051097,0.051097,0.898948,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.327208,1.471364,,0.327208,0.327208,,1.005292,,,,,,,,,,,,,,,,,,0.327208,1.471364,1.005292,,,,
4,conesQuarterSize,FLOAT,16,64,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,450,375,3,0.000001,0.000906,0.001434,0.000330,0.000076,0.000031,0.001868,0.000053,0.000053,0.037165,0.010312,0.010310,0.003272,0.000002,0.053559,0.000034,0.029885,0.005430,0.001043,0.000277,0.000489,0.000000,0.007149,0.002351,0.000652,0.000158,0.053599,0.053633,0.053715,0.053715,0.898948,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.338947,1.483400,,0.338947,,0.338947,0.997172,,,,,,,,,,,,,,,,,,0.338947,1.483400,0.997172,,,,
