Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
3,barn1,DOUBLE,24,64,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,432,381,3,0.000000,0.000293,0.000330,0.000072,0.000032,0.000011,0.000439,0.000020,0.000020,0.015478,0.002206,0.002205,0.000732,0.000001,0.019179,0.000019,0.011655,0.003154,0.000460,0.000178,0.000117,0.000000,0.001450,0.000574,0.000162,0.000065,0.019213,0.019232,0.019292,0.019292,0.389988,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,0.632988,1.643702,,,0.632988,,0.997918,,,,,,,,,,0.632988,1.643702,0.997918,,,,
3,barn1,DOUBLE,24,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,432,381,3,0.000000,0.000305,0.000357,0.000076,0.000019,0.000012,0.000464,0.000022,0.000021,0.019206,0.002205,0.002204,0.000737,0.000000,0.022935,0.000020,0.014372,0.003846,0.000649,0.000226,0.000153,0.000000,0.001416,0.000577,0.000146,0.000066,0.022967,0.022988,0.023048,0.023048,0.389988,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,0.670268,1.653831,,,,0.670268,0.972257,,,,,,,,,,0.670268,1.653831,0.972257,,,,
4,conesQuarterSize,DOUBLE,24,64,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,450,375,3,0.000001,0.000904,0.000930,0.000246,0.000074,0.000022,0.001272,0.000036,0.000035,0.032473,0.008716,0.008715,0.001782,0.000001,0.045111,0.000036,0.025111,0.005692,0.001135,0.000294,0.000272,0.000000,0.005886,0.002063,0.000656,0.000125,0.045153,0.045177,0.045245,0.045245,0.847017,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,1.078807,1.550064,,1.078807,1.078807,,1.000595,,,,,,,,,,1.078807,1.550064,1.000595,,,,
4,conesQuarterSize,DOUBLE,24,64,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,450,375,3,0.000000,0.000968,0.000950,0.000250,0.000079,0.000022,0.001298,0.000038,0.000037,0.037300,0.009349,0.009348,0.001828,0.000001,0.050842,0.000024,0.028606,0.006618,0.001458,0.000449,0.000296,0.000000,0.006023,0.002170,0.000999,0.000156,0.050884,0.050908,0.050992,0.050992,0.847017,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,0.995120,1.540973,,0.995120,,0.995120,1.010553,,,,,,,,,,0.995120,1.540973,1.010553,,,,
5,conesHalfSize,DOUBLE,24,64,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.011310,0.011907,0.003263,0.000615,0.000220,0.016000,0.000515,0.000514,0.340342,0.095007,0.095005,0.021146,0.000001,0.485076,0.000069,0.261057,0.061266,0.013496,0.003390,0.000971,0.000000,0.071180,0.016335,0.005264,0.002443,0.485115,0.485184,0.485468,0.485468,7.699478,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,0.916637,1.277342,,0.916637,0.916637,,0.979895,,,,,,,,,,0.916637,1.277342,0.979895,,,,
5,conesHalfSize,DOUBLE,24,64,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000000,0.011530,0.011944,0.002912,0.000543,0.000271,0.015669,0.000534,0.000533,0.353473,0.093952,0.093950,0.020798,0.000001,0.495936,0.000069,0.273124,0.061966,0.013611,0.003441,0.000985,0.000000,0.070361,0.015848,0.005160,0.002674,0.495980,0.496049,0.496333,0.496333,7.699478,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,0.925006,1.271490,,0.925006,,0.925006,1.002275,,,,,,,,,,0.925006,1.271490,1.002275,,,,
6,conesFullSizeCropped,DOUBLE,24,64,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.030357,0.038033,0.006692,0.001419,0.000473,0.046594,0.001265,0.001264,0.705451,0.272735,0.272733,0.048980,0.000001,1.105983,0.000068,0.539188,0.129008,0.028806,0.006644,0.001974,0.000000,0.221333,0.035545,0.011356,0.004757,1.106028,1.106096,1.106380,1.106380,16.651926,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,0.847344,1.111649,,0.847344,0.847344,,1.009081,,,,,,,,,,0.847344,1.111649,1.009081,,,,
6,conesFullSizeCropped,DOUBLE,24,64,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.030039,0.037085,0.006774,0.001443,0.000474,0.045778,0.001092,0.001091,0.720457,0.271137,0.271135,0.050681,0.000001,1.121105,0.000070,0.552607,0.130335,0.028302,0.007005,0.001977,0.000000,0.220558,0.034988,0.010869,0.004743,1.121147,1.121217,1.121514,1.121514,16.651926,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,0.838704,1.121264,,0.838704,,0.838704,1.002802,,,,,,,,,,0.838704,1.121264,1.002802,,,,
0,tsukubaSetHalfSize,HALF,24,64,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,192,144,3,0.000000,0.000020,0.000015,0.000011,0.000010,0.000009,0.000047,0.000012,0.000011,0.000291,0.000127,0.000127,0.000016,0.000000,0.000502,0.000013,0.000097,0.000050,0.000033,0.000054,0.000044,0.000000,0.000035,0.000024,0.000027,0.000030,0.000526,0.000546,0.000551,0.000551,0.007108,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,,,,,,,,1.577296,1.429953,1.577296,,1.577296,,1.221499,,1.577296,1.429953,1.221499,,,,
0,tsukubaSetHalfSize,HALF,24,64,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,192,144,3,0.000000,0.000021,0.000014,0.000013,0.000011,0.000009,0.000048,0.000015,0.000014,0.000500,0.000110,0.000109,0.000016,0.000000,0.000722,0.000007,0.000211,0.000085,0.000057,0.000089,0.000055,0.000000,0.000029,0.000023,0.000030,0.000029,0.000742,0.000781,0.000786,0.000786,0.007108,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,,,,,,,,1.764870,1.451914,1.764870,,,1.764870,1.123163,,1.764870,1.451914,1.123163,,,,
1,tsukubaSet,HALF,24,64,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,384,288,3,0.000000,0.000121,0.000068,0.000023,0.000017,0.000012,0.000122,0.000020,0.000020,0.001107,0.000319,0.000319,0.000051,0.000000,0.001739,0.000012,0.000664,0.000192,0.000087,0.000054,0.000074,0.000000,0.000190,0.000049,0.000042,0.000038,0.001759,0.001771,0.001799,0.001799,0.079386,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,,,,,,,,,,,,,,,,,1.222370,1.577902,1.222370,,1.222370,,1.059851,,1.222370,1.577902,1.059851,,,,
1,tsukubaSet,HALF,24,64,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,384,288,3,0.000000,0.000125,0.000068,0.000023,0.000019,0.000013,0.000123,0.000022,0.000021,0.001755,0.000319,0.000318,0.000048,0.000000,0.002400,0.000012,0.001044,0.000320,0.000137,0.000073,0.000142,0.000000,0.000179,0.000049,0.000041,0.000048,0.002419,0.002430,0.002459,0.002459,0.079386,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,,,,,,,,,,,,,,,,,1.190389,1.562571,1.190389,,,1.190389,1.018751,,1.190389,1.562571,1.018751,,,,
2,venus,HALF,24,64,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,434,383,3,0.000000,0.000246,0.000132,0.000039,0.000015,0.000010,0.000196,0.000012,0.000012,0.002568,0.000459,0.000458,0.000113,0.000000,0.003582,0.000016,0.001794,0.000478,0.000163,0.000078,0.000090,0.000000,0.000303,0.000099,0.000038,0.000019,0.003603,0.003618,0.003663,0.003663,0.205064,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,,,,,,,,,,,,,,,,,0.916532,2.146455,0.916532,,0.916532,,0.951531,,0.916532,2.146455,0.951531,,,,
2,venus,HALF,24,64,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,434,383,3,0.000000,0.000247,0.000151,0.000041,0.000015,0.000010,0.000216,0.000011,0.000011,0.004032,0.000525,0.000524,0.000122,0.000000,0.005148,0.000015,0.002905,0.000693,0.000233,0.000099,0.000104,0.000000,0.000342,0.000114,0.000049,0.000020,0.005166,0.005179,0.005224,0.005224,0.205064,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,,,,,,,,,,,,,,,,,0.726415,2.146343,0.726415,,,0.726415,0.931314,,0.726415,2.146343,0.931314,,,,
3,barn1,HALF,24,64,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,432,381,3,0.000000,0.000350,0.000202,0.000098,0.000018,0.000011,0.000329,0.000012,0.000012,0.004306,0.001494,0.001494,0.000184,0.000000,0.006676,0.000015,0.002952,0.000873,0.000268,0.000105,0.000118,0.000000,0.000871,0.000410,0.000169,0.000043,0.006695,0.006711,0.006755,0.006755,0.389988,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,,,,,,,,,,,,,,,,,0.604050,1.651213,,,0.604050,,0.988501,,0.604050,1.651213,0.988501,,,,
3,barn1,HALF,24,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,432,381,3,0.000000,0.000340,0.000211,0.000100,0.000019,0.000011,0.000338,0.000013,0.000013,0.005650,0.001452,0.001451,0.000185,0.000000,0.007956,0.000015,0.003876,0.001173,0.000337,0.000118,0.000134,0.000000,0.000847,0.000425,0.000136,0.000045,0.007977,0.007992,0.008037,0.008037,0.389988,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,,,,,,,,,,,,,,,,,0.684544,1.653587,,,,0.684544,1.007814,,0.684544,1.653587,1.007814,,,,
4,conesQuarterSize,HALF,24,64,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,450,375,3,0.000000,0.001234,0.000832,0.000216,0.000047,0.000013,0.001107,0.000027,0.000026,0.010299,0.005681,0.005680,0.000592,0.000000,0.018930,0.000017,0.007706,0.001757,0.000446,0.000164,0.000297,0.000000,0.004257,0.001021,0.000329,0.000109,0.018951,0.018967,0.019017,0.019017,0.847017,,2.332252,1.489943,0.790667,0.159852,0.111081,0.073624,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.023905,0.020840,0.007052,0.003064,0.000421,0.000415,,,,,,,,,,,,,,,,,0.484972,1.556180,,0.484972,0.484972,,0.963209,,0.484972,1.556180,0.963209,,,,
4,conesQuarterSize,HALF,24,64,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,450,375,3,0.000000,0.001239,0.000840,0.000209,0.000044,0.000014,0.001107,0.000026,0.000026,0.011941,0.004654,0.004653,0.000563,0.000000,0.019508,0.000017,0.008826,0.002080,0.000541,0.000195,0.000321,0.000000,0.003196,0.001054,0.000338,0.000082,0.019531,0.019548,0.019612,0.019612,0.847017,,2.332252,1.489943,0.790667,0.159852,0.111081,0.073624,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.023905,0.020840,0.007052,0.003064,0.000421,0.000415,,,,,,,,,,,,,,,,,0.568578,1.563263,,0.568578,,0.568578,0.995622,,0.568578,1.563263,0.995622,,,,
5,conesHalfSize,HALF,24,64,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.006146,0.005705,0.002300,0.000473,0.000101,0.008580,0.000146,0.000144,0.105694,0.055513,0.055511,0.008281,0.000001,0.185122,0.000085,0.079414,0.020327,0.004786,0.000995,0.000309,0.000000,0.028999,0.022446,0.003093,0.000989,0.185167,0.185237,0.185533,0.185533,7.699478,,4.300990,1.891431,0.691837,0.197150,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.005110,0.000486,0.000203,0.000089,,,,,,,,,,,,,,,,,0.645693,1.324817,,0.645693,0.645693,,1.042798,,0.645693,1.324817,1.042798,,,,
5,conesHalfSize,HALF,24,64,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.006085,0.005502,0.002003,0.000489,0.000107,0.008126,0.000142,0.000141,0.110911,0.047066,0.047064,0.007957,0.000001,0.180553,0.000071,0.084717,0.019878,0.004673,0.001102,0.000351,0.000000,0.028943,0.013190,0.004227,0.000704,0.180597,0.180667,0.180950,0.180950,7.699478,,4.300990,1.891431,0.691837,0.197150,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.005110,0.000486,0.000203,0.000089,,,,,,,,,,,,,,,,,0.670160,1.327467,,0.670160,,0.670160,1.029977,,0.670160,1.327467,1.029977,,,,
6,conesFullSizeCropped,HALF,24,64,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.016314,0.015003,0.012275,0.001353,0.000194,0.028794,0.000291,0.000289,0.239824,0.132410,0.132407,0.017971,0.000001,0.435599,0.000069,0.171994,0.053440,0.011385,0.002405,0.000606,0.000000,0.075142,0.044253,0.011374,0.001879,0.435643,0.435713,0.436008,0.436008,16.651926,,17.005920,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.008030,0.005797,0.002902,,,,,,,,,,,,,,,,,0.610465,1.121258,,0.610465,0.610465,,1.038269,,0.610465,1.121258,1.038269,,,,
6,conesFullSizeCropped,HALF,24,64,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.016350,0.013134,0.005147,0.000995,0.000197,0.019447,0.000296,0.000294,0.245421,0.114395,0.114393,0.018080,0.000001,0.414149,0.000069,0.180196,0.051459,0.010832,0.002332,0.000597,0.000000,0.064909,0.038823,0.009404,0.001506,0.414197,0.414265,0.414548,0.414548,16.651926,,17.005920,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.008030,0.005797,0.002902,,,,,,,,,,,,,,,,,0.617136,1.121510,,0.617136,,0.617136,0.975859,,0.617136,1.121510,0.975859,,,,
