Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,
0,tsukubaSetHalfSize,FLOAT,16,64,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,192,144,3,0.000000,0.000027,0.000015,0.000012,0.000010,0.000008,0.000046,0.000012,0.000012,0.000314,0.000139,0.000138,0.000019,0.000000,0.000544,0.000008,0.000137,0.000058,0.000042,0.000044,0.000039,0.000000,0.000046,0.000028,0.000033,0.000041,0.000568,0.000576,0.000583,0.000583,0.007425,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.987450,1.410593,0.987450,,0.987450,,0.992773,,,,,,,,,,,,,,,,,,0.987450,1.410593,0.992773,,,,
0,tsukubaSetHalfSize,FLOAT,16,64,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,192,144,3,0.000000,0.000026,0.000015,0.000011,0.000010,0.000009,0.000044,0.000012,0.000011,0.000589,0.000123,0.000123,0.000019,0.000000,0.000819,0.000007,0.000279,0.000106,0.000055,0.000061,0.000038,0.000000,0.000048,0.000025,0.000024,0.000025,0.000836,0.000842,0.000848,0.000848,0.007425,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.613538,1.473115,1.613538,,,1.613538,1.058067,,,,,,,,,,,,,,,,,,1.613538,1.473115,1.058067,,,,
1,tsukubaSet,FLOAT,16,64,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,384,288,3,0.000000,0.000163,0.000066,0.000023,0.000015,0.000015,0.000118,0.000035,0.000035,0.001901,0.001107,0.001106,0.000181,0.000000,0.003495,0.000016,0.001388,0.000265,0.000103,0.000068,0.000078,0.000000,0.000904,0.000118,0.000046,0.000041,0.003517,0.003533,0.003566,0.003566,0.086493,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.608352,1.379754,0.608352,,0.608352,,0.964547,,,,,,,,,,,,,,,,,,0.608352,1.379754,0.964547,,,,
1,tsukubaSet,FLOAT,16,64,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,384,288,3,0.000000,0.000147,0.000066,0.000023,0.000014,0.000014,0.000116,0.000028,0.000028,0.002832,0.001121,0.001120,0.000177,0.000000,0.004408,0.000016,0.002062,0.000426,0.000137,0.000102,0.000091,0.000000,0.000919,0.000126,0.000046,0.000041,0.004431,0.004447,0.004481,0.004481,0.086493,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.747545,1.410276,0.747545,,,0.747545,0.966783,,,,,,,,,,,,,,,,,,0.747545,1.410276,0.966783,,,,
2,venus,FLOAT,16,64,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,434,383,3,0.000000,0.000351,0.000140,0.000040,0.000015,0.000031,0.000229,0.000026,0.000026,0.007723,0.001804,0.001803,0.000389,0.000000,0.010424,0.000029,0.006536,0.000710,0.000238,0.000108,0.000136,0.000000,0.001364,0.000244,0.000120,0.000075,0.010458,0.010487,0.010557,0.010557,0.224633,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.412821,1.952344,0.412821,,0.412821,,1.177700,,,,,,,,,,,,,,,,,,0.412821,1.952344,1.177700,,,,
2,venus,FLOAT,16,64,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,434,383,3,0.000001,0.000327,0.000198,0.000052,0.000018,0.000018,0.000283,0.000025,0.000025,0.010966,0.001827,0.001826,0.000393,0.000000,0.013755,0.000031,0.008900,0.001218,0.000385,0.000150,0.000192,0.000000,0.001365,0.000269,0.000126,0.000068,0.013785,0.013813,0.013884,0.013884,0.224633,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.450934,1.948262,0.450934,,,0.450934,1.113788,,,,,,,,,,,,,,,,,,0.450934,1.948262,1.113788,,,,
3,barn1,FLOAT,16,64,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,432,381,3,0.000000,0.000459,0.000322,0.000089,0.000028,0.000020,0.000453,0.000036,0.000036,0.015489,0.003799,0.003797,0.001035,0.000001,0.021281,0.000032,0.013222,0.001457,0.000397,0.000160,0.000243,0.000000,0.002878,0.000572,0.000275,0.000088,0.021343,0.021374,0.021452,0.021452,0.423020,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.187009,1.511951,,,0.187009,,0.699408,,,,,,,,,,,,,,,,,,0.187009,1.511951,0.699408,,,,
3,barn1,FLOAT,16,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,432,381,3,0.000000,0.000452,0.000333,0.000070,0.000029,0.000019,0.000451,0.000036,0.000036,0.018685,0.003929,0.003928,0.001084,0.000001,0.024722,0.000032,0.015700,0.001944,0.000534,0.000194,0.000256,0.000000,0.002990,0.000587,0.000273,0.000096,0.024762,0.024794,0.024871,0.024871,0.423020,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.275742,1.498089,,,,0.275742,1.023999,,,,,,,,,,,,,,,,,,0.275742,1.498089,1.023999,,,,
4,conesQuarterSize,FLOAT,16,64,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,450,375,3,0.000000,0.000884,0.001408,0.000407,0.000094,0.000027,0.001938,0.000037,0.000037,0.033474,0.010249,0.010248,0.003242,0.000001,0.050018,0.000033,0.027103,0.004818,0.000781,0.000260,0.000472,0.000000,0.007069,0.002400,0.000628,0.000166,0.050058,0.050092,0.050173,0.050173,0.897990,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.329388,1.472934,,0.329388,0.329388,,0.993703,,,,,,,,,,,,,,,,,,0.329388,1.472934,0.993703,,,,
4,conesQuarterSize,FLOAT,16,64,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,450,375,3,0.000001,0.000881,0.001475,0.000349,0.000074,0.000026,0.001926,0.000037,0.000036,0.036758,0.011372,0.011371,0.003240,0.000002,0.054545,0.000033,0.029523,0.005402,0.001016,0.000299,0.000512,0.000000,0.007020,0.003550,0.000640,0.000168,0.054589,0.054621,0.054702,0.054702,0.897990,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.335763,1.484984,,0.335763,,0.335763,1.005947,,,,,,,,,,,,,,,,,,0.335763,1.484984,1.005947,,,,
