Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup over no CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup over no CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup over no CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
5,conesHalfSize,FLOAT,64,32,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,900,750,3,0.000001,0.002517,0.004273,0.000718,0.000149,0.000047,0.005163,0.000059,0.000057,0.123325,0.020476,0.020475,0.008510,0.000002,0.159687,0.000198,0.093729,0.022585,0.003757,0.001169,0.000358,0.000000,0.015415,0.003856,0.001128,0.000233,0.159732,0.159917,0.160027,0.160027,7.411015,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.348451,1.378583,,1.348451,1.348451,,0.942924,,,,,,,,,,,,,,,,,,,,,1.348451,1.378583,0.942924,,,,
5,conesHalfSize,FLOAT,64,32,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,900,750,3,0.000001,0.002335,0.004194,0.000731,0.000142,0.000058,0.005117,0.000060,0.000058,0.129339,0.019973,0.019972,0.008527,0.000002,0.169842,0.000419,0.097886,0.024784,0.004264,0.001325,0.000381,0.000000,0.014905,0.003793,0.001089,0.000226,0.169893,0.170107,0.170222,0.170222,7.411015,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.380728,1.384034,,1.380728,,1.380728,1.015110,,,,,,,,,,,,,,,,,,,,,1.380728,1.384034,1.015110,,,,
6,conesFullSizeCropped,FLOAT,64,32,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,900,750,3,0.000001,0.005719,0.008783,0.001950,0.000384,0.000079,0.011198,0.000105,0.000103,0.254943,0.042057,0.042055,0.018100,0.000002,0.332735,0.000472,0.195667,0.045464,0.010149,0.002649,0.000684,0.000000,0.030741,0.008570,0.002380,0.000490,0.332806,0.333261,0.333368,0.333368,14.494743,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.397849,1.288681,,1.397849,1.397849,,0.991350,,,,,,,,,,,,,,,,,,,,,1.397849,1.288681,0.991350,,,,
6,conesFullSizeCropped,FLOAT,64,32,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,900,750,3,0.000001,0.005626,0.008588,0.001869,0.000356,0.000091,0.011009,0.000105,0.000103,0.250347,0.041796,0.041794,0.017864,0.000002,0.331086,0.000192,0.187942,0.046850,0.010713,0.002779,0.000727,0.000000,0.030718,0.008101,0.002563,0.000495,0.331140,0.331333,0.331443,0.331443,14.494743,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.370434,1.283941,,1.370434,,1.370434,0.958362,,,,,,,,,,,,,,,,,,,,,1.370434,1.283941,0.958362,,,,
0,tsukubaSetHalfSize,DOUBLE,64,32,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,192,144,3,0.000000,0.000013,0.000021,0.000020,0.000019,0.000019,0.000078,0.000010,0.000009,0.000472,0.000094,0.000094,0.000033,0.000000,0.000699,0.000019,0.000160,0.000087,0.000070,0.000066,0.000066,0.000000,0.000032,0.000023,0.000020,0.000019,0.000720,0.000739,0.000742,0.000742,0.010706,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,1.196668,1.037155,1.196668,,1.196668,,1.234248,,,,,,,,,,,,1.196668,1.037155,1.234248,,,,
0,tsukubaSetHalfSize,DOUBLE,64,32,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,192,144,3,0.000000,0.000013,0.000021,0.000019,0.000019,0.000019,0.000079,0.000010,0.000010,0.000776,0.000094,0.000093,0.000033,0.000000,0.001005,0.000019,0.000395,0.000169,0.000081,0.000066,0.000065,0.000000,0.000031,0.000023,0.000020,0.000019,0.001026,0.001045,0.001048,0.001048,0.010706,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,1.938383,1.053576,1.938383,,,1.938383,1.005711,,,,,,,,,,,,1.938383,1.053576,1.005711,,,,
1,tsukubaSet,DOUBLE,64,32,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,384,288,3,0.000000,0.000039,0.000042,0.000024,0.000021,0.000020,0.000105,0.000020,0.000020,0.001524,0.000247,0.000246,0.000082,0.000000,0.002010,0.000021,0.000915,0.000294,0.000143,0.000085,0.000072,0.000000,0.000148,0.000049,0.000027,0.000023,0.002035,0.002056,0.002071,0.002071,0.093483,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,1.816214,1.305193,1.816214,,1.816214,,1.019793,,,,,,,,,,,,1.816214,1.305193,1.019793,,,,
1,tsukubaSet,DOUBLE,64,32,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,384,288,3,0.000000,0.000037,0.000032,0.000024,0.000028,0.000020,0.000103,0.000012,0.000012,0.003701,0.000236,0.000236,0.000079,0.000000,0.004464,0.000020,0.002563,0.000696,0.000261,0.000108,0.000075,0.000000,0.000143,0.000045,0.000026,0.000022,0.004485,0.004505,0.004521,0.004521,0.093483,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,1.516789,1.313355,1.516789,,,1.516789,1.157753,,,,,,,,,,,,1.516789,1.313355,1.157753,,,,
2,venus,DOUBLE,64,32,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,434,383,3,0.000000,0.000057,0.000072,0.000037,0.000025,0.000021,0.000155,0.000015,0.000015,0.004855,0.000557,0.000557,0.000189,0.000000,0.005895,0.000031,0.003416,0.000880,0.000341,0.000132,0.000085,0.000000,0.000307,0.000164,0.000056,0.000033,0.005929,0.005960,0.005986,0.005986,0.278424,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,1.008053,1.562553,1.008053,,1.008053,,1.003643,,,,,,,,,,,,1.008053,1.562553,1.003643,,,,
2,venus,DOUBLE,64,32,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,434,383,3,0.000000,0.000057,0.000069,0.000036,0.000024,0.000021,0.000150,0.000015,0.000015,0.005543,0.000556,0.000555,0.000188,0.000000,0.006560,0.000025,0.003891,0.000997,0.000378,0.000141,0.000102,0.000000,0.000313,0.000153,0.000056,0.000033,0.006596,0.006620,0.006654,0.006654,0.278424,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,1.380792,1.552885,1.380792,,,1.380792,0.975716,,,,,,,,,,,,1.380792,1.552885,0.975716,,,,
3,barn1,DOUBLE,64,32,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,432,381,3,0.000001,0.000125,0.000137,0.000057,0.000028,0.000022,0.000237,0.000018,0.000018,0.009275,0.001145,0.001144,0.000679,0.000001,0.011785,0.000025,0.007188,0.001300,0.000496,0.000174,0.000109,0.000000,0.000799,0.000211,0.000076,0.000057,0.011823,0.011849,0.011874,0.011874,0.408941,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,0.956899,1.567522,,,0.956899,,0.928512,,,,,,,,,,,,0.956899,1.567522,0.928512,,,,
3,barn1,DOUBLE,64,32,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,432,381,3,0.000001,0.000118,0.000130,0.000047,0.000029,0.000023,0.000228,0.000018,0.000018,0.010834,0.001136,0.001135,0.000699,0.000001,0.013032,0.000045,0.008543,0.001427,0.000543,0.000191,0.000117,0.000000,0.000809,0.000206,0.000078,0.000046,0.013073,0.013119,0.013145,0.013145,0.408941,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,1.185434,1.577181,,,,1.185434,0.980683,,,,,,,,,,,,1.185434,1.577181,0.980683,,,,
4,conesQuarterSize,DOUBLE,64,32,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,450,375,3,0.000001,0.000319,0.000297,0.000095,0.000047,0.000025,0.000462,0.000030,0.000029,0.024791,0.004101,0.004100,0.002005,0.000002,0.031697,0.000050,0.020117,0.003117,0.001036,0.000337,0.000182,0.000000,0.003328,0.000546,0.000155,0.000072,0.031742,0.031792,0.031818,0.031818,0.946700,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,1.481538,1.386849,,1.481538,1.481538,,0.966320,,,,,,,,,,,,1.481538,1.386849,0.966320,,,,
