Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Parallel Params Per Kernel Setting,Blur Images Parallel Dimensions,Init Message Values Parallel Dimensions,Level 0 Data Costs Parallel Dimensions,Level 1 Data Costs Parallel Dimensions,Level 2 Data Costs Parallel Dimensions,Level 3 Data Costs Parallel Dimensions,Level 4 Data Costs Parallel Dimensions,Level 0 BP Thread Parallel Dimensions,Level 1 BP Thread Parallel Dimensions,Level 2 BP Thread Parallel Dimensions,Level 3 BP Thread Parallel Dimensions,Level 4 BP Thread Parallel Dimensions,Level 0 Copy Thread Parallel Dimensions,Level 1 Copy Thread Parallel Dimensions,Level 2 Copy Thread Parallel Dimensions,Level 3 Copy Thread Parallel Dimensions,Level 4 Copy Thread Parallel Dimensions,Get Output Disparity Parallel Dimensions,Run Success,Acceleration,Device 0,Cuda version,Cuda Runtime Version,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,CUDA output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,CUDA output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated disparity count (known at compile-time) - FLOAT,Speedup using CPU vectorization - FLOAT,Speedup over AVX256 CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated disparity count (known at compile-time) - DOUBLE,Speedup using CPU vectorization - DOUBLE,Speedup over AVX256 CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated disparity count (known at compile-time) - HALF,Speedup using CPU vectorization - HALF,Speedup over AVX256 CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated disparity count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
5,conesHalfSize,FLOAT,16,16,8,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,YES,CUDA,NVIDIA GeForce RTX 3050 Laptop GPU with 16 multiprocessors,12060,12060,900,750,7,0.000001,0.002964,0.004389,0.001173,0.000295,0.000115,0.005973,0.000037,0.000037,0.460365,0.022372,0.022371,0.009906,0.000000,0.501596,0.001211,0.345430,0.086283,0.021525,0.005589,0.001560,0.000000,0.016438,0.004372,0.001235,0.000327,0.501618,0.502855,0.503322,0.503322,7.915447,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.457470,1.290729,,0.457470,0.457470,,1.006133,,,,,,,,,,,,,,,,,,,,,,,,0.457470,1.290729,1.006133,,,,
5,conesHalfSize,FLOAT,16,16,8,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,YES,CUDA,NVIDIA GeForce RTX 3050 Laptop GPU with 16 multiprocessors,12060,12060,900,750,7,0.000000,0.002972,0.004391,0.001174,0.000296,0.000115,0.005975,0.000037,0.000037,0.512944,0.022384,0.022384,0.009961,0.000000,0.554276,0.001162,0.379061,0.097863,0.026115,0.007245,0.002707,0.000000,0.016449,0.004374,0.001228,0.000329,0.554303,0.555494,0.555990,0.555990,7.915447,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.421946,1.295833,,0.421946,,0.421946,1.013240,,,,,,,,,,,,,,,,,,,,,,,,0.421946,1.295833,1.013240,,,,
0,tsukubaSetHalfSize,DOUBLE,16,16,8,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,YES,CUDA,NVIDIA GeForce RTX 3050 Laptop GPU with 16 multiprocessors,12060,12060,192,144,15,0.000000,0.000013,0.000030,0.000016,0.000013,0.000013,0.000072,0.000005,0.000005,0.001420,0.000145,0.000144,0.000058,0.000000,0.001716,0.000051,0.000717,0.000306,0.000134,0.000131,0.000131,0.000000,0.000082,0.000030,0.000015,0.000017,0.001726,0.001777,0.001804,0.001804,0.008794,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,,0.453481,1.262623,0.453481,,0.453481,,1.137954,,,,,,,,,,,,,,0.453481,1.262623,1.137954,,,,
0,tsukubaSetHalfSize,DOUBLE,16,16,8,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,YES,CUDA,NVIDIA GeForce RTX 3050 Laptop GPU with 16 multiprocessors,12060,12060,192,144,15,0.000000,0.000014,0.000030,0.000016,0.000013,0.000013,0.000072,0.000005,0.000005,0.001976,0.000146,0.000146,0.000059,0.000000,0.002273,0.000051,0.001131,0.000339,0.000166,0.000164,0.000175,0.000000,0.000082,0.000030,0.000016,0.000018,0.002284,0.002334,0.002362,0.002362,0.008794,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,,0.935269,1.282613,0.935269,,,0.935269,1.093312,,,,,,,,,,,,,,0.935269,1.282613,1.093312,,,,
1,tsukubaSet,DOUBLE,16,16,8,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,YES,CUDA,NVIDIA GeForce RTX 3050 Laptop GPU with 16 multiprocessors,12060,12060,384,288,15,0.000000,0.000091,0.000187,0.000055,0.000022,0.000017,0.000281,0.000006,0.000006,0.007969,0.000780,0.000780,0.000395,0.000000,0.009524,0.000190,0.005356,0.001435,0.000721,0.000232,0.000227,0.000000,0.000546,0.000159,0.000054,0.000022,0.009537,0.009726,0.009824,0.009824,0.081169,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,,0.387685,1.503202,0.387685,,0.387685,,1.032680,,,,,,,,,,,,,,0.387685,1.503202,1.032680,,,,
1,tsukubaSet,DOUBLE,16,16,8,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,YES,CUDA,NVIDIA GeForce RTX 3050 Laptop GPU with 16 multiprocessors,12060,12060,384,288,15,0.000000,0.000092,0.000187,0.000055,0.000022,0.000017,0.000281,0.000006,0.000006,0.016204,0.000783,0.000782,0.000398,0.000000,0.017764,0.000195,0.012275,0.002702,0.000670,0.000287,0.000271,0.000000,0.000546,0.000159,0.000054,0.000024,0.017775,0.017966,0.018068,0.018068,0.081169,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,,0.409810,1.512603,0.409810,,,0.409810,1.250211,,,,,,,,,,,,,,0.409810,1.512603,1.250211,,,,
2,venus,DOUBLE,16,16,8,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,YES,CUDA,NVIDIA GeForce RTX 3050 Laptop GPU with 16 multiprocessors,12060,12060,434,383,15,0.000000,0.000177,0.000358,0.000099,0.000038,0.000024,0.000518,0.000007,0.000007,0.015813,0.001619,0.001619,0.000810,0.000000,0.018946,0.000265,0.010993,0.003220,0.000989,0.000316,0.000297,0.000000,0.001181,0.000308,0.000090,0.000040,0.018957,0.019226,0.019376,0.019376,0.282260,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,,0.314354,1.541315,0.314354,,0.314354,,1.013024,,,,,,,,,,,,,,0.314354,1.541315,1.013024,,,,
2,venus,DOUBLE,16,16,8,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,YES,CUDA,NVIDIA GeForce RTX 3050 Laptop GPU with 16 multiprocessors,12060,12060,434,383,15,0.000000,0.000178,0.000358,0.000099,0.000038,0.000024,0.000520,0.000007,0.000007,0.033859,0.001627,0.001626,0.000808,0.000000,0.036997,0.000283,0.025162,0.006500,0.001367,0.000470,0.000354,0.000000,0.001186,0.000309,0.000090,0.000041,0.037009,0.037296,0.037447,0.037447,0.282260,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,,0.306541,1.531777,0.306541,,,0.306541,1.219107,,,,,,,,,,,,,,0.306541,1.531777,1.219107,,,,
3,barn1,DOUBLE,16,16,8,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,YES,CUDA,NVIDIA GeForce RTX 3050 Laptop GPU with 16 multiprocessors,12060,12060,432,381,15,0.000000,0.000262,0.000530,0.000140,0.000051,0.000031,0.000753,0.000008,0.000008,0.029754,0.002456,0.002455,0.001189,0.000000,0.034422,0.000279,0.020841,0.006020,0.001909,0.000526,0.000450,0.000000,0.001803,0.000462,0.000133,0.000058,0.034439,0.034720,0.034872,0.034872,0.472471,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,,0.366947,1.356749,,,0.366947,,1.045712,,,,,,,,,,,,,,0.366947,1.356749,1.045712,,,,
3,barn1,DOUBLE,16,16,8,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,YES,CUDA,NVIDIA GeForce RTX 3050 Laptop GPU with 16 multiprocessors,12060,12060,432,381,15,0.000000,0.000262,0.000530,0.000140,0.000052,0.000031,0.000753,0.000008,0.000008,0.053095,0.002460,0.002459,0.001189,0.000000,0.057766,0.000291,0.039346,0.010092,0.002389,0.000751,0.000521,0.000000,0.001805,0.000461,0.000133,0.000058,0.057778,0.058061,0.058207,0.058207,0.472471,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,,0.290273,1.365109,,,,0.290273,1.063353,,,,,,,,,,,,,,0.290273,1.365109,1.063353,,,,
4,conesQuarterSize,DOUBLE,16,16,8,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,YES,CUDA,NVIDIA GeForce RTX 3050 Laptop GPU with 16 multiprocessors,12060,12060,450,375,15,0.000000,0.000594,0.001158,0.000281,0.000088,0.000065,0.001592,0.000012,0.000012,0.110648,0.005027,0.005027,0.002394,0.000000,0.120281,0.000278,0.081787,0.020548,0.005783,0.001515,0.001005,0.000000,0.003688,0.000979,0.000261,0.000106,0.120295,0.120579,0.120726,0.120726,0.967038,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,,0.414109,1.357682,,0.414109,0.414109,,1.024841,,,,,,,,,,,,,,0.414109,1.357682,1.024841,,,,
4,conesQuarterSize,DOUBLE,16,16,8,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,YES,CUDA,NVIDIA GeForce RTX 3050 Laptop GPU with 16 multiprocessors,12060,12060,450,375,15,0.000000,0.000596,0.001157,0.000282,0.000088,0.000065,0.001593,0.000012,0.000012,0.113825,0.005030,0.005030,0.002408,0.000000,0.123467,0.000294,0.083602,0.021674,0.005573,0.001792,0.001195,0.000000,0.003690,0.000970,0.000262,0.000106,0.123481,0.123776,0.123925,0.123925,0.967038,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,,0.411774,1.349719,,0.411774,,0.411774,1.016237,,,,,,,,,,,,,,0.411774,1.349719,1.016237,,,,
0,tsukubaSetHalfSize,HALF,16,16,8,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,YES,CUDA,NVIDIA GeForce RTX 3050 Laptop GPU with 16 multiprocessors,12060,12060,192,144,15,0.000000,0.000007,0.000012,0.000012,0.000011,0.000013,0.000048,0.000005,0.000005,0.000296,0.000079,0.000079,0.000017,0.000000,0.000452,0.000051,0.000101,0.000058,0.000045,0.000046,0.000046,0.000000,0.000031,0.000016,0.000017,0.000015,0.000462,0.000512,0.000540,0.000540,0.008794,,0.897685,0.897685,0.759549,0.120081,0.017723,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.002279,0.002279,0.001736,0.000145,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,1.306762,1.155779,1.306762,,1.306762,,0.991376,,,,1.306762,1.155779,0.991376,,,,
0,tsukubaSetHalfSize,HALF,16,16,8,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,YES,CUDA,NVIDIA GeForce RTX 3050 Laptop GPU with 16 multiprocessors,12060,12060,192,144,15,0.000000,0.000008,0.000013,0.000012,0.000012,0.000013,0.000049,0.000005,0.000005,0.000618,0.000081,0.000081,0.000019,0.000000,0.000782,0.000050,0.000207,0.000113,0.000097,0.000104,0.000094,0.000000,0.000032,0.000016,0.000017,0.000015,0.000791,0.000841,0.000868,0.000868,0.008794,,0.897685,0.897685,0.759549,0.120081,0.017723,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.002279,0.002279,0.001736,0.000145,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,1.450630,1.173529,1.450630,,,1.450630,1.019525,,,,1.450630,1.173529,1.019525,,,,
1,tsukubaSet,HALF,16,16,8,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,YES,CUDA,NVIDIA GeForce RTX 3050 Laptop GPU with 16 multiprocessors,12060,12060,384,288,15,0.000000,0.000030,0.000054,0.000020,0.000013,0.000014,0.000101,0.000005,0.000005,0.001067,0.000286,0.000286,0.000119,0.000000,0.001608,0.000186,0.000665,0.000211,0.000084,0.000054,0.000055,0.000000,0.000183,0.000058,0.000022,0.000024,0.001621,0.001808,0.001907,0.001907,0.081169,,1.489674,1.454536,0.398908,0.222991,0.073767,0.023257,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004892,0.004892,0.002478,0.000461,0.000326,0.000000,,,,,,,,,,,,,,,,,,,,,1.085228,1.543243,1.085228,,1.085228,,0.997391,,,,1.085228,1.543243,0.997391,,,,
1,tsukubaSet,HALF,16,16,8,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,YES,CUDA,NVIDIA GeForce RTX 3050 Laptop GPU with 16 multiprocessors,12060,12060,384,288,15,0.000000,0.000031,0.000054,0.000020,0.000014,0.000013,0.000102,0.000006,0.000006,0.003519,0.000289,0.000289,0.000111,0.000000,0.004059,0.000187,0.002439,0.000559,0.000202,0.000152,0.000166,0.000000,0.000183,0.000058,0.000023,0.000025,0.004070,0.004255,0.004353,0.004353,0.081169,,1.489674,1.454536,0.398908,0.222991,0.073767,0.023257,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004892,0.004892,0.002478,0.000461,0.000326,0.000000,,,,,,,,,,,,,,,,,,,,,0.751368,1.528249,0.751368,,,0.751368,1.138550,,,,0.751368,1.528249,1.138550,,,,
2,venus,HALF,16,16,8,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,YES,CUDA,NVIDIA GeForce RTX 3050 Laptop GPU with 16 multiprocessors,12060,12060,434,383,15,0.000000,0.000055,0.000102,0.000038,0.000021,0.000020,0.000180,0.000006,0.000006,0.002159,0.000571,0.000570,0.000219,0.000000,0.003189,0.000263,0.001482,0.000421,0.000128,0.000064,0.000063,0.000000,0.000396,0.000105,0.000040,0.000029,0.003202,0.003465,0.003612,0.003612,0.282260,,0.445659,0.422932,0.883914,0.025105,0.013855,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.004235,0.004235,0.002906,0.000307,0.000150,0.000000,,,,,,,,,,,,,,,,,,,,,0.993629,1.559415,0.993629,,0.993629,,1.017104,,,,0.993629,1.559415,1.017104,,,,
2,venus,HALF,16,16,8,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,YES,CUDA,NVIDIA GeForce RTX 3050 Laptop GPU with 16 multiprocessors,12060,12060,434,383,15,0.000000,0.000055,0.000102,0.000038,0.000021,0.000020,0.000181,0.000006,0.000006,0.008976,0.000571,0.000570,0.000214,0.000000,0.010002,0.000274,0.006255,0.001930,0.000385,0.000205,0.000204,0.000000,0.000395,0.000105,0.000041,0.000029,0.010014,0.010291,0.010434,0.010434,0.282260,,0.445659,0.422932,0.883914,0.025105,0.013855,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.004235,0.004235,0.002906,0.000307,0.000150,0.000000,,,,,,,,,,,,,,,,,,,,,0.493131,1.559334,0.493131,,,0.493131,1.262860,,,,0.493131,1.559334,1.262860,,,,
3,barn1,HALF,16,16,8,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,YES,CUDA,NVIDIA GeForce RTX 3050 Laptop GPU with 16 multiprocessors,12060,12060,432,381,15,0.000000,0.000076,0.000148,0.000050,0.000027,0.000025,0.000249,0.000006,0.000006,0.005266,0.000911,0.000910,0.000319,0.000000,0.006830,0.000268,0.003825,0.000978,0.000282,0.000095,0.000088,0.000000,0.000652,0.000157,0.000059,0.000041,0.006841,0.007109,0.007254,0.007254,0.472471,,0.499664,0.486044,0.850187,0.039048,0.025761,0.003658,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.002728,0.002728,0.001525,0.000194,0.000146,0.000000,,,,,,,,,,,,,,,,,,,,,0.610213,1.362948,,,0.610213,,1.072350,,,,0.610213,1.362948,1.072350,,,,
3,barn1,HALF,16,16,8,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,32 x 4,YES,CUDA,NVIDIA GeForce RTX 3050 Laptop GPU with 16 multiprocessors,12060,12060,432,381,15,0.000000,0.000077,0.000147,0.000051,0.000027,0.000025,0.000250,0.000006,0.000006,0.018595,0.000914,0.000914,0.000317,0.000000,0.020161,0.000272,0.013485,0.003779,0.000707,0.000331,0.000293,0.000000,0.000654,0.000158,0.000060,0.000042,0.020172,0.020456,0.020604,0.020604,0.472471,,0.499664,0.486044,0.850187,0.039048,0.025761,0.003658,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.002728,0.002728,0.001525,0.000194,0.000146,0.000000,,,,,,,,,,,,,,,,,,,,,0.356114,1.364908,,,,0.356114,1.344104,,,,0.356114,1.364908,1.344104,,,,
