Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup over no CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup over no CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup over no CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
0,tsukubaSetHalfSize,FLOAT,64,32,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,192,144,3,0.000000,0.000012,0.000020,0.000020,0.000019,0.000020,0.000078,0.000010,0.000010,0.000392,0.000097,0.000096,0.000031,0.000000,0.000619,0.000019,0.000107,0.000076,0.000068,0.000073,0.000065,0.000000,0.000030,0.000024,0.000023,0.000020,0.000645,0.000663,0.000666,0.000666,0.010546,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.203768,0.993041,1.203768,,1.203768,,1.383459,,,,,,,,,,,,,,,,,,,,,1.203768,0.993041,1.383459,,,,
0,tsukubaSetHalfSize,FLOAT,64,32,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,192,144,3,0.000000,0.000011,0.000026,0.000019,0.000019,0.000019,0.000086,0.000010,0.000010,0.000513,0.000094,0.000094,0.000031,0.000000,0.000749,0.000018,0.000213,0.000100,0.000066,0.000065,0.000064,0.000000,0.000030,0.000023,0.000022,0.000019,0.000777,0.000795,0.000798,0.000798,0.010546,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.584089,1.037056,1.584089,,,1.584089,0.977301,,,,,,,,,,,,,,,,,,,,,1.584089,1.037056,0.977301,,,,
1,tsukubaSet,FLOAT,64,32,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,384,288,3,0.000000,0.000031,0.000029,0.000022,0.000035,0.000020,0.000105,0.000013,0.000012,0.000902,0.000225,0.000224,0.000045,0.000000,0.001307,0.000020,0.000492,0.000179,0.000093,0.000071,0.000067,0.000000,0.000114,0.000061,0.000024,0.000026,0.001327,0.001347,0.001362,0.001362,0.094916,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.679645,1.257313,1.679645,,1.679645,,1.016678,,,,,,,,,,,,,,,,,,,,,1.679645,1.257313,1.016678,,,,
1,tsukubaSet,FLOAT,64,32,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,384,288,3,0.000000,0.000031,0.000029,0.000022,0.000028,0.000020,0.000098,0.000013,0.000013,0.001867,0.000203,0.000202,0.000045,0.000000,0.002248,0.000020,0.001169,0.000383,0.000163,0.000081,0.000067,0.000000,0.000113,0.000041,0.000024,0.000025,0.002267,0.002287,0.002303,0.002303,0.094916,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.319070,1.285127,1.319070,,,1.319070,0.876762,,,,,,,,,,,,,,,,,,,,,1.319070,1.285127,0.876762,,,,
2,venus,FLOAT,64,32,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,434,383,3,0.000000,0.000056,0.000041,0.000025,0.000021,0.000020,0.000106,0.000015,0.000015,0.002554,0.000262,0.000262,0.000079,0.000000,0.003073,0.000021,0.001711,0.000465,0.000191,0.000097,0.000068,0.000000,0.000125,0.000063,0.000040,0.000034,0.003095,0.003116,0.003139,0.003139,0.278399,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.197718,1.575296,1.197718,,1.197718,,1.015909,,,,,,,,,,,,,,,,,,,,,1.197718,1.575296,1.015909,,,,
2,venus,FLOAT,64,32,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,434,383,3,0.000000,0.000042,0.000041,0.000025,0.000021,0.000021,0.000107,0.000022,0.000022,0.002896,0.000243,0.000243,0.000070,0.000000,0.003379,0.000021,0.001928,0.000581,0.000210,0.000113,0.000073,0.000000,0.000118,0.000051,0.000039,0.000035,0.003400,0.003421,0.003444,0.003444,0.278399,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.640534,1.572002,1.640534,,,1.640534,1.005183,,,,,,,,,,,,,,,,,,,,,1.640534,1.572002,1.005183,,,,
3,barn1,FLOAT,64,32,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,432,381,3,0.000000,0.000059,0.000062,0.000030,0.000032,0.000022,0.000137,0.000019,0.000019,0.003787,0.000399,0.000399,0.000098,0.000000,0.004637,0.000023,0.002582,0.000714,0.000276,0.000124,0.000083,0.000000,0.000189,0.000095,0.000069,0.000050,0.004667,0.004690,0.004713,0.004713,0.417044,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.229614,1.533615,,,1.229614,,1.010366,,,,,,,,,,,,,,,,,,,,,1.229614,1.533615,1.010366,,,,
3,barn1,FLOAT,64,32,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,432,381,3,0.000000,0.000055,0.000059,0.000030,0.000023,0.000022,0.000134,0.000019,0.000018,0.004154,0.000392,0.000392,0.000098,0.000000,0.004868,0.000023,0.002818,0.000760,0.000303,0.000133,0.000099,0.000000,0.000191,0.000092,0.000065,0.000050,0.004896,0.004918,0.004942,0.004942,0.417044,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.362913,1.519554,,,,1.362913,1.005763,,,,,,,,,,,,,,,,,,,,,1.362913,1.519554,1.005763,,,,
4,conesQuarterSize,FLOAT,64,32,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,450,375,3,0.000000,0.000168,0.000196,0.000068,0.000031,0.000026,0.000321,0.000034,0.000034,0.010845,0.001637,0.001637,0.000795,0.000000,0.013766,0.000025,0.008409,0.001506,0.000591,0.000196,0.000118,0.000000,0.001144,0.000296,0.000109,0.000087,0.013806,0.013831,0.013856,0.013856,0.938996,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.182524,1.408610,,1.182524,1.182524,,0.985176,,,,,,,,,,,,,,,,,,,,,1.182524,1.408610,0.985176,,,,
4,conesQuarterSize,FLOAT,64,32,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,450,375,3,0.000000,0.000162,0.000181,0.000069,0.000031,0.000026,0.000307,0.000039,0.000039,0.011317,0.001589,0.001588,0.000800,0.000000,0.014199,0.000025,0.008802,0.001579,0.000616,0.000206,0.000123,0.000000,0.001102,0.000290,0.000105,0.000092,0.014237,0.014262,0.014288,0.014288,0.938996,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.278052,1.420133,,1.278052,,1.278052,1.000119,,,,,,,,,,,,,,,,,,,,,1.278052,1.420133,1.000119,,,,
