Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
3,barn1,DOUBLE,24,64,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,432,381,3,0.000000,0.000303,0.000346,0.000074,0.000032,0.000011,0.000463,0.000021,0.000020,0.015517,0.002382,0.002381,0.000745,0.000001,0.019409,0.000022,0.011708,0.003165,0.000407,0.000157,0.000116,0.000000,0.001538,0.000622,0.000164,0.000069,0.019448,0.019469,0.019534,0.019534,0.387075,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,0.628089,1.656073,,,0.628089,,1.002647,,,,,,,,,,0.628089,1.656073,1.002647,,,,
3,barn1,DOUBLE,24,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,432,381,3,0.000001,0.000301,0.000360,0.000077,0.000018,0.000012,0.000467,0.000021,0.000020,0.018954,0.002408,0.002407,0.000745,0.000001,0.022893,0.000022,0.014088,0.003855,0.000594,0.000229,0.000147,0.000000,0.001487,0.000674,0.000175,0.000072,0.022931,0.022953,0.023018,0.023018,0.387075,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,0.702591,1.666278,,,,0.702591,1.017825,,,,,,,,,,0.702591,1.666278,1.017825,,,,
4,conesQuarterSize,DOUBLE,24,64,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,450,375,3,0.000000,0.001047,0.001033,0.000263,0.000075,0.000022,0.001394,0.000039,0.000038,0.033505,0.009794,0.009793,0.001867,0.000001,0.047648,0.000024,0.026103,0.005693,0.001084,0.000308,0.000279,0.000000,0.006858,0.002168,0.000640,0.000127,0.047691,0.047714,0.047804,0.047804,0.850422,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,1.035238,1.543856,,1.035238,1.035238,,1.014490,,,,,,,,,,1.035238,1.543856,1.014490,,,,
4,conesQuarterSize,DOUBLE,24,64,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,450,375,3,0.000001,0.001146,0.001104,0.000263,0.000088,0.000022,0.001472,0.000037,0.000037,0.039527,0.010048,0.010047,0.002136,0.000001,0.054332,0.000024,0.030929,0.006497,0.001352,0.000363,0.000293,0.000000,0.007145,0.002118,0.000632,0.000152,0.054375,0.054399,0.054471,0.054471,0.850422,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,0.983010,1.534802,,0.983010,,0.983010,1.066351,,,,,,,,,,0.983010,1.534802,1.066351,,,,
5,conesHalfSize,DOUBLE,24,64,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.011852,0.012601,0.003612,0.000733,0.000213,0.017161,0.000528,0.000527,0.351949,0.100915,0.100913,0.023154,0.000001,0.505703,0.000085,0.268766,0.066100,0.012694,0.003262,0.001004,0.000000,0.074858,0.018155,0.005437,0.002524,0.505748,0.505820,0.506117,0.506117,7.694999,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,0.919996,1.278086,,0.919996,0.919996,,1.025317,,,,,,,,,,0.919996,1.278086,1.025317,,,,
5,conesHalfSize,DOUBLE,24,64,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.011708,0.012116,0.003084,0.000629,0.000237,0.016064,0.000474,0.000473,0.355837,0.094837,0.094834,0.021331,0.000001,0.500331,0.000070,0.274269,0.063110,0.013749,0.003418,0.001007,0.000000,0.071475,0.016053,0.004986,0.002394,0.500373,0.500443,0.500744,0.500744,7.694999,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,0.871724,1.272230,,0.871724,,0.871724,0.952935,,,,,,,,,,0.871724,1.272230,0.952935,,,,
6,conesFullSizeCropped,DOUBLE,24,64,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.029988,0.038284,0.006618,0.001442,0.000505,0.046805,0.001264,0.001263,0.711390,0.271821,0.271819,0.050257,0.000001,1.114651,0.000069,0.546906,0.129048,0.026756,0.006740,0.002008,0.000000,0.221629,0.034657,0.010841,0.004743,1.114695,1.114764,1.115048,1.115048,16.774011,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,0.837782,1.103558,,0.837782,0.837782,,1.005511,,,,,,,,,,0.837782,1.103558,1.005511,,,,
6,conesFullSizeCropped,DOUBLE,24,64,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.030283,0.037659,0.006502,0.001400,0.000495,0.046010,0.001605,0.001603,0.728053,0.271478,0.271475,0.049712,0.000001,1.128100,0.000069,0.561189,0.130060,0.028470,0.006873,0.002089,0.000000,0.220559,0.034256,0.011132,0.005971,1.128145,1.128214,1.128498,1.128498,16.774011,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,0.840635,1.113103,,0.840635,,0.840635,1.011370,,,,,,,,,,0.840635,1.113103,1.011370,,,,
0,tsukubaSetHalfSize,HALF,24,64,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,192,144,3,0.000000,0.000026,0.000021,0.000014,0.000011,0.000009,0.000054,0.000010,0.000010,0.000273,0.000117,0.000116,0.000016,0.000000,0.000506,0.000008,0.000094,0.000049,0.000035,0.000051,0.000043,0.000000,0.000027,0.000027,0.000027,0.000031,0.000528,0.000557,0.000562,0.000562,0.007051,,1.286764,1.286764,0.799118,0.220414,0.023040,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.845161,0.845161,0.465169,0.099573,0.003942,0.000000,,,,,,,,,,,,,,,,,1.557386,1.441514,1.557386,,1.557386,,1.229101,,1.557386,1.441514,1.229101,,,,
0,tsukubaSetHalfSize,HALF,24,64,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,192,144,3,0.000000,0.000027,0.000021,0.000012,0.000010,0.000009,0.000053,0.000018,0.000018,0.000522,0.000117,0.000116,0.000016,0.000000,0.000749,0.000008,0.000205,0.000088,0.000061,0.000083,0.000053,0.000000,0.000029,0.000025,0.000031,0.000028,0.000769,0.000792,0.000797,0.000797,0.007051,,1.286764,1.286764,0.799118,0.220414,0.023040,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.845161,0.845161,0.465169,0.099573,0.003942,0.000000,,,,,,,,,,,,,,,,,1.690038,1.463653,1.690038,,,1.690038,1.090937,,1.690038,1.463653,1.090937,,,,
1,tsukubaSet,HALF,24,64,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,384,288,3,0.000000,0.000198,0.000120,0.000035,0.000022,0.000014,0.000186,0.000021,0.000021,0.001053,0.000323,0.000323,0.000049,0.000000,0.001801,0.000012,0.000656,0.000187,0.000083,0.000052,0.000075,0.000000,0.000190,0.000048,0.000043,0.000046,0.001819,0.001831,0.001859,0.001859,0.081448,,2.982919,2.907766,0.744783,0.448206,0.176559,0.030753,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,2.117061,2.108385,0.652009,0.311605,0.115054,0.004657,,,,,,,,,,,,,,,,,1.092988,1.537952,1.092988,,1.092988,,0.979425,,1.092988,1.537952,0.979425,,,,
1,tsukubaSet,HALF,24,64,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,384,288,3,0.000000,0.000178,0.000116,0.000035,0.000022,0.000014,0.000187,0.000036,0.000035,0.001678,0.000329,0.000328,0.000044,0.000000,0.002462,0.000013,0.001036,0.000305,0.000130,0.000082,0.000147,0.000000,0.000198,0.000049,0.000040,0.000044,0.002479,0.002490,0.002519,0.002519,0.081448,,2.982919,2.907766,0.744783,0.448206,0.176559,0.030753,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,2.117061,2.108385,0.652009,0.311605,0.115054,0.004657,,,,,,,,,,,,,,,,,1.130448,1.523010,1.130448,,,1.130448,0.991225,,1.130448,1.523010,0.991225,,,,
2,venus,HALF,24,64,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,434,383,3,0.000000,0.000351,0.000228,0.000062,0.000021,0.000010,0.000320,0.000012,0.000012,0.002567,0.000496,0.000496,0.000119,0.000000,0.003866,0.000016,0.001717,0.000479,0.000164,0.000081,0.000093,0.000000,0.000311,0.000120,0.000049,0.000020,0.003886,0.003902,0.003947,0.003947,0.207159,,3.649893,3.425806,0.968470,0.517392,0.280697,0.094025,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,3.443558,3.255889,0.749215,0.455872,0.242946,0.074376,,,,,,,,,,,,,,,,,0.874674,2.124752,0.874674,,0.874674,,0.978337,,0.874674,2.124752,0.978337,,,,
2,venus,HALF,24,64,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,434,383,3,0.000000,0.000348,0.000228,0.000073,0.000022,0.000011,0.000334,0.000010,0.000010,0.004223,0.000500,0.000499,0.000126,0.000000,0.005530,0.000014,0.002998,0.000763,0.000233,0.000103,0.000127,0.000000,0.000327,0.000116,0.000045,0.000019,0.005548,0.005563,0.005607,0.005607,0.207159,,3.649893,3.425806,0.968470,0.517392,0.280697,0.094025,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,3.443558,3.255889,0.749215,0.455872,0.242946,0.074376,,,,,,,,,,,,,,,,,0.708682,2.124641,0.708682,,,0.708682,0.975310,,0.708682,2.124641,0.975310,,,,
3,barn1,HALF,24,64,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,432,381,3,0.000000,0.000502,0.000351,0.000101,0.000038,0.000013,0.000499,0.000026,0.000026,0.004257,0.001460,0.001460,0.000201,0.000000,0.006942,0.000016,0.002916,0.000864,0.000241,0.000100,0.000130,0.000000,0.000849,0.000419,0.000148,0.000044,0.006962,0.006978,0.007035,0.007035,0.387075,,5.115899,4.089175,0.958868,0.576899,0.330417,0.181637,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,4.875286,3.891470,0.767953,0.519776,0.299377,0.165956,,,,,,,,,,,,,,,,,0.593160,1.663640,,,0.593160,,1.010953,,0.593160,1.663640,1.010953,,,,
3,barn1,HALF,24,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,432,381,3,0.000000,0.000504,0.000352,0.000103,0.000028,0.000013,0.000497,0.000013,0.000012,0.005654,0.001509,0.001508,0.000194,0.000000,0.008343,0.000017,0.003902,0.001160,0.000314,0.000117,0.000144,0.000000,0.000864,0.000441,0.000148,0.000055,0.008363,0.008379,0.008424,0.008424,0.387075,,5.115899,4.089175,0.958868,0.576899,0.330417,0.181637,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,4.875286,3.891470,0.767953,0.519776,0.299377,0.165956,,,,,,,,,,,,,,,,,0.656439,1.666033,,,,0.656439,1.012982,,0.656439,1.666033,1.012982,,,,
4,conesQuarterSize,HALF,24,64,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,450,375,3,0.000000,0.001255,0.000799,0.000205,0.000056,0.000019,0.001076,0.000026,0.000025,0.011300,0.006155,0.006154,0.000561,0.000000,0.020338,0.000018,0.008561,0.001886,0.000439,0.000164,0.000301,0.000000,0.004704,0.001056,0.000316,0.000078,0.020361,0.020380,0.020430,0.020430,0.850422,,10.662198,6.100796,0.969997,0.748201,0.584077,0.371899,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,9.937428,6.035637,0.880148,0.716545,0.577511,0.331360,,,,,,,,,,,,,,,,,0.531270,1.549947,,0.531270,0.531270,,1.133537,,0.531270,1.549947,1.133537,,,,
4,conesQuarterSize,HALF,24,64,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,450,375,3,0.000000,0.001260,0.000810,0.000219,0.000055,0.000018,0.001088,0.000024,0.000024,0.012126,0.005131,0.005131,0.000571,0.000000,0.020183,0.000017,0.008903,0.002186,0.000548,0.000196,0.000305,0.000000,0.003438,0.001205,0.000408,0.000080,0.020207,0.020225,0.020274,0.020274,0.850422,,10.662198,6.100796,0.969997,0.748201,0.584077,0.371899,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,9.937428,6.035637,0.880148,0.716545,0.577511,0.331360,,,,,,,,,,,,,,,,,0.546723,1.557003,,0.546723,,0.546723,0.989632,,0.546723,1.557003,0.989632,,,,
5,conesHalfSize,HALF,24,64,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.008232,0.007638,0.004428,0.000570,0.000118,0.012553,0.000148,0.000148,0.107059,0.058058,0.058056,0.008055,0.000002,0.194270,0.000083,0.078912,0.022081,0.004649,0.001070,0.000315,0.000000,0.029557,0.021860,0.004549,0.000927,0.194312,0.194395,0.194679,0.194679,7.694999,,19.877817,6.834228,0.962939,0.775990,0.646804,0.515450,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,17.303240,6.113682,0.839098,0.691406,0.570859,0.449301,,,,,,,,,,,,,,,,,0.634574,1.325588,,0.634574,0.634574,,1.075356,,0.634574,1.325588,1.075356,,,,
5,conesHalfSize,HALF,24,64,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.008276,0.007585,0.001959,0.000477,0.000126,0.010136,0.000156,0.000155,0.110340,0.046376,0.046374,0.007909,0.000001,0.183136,0.000082,0.085046,0.019294,0.004415,0.001104,0.000341,0.000000,0.028005,0.014390,0.003349,0.000649,0.183180,0.183250,0.183534,0.183534,7.694999,,19.877817,6.834228,0.962939,0.775990,0.646804,0.515450,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,17.303240,6.113682,0.839098,0.691406,0.570859,0.449301,,,,,,,,,,,,,,,,,0.634330,1.328239,,0.634330,,0.634330,0.988829,,0.634330,1.328239,0.988829,,,,
6,conesFullSizeCropped,HALF,24,64,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000000,0.018132,0.017023,0.010721,0.002966,0.000327,0.030919,0.000365,0.000364,0.240791,0.132311,0.132308,0.017942,0.000001,0.440596,0.000071,0.173792,0.052565,0.011357,0.002399,0.000602,0.000000,0.076939,0.043294,0.010438,0.002217,0.440640,0.440709,0.440994,0.440994,16.774011,,42.771187,8.292414,0.966951,0.880902,0.806406,0.719289,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,30.068480,6.525327,0.802618,0.701022,0.629366,0.534024,,,,,,,,,,,,,,,,,0.601235,1.113097,,0.601235,0.601235,,1.034266,,0.601235,1.113097,1.034266,,,,
6,conesFullSizeCropped,HALF,24,64,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.018164,0.016800,0.011311,0.001323,0.000226,0.030096,0.000324,0.000322,0.252538,0.134454,0.134453,0.018045,0.000002,0.454164,0.000069,0.180844,0.059064,0.010389,0.002379,0.000613,0.000000,0.075808,0.044294,0.011921,0.002429,0.454211,0.454280,0.454564,0.454564,16.774011,,42.771187,8.292414,0.966951,0.880902,0.806406,0.719289,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,30.068480,6.525327,0.802618,0.701022,0.629366,0.534024,,,,,,,,,,,,,,,,,0.620227,1.113347,,0.620227,,0.620227,1.075417,,0.620227,1.113347,1.075417,,,,
