Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Run Success,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup over AVX256 CPU vectorization - FLOAT,Speedup using CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup over AVX256 CPU vectorization - DOUBLE,Speedup using CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup over AVX256 CPU vectorization - HALF,Speedup using CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
3,barn1,DOUBLE,96,64,16,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX512,432,381,15,0.000000,0.000119,0.000106,0.000039,0.000039,0.000033,0.000220,0.000062,0.000060,0.004843,0.001147,0.001147,0.000338,0.000000,0.006739,0.000027,0.003584,0.000593,0.000290,0.000208,0.000169,0.000000,0.000709,0.000226,0.000114,0.000095,0.006766,0.006793,0.006845,0.006845,0.393368,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,,1.796748,1.629578,,,1.796748,,1.005008,,,,,,,,,,,,,,1.796748,1.629578,1.005008,,,,
3,barn1,DOUBLE,96,64,16,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX512,432,381,15,0.000000,0.000123,0.000106,0.000039,0.000039,0.000034,0.000221,0.000060,0.000059,0.006097,0.001153,0.001151,0.000329,0.000000,0.007994,0.000026,0.004533,0.000810,0.000332,0.000234,0.000178,0.000000,0.000713,0.000228,0.000120,0.000093,0.008018,0.008043,0.008095,0.008095,0.393368,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,,1.959392,1.639619,,,,1.959392,0.998206,,,,,,,,,,,,,,1.959392,1.639619,0.998206,,,,
4,conesQuarterSize,DOUBLE,96,64,16,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX512,450,375,15,0.000000,0.000345,0.000321,0.000123,0.000068,0.000048,0.000571,0.000101,0.000100,0.011713,0.003639,0.003637,0.000752,0.000001,0.017110,0.000032,0.008654,0.001869,0.000509,0.000332,0.000316,0.000000,0.002368,0.000794,0.000293,0.000177,0.017162,0.017194,0.017266,0.017266,0.851714,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,,2.770231,1.541516,,2.770231,2.770231,,0.980521,,,,,,,,,,,,,,2.770231,1.541516,0.980521,,,,
4,conesQuarterSize,DOUBLE,96,64,16,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX512,450,375,15,0.000000,0.000355,0.000351,0.000126,0.000067,0.000052,0.000605,0.000098,0.000097,0.012750,0.003926,0.003925,0.000752,0.000001,0.018470,0.000031,0.009373,0.002123,0.000561,0.000351,0.000328,0.000000,0.002410,0.001034,0.000317,0.000184,0.018538,0.018569,0.018641,0.018641,0.851714,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,,2.696866,1.532475,,2.696866,,2.696866,1.001183,,,,,,,,,,,,,,2.696866,1.532475,1.001183,,,,
5,conesHalfSize,DOUBLE,96,16,8,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,900,750,7,0.000001,0.005171,0.006848,0.001587,0.000195,0.000107,0.008743,0.000247,0.000245,0.157931,0.040880,0.040878,0.012966,0.000001,0.226042,0.000052,0.125599,0.026235,0.004519,0.001071,0.000525,0.000000,0.031537,0.007150,0.001635,0.000571,0.226092,0.226144,0.226453,0.226453,7.829166,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,,,1.971629,1.256184,,1.971629,1.971629,,0.983160,,,,,,,,,,,,,,1.971629,1.256184,0.983160,,,,
5,conesHalfSize,DOUBLE,96,16,8,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,900,750,7,0.000001,0.005272,0.006894,0.001718,0.000240,0.000109,0.008969,0.000306,0.000305,0.162729,0.040780,0.040778,0.012981,0.000001,0.231089,0.000052,0.128612,0.027004,0.004832,0.001480,0.000839,0.000000,0.031240,0.007197,0.001643,0.000678,0.231145,0.231197,0.231495,0.231495,7.829166,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,,,1.973900,1.250428,,1.973900,,1.973900,0.997552,,,,,,,,,,,,,,1.973900,1.250428,0.997552,,,,
6,conesFullSizeCropped,DOUBLE,96,16,8,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,900,750,7,0.000001,0.012041,0.014244,0.003930,0.000539,0.000197,0.019026,0.000518,0.000516,0.345699,0.098551,0.098548,0.026633,0.000001,0.503222,0.000051,0.270841,0.060735,0.010055,0.002953,0.001154,0.000000,0.077734,0.015474,0.003874,0.001453,0.503281,0.503333,0.503634,0.503634,16.595621,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,,,1.838028,1.115421,,1.838028,1.838028,,0.996389,,,,,,,,,,,,,,1.838028,1.115421,0.996389,,,,
6,conesFullSizeCropped,DOUBLE,96,16,8,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,900,750,7,0.000001,0.012069,0.014204,0.003914,0.000534,0.000174,0.018836,0.000553,0.000551,0.350171,0.100250,0.100247,0.026552,0.000001,0.508706,0.000052,0.273585,0.061442,0.010562,0.003148,0.001170,0.000000,0.078953,0.016005,0.003941,0.001364,0.508761,0.508815,0.509128,0.509128,16.595621,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,,,1.852402,1.125068,,1.852402,,1.852402,1.005459,,,,,,,,,,,,,,1.852402,1.125068,1.005459,,,,
0,tsukubaSetHalfSize,HALF,96,64,16,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX512,192,144,15,0.000000,0.000019,0.000036,0.000034,0.000027,0.000024,0.000122,0.000014,0.000014,0.000497,0.000212,0.000206,0.000039,0.000000,0.000909,0.000024,0.000120,0.000094,0.000086,0.000104,0.000088,0.000000,0.000043,0.000060,0.000063,0.000041,0.000924,0.000947,0.000954,0.000954,0.009285,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,1.791708,1.094701,1.791708,,1.791708,,2.400235,,,,1.791708,1.094701,2.400235,,,,
0,tsukubaSetHalfSize,HALF,96,64,16,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX512,192,144,15,0.000000,0.000018,0.000034,0.000033,0.000027,0.000025,0.000120,0.000014,0.000014,0.000567,0.000214,0.000213,0.000040,0.000000,0.000982,0.000024,0.000160,0.000118,0.000098,0.000101,0.000087,0.000000,0.000043,0.000063,0.000062,0.000041,0.000996,0.001023,0.001029,0.001029,0.009285,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,2.030466,1.111513,2.030466,,,2.030466,1.691833,,,,2.030466,1.111513,1.691833,,,,
1,tsukubaSet,HALF,96,64,16,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX512,384,288,15,0.000000,0.000048,0.000045,0.000044,0.000038,0.000030,0.000159,0.000024,0.000024,0.000727,0.000353,0.000353,0.000050,0.000000,0.001363,0.000024,0.000283,0.000142,0.000103,0.000090,0.000104,0.000000,0.000095,0.000061,0.000093,0.000105,0.001379,0.001405,0.001431,0.001431,0.080996,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,,,,,,,,,,,,,,,,,,,,,1.714956,1.546527,1.714956,,1.714956,,1.182498,,,,1.714956,1.546527,1.182498,,,,
1,tsukubaSet,HALF,96,64,16,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX512,384,288,15,0.000000,0.000050,0.000046,0.000043,0.000038,0.000029,0.000157,0.000023,0.000023,0.001026,0.000360,0.000360,0.000050,0.000000,0.001670,0.000023,0.000449,0.000220,0.000134,0.000109,0.000110,0.000000,0.000091,0.000065,0.000092,0.000105,0.001688,0.001711,0.001737,0.001737,0.080996,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,,,,,,,,,,,,,,,,,,,,,1.522474,1.531502,1.522474,,,1.522474,0.920306,,,,1.522474,1.531502,0.920306,,,,
2,venus,HALF,96,64,16,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX512,434,383,15,0.000000,0.000084,0.000063,0.000035,0.000049,0.000033,0.000181,0.000028,0.000028,0.001192,0.000392,0.000392,0.000059,0.000000,0.001940,0.000025,0.000565,0.000232,0.000140,0.000111,0.000138,0.000000,0.000139,0.000056,0.000058,0.000140,0.001960,0.001987,0.002038,0.002038,0.208111,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,,,,,,,,,,,,,,,,,,,,,1.731721,2.115033,1.731721,,1.731721,,1.000054,,,,1.731721,2.115033,1.000054,,,,
2,venus,HALF,96,64,16,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX512,434,383,15,0.000000,0.000084,0.000062,0.000035,0.000049,0.000033,0.000178,0.000028,0.000028,0.001679,0.000411,0.000410,0.000059,0.000000,0.002440,0.000025,0.000883,0.000320,0.000185,0.000129,0.000155,0.000000,0.000148,0.000059,0.000053,0.000149,0.002458,0.002483,0.002531,0.002531,0.208111,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,,,,,,,,,,,,,,,,,,,,,1.624317,2.114923,1.624317,,,1.624317,1.008846,,,,1.624317,2.114923,1.008846,,,,
3,barn1,HALF,96,64,16,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX512,432,381,15,0.000000,0.000116,0.000083,0.000040,0.000068,0.000033,0.000225,0.000034,0.000033,0.001637,0.000668,0.000667,0.000065,0.000000,0.002752,0.000027,0.000837,0.000311,0.000182,0.000123,0.000176,0.000000,0.000256,0.000111,0.000119,0.000182,0.002773,0.002797,0.002846,0.002846,0.393368,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,,,,,,,,,,,,,,,,,,,,,1.441469,1.637024,,,1.441469,,0.994029,,,,1.441469,1.637024,0.994029,,,,
3,barn1,HALF,96,64,16,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX512,432,381,15,0.000000,0.000117,0.000085,0.000042,0.000074,0.000034,0.000234,0.000034,0.000033,0.002161,0.000680,0.000679,0.000066,0.000000,0.003271,0.000027,0.001187,0.000388,0.000218,0.000139,0.000219,0.000000,0.000258,0.000116,0.000125,0.000175,0.003293,0.003324,0.003373,0.003373,0.393368,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,,,,,,,,,,,,,,,,,,,,,1.604806,1.639378,,,,1.604806,0.991622,,,,1.604806,1.639378,0.991622,,,,
4,conesQuarterSize,HALF,96,64,16,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX512,450,375,15,0.000000,0.000223,0.000180,0.000097,0.000094,0.000047,0.000424,0.000057,0.000056,0.003503,0.002009,0.002008,0.000142,0.000000,0.006319,0.000030,0.002097,0.000549,0.000260,0.000164,0.000424,0.000000,0.000924,0.000448,0.000264,0.000370,0.006342,0.006372,0.006426,0.006426,0.851714,,2.332252,1.489943,0.790667,0.159852,0.111081,0.073624,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.023905,0.020840,0.007052,0.003064,0.000421,0.000415,,,,,,,,,,,,,,,,,,,,,1.480047,1.547597,,1.480047,1.480047,,0.993350,,,,1.480047,1.547597,0.993350,,,,
4,conesQuarterSize,HALF,96,64,16,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX512,450,375,15,0.000000,0.000227,0.000182,0.000102,0.000095,0.000047,0.000436,0.000059,0.000057,0.004172,0.001977,0.001976,0.000143,0.000001,0.007051,0.000032,0.002590,0.000662,0.000300,0.000181,0.000452,0.000000,0.000923,0.000475,0.000252,0.000329,0.007076,0.007107,0.007166,0.007166,0.851714,,2.332252,1.489943,0.790667,0.159852,0.111081,0.073624,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.023905,0.020840,0.007052,0.003064,0.000421,0.000415,,,,,,,,,,,,,,,,,,,,,1.537487,1.554642,,1.537487,,1.537487,0.983688,,,,1.537487,1.554642,0.983688,,,,
5,conesHalfSize,HALF,96,64,16,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX512,900,750,7,0.000001,0.001796,0.001713,0.000439,0.000190,0.000157,0.002497,0.000445,0.000443,0.034847,0.015974,0.015972,0.003552,0.000001,0.059167,0.000051,0.027735,0.005149,0.001207,0.000493,0.000293,0.000000,0.011627,0.002637,0.001125,0.000607,0.059237,0.059287,0.059620,0.059620,7.829166,,4.300990,1.891431,0.691837,0.197150,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.005110,0.000486,0.000203,0.000089,,,,,,,,,,,,,,,,,,,,,1.911385,1.302872,,1.911385,1.911385,,0.991959,,,,1.911385,1.302872,0.991959,,,,
5,conesHalfSize,HALF,96,64,16,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX512,900,750,7,0.000001,0.001807,0.001694,0.000452,0.000195,0.000162,0.002494,0.000448,0.000446,0.037357,0.016492,0.016489,0.003506,0.000001,0.062081,0.000052,0.029393,0.005616,0.001442,0.000528,0.000306,0.000000,0.011780,0.002726,0.001305,0.000649,0.062135,0.062185,0.062492,0.062492,7.829166,,4.300990,1.891431,0.691837,0.197150,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.005110,0.000486,0.000203,0.000089,,,,,,,,,,,,,,,,,,,,,1.874765,1.305478,,1.874765,,1.874765,0.995094,,,,1.874765,1.305478,0.995094,,,,
6,conesFullSizeCropped,HALF,96,64,16,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX512,900,750,7,0.000001,0.004861,0.004417,0.000994,0.000376,0.000249,0.006050,0.000844,0.000842,0.081234,0.035108,0.035104,0.007465,0.000001,0.135480,0.000052,0.064832,0.012220,0.002877,0.000767,0.000474,0.000000,0.025484,0.005665,0.002543,0.001467,0.135534,0.135584,0.135892,0.135892,16.595621,,17.005920,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.008030,0.005797,0.002902,,,,,,,,,,,,,,,,,,,,,1.855452,1.125062,,1.855452,1.855452,,0.983553,,,,1.855452,1.125062,0.983553,,,,
6,conesFullSizeCropped,HALF,96,64,16,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX512,900,750,7,0.000001,0.004895,0.004482,0.000984,0.000308,0.000232,0.006005,0.000764,0.000762,0.083045,0.035253,0.035251,0.007445,0.000001,0.137384,0.000054,0.066021,0.012657,0.003065,0.000805,0.000476,0.000000,0.025198,0.005815,0.002783,0.001412,0.137436,0.137502,0.137809,0.137809,16.595621,,17.005920,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.008030,0.005797,0.002902,,,,,,,,,,,,,,,,,,,,,1.856050,1.125315,,1.856050,,1.856050,0.975663,,,,1.856050,1.125315,0.975663,,,,
