Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Run Success,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup over AVX256 CPU vectorization - FLOAT,Speedup using CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup over AVX256 CPU vectorization - DOUBLE,Speedup using CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup over AVX256 CPU vectorization - HALF,Speedup using CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
3,barn1,DOUBLE,176,16,8,YES,sockets,true,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX256,432,381,15,0.000000,0.011026,0.024949,0.021986,0.023003,0.023997,0.093934,0.011017,0.011015,0.404088,0.090015,0.090013,0.034899,0.000001,0.642998,0.023878,0.083084,0.082032,0.080988,0.079999,0.081996,0.000000,0.022999,0.021022,0.021004,0.023999,0.643031,0.668939,0.668980,0.668980,0.499144,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,,2.030454,1.284248,,,2.030454,,111.003856,,,,,,,,,,,,,,2.030454,1.284248,111.003856,,,,
3,barn1,DOUBLE,176,16,8,YES,sockets,true,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX256,432,381,15,0.000001,0.010046,0.020961,0.021990,0.022997,0.023000,0.090938,0.011000,0.010999,0.394131,0.095023,0.095021,0.035866,0.000000,0.640000,0.022915,0.082084,0.083024,0.080993,0.077995,0.079997,0.000000,0.021993,0.023020,0.024008,0.024006,0.640032,0.662945,0.662983,0.662983,0.499144,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,,2.546289,1.292161,,,,2.546289,106.244858,,,,,,,,,,,,,,2.546289,1.292161,106.244858,,,,
4,conesQuarterSize,DOUBLE,176,16,8,YES,sockets,true,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX256,450,375,15,0.000001,0.011038,0.023936,0.022988,0.021997,0.025995,0.096906,0.011008,0.011007,0.393183,0.093043,0.093040,0.034774,0.000001,0.637997,0.021916,0.077135,0.083041,0.075980,0.075990,0.077985,0.000000,0.025008,0.022036,0.022036,0.021012,0.638034,0.659942,0.659982,0.659982,1.020312,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,,3.968821,1.286793,,3.968821,3.968821,,53.695001,,,,,,,,,,,,,,3.968821,1.286793,53.695001,,,,
4,conesQuarterSize,DOUBLE,176,16,8,YES,sockets,true,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,DEFAULT,450,375,15,0.000001,0.011089,0.023954,0.022976,0.020997,0.020998,0.089934,0.011006,0.011006,0.408074,0.093759,0.093757,0.011358,0.000000,0.622129,0.020785,0.083631,0.082215,0.083046,0.080013,0.078007,0.000000,0.021845,0.024960,0.022003,0.021999,0.622181,0.637452,0.637495,0.637495,1.020312,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,2.993088,1.279246,,2.993088,,2.993088,37.999177,,,,,,,,,,,,,,2.993088,1.279246,37.999177,,,,
5,conesHalfSize,DOUBLE,176,16,8,YES,sockets,true,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX256,900,750,7,0.000000,0.011512,0.023940,0.023887,0.021974,0.024998,0.093793,0.010014,0.010012,0.435543,0.097516,0.097513,0.035608,0.000001,0.686001,0.020769,0.108553,0.080228,0.079069,0.080075,0.076986,0.000000,0.027461,0.024062,0.022071,0.022037,0.686042,0.704806,0.704981,0.704981,8.637786,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,,,5.231371,1.138587,,5.231371,5.231371,,8.121096,,,,,,,,,,,,,,5.231371,1.138587,8.121096,,,,
5,conesHalfSize,DOUBLE,176,64,16,YES,sockets,true,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX512,900,750,7,0.000001,0.011462,0.021745,0.022857,0.025948,0.023991,0.093529,0.013021,0.013020,0.419200,0.102357,0.102355,0.036255,0.000001,0.677996,0.020782,0.104640,0.080287,0.080959,0.075964,0.077986,0.000000,0.028590,0.025497,0.023101,0.023059,0.678030,0.698812,0.698983,0.698983,8.637786,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,,,4.538101,1.133370,,4.538101,,4.538101,6.924841,,,,,,,,,,,,,,4.538101,1.133370,6.924841,,,,
6,conesFullSizeCropped,DOUBLE,176,64,16,YES,sockets,true,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX512,900,750,7,0.000000,0.014515,0.026540,0.023671,0.021903,0.023950,0.095988,0.013028,0.013027,0.504236,0.109801,0.109799,0.039874,0.000001,0.783998,0.022763,0.180651,0.088553,0.083755,0.077891,0.081943,0.000000,0.044128,0.025123,0.020321,0.022070,0.784034,0.806800,0.806973,0.806973,17.075936,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,,,4.871088,1.084046,,4.871088,4.871088,,4.231039,,,,,,,,,,,,,,4.871088,1.084046,4.231039,,,,
6,conesFullSizeCropped,DOUBLE,176,64,16,YES,sockets,true,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX512,900,750,7,0.000001,0.016274,0.026462,0.025225,0.022931,0.022967,0.097765,0.011016,0.011015,0.512679,0.113661,0.113658,0.042292,0.000001,0.795001,0.020769,0.185660,0.092552,0.079158,0.078076,0.074965,0.000000,0.044380,0.023989,0.024075,0.022131,0.795041,0.813822,0.813993,0.813993,17.075936,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,,,4.516172,1.093422,,4.516172,,4.516172,3.919157,,,,,,,,,,,,,,4.516172,1.093422,3.919157,,,,
0,tsukubaSetHalfSize,HALF,176,16,8,YES,sockets,true,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX256,192,144,15,0.000001,0.010999,0.021999,0.022997,0.021999,0.021995,0.088998,0.009999,0.009998,0.372994,0.083011,0.083009,0.030995,0.000000,0.599996,0.020944,0.075995,0.074995,0.074001,0.073998,0.075001,0.000000,0.020998,0.021001,0.020000,0.020002,0.600035,0.618970,0.618976,0.618976,0.010781,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,1.132952,0.942787,1.132952,,1.132952,,984.898787,,,,1.132952,0.942787,984.898787,,,,
0,tsukubaSetHalfSize,HALF,176,16,8,YES,sockets,true,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX256,192,144,15,0.000000,0.000056,0.000105,0.000086,0.000079,0.000077,0.000341,0.000046,0.000046,0.001374,0.000496,0.000495,0.000120,0.000000,0.002431,0.000077,0.000335,0.000275,0.000256,0.000259,0.000267,0.000000,0.000125,0.000145,0.000137,0.000110,0.002444,0.002519,0.002525,0.002525,0.010781,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,1.524826,0.957266,1.524826,,,1.524826,3.117691,,,,1.524826,0.957266,3.117691,,,,
1,tsukubaSet,HALF,176,64,16,YES,sockets,true,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX512,384,288,15,0.000000,0.000079,0.000111,0.000125,0.000109,0.000084,0.000427,0.000084,0.000084,0.001598,0.000737,0.000737,0.000135,0.000000,0.003044,0.000083,0.000443,0.000319,0.000283,0.000269,0.000298,0.000000,0.000188,0.000142,0.000211,0.000195,0.003058,0.003141,0.003164,0.003164,0.088048,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,,,,,,,,,,,,,,,,,,,,,1.199889,1.422671,1.199889,,1.199889,,1.829673,,,,1.199889,1.422671,1.829673,,,,
1,tsukubaSet,HALF,176,64,16,YES,sockets,true,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX512,384,288,15,0.000001,0.011007,0.020995,0.020996,0.022001,0.019997,0.082991,0.010012,0.010011,0.380019,0.085017,0.085015,0.030974,0.000000,0.608000,0.020921,0.076023,0.077007,0.074998,0.074001,0.075996,0.000000,0.019994,0.021023,0.022005,0.021994,0.608038,0.628960,0.628989,0.628989,0.088048,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,,,,,,,,,,,,,,,,,,,,,1.287774,1.408849,1.287774,,,1.287774,281.950205,,,,1.287774,1.408849,281.950205,,,,
2,venus,HALF,176,64,16,YES,sockets,true,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX512,434,383,15,0.000000,0.000072,0.000115,0.000125,0.000151,0.000092,0.000473,0.000130,0.000129,0.002028,0.000896,0.000895,0.000145,0.000000,0.003729,0.000083,0.000685,0.000449,0.000326,0.000269,0.000307,0.000000,0.000228,0.000179,0.000251,0.000246,0.003744,0.003827,0.003858,0.003858,0.303760,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,,,,,,,,,,,,,,,,,,,,,1.217978,1.449040,1.217978,,1.217978,,1.331709,,,,1.217978,1.449040,1.331709,,,,
2,venus,HALF,176,64,16,YES,sockets,true,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX512,434,383,15,0.000001,0.013009,0.023986,0.024999,0.025980,0.022997,0.096978,0.013002,0.013000,0.423055,0.096024,0.096022,0.035961,0.000001,0.672999,0.024903,0.086038,0.086012,0.085002,0.081996,0.084001,0.000000,0.021992,0.024015,0.025005,0.023999,0.673036,0.698951,0.698992,0.698992,0.303760,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,,,,,,,,,,,,,,,,,,,,,1.291665,1.448965,1.291665,,,1.291665,221.593880,,,,1.291665,1.448965,221.593880,,,,
3,barn1,HALF,176,64,16,YES,sockets,true,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX512,432,381,15,0.000001,0.010027,0.020977,0.021990,0.021003,0.021999,0.086965,0.010022,0.010021,0.368049,0.084048,0.084046,0.030951,0.000000,0.595001,0.020912,0.076019,0.074001,0.074981,0.075997,0.073000,0.000000,0.021011,0.020018,0.021998,0.022005,0.595041,0.612951,0.612990,0.612990,0.499144,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,,,,,,,,,,,,,,,,,,,,,1.118672,1.290116,,,1.118672,,166.135297,,,,1.118672,1.290116,166.135297,,,,
3,barn1,HALF,176,64,16,YES,sockets,true,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX512,432,381,15,0.000001,0.011030,0.022976,0.021997,0.021997,0.022995,0.088974,0.011003,0.011001,0.385746,0.090072,0.090071,0.032910,0.000001,0.617001,0.021913,0.079029,0.073690,0.076009,0.079992,0.079002,0.000000,0.023005,0.022997,0.022066,0.021008,0.617040,0.639958,0.639996,0.639996,0.499144,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,,,,,,,,,,,,,,,,,,,,,1.458054,1.291971,,,,1.458054,170.938214,,,,1.458054,1.291971,170.938214,,,,
4,conesQuarterSize,HALF,176,64,16,YES,sockets,true,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX512,450,375,15,0.000001,0.013048,0.023982,0.023974,0.023004,0.023001,0.095956,0.012004,0.012003,0.421836,0.094048,0.094046,0.036893,0.000001,0.670001,0.023921,0.085835,0.082993,0.083998,0.082994,0.082982,0.000000,0.023023,0.024019,0.024006,0.023049,0.670041,0.694950,0.694992,0.694992,1.020312,,2.332252,1.489943,0.790667,0.159852,0.111081,0.073624,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.023905,0.020840,0.007052,0.003064,0.000421,0.000415,,,,,,,,,,,,,,,,,,,,,1.382693,1.291870,,1.382693,1.382693,,100.361366,,,,1.382693,1.291870,100.361366,,,,
4,conesQuarterSize,HALF,176,64,16,YES,sockets,true,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX512,450,375,15,0.000001,0.011050,0.021972,0.020987,0.023989,0.020996,0.085923,0.011013,0.011012,0.385976,0.088102,0.088100,0.033887,0.000000,0.621995,0.020922,0.077090,0.078005,0.075000,0.075997,0.078980,0.000000,0.022020,0.023033,0.022126,0.021995,0.622029,0.640955,0.640994,0.640994,1.020312,,2.332252,1.489943,0.790667,0.159852,0.111081,0.073624,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.023905,0.020840,0.007052,0.003064,0.000421,0.000415,,,,,,,,,,,,,,,,,,,,,1.674813,1.297750,,1.674813,,1.674813,95.850455,,,,1.674813,1.297750,95.850455,,,,
5,conesHalfSize,HALF,176,64,16,YES,sockets,true,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX512,900,750,7,0.000001,0.012355,0.021767,0.021914,0.023976,0.022003,0.091542,0.011019,0.011018,0.381911,0.094678,0.094675,0.033342,0.000001,0.622994,0.022778,0.076038,0.080985,0.078969,0.079944,0.073986,0.000000,0.024444,0.024147,0.024000,0.025028,0.623026,0.650803,0.650977,0.650977,8.637786,,4.300990,1.891431,0.691837,0.197150,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.005110,0.000486,0.000203,0.000089,,,,,,,,,,,,,,,,,,,,,4.387706,1.180904,,4.387706,4.387706,,24.863080,,,,4.387706,1.180904,24.863080,,,,
5,conesHalfSize,HALF,176,64,16,YES,sockets,true,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX512,900,750,7,0.000000,0.011368,0.020732,0.021920,0.019999,0.024000,0.084572,0.010993,0.010992,0.397970,0.089696,0.089694,0.032281,0.000000,0.617002,0.023773,0.079003,0.078028,0.081010,0.080997,0.075997,0.000000,0.021521,0.024123,0.021038,0.022027,0.617038,0.641823,0.641993,0.641993,8.637786,,4.300990,1.891431,0.691837,0.197150,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.005110,0.000486,0.000203,0.000089,,,,,,,,,,,,,,,,,,,,,4.582108,1.183266,,4.582108,,4.582108,24.985411,,,,4.582108,1.183266,24.985411,,,,
6,conesFullSizeCropped,HALF,176,64,16,YES,sockets,true,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX512,900,750,7,0.000001,0.010627,0.021781,0.020673,0.022911,0.020000,0.084382,0.010099,0.010098,0.385458,0.094646,0.094644,0.032658,0.000001,0.623998,0.019778,0.087051,0.075401,0.078975,0.073994,0.069980,0.000000,0.026129,0.024281,0.022118,0.020054,0.624032,0.643809,0.643987,0.643987,17.075936,,17.005920,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.008030,0.005797,0.002902,,,,,,,,,,,,,,,,,,,,,4.627013,1.093416,,4.627013,4.627013,,11.623392,,,,4.627013,1.093416,11.623392,,,,
6,conesFullSizeCropped,HALF,176,64,16,YES,sockets,true,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX512,900,750,7,0.000001,0.011781,0.024307,0.021668,0.022909,0.022030,0.091218,0.010011,0.010009,0.407617,0.095554,0.095552,0.033500,0.000001,0.647000,0.022766,0.090215,0.081019,0.084005,0.075503,0.079979,0.000000,0.025012,0.024290,0.020005,0.024309,0.647039,0.672817,0.672987,0.672987,17.075936,,17.005920,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.008030,0.005797,0.002902,,,,,,,,,,,,,,,,,,,,,4.876778,1.093662,,4.876778,,4.876778,12.519062,,,,4.876778,1.093662,12.519062,,,,
