Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Run Success,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated disparity count (known at compile-time) - FLOAT,Speedup over AVX256 CPU vectorization - FLOAT,Speedup using CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated disparity count (known at compile-time) - DOUBLE,Speedup over AVX256 CPU vectorization - DOUBLE,Speedup using CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated disparity count (known at compile-time) - HALF,Speedup over AVX256 CPU vectorization - HALF,Speedup using CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated disparity count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
5,conesHalfSize,FLOAT,64,64,16,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,AVX512,900,750,7,0.000001,0.005938,0.006148,0.001555,0.000296,0.000083,0.008085,0.000191,0.000190,0.169862,0.042041,0.042039,0.012341,0.000001,0.238398,0.000058,0.131666,0.031960,0.005099,0.000845,0.000297,0.000000,0.030960,0.008197,0.002277,0.000624,0.238447,0.238512,0.238841,0.238841,9.639777,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.949992,1.059848,,0.949992,0.949992,,0.991460,,,,,,,,,,,,,,,,,,,,,,,,0.949992,1.059848,0.991460,,,,
5,conesHalfSize,FLOAT,64,64,16,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,AVX512,900,750,7,0.000001,0.006130,0.006244,0.001564,0.000464,0.000084,0.008351,0.000191,0.000190,0.170576,0.043201,0.043199,0.012315,0.000001,0.240788,0.000058,0.131444,0.032066,0.005771,0.000940,0.000325,0.000000,0.031011,0.008700,0.002790,0.000740,0.240837,0.240893,0.241236,0.241236,9.639777,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.956707,1.064039,,0.956707,,0.956707,0.996807,,,,,,,,,,,,,,,,,,,,,,,,0.956707,1.064039,0.996807,,,,
6,conesFullSizeCropped,FLOAT,64,64,16,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,AVX512,900,750,7,0.000001,0.012774,0.012952,0.003320,0.000859,0.000179,0.017304,0.000388,0.000387,0.345048,0.093656,0.093653,0.024534,0.000001,0.493603,0.000058,0.259585,0.066344,0.016364,0.002078,0.000636,0.000000,0.064396,0.019411,0.008342,0.001561,0.493667,0.493726,0.494055,0.494055,19.931737,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.947471,0.937154,,0.947471,0.947471,,0.995828,,,,,,,,,,,,,,,,,,,,,,,,0.947471,0.937154,0.995828,,,,
6,conesFullSizeCropped,FLOAT,64,64,16,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,AVX512,900,750,7,0.000001,0.012879,0.012947,0.003270,0.000808,0.000176,0.017194,0.000381,0.000380,0.362078,0.094456,0.094453,0.024456,0.000001,0.511349,0.000059,0.274655,0.067590,0.016596,0.002546,0.000683,0.000000,0.065051,0.019434,0.008469,0.001493,0.511396,0.511456,0.511791,0.511791,19.931737,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.923045,0.933707,,0.923045,,0.923045,0.996732,,,,,,,,,,,,,,,,,,,,,,,,0.923045,0.933707,0.996732,,,,
0,tsukubaSetHalfSize,DOUBLE,64,64,16,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,AVX512,192,144,15,0.000000,0.000016,0.000021,0.000018,0.000017,0.000016,0.000072,0.000011,0.000011,0.000447,0.000131,0.000131,0.000030,0.000000,0.000717,0.000015,0.000157,0.000081,0.000061,0.000080,0.000062,0.000000,0.000046,0.000031,0.000025,0.000029,0.000740,0.000755,0.000762,0.000762,0.011811,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,,1.327230,0.940121,1.327230,,1.327230,,1.406284,,,,,,,,,,,,,,1.327230,0.940121,1.406284,,,,
0,tsukubaSetHalfSize,DOUBLE,64,64,16,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,AVX512,192,144,15,0.000000,0.000019,0.000022,0.000018,0.000017,0.000016,0.000073,0.000012,0.000012,0.000927,0.000138,0.000137,0.000032,0.000000,0.001214,0.000015,0.000500,0.000187,0.000089,0.000084,0.000064,0.000000,0.000047,0.000033,0.000026,0.000030,0.001238,0.001253,0.001260,0.001260,0.011811,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,,1.965330,0.955005,1.965330,,,1.965330,1.225463,,,,,,,,,,,,,,1.965330,0.955005,1.225463,,,,
1,tsukubaSet,DOUBLE,64,64,16,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,AVX512,384,288,15,0.000000,0.000081,0.000062,0.000031,0.000022,0.000020,0.000136,0.000021,0.000020,0.002295,0.000828,0.000826,0.000190,0.000000,0.003554,0.000022,0.001499,0.000421,0.000172,0.000079,0.000103,0.000000,0.000541,0.000163,0.000070,0.000048,0.003618,0.003641,0.003709,0.003709,0.119560,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,,1.050387,1.020520,1.050387,,1.050387,,1.056475,,,,,,,,,,,,,,1.050387,1.020520,1.056475,,,,
1,tsukubaSet,DOUBLE,64,16,8,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,AVX256,384,288,15,0.000000,0.000189,0.000060,0.000031,0.000022,0.000018,0.000132,0.000030,0.000030,0.005595,0.000904,0.000904,0.000204,0.000000,0.007076,0.000021,0.004007,0.000876,0.000412,0.000123,0.000086,0.000000,0.000608,0.000189,0.000068,0.000041,0.007123,0.007144,0.007200,0.007200,0.119560,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,,0.953291,1.026902,0.953291,,,0.953291,1.158974,,,,,,,,,,,,,,0.953291,1.026902,1.158974,,,,
2,venus,DOUBLE,64,64,16,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,AVX512,434,383,15,0.000000,0.000260,0.000130,0.000053,0.000033,0.000025,0.000242,0.000029,0.000029,0.008967,0.002238,0.002237,0.000819,0.000001,0.012569,0.000025,0.007687,0.000699,0.000305,0.000125,0.000146,0.000000,0.001666,0.000368,0.000132,0.000066,0.012644,0.012670,0.012756,0.012756,0.342550,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,,0.470061,1.270038,0.470061,,0.470061,,0.997231,,,,,,,,,,,,,,0.470061,1.270038,0.997231,,,,
2,venus,DOUBLE,64,64,16,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,AVX512,434,383,15,0.000000,0.000251,0.000125,0.000055,0.000035,0.000026,0.000242,0.000029,0.000029,0.011364,0.002231,0.002230,0.000818,0.000001,0.014949,0.000026,0.009444,0.001139,0.000433,0.000182,0.000159,0.000000,0.001669,0.000359,0.000135,0.000066,0.015021,0.015047,0.015135,0.015135,0.342550,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,,0.618508,1.262179,0.618508,,,0.618508,0.994145,,,,,,,,,,,,,,0.618508,1.262179,0.994145,,,,
