Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Run Success,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated disparity count (known at compile-time) - FLOAT,Speedup using CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated disparity count (known at compile-time) - DOUBLE,Speedup using CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated disparity count (known at compile-time) - HALF,Speedup using CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated disparity count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
5,conesHalfSize,FLOAT,96,16,8,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,NEON,900,750,7,0.000001,0.001485,0.002426,0.000433,0.000110,0.000061,0.003026,0.000077,0.000076,0.072426,0.013527,0.013525,0.005014,0.000001,0.095684,0.000306,0.055430,0.012780,0.002625,0.000664,0.000343,0.000000,0.009996,0.002540,0.000846,0.000177,0.095728,0.096028,0.096125,0.096125,8.250029,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.410899,1.238383,,2.410899,2.410899,,1.012660,,,,,,,,,,,,,,,,,,,,,2.410899,1.238383,1.012660,,,,
5,conesHalfSize,FLOAT,96,16,8,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,NEON,900,750,7,0.000001,0.001491,0.002428,0.000433,0.000111,0.000058,0.003007,0.000090,0.000089,0.077203,0.013452,0.013450,0.004832,0.000001,0.100017,0.000298,0.059430,0.013719,0.002752,0.000721,0.000399,0.000000,0.009948,0.002490,0.000806,0.000189,0.100059,0.100351,0.100445,0.100445,8.250029,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.311907,1.243280,,2.311907,,2.311907,1.002969,,,,,,,,,,,,,,,,,,,,,2.311907,1.243280,1.002969,,,,
6,conesFullSizeCropped,FLOAT,96,16,8,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,NEON,900,750,7,0.000001,0.003626,0.005032,0.001106,0.000237,0.000094,0.006490,0.000202,0.000201,0.152787,0.027472,0.027470,0.010706,0.000001,0.201476,0.000299,0.116397,0.027884,0.006002,0.001316,0.000733,0.000000,0.020252,0.005406,0.001312,0.000420,0.201574,0.201858,0.201993,0.201993,15.884877,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.325922,1.175905,,2.325922,2.325922,,0.999479,,,,,,,,,,,,,,,,,,,,,2.325922,1.175905,0.999479,,,,
6,conesFullSizeCropped,FLOAT,96,16,8,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,NEON,900,750,7,0.000001,0.003552,0.004972,0.001129,0.000237,0.000098,0.006401,0.000185,0.000183,0.159507,0.027463,0.027461,0.010110,0.000001,0.207196,0.000298,0.120484,0.029802,0.006240,0.001360,0.000820,0.000000,0.020291,0.005462,0.001330,0.000421,0.207237,0.207539,0.207634,0.207634,15.884877,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.321277,1.171580,,2.321277,,2.321277,1.016922,,,,,,,,,,,,,,,,,,,,,2.321277,1.171580,1.016922,,,,
0,tsukubaSetHalfSize,DOUBLE,96,16,8,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,NEON,192,144,15,0.000000,0.000015,0.000026,0.000024,0.000025,0.000024,0.000098,0.000013,0.000013,0.000520,0.000128,0.000127,0.000043,0.000000,0.000817,0.000024,0.000163,0.000103,0.000087,0.000081,0.000079,0.000000,0.000043,0.000032,0.000028,0.000025,0.000831,0.000856,0.000859,0.000859,0.014333,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,1.211799,0.774721,1.211799,,1.211799,,1.447656,,,,,,,,,,,,1.211799,0.774721,1.447656,,,,
0,tsukubaSetHalfSize,DOUBLE,96,16,8,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,NEON,192,144,15,0.000000,0.000016,0.000027,0.000025,0.000026,0.000025,0.000103,0.000013,0.000013,0.000779,0.000134,0.000133,0.000040,0.000000,0.001088,0.000025,0.000343,0.000149,0.000111,0.000091,0.000080,0.000000,0.000041,0.000033,0.000032,0.000025,0.001102,0.001127,0.001130,0.001130,0.014333,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,2.053756,0.786987,2.053756,,,2.053756,1.148451,,,,,,,,,,,,2.053756,0.786987,1.148451,,,,
1,tsukubaSet,DOUBLE,96,16,8,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,NEON,384,288,15,0.000000,0.000044,0.000037,0.000029,0.000027,0.000027,0.000119,0.000018,0.000018,0.001341,0.000275,0.000275,0.000076,0.000000,0.001870,0.000027,0.000716,0.000289,0.000135,0.000099,0.000083,0.000000,0.000135,0.000064,0.000041,0.000035,0.001890,0.001918,0.001936,0.001936,0.130668,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,1.872913,0.933766,1.872913,,1.872913,,0.983189,,,,,,,,,,,,1.872913,0.933766,0.983189,,,,
1,tsukubaSet,DOUBLE,96,16,8,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,NEON,384,288,15,0.000000,0.000044,0.000037,0.000028,0.000028,0.000027,0.000119,0.000018,0.000018,0.002593,0.000292,0.000291,0.000078,0.000000,0.003145,0.000033,0.001546,0.000571,0.000207,0.000140,0.000106,0.000000,0.000144,0.000066,0.000043,0.000036,0.003164,0.003197,0.003214,0.003214,0.130668,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,1.834979,0.939605,1.834979,,,1.834979,0.995813,,,,,,,,,,,,1.834979,0.939605,0.995813,,,,
2,venus,DOUBLE,96,16,8,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,NEON,434,383,15,0.000000,0.000068,0.000061,0.000030,0.000028,0.000027,0.000150,0.000023,0.000023,0.003648,0.000463,0.000462,0.000232,0.000000,0.004589,0.000036,0.002473,0.000664,0.000233,0.000158,0.000114,0.000000,0.000262,0.000085,0.000056,0.000041,0.004626,0.004666,0.004699,0.004699,0.338740,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,1.297315,1.284325,1.297315,,1.297315,,1.013764,,,,,,,,,,,,1.297315,1.284325,1.013764,,,,
2,venus,DOUBLE,96,16,8,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,NEON,434,383,15,0.000000,0.000070,0.000060,0.000030,0.000028,0.000031,0.000151,0.000024,0.000024,0.004244,0.000428,0.000427,0.000220,0.000000,0.005150,0.000029,0.002886,0.000765,0.000262,0.000179,0.000125,0.000000,0.000249,0.000079,0.000056,0.000041,0.005182,0.005219,0.005242,0.005242,0.338740,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,1.785658,1.276378,1.785658,,,1.785658,0.994171,,,,,,,,,,,,1.785658,1.276378,0.994171,,,,
