Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup over no CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup over no CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup over no CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
0,tsukubaSetHalfSize,FLOAT,64,32,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,192,144,3,0.000000,0.000011,0.000020,0.000019,0.000019,0.000019,0.000086,0.000010,0.000010,0.000381,0.000094,0.000094,0.000031,0.000000,0.000604,0.000018,0.000099,0.000075,0.000068,0.000065,0.000064,0.000000,0.000030,0.000022,0.000022,0.000019,0.000628,0.000647,0.000649,0.000649,0.010759,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.118066,0.973441,1.118066,,1.118066,,1.252856,,,,,,,,,,,,,,,,,,,,,1.118066,0.973441,1.252856,,,,
0,tsukubaSetHalfSize,FLOAT,64,32,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,192,144,3,0.000000,0.000011,0.000019,0.000019,0.000018,0.000019,0.000076,0.000009,0.000009,0.000532,0.000093,0.000093,0.000030,0.000000,0.000754,0.000018,0.000213,0.000118,0.000066,0.000072,0.000063,0.000000,0.000030,0.000022,0.000021,0.000018,0.000780,0.000798,0.000801,0.000801,0.010759,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.762109,1.016587,1.762109,,,1.762109,1.092058,,,,,,,,,,,,,,,,,,,,,1.762109,1.016587,1.092058,,,,
1,tsukubaSet,FLOAT,64,32,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,384,288,3,0.000000,0.000031,0.000027,0.000021,0.000019,0.000019,0.000086,0.000031,0.000031,0.000925,0.000213,0.000213,0.000046,0.000000,0.001317,0.000019,0.000509,0.000174,0.000090,0.000080,0.000066,0.000000,0.000114,0.000040,0.000034,0.000025,0.001337,0.001356,0.001372,0.001372,0.093598,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.671378,1.275013,1.671378,,1.671378,,1.019450,,,,,,,,,,,,,,,,,,,,,1.671378,1.275013,1.019450,,,,
1,tsukubaSet,FLOAT,64,32,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,384,288,3,0.000000,0.000030,0.000028,0.000020,0.000019,0.000019,0.000086,0.000018,0.000018,0.001875,0.000207,0.000207,0.000044,0.000000,0.002244,0.000019,0.001183,0.000380,0.000160,0.000078,0.000065,0.000000,0.000111,0.000039,0.000040,0.000025,0.002264,0.002283,0.002300,0.002300,0.093598,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.379510,1.303219,1.379510,,,1.379510,0.915712,,,,,,,,,,,,,,,,,,,,,1.379510,1.303219,0.915712,,,,
2,venus,FLOAT,64,32,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,434,383,3,0.000000,0.000043,0.000044,0.000024,0.000020,0.000020,0.000107,0.000015,0.000015,0.002557,0.000260,0.000260,0.000082,0.000000,0.003031,0.000034,0.001738,0.000473,0.000187,0.000094,0.000066,0.000000,0.000128,0.000059,0.000038,0.000034,0.003052,0.003086,0.003110,0.003110,0.276539,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.017122,1.585893,1.017122,,1.017122,,0.854723,,,,,,,,,,,,,,,,,,,,,1.017122,1.585893,0.854723,,,,
2,venus,FLOAT,64,32,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,434,383,3,0.000000,0.000040,0.000040,0.000024,0.000020,0.000020,0.000103,0.000015,0.000015,0.002851,0.000236,0.000235,0.000068,0.000000,0.003313,0.000041,0.001937,0.000531,0.000209,0.000106,0.000081,0.000000,0.000114,0.000051,0.000036,0.000034,0.003331,0.003350,0.003373,0.003373,0.276539,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.649439,1.582577,1.649439,,,1.649439,0.989783,,,,,,,,,,,,,,,,,,,,,1.649439,1.582577,0.989783,,,,
3,barn1,FLOAT,64,32,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,432,381,3,0.000000,0.000057,0.000061,0.000029,0.000031,0.000021,0.000137,0.000018,0.000018,0.003771,0.000489,0.000488,0.000100,0.000000,0.005274,0.000022,0.002598,0.000704,0.000271,0.000118,0.000080,0.000000,0.000210,0.000162,0.000064,0.000052,0.005309,0.005331,0.005354,0.005354,0.407360,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.978871,1.570075,,,0.978871,,0.913768,,,,,,,,,,,,,,,,,,,,,0.978871,1.570075,0.913768,,,,
3,barn1,FLOAT,64,32,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,432,381,3,0.000000,0.000055,0.000058,0.000029,0.000023,0.000029,0.000139,0.000018,0.000018,0.004074,0.000398,0.000398,0.000095,0.000000,0.004779,0.000021,0.002798,0.000751,0.000292,0.000143,0.000084,0.000000,0.000199,0.000086,0.000068,0.000055,0.004809,0.004831,0.004855,0.004855,0.407360,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.357961,1.555680,,,,1.357961,0.984428,,,,,,,,,,,,,,,,,,,,,1.357961,1.555680,0.984428,,,,
4,conesQuarterSize,FLOAT,64,32,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,450,375,3,0.000001,0.000167,0.000175,0.000060,0.000030,0.000025,0.000290,0.000034,0.000034,0.014503,0.001906,0.001905,0.000846,0.000000,0.018628,0.000088,0.012094,0.001554,0.000593,0.000200,0.000117,0.000000,0.001408,0.000304,0.000107,0.000092,0.018673,0.018720,0.018745,0.018745,0.937072,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.179317,1.411504,,1.179317,1.179317,,1.329215,,,,,,,,,,,,,,,,,,,,,1.179317,1.411504,1.329215,,,,
4,conesQuarterSize,FLOAT,64,32,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,450,375,3,0.000001,0.000164,0.000176,0.000060,0.000030,0.000025,0.000291,0.000033,0.000033,0.011743,0.001563,0.001563,0.000792,0.000001,0.014610,0.000057,0.009164,0.001563,0.000637,0.000205,0.000122,0.000000,0.001070,0.000293,0.000109,0.000091,0.014653,0.014689,0.014715,0.014715,0.937072,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.044789,1.423050,,1.044789,,1.044789,0.842011,,,,,,,,,,,,,,,,,,,,,1.044789,1.423050,0.842011,,,,
