Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Run Success,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup over AVX256 CPU vectorization - FLOAT,Speedup using CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup over AVX256 CPU vectorization - DOUBLE,Speedup using CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup over AVX256 CPU vectorization - HALF,Speedup using CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
5,conesHalfSize,FLOAT,96,16,8,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,900,750,7,0.000001,0.003369,0.004901,0.000847,0.000154,0.000096,0.005996,0.000235,0.000234,0.109143,0.031368,0.031363,0.009156,0.000001,0.159302,0.000063,0.086832,0.018790,0.002480,0.000643,0.000384,0.000000,0.024226,0.005284,0.001168,0.000677,0.159352,0.159438,0.159778,0.159778,8.033966,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.398232,1.271688,,1.398232,1.398232,,0.976210,,,,,,,,,,,,,,,,,,,,,,,,1.398232,1.271688,0.976210,,,,
5,conesHalfSize,FLOAT,96,64,16,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX512,900,750,7,0.000001,0.003489,0.005009,0.000951,0.000224,0.000097,0.006284,0.000235,0.000232,0.108649,0.032010,0.032007,0.009092,0.000001,0.159770,0.000064,0.086742,0.018378,0.002508,0.000664,0.000354,0.000000,0.023891,0.005674,0.001789,0.000656,0.159821,0.159880,0.160250,0.160250,8.033966,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.426524,1.276717,,1.426524,,1.426524,0.987336,,,,,,,,,,,,,,,,,,,,,,,,1.426524,1.276717,0.987336,,,,
6,conesFullSizeCropped,FLOAT,96,16,8,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,900,750,7,0.000001,0.008184,0.009907,0.002357,0.000424,0.000178,0.012857,0.000469,0.000467,0.229375,0.066613,0.066609,0.017974,0.000001,0.335501,0.000061,0.177852,0.042750,0.006618,0.001493,0.000648,0.000000,0.049338,0.012559,0.002905,0.001809,0.335557,0.335617,0.335968,0.335968,16.891338,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.397032,1.105839,,1.397032,1.397032,,0.998499,,,,,,,,,,,,,,,,,,,,,,,,1.397032,1.105839,0.998499,,,,
6,conesFullSizeCropped,FLOAT,96,16,8,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,900,750,7,0.000001,0.008196,0.009931,0.002351,0.000408,0.000172,0.012861,0.000476,0.000474,0.231466,0.065732,0.065728,0.017956,0.000002,0.336680,0.000064,0.179255,0.043014,0.006887,0.001631,0.000694,0.000000,0.049224,0.012322,0.002697,0.001505,0.336740,0.336800,0.337170,0.337170,16.891338,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.399822,1.101772,,1.399822,,1.399822,0.995829,,,,,,,,,,,,,,,,,,,,,,,,1.399822,1.101772,0.995829,,,,
0,tsukubaSetHalfSize,DOUBLE,96,16,8,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,192,144,15,0.000000,0.000019,0.000031,0.000029,0.000030,0.000027,0.000118,0.000018,0.000017,0.000600,0.000179,0.000178,0.000049,0.000000,0.000993,0.000026,0.000177,0.000121,0.000101,0.000092,0.000099,0.000000,0.000055,0.000042,0.000038,0.000040,0.001010,0.001039,0.001045,0.001045,0.009646,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,,1.234515,1.151081,1.234515,,1.234515,,1.794481,,,,,,,,,,,,,,1.234515,1.151081,1.794481,,,,
0,tsukubaSetHalfSize,DOUBLE,96,64,16,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX512,192,144,15,0.000000,0.000018,0.000029,0.000029,0.000028,0.000027,0.000116,0.000017,0.000017,0.000782,0.000172,0.000172,0.000050,0.000000,0.001157,0.000024,0.000310,0.000145,0.000116,0.000108,0.000094,0.000000,0.000050,0.000042,0.000039,0.000040,0.001173,0.001198,0.001205,0.001205,0.009646,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,,2.025419,1.169306,2.025419,,,2.025419,1.207662,,,,,,,,,,,,,,2.025419,1.169306,1.207662,,,,
1,tsukubaSet,DOUBLE,96,64,16,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX512,384,288,15,0.000000,0.000048,0.000047,0.000036,0.000032,0.000030,0.000146,0.000026,0.000026,0.001188,0.000583,0.000581,0.000071,0.000000,0.002056,0.000031,0.000560,0.000242,0.000147,0.000109,0.000120,0.000000,0.000323,0.000115,0.000073,0.000063,0.002080,0.002112,0.002150,0.002150,0.085865,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,,1.711170,1.420979,1.711170,,1.711170,,0.997746,,,,,,,,,,,,,,1.711170,1.420979,0.997746,,,,
1,tsukubaSet,DOUBLE,96,64,16,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX512,384,288,15,0.000000,0.000049,0.000048,0.000037,0.000032,0.000031,0.000147,0.000035,0.000035,0.001940,0.000585,0.000582,0.000073,0.000000,0.002829,0.000031,0.001060,0.000397,0.000201,0.000143,0.000130,0.000000,0.000323,0.000117,0.000075,0.000059,0.002854,0.002893,0.002928,0.002928,0.085865,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,,2.031014,1.429865,2.031014,,,2.031014,1.004146,,,,,,,,,,,,,,2.031014,1.429865,1.004146,,,,
2,venus,DOUBLE,96,64,16,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX512,434,383,15,0.000000,0.000088,0.000066,0.000040,0.000032,0.000034,0.000174,0.000046,0.000045,0.003391,0.000954,0.000952,0.000211,0.000000,0.004875,0.000035,0.002263,0.000494,0.000272,0.000176,0.000150,0.000000,0.000569,0.000205,0.000106,0.000073,0.004924,0.004958,0.005039,0.005039,0.223059,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,,1.189404,1.950390,1.189404,,1.189404,,0.996795,,,,,,,,,,,,,,1.189404,1.950390,0.996795,,,,
2,venus,DOUBLE,96,64,16,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX512,434,383,15,0.000001,0.000096,0.000067,0.000041,0.000035,0.000036,0.000184,0.000051,0.000051,0.004489,0.000980,0.000977,0.000230,0.000000,0.006020,0.000035,0.003106,0.000673,0.000318,0.000206,0.000182,0.000000,0.000582,0.000207,0.000108,0.000076,0.006071,0.006107,0.006195,0.006195,0.223059,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,,1.533415,1.938321,1.533415,,,1.533415,1.008883,,,,,,,,,,,,,,1.533415,1.938321,1.008883,,,,
