Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup over AVX512 CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup over AVX512 CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup over AVX512 CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,
3,barn1,DOUBLE,24,64,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,432,381,3,0.000000,0.000305,0.000337,0.000092,0.000018,0.000011,0.000455,0.000020,0.000020,0.015560,0.002273,0.002272,0.000738,0.000000,0.019339,0.000021,0.011725,0.003141,0.000429,0.000173,0.000120,0.000000,0.001478,0.000580,0.000158,0.000066,0.019374,0.019395,0.019456,0.019456,0.391873,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,0.628404,1.635793,,,0.628404,,0.999140,,,,,,,,,,,,0.628404,1.635793,0.999140,,,,
3,barn1,DOUBLE,24,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,432,381,3,0.000000,0.000314,0.000371,0.000071,0.000018,0.000011,0.000466,0.000025,0.000025,0.019144,0.002302,0.002301,0.000743,0.000001,0.022940,0.000020,0.014367,0.003829,0.000600,0.000224,0.000146,0.000000,0.001477,0.000609,0.000158,0.000064,0.022974,0.022995,0.023062,0.023062,0.391873,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,0.691450,1.645873,,,,0.691450,1.003610,,,,,,,,,,,,0.691450,1.645873,1.003610,,,,
4,conesQuarterSize,DOUBLE,24,64,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,450,375,3,0.000000,0.000959,0.000957,0.000245,0.000071,0.000022,0.001295,0.000037,0.000036,0.032772,0.009008,0.009007,0.001840,0.000001,0.045872,0.000023,0.025409,0.005649,0.001103,0.000305,0.000284,0.000000,0.006162,0.002102,0.000628,0.000142,0.045917,0.045939,0.046009,0.046009,0.861922,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,1.069548,1.523258,,1.069548,1.069548,,1.008757,,,,,,,,,,,,1.069548,1.523258,1.008757,,,,
4,conesQuarterSize,DOUBLE,24,64,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,450,375,3,0.000001,0.000977,0.000979,0.000248,0.000074,0.000021,0.001322,0.000037,0.000037,0.037479,0.009271,0.009270,0.001894,0.000001,0.050929,0.000023,0.028974,0.006453,0.001400,0.000361,0.000301,0.000000,0.006211,0.002111,0.000824,0.000135,0.050970,0.050994,0.051065,0.051065,0.861922,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,1.005682,1.514324,,1.005682,,1.005682,1.022727,,,,,,,,,,,,1.005682,1.514324,1.022727,,,,
5,conesHalfSize,DOUBLE,24,64,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.011372,0.012278,0.003313,0.000567,0.000169,0.016321,0.000330,0.000329,0.341461,0.097549,0.097547,0.021417,0.000001,0.488688,0.000085,0.262171,0.062089,0.013029,0.002820,0.000715,0.000000,0.072799,0.016993,0.005636,0.002219,0.488733,0.488803,0.489092,0.489092,7.725639,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,,0.933694,1.273017,,0.933694,0.933694,,1.005581,,,,,,,,,,,,0.933694,1.273017,1.005581,,,,
5,conesHalfSize,DOUBLE,24,64,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.011608,0.012027,0.003570,0.000697,0.000243,0.016565,0.000413,0.000412,0.356117,0.094951,0.094949,0.021716,0.000001,0.502466,0.000072,0.274601,0.064190,0.012980,0.003312,0.001028,0.000000,0.071826,0.016105,0.004837,0.002181,0.502510,0.502582,0.502870,0.502870,7.725639,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,,0.920763,1.267184,,0.920763,,0.920763,1.010818,,,,,,,,,,,,0.920763,1.267184,1.010818,,,,
6,conesFullSizeCropped,DOUBLE,24,64,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.030154,0.038357,0.007224,0.001528,0.000664,0.047677,0.001265,0.001263,0.705890,0.273588,0.273585,0.049509,0.000001,1.110026,0.000071,0.540003,0.127358,0.029322,0.007046,0.001976,0.000000,0.221709,0.035207,0.012038,0.004720,1.110072,1.110142,1.110443,1.110443,16.581431,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,,0.846441,1.116375,,0.846441,0.846441,,1.011708,,,,,,,,,,,,0.846441,1.116375,1.011708,,,,
6,conesFullSizeCropped,DOUBLE,24,64,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.029786,0.036292,0.006625,0.001605,0.000572,0.045096,0.000992,0.000991,0.722133,0.268782,0.268780,0.049273,0.000001,1.118642,0.000069,0.555772,0.129425,0.028774,0.006878,0.001996,0.000000,0.218821,0.034430,0.010823,0.004742,1.118689,1.118758,1.119044,1.119044,16.581431,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,,0.838303,1.126031,,0.838303,,0.838303,1.000115,,,,,,,,,,,,0.838303,1.126031,1.000115,,,,
0,tsukubaSetHalfSize,HALF,24,64,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,192,144,3,0.000000,0.000017,0.000011,0.000012,0.000011,0.000008,0.000042,0.000012,0.000012,0.000285,0.000104,0.000104,0.000016,0.000000,0.000477,0.000008,0.000069,0.000049,0.000080,0.000046,0.000039,0.000000,0.000027,0.000024,0.000028,0.000025,0.000494,0.000537,0.000542,0.000542,0.006992,,0.896934,0.896934,0.759440,0.119900,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003472,0.003472,0.002242,0.000362,0.000000,0.000000,,,,,,,,,,,,,,,,,,,1.448402,1.453606,1.448402,,1.448402,,1.102996,,,1.448402,1.453606,1.102996,,,,
0,tsukubaSetHalfSize,HALF,24,64,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,192,144,3,0.000000,0.000021,0.000014,0.000011,0.000010,0.000009,0.000046,0.000013,0.000012,0.000513,0.000110,0.000109,0.000016,0.000000,0.000715,0.000007,0.000220,0.000088,0.000051,0.000083,0.000065,0.000000,0.000027,0.000023,0.000026,0.000030,0.000733,0.000743,0.000748,0.000748,0.006992,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,,,,,,,,,,1.702577,1.475931,1.702577,,,1.702577,1.031823,,,1.702577,1.475931,1.031823,,,,
1,tsukubaSet,HALF,24,64,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,384,288,3,0.000000,0.000099,0.000039,0.000015,0.000016,0.000013,0.000084,0.000020,0.000020,0.000772,0.000324,0.000324,0.000035,0.000000,0.001338,0.000010,0.000362,0.000120,0.000067,0.000147,0.000077,0.000000,0.000187,0.000047,0.000042,0.000041,0.001357,0.001367,0.001397,0.001397,0.080901,,1.490307,1.455169,0.398953,0.223009,0.073712,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004494,0.004494,0.001890,0.000479,0.000326,0.000000,,,,,,,,,,,,,,,,,,,1.446845,1.548345,1.446845,,1.446845,,0.973896,,,1.446845,1.548345,0.973896,,,,
1,tsukubaSet,HALF,24,64,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,384,288,3,0.000000,0.000115,0.000039,0.000015,0.000019,0.000012,0.000086,0.000025,0.000025,0.001394,0.000316,0.000315,0.000033,0.000000,0.001969,0.000011,0.000589,0.000204,0.000097,0.000333,0.000166,0.000000,0.000181,0.000047,0.000038,0.000043,0.001988,0.001999,0.002029,0.002029,0.080901,,1.490307,1.455169,0.398953,0.223009,0.073712,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004494,0.004494,0.001890,0.000479,0.000326,0.000000,,,,,,,,,,,,,,,,,,,1.452583,1.533302,1.452583,,,1.452583,1.025901,,,1.452583,1.533302,1.025901,,,,
2,venus,HALF,24,64,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,434,383,3,0.000000,0.000203,0.000085,0.000024,0.000011,0.000009,0.000127,0.000010,0.000010,0.001941,0.000435,0.000434,0.000103,0.000000,0.002799,0.000016,0.001089,0.000340,0.000113,0.000291,0.000094,0.000000,0.000289,0.000090,0.000038,0.000019,0.002820,0.002836,0.002883,0.002883,0.206996,,0.446654,0.423928,0.883956,0.025261,0.013993,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002238,0.002238,0.001678,0.000126,0.000066,0.000000,,,,,,,,,,,,,,,,,,,1.201732,2.126427,1.201732,,1.201732,,0.981835,,,1.201732,2.126427,0.981835,,,,
2,venus,HALF,24,64,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,434,383,3,0.000000,0.000215,0.000089,0.000028,0.000012,0.000008,0.000137,0.000009,0.000009,0.003061,0.000537,0.000537,0.000108,0.000000,0.004026,0.000016,0.001880,0.000522,0.000186,0.000360,0.000122,0.000000,0.000344,0.000119,0.000055,0.000020,0.004049,0.004065,0.004111,0.004111,0.206996,,0.446654,0.423928,0.883956,0.025261,0.013993,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002238,0.002238,0.001678,0.000126,0.000066,0.000000,,,,,,,,,,,,,,,,,,,0.991618,2.126316,0.991618,,,0.991618,1.000628,,,0.991618,2.126316,1.000628,,,,
3,barn1,HALF,24,64,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,432,381,3,0.000000,0.000283,0.000119,0.000075,0.000013,0.000010,0.000218,0.000012,0.000011,0.003364,0.001434,0.001433,0.000182,0.000000,0.005480,0.000016,0.002051,0.000628,0.000183,0.000392,0.000128,0.000000,0.000852,0.000421,0.000131,0.000042,0.005501,0.005517,0.005563,0.005563,0.391873,,0.500237,0.486434,0.850230,0.039097,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001604,0.001604,0.000784,0.000140,0.000103,0.000000,,,,,,,,,,,,,,,,,,,0.731233,1.643268,,,0.731233,,0.985560,,,0.731233,1.643268,0.985560,,,,
3,barn1,HALF,24,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,432,381,3,0.000000,0.000288,0.000125,0.000079,0.000013,0.000010,0.000228,0.000012,0.000011,0.004465,0.001484,0.001484,0.000175,0.000000,0.006631,0.000016,0.002760,0.000871,0.000235,0.000453,0.000154,0.000000,0.000876,0.000418,0.000150,0.000044,0.006653,0.006669,0.006715,0.006715,0.391873,,0.500237,0.486434,0.850230,0.039097,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001604,0.001604,0.000784,0.000140,0.000103,0.000000,,,,,,,,,,,,,,,,,,,0.806246,1.645631,,,,0.806246,0.991791,,,0.806246,1.645631,0.991791,,,,
4,conesQuarterSize,HALF,24,64,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,450,375,3,0.000000,0.001245,0.000834,0.000209,0.000043,0.000012,0.001097,0.000024,0.000024,0.008130,0.004687,0.004687,0.000428,0.000000,0.015596,0.000019,0.005223,0.001220,0.000307,0.001068,0.000318,0.000000,0.003213,0.001060,0.000352,0.000082,0.015624,0.015641,0.015694,0.015694,0.861922,,2.316924,1.475779,0.790524,0.157505,0.109879,0.073576,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.040545,0.035994,0.010643,0.005683,0.000741,0.000622,,,,,,,,,,,,,,,,,,,0.606027,1.529268,,0.606027,0.606027,,0.993299,,,0.606027,1.529268,0.993299,,,,
4,conesQuarterSize,HALF,24,64,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,450,375,3,0.000000,0.001247,0.000733,0.000233,0.000041,0.000011,0.001019,0.000024,0.000024,0.009552,0.004840,0.004840,0.000423,0.000000,0.017101,0.000018,0.006133,0.001496,0.000356,0.001199,0.000349,0.000000,0.003385,0.001026,0.000353,0.000083,0.017143,0.017161,0.017210,0.017210,0.861922,,2.316924,1.475779,0.790524,0.157505,0.109879,0.073576,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.040545,0.035994,0.010643,0.005683,0.000741,0.000622,,,,,,,,,,,,,,,,,,,0.653173,1.536229,,0.653173,,0.653173,1.003681,,,0.653173,1.536229,1.003681,,,,
5,conesHalfSize,HALF,24,64,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,900,750,3,0.000001,0.005557,0.005237,0.003087,0.000523,0.000097,0.008942,0.000149,0.000148,0.091899,0.059805,0.059803,0.005524,0.000001,0.171931,0.000079,0.071066,0.013818,0.003332,0.000814,0.002110,0.000000,0.031869,0.021297,0.004170,0.000945,0.171977,0.172057,0.172354,0.172354,7.725639,,4.300607,1.891846,0.691979,0.197184,0.147861,0.107809,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.011932,0.010002,0.007304,0.000505,0.000170,0.000101,,,,,,,,,,,,,,,,,,,0.761312,1.320331,,0.761312,0.761312,,1.142182,,,0.761312,1.320331,1.142182,,,,
5,conesHalfSize,HALF,24,64,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,900,750,3,0.000000,0.005348,0.005003,0.001816,0.000459,0.000090,0.007344,0.000142,0.000141,0.084738,0.045784,0.045782,0.005174,0.000001,0.148687,0.000069,0.065291,0.013072,0.003249,0.000805,0.002282,0.000000,0.028880,0.012142,0.004150,0.000710,0.148733,0.148802,0.149084,0.149084,7.725639,,4.300607,1.891846,0.691979,0.197184,0.147861,0.107809,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.011932,0.010002,0.007304,0.000505,0.000170,0.000101,,,,,,,,,,,,,,,,,,,0.733503,1.322971,,0.733503,,0.733503,0.928801,,,0.733503,1.322971,0.928801,,,,
6,conesFullSizeCropped,HALF,24,64,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,900,750,3,0.000001,0.016444,0.013181,0.009340,0.001818,0.000291,0.024695,0.000362,0.000360,0.186036,0.141239,0.141237,0.011924,0.000001,0.380454,0.000069,0.139653,0.033386,0.007163,0.001546,0.004565,0.000000,0.073584,0.053537,0.011410,0.001793,0.380503,0.380572,0.380856,0.380856,16.581431,,114.655266,9.454146,0.973431,0.947471,0.939764,0.936396,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,108.716103,8.274743,0.829551,0.827858,0.827024,0.826720,,,,,,,,,,,,,,,,,,,0.676892,1.126025,,0.676892,0.676892,,1.005621,,,0.676892,1.126025,1.005621,,,,
6,conesFullSizeCropped,HALF,24,64,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,900,750,3,0.000001,0.016368,0.011568,0.007609,0.001029,0.000202,0.020398,0.000294,0.000292,0.184476,0.116260,0.116258,0.011805,0.000001,0.349895,0.000087,0.138974,0.032299,0.007592,0.001528,0.004097,0.000000,0.066841,0.038203,0.009994,0.001602,0.349958,0.350045,0.350332,0.350332,16.581431,,114.655266,9.454146,0.973431,0.947471,0.939764,0.936396,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,108.716103,8.274743,0.829551,0.827858,0.827024,0.826720,,,,,,,,,,,,,,,,,,,0.759200,1.126278,,0.759200,,0.759200,1.014538,,,0.759200,1.126278,1.014538,,,,
