Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
3,barn1,DOUBLE,24,64,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,432,381,3,0.000000,0.000306,0.000347,0.000080,0.000020,0.000012,0.000459,0.000021,0.000021,0.015729,0.002371,0.002370,0.000747,0.000001,0.019600,0.000022,0.011895,0.003132,0.000422,0.000169,0.000131,0.000000,0.001554,0.000599,0.000160,0.000070,0.019640,0.019663,0.019731,0.019731,0.397884,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,0.611677,1.611085,,,0.611677,,0.986284,,,,,,,,,,0.611677,1.611085,0.986284,,,,
3,barn1,DOUBLE,24,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,432,381,3,0.000000,0.000339,0.000337,0.000072,0.000018,0.000012,0.000440,0.000021,0.000020,0.019126,0.002318,0.002317,0.000730,0.000001,0.022948,0.000021,0.014309,0.003882,0.000604,0.000246,0.000146,0.000000,0.001451,0.000632,0.000167,0.000067,0.022982,0.023004,0.023068,0.023068,0.397884,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,0.687746,1.621012,,,,0.687746,0.998464,,,,,,,,,,0.687746,1.621012,0.998464,,,,
4,conesQuarterSize,DOUBLE,24,64,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,450,375,3,0.000000,0.000909,0.000910,0.000271,0.000097,0.000021,0.001296,0.000036,0.000036,0.032377,0.008701,0.008700,0.001816,0.000002,0.045394,0.000023,0.024994,0.005723,0.001121,0.000324,0.000268,0.000000,0.005867,0.002062,0.000630,0.000140,0.045435,0.045459,0.045530,0.045530,0.866115,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,1.069974,1.515884,,1.069974,1.069974,,0.998649,,,,,,,,,,1.069974,1.515884,0.998649,,,,
4,conesQuarterSize,DOUBLE,24,64,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,450,375,3,0.000000,0.000908,0.000950,0.000233,0.000075,0.000066,0.001292,0.000038,0.000038,0.036740,0.008502,0.008501,0.001778,0.000001,0.049194,0.000023,0.028215,0.006499,0.001340,0.000348,0.000297,0.000000,0.005694,0.002058,0.000642,0.000127,0.049236,0.049259,0.049330,0.049330,0.866115,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,0.991440,1.506993,,0.991440,,0.991440,0.973995,,,,,,,,,,0.991440,1.506993,0.973995,,,,
5,conesHalfSize,DOUBLE,24,64,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,900,750,3,0.000001,0.011355,0.012022,0.003424,0.000707,0.000271,0.016415,0.000600,0.000599,0.342047,0.094510,0.094509,0.021396,0.000001,0.486357,0.000083,0.262516,0.061592,0.013273,0.003427,0.001000,0.000000,0.071098,0.015848,0.005239,0.002403,0.486402,0.486472,0.486761,0.486761,7.695201,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,0.941235,1.278052,,0.941235,0.941235,,1.008871,,,,,,,,,,0.941235,1.278052,1.008871,,,,
5,conesHalfSize,DOUBLE,24,64,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,900,750,3,0.000001,0.011325,0.011850,0.002931,0.000533,0.000219,0.015525,0.000727,0.000726,0.355276,0.094010,0.094009,0.021082,0.000001,0.498578,0.000070,0.274996,0.062300,0.013411,0.003439,0.001072,0.000000,0.071081,0.015845,0.004723,0.002365,0.498618,0.498688,0.498992,0.498992,7.695201,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,0.920840,1.272197,,0.920840,,0.920840,1.003106,,,,,,,,,,0.920840,1.272197,1.003106,,,,
6,conesFullSizeCropped,DOUBLE,24,64,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,900,750,3,0.000001,0.030032,0.038024,0.006642,0.001294,0.000516,0.046428,0.001263,0.001261,0.701379,0.274193,0.274191,0.048800,0.000002,1.102383,0.000070,0.537551,0.128217,0.026433,0.007175,0.001926,0.000000,0.223727,0.034347,0.011176,0.004985,1.102429,1.102499,1.102804,1.102804,16.628797,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,0.845462,1.113195,,0.845462,0.845462,,1.003585,,,,,,,,,,0.845462,1.113195,1.003585,,,,
6,conesFullSizeCropped,DOUBLE,24,64,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,900,750,3,0.000001,0.030001,0.035628,0.006639,0.001313,0.000556,0.044134,0.001109,0.001108,0.724672,0.272779,0.272777,0.049267,0.000001,1.123938,0.000071,0.555232,0.130697,0.029438,0.006983,0.001971,0.000000,0.221678,0.034468,0.011796,0.004918,1.123983,1.124053,1.124344,1.124344,16.628797,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,0.840822,1.122823,,0.840822,,0.840822,1.007871,,,,,,,,,,0.840822,1.122823,1.007871,,,,
0,tsukubaSetHalfSize,HALF,24,64,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,192,144,3,0.000000,0.000027,0.000011,0.000014,0.000011,0.000009,0.000045,0.000011,0.000011,0.000284,0.000109,0.000108,0.000016,0.000000,0.000513,0.000008,0.000071,0.000049,0.000078,0.000049,0.000040,0.000000,0.000031,0.000022,0.000026,0.000029,0.000529,0.000536,0.000541,0.000541,0.006852,,2.691024,2.691024,0.814815,0.792824,0.100803,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,3.167390,3.167390,0.975839,0.535482,0.098090,0.000000,,,,,,,,,,,,,,,,,1.375520,1.483426,1.375520,,1.375520,,1.045688,,1.375520,1.483426,1.045688,,,,
0,tsukubaSetHalfSize,HALF,24,64,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,192,144,3,0.000000,0.000028,0.000012,0.000013,0.000012,0.000009,0.000046,0.000016,0.000016,0.000522,0.000106,0.000106,0.000014,0.000000,0.000737,0.000009,0.000125,0.000073,0.000170,0.000082,0.000064,0.000000,0.000027,0.000022,0.000027,0.000027,0.000755,0.000763,0.000768,0.000768,0.006852,,2.691024,2.691024,0.814815,0.792824,0.100803,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,3.167390,3.167390,0.975839,0.535482,0.098090,0.000000,,,,,,,,,,,,,,,,,1.647288,1.506208,1.647288,,,1.647288,1.025012,,1.647288,1.506208,1.025012,,,,
1,tsukubaSet,HALF,24,64,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,384,288,3,0.000000,0.000175,0.000040,0.000016,0.000018,0.000012,0.000088,0.000022,0.000022,0.000795,0.000322,0.000321,0.000034,0.000000,0.001442,0.000011,0.000363,0.000126,0.000070,0.000149,0.000079,0.000000,0.000178,0.000048,0.000041,0.000041,0.001462,0.001473,0.001503,0.001503,0.081899,,5.381655,5.131376,0.792969,0.792969,0.334816,0.095432,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,6.577863,6.259321,0.987883,0.987639,0.446434,0.127884,,,,,,,,,,,,,,,,,1.401662,1.529488,1.401662,,1.401662,,1.014999,,1.401662,1.529488,1.014999,,,,
1,tsukubaSet,HALF,24,64,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,384,288,3,0.000000,0.000208,0.000042,0.000016,0.000018,0.000013,0.000089,0.000022,0.000022,0.001322,0.000307,0.000306,0.000032,0.000000,0.001991,0.000012,0.000576,0.000192,0.000097,0.000296,0.000143,0.000000,0.000180,0.000046,0.000042,0.000037,0.002012,0.002024,0.002055,0.002055,0.081899,,5.381655,5.131376,0.792969,0.792969,0.334816,0.095432,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,6.577863,6.259321,0.987883,0.987639,0.446434,0.127884,,,,,,,,,,,,,,,,,1.408407,1.514628,1.408407,,,1.408407,1.007568,,1.408407,1.514628,1.007568,,,,
2,venus,HALF,24,64,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,434,383,3,0.000000,0.000349,0.000079,0.000025,0.000011,0.000009,0.000123,0.000010,0.000010,0.001831,0.000488,0.000487,0.000107,0.000000,0.002896,0.000016,0.001121,0.000325,0.000114,0.000205,0.000076,0.000000,0.000311,0.000112,0.000045,0.000019,0.002915,0.002931,0.002984,0.002984,0.206698,,8.888581,7.529309,1.000000,1.000000,0.793884,0.415799,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,8.876009,7.514842,0.990194,0.990194,0.761734,0.408694,,,,,,,,,,,,,,,,,1.147645,2.129484,1.147645,,1.147645,,0.970718,,1.147645,2.129484,0.970718,,,,
2,venus,HALF,24,64,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,434,383,3,0.000000,0.000340,0.000098,0.000026,0.000011,0.000009,0.000144,0.000010,0.000010,0.003123,0.000444,0.000443,0.000119,0.000000,0.004176,0.000030,0.002063,0.000520,0.000166,0.000270,0.000092,0.000000,0.000296,0.000091,0.000037,0.000019,0.004196,0.004226,0.004272,0.004272,0.206698,,8.888581,7.529309,1.000000,1.000000,0.793884,0.415799,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,8.876009,7.514842,0.990194,0.990194,0.761734,0.408694,,,,,,,,,,,,,,,,,0.900489,2.129373,0.900489,,,0.900489,0.944262,,0.900489,2.129373,0.944262,,,,
3,barn1,HALF,24,64,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,432,381,3,0.000000,0.000627,0.000135,0.000088,0.000027,0.000009,0.000258,0.000012,0.000012,0.003380,0.001631,0.001630,0.000178,0.000000,0.006248,0.000028,0.002115,0.000646,0.000188,0.000320,0.000114,0.000000,0.000934,0.000473,0.000176,0.000048,0.006271,0.006299,0.006348,0.006348,0.397884,,8.252467,7.095519,1.000000,1.000000,0.581116,0.429693,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,8.295033,7.109809,0.990145,0.990145,0.579670,0.445356,,,,,,,,,,,,,,,,,0.714610,1.618446,,,0.714610,,1.098982,,0.714610,1.618446,1.098982,,,,
3,barn1,HALF,24,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,432,381,3,0.000000,0.000508,0.000125,0.000075,0.000014,0.000009,0.000222,0.000011,0.000010,0.004282,0.001510,0.001510,0.000175,0.000000,0.006696,0.000016,0.002753,0.000796,0.000234,0.000372,0.000132,0.000000,0.000886,0.000423,0.000155,0.000046,0.006716,0.006733,0.006780,0.006780,0.397884,,8.252467,7.095519,1.000000,1.000000,0.581116,0.429693,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,8.295033,7.109809,0.990145,0.990145,0.579670,0.445356,,,,,,,,,,,,,,,,,0.812982,1.620773,,,,0.812982,1.009652,,0.812982,1.620773,1.009652,,,,
4,conesQuarterSize,HALF,24,64,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,450,375,3,0.000000,0.001261,0.000850,0.000217,0.000044,0.000012,0.001121,0.000025,0.000024,0.007852,0.005197,0.005196,0.000424,0.000000,0.015894,0.000018,0.005268,0.001253,0.000313,0.000790,0.000246,0.000000,0.003743,0.001039,0.000335,0.000084,0.015916,0.015932,0.015984,0.015984,0.866115,,32.461636,9.680087,0.967828,0.967828,0.967828,0.967763,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,33.217880,9.904392,0.990246,0.990246,0.990246,0.990246,,,,,,,,,,,,,,,,,0.618953,1.521864,,0.618953,0.618953,,1.033234,,0.618953,1.521864,1.033234,,,,
4,conesQuarterSize,HALF,24,64,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,450,375,3,0.000000,0.001245,0.000835,0.000227,0.000043,0.000011,0.001103,0.000024,0.000024,0.009016,0.004737,0.004736,0.000432,0.000000,0.016492,0.000018,0.006090,0.001455,0.000356,0.000861,0.000264,0.000000,0.003281,0.001037,0.000337,0.000082,0.016518,0.016535,0.016586,0.016586,0.866115,,32.461636,9.680087,0.967828,0.967828,0.967828,0.967763,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,33.217880,9.904392,0.990246,0.990246,0.990246,0.990246,,,,,,,,,,,,,,,,,0.679006,1.528792,,0.679006,,0.679006,1.005528,,0.679006,1.528792,1.005528,,,,
5,conesHalfSize,HALF,24,64,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,900,750,3,0.000001,0.008171,0.005001,0.002097,0.000473,0.000092,0.007661,0.000142,0.000142,0.082831,0.053934,0.053932,0.005141,0.000001,0.157986,0.000093,0.064347,0.013023,0.003161,0.000738,0.001613,0.000000,0.029705,0.017850,0.005205,0.001365,0.158031,0.158124,0.158428,0.158428,7.695201,,64.804909,9.652099,0.965162,0.965162,0.965162,0.965162,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,66.524055,9.946712,0.995046,0.994769,0.994482,0.994477,,,,,,,,,,,,,,,,,0.733958,1.325553,,0.733958,0.733958,,1.012172,,0.733958,1.325553,1.012172,,,,
5,conesHalfSize,HALF,24,64,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,900,750,3,0.000001,0.008426,0.005042,0.002500,0.000460,0.000099,0.008025,0.000159,0.000158,0.088337,0.047532,0.047530,0.005184,0.000001,0.157419,0.000070,0.068549,0.013847,0.003475,0.000787,0.001744,0.000000,0.028837,0.014515,0.002941,0.001308,0.157465,0.157533,0.157823,0.157823,7.695201,,64.804909,9.652099,0.965162,0.965162,0.965162,0.965162,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,66.524055,9.946712,0.995046,0.994769,0.994482,0.994477,,,,,,,,,,,,,,,,,0.751631,1.328204,,0.751631,,0.751631,1.007548,,0.751631,1.328204,1.007548,,,,
6,conesFullSizeCropped,HALF,24,64,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,900,750,3,0.000001,0.018343,0.012268,0.008211,0.001854,0.000199,0.022481,0.000292,0.000291,0.184091,0.127871,0.127870,0.011669,0.000001,0.365177,0.000068,0.139273,0.032825,0.007116,0.001546,0.003276,0.000000,0.074918,0.040570,0.009835,0.002578,0.365226,0.365294,0.365599,0.365599,16.628797,,131.109329,9.839328,0.983884,0.983884,0.983884,0.983884,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,128.718552,9.439980,0.943950,0.943950,0.943950,0.943950,,,,,,,,,,,,,,,,,0.714278,1.122817,,0.714278,0.714278,,1.018654,,0.714278,1.122817,1.018654,,,,
6,conesFullSizeCropped,HALF,24,64,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,900,750,3,0.000001,0.018257,0.012539,0.008341,0.000972,0.000211,0.021951,0.000296,0.000294,0.188137,0.119852,0.119851,0.011760,0.000001,0.360423,0.000086,0.142068,0.033608,0.007308,0.001560,0.003372,0.000000,0.073044,0.036627,0.009027,0.001848,0.360469,0.360539,0.360835,0.360835,16.628797,,131.109329,9.839328,0.983884,0.983884,0.983884,0.983884,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,128.718552,9.439980,0.943950,0.943950,0.943950,0.943950,,,,,,,,,,,,,,,,,0.726601,1.123070,,0.726601,,0.726601,1.000085,,0.726601,1.123070,1.000085,,,,
