Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup over no CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup over no CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup over no CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
6,conesFullSizeCropped,FLOAT,64,32,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,900,750,3,0.000001,0.005627,0.008837,0.001982,0.000557,0.000202,0.011409,0.000215,0.000211,0.267216,0.042568,0.042566,0.018292,0.000002,0.347691,0.000239,0.199330,0.045502,0.010198,0.002660,0.000681,0.000000,0.030494,0.008199,0.002666,0.000573,0.347742,0.347982,0.348095,0.348095,14.408759,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.384048,1.296371,,1.384048,1.384048,,1.024924,,,,,,,,,,,,,,,,,,,,,1.384048,1.296371,1.024924,,,,
6,conesFullSizeCropped,FLOAT,64,32,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,900,750,3,0.000001,0.005584,0.008643,0.001740,0.000342,0.000100,0.011104,0.000105,0.000103,0.262077,0.041743,0.041741,0.018258,0.000002,0.341085,0.000301,0.199066,0.047894,0.010624,0.002718,0.000711,0.000000,0.030512,0.008432,0.002657,0.000479,0.341138,0.341392,0.341505,0.341505,14.408759,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.431623,1.291603,,1.431623,,1.431623,1.031545,,,,,,,,,,,,,,,,,,,,,1.431623,1.291603,1.031545,,,,
0,tsukubaSetHalfSize,DOUBLE,64,32,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,192,144,3,0.000000,0.000013,0.000021,0.000020,0.000019,0.000019,0.000078,0.000009,0.000009,0.000440,0.000101,0.000100,0.000032,0.000000,0.000690,0.000018,0.000147,0.000088,0.000069,0.000066,0.000065,0.000000,0.000038,0.000023,0.000021,0.000019,0.000711,0.000730,0.000733,0.000733,0.010666,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,1.127320,1.041005,1.127320,,1.127320,,1.149424,,,,,,,,,,,,1.127320,1.041005,1.149424,,,,
0,tsukubaSetHalfSize,DOUBLE,64,32,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,192,144,3,0.000000,0.000013,0.000021,0.000020,0.000019,0.000019,0.000083,0.000009,0.000009,0.000774,0.000096,0.000096,0.000032,0.000000,0.001020,0.000018,0.000392,0.000170,0.000082,0.000065,0.000064,0.000000,0.000033,0.000023,0.000020,0.000019,0.001042,0.001060,0.001064,0.001064,0.010666,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,1.879800,1.057487,1.879800,,,1.879800,0.989608,,,,,,,,,,,,1.879800,1.057487,0.989608,,,,
1,tsukubaSet,DOUBLE,64,32,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,DEFAULT,384,288,3,0.000000,0.000031,0.000033,0.000024,0.000021,0.000020,0.000098,0.000012,0.000012,0.003047,0.000238,0.000238,0.000127,0.000000,0.003552,0.000020,0.002079,0.000595,0.000196,0.000096,0.000078,0.000000,0.000134,0.000055,0.000026,0.000022,0.003580,0.003600,0.003616,0.003616,0.093543,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,1.035494,1.304346,1.035494,,1.035494,,1.015148,,,,,,,,,,,,1.035494,1.304346,1.015148,,,,
1,tsukubaSet,DOUBLE,64,32,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,384,288,3,0.000000,0.000039,0.000037,0.000023,0.000020,0.000019,0.000100,0.000012,0.000012,0.003712,0.000233,0.000233,0.000077,0.000000,0.004168,0.000020,0.002236,0.001033,0.000266,0.000108,0.000073,0.000000,0.000139,0.000046,0.000026,0.000022,0.004190,0.004211,0.004225,0.004225,0.093543,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,1.521141,1.312503,1.521141,,,1.521141,1.085230,,,,,,,,,,,,1.521141,1.312503,1.085230,,,,
2,venus,DOUBLE,64,32,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,434,383,3,0.000000,0.000057,0.000089,0.000039,0.000025,0.000021,0.000174,0.000015,0.000015,0.004865,0.000571,0.000570,0.000200,0.000000,0.007825,0.000087,0.003417,0.000890,0.000332,0.000128,0.000086,0.000000,0.000330,0.000153,0.000060,0.000033,0.007873,0.008964,0.008989,0.008989,0.279635,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,1.006342,1.555784,1.006342,,1.006342,,1.504400,,,,,,,,,,,,1.006342,1.555784,1.504400,,,,
2,venus,DOUBLE,64,32,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,434,383,3,0.000000,0.000064,0.000070,0.000037,0.000025,0.000029,0.000161,0.000015,0.000015,0.005575,0.000552,0.000551,0.000207,0.000000,0.006671,0.000024,0.003948,0.001023,0.000379,0.000148,0.000093,0.000000,0.000304,0.000157,0.000057,0.000034,0.006710,0.006734,0.006759,0.006759,0.279635,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,1.403823,1.546157,1.403823,,,1.403823,1.007748,,,,,,,,,,,,1.403823,1.546157,1.007748,,,,
3,barn1,DOUBLE,64,32,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,432,381,3,0.000000,0.000121,0.000140,0.000046,0.000029,0.000022,0.000238,0.000019,0.000019,0.009388,0.001132,0.001131,0.000702,0.000000,0.012455,0.000070,0.007252,0.001316,0.000515,0.000169,0.000109,0.000000,0.000814,0.000203,0.000078,0.000043,0.012496,0.012566,0.012590,0.012590,0.409334,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,1.016132,1.566016,,,1.016132,,1.045466,,,,,,,,,,,,1.016132,1.566016,1.045466,,,,
3,barn1,DOUBLE,64,32,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,432,381,3,0.000000,0.000127,0.000139,0.000045,0.000029,0.000022,0.000235,0.000019,0.000019,0.010915,0.001141,0.001141,0.000685,0.000000,0.013096,0.000031,0.008599,0.001449,0.000546,0.000188,0.000116,0.000000,0.000822,0.000194,0.000082,0.000042,0.013135,0.013166,0.013192,0.013192,0.409334,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,1.197581,1.575666,,,,1.197581,0.994274,,,,,,,,,,,,1.197581,1.575666,0.994274,,,,
4,conesQuarterSize,DOUBLE,64,32,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,450,375,3,0.000001,0.000316,0.000306,0.000097,0.000042,0.000025,0.000471,0.000031,0.000030,0.025168,0.004075,0.004074,0.002091,0.000001,0.032000,0.000048,0.020213,0.003133,0.001058,0.000335,0.000183,0.000000,0.003315,0.000523,0.000154,0.000084,0.032048,0.032097,0.032122,0.032122,0.928530,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,1.462131,1.413988,,1.462131,1.462131,,0.962778,,,,,,,,,,,,1.462131,1.413988,0.962778,,,,
