Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup over no CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup over no CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup over no CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
0,tsukubaSetHalfSize,FLOAT,64,32,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,192,144,3,0.000000,0.000011,0.000020,0.000020,0.000019,0.000019,0.000076,0.000010,0.000010,0.000369,0.000106,0.000106,0.000031,0.000000,0.000602,0.000018,0.000100,0.000075,0.000066,0.000065,0.000064,0.000000,0.000032,0.000034,0.000023,0.000019,0.000627,0.000644,0.000647,0.000647,0.010666,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.122433,0.981884,1.122433,,1.122433,,1.253596,,,,,,,,,,,,,,,,,,,,,1.122433,0.981884,1.253596,,,,
0,tsukubaSetHalfSize,FLOAT,64,32,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,192,144,3,0.000000,0.000012,0.000021,0.000020,0.000020,0.000020,0.000082,0.000010,0.000010,0.000537,0.000096,0.000095,0.000031,0.000000,0.000764,0.000020,0.000215,0.000097,0.000072,0.000070,0.000066,0.000000,0.000031,0.000022,0.000023,0.000020,0.000791,0.000810,0.000813,0.000813,0.010666,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.605108,1.025404,1.605108,,,1.605108,1.009733,,,,,,,,,,,,,,,,,,,,,1.605108,1.025404,1.009733,,,,
1,tsukubaSet,FLOAT,64,32,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,384,288,3,0.000000,0.000031,0.000028,0.000050,0.000020,0.000020,0.000118,0.000012,0.000012,0.000921,0.000226,0.000225,0.000044,0.000000,0.001327,0.000020,0.000498,0.000183,0.000092,0.000081,0.000066,0.000000,0.000115,0.000062,0.000024,0.000025,0.001347,0.001366,0.001381,0.001381,0.093543,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.601209,1.275761,1.601209,,1.601209,,0.983234,,,,,,,,,,,,,,,,,,,,,1.601209,1.275761,0.983234,,,,
1,tsukubaSet,FLOAT,64,32,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,384,288,3,0.000000,0.000030,0.000028,0.000021,0.000020,0.000019,0.000087,0.000015,0.000015,0.001874,0.000240,0.000240,0.000044,0.000000,0.002288,0.000019,0.001184,0.000387,0.000158,0.000080,0.000065,0.000000,0.000111,0.000079,0.000025,0.000025,0.002308,0.002327,0.002342,0.002342,0.093543,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.502704,1.303983,1.502704,,,1.502704,1.015781,,,,,,,,,,,,,,,,,,,,,1.502704,1.303983,1.015781,,,,
2,venus,FLOAT,64,32,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,434,383,3,0.000000,0.000044,0.000048,0.000025,0.000021,0.000021,0.000113,0.000015,0.000015,0.002544,0.000261,0.000260,0.000073,0.000000,0.003046,0.000021,0.001700,0.000471,0.000191,0.000097,0.000081,0.000000,0.000129,0.000056,0.000040,0.000036,0.003065,0.003087,0.003107,0.003107,0.279635,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.168290,1.568332,1.168290,,1.168290,,0.981057,,,,,,,,,,,,,,,,,,,,,1.168290,1.568332,0.981057,,,,
2,venus,FLOAT,64,32,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,434,383,3,0.000000,0.000042,0.000040,0.000025,0.000020,0.000020,0.000105,0.000015,0.000015,0.002862,0.000240,0.000240,0.000070,0.000000,0.003335,0.000021,0.001943,0.000522,0.000221,0.000106,0.000074,0.000000,0.000117,0.000052,0.000037,0.000035,0.003354,0.003375,0.003398,0.003398,0.279635,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.638194,1.565053,1.638194,,,1.638194,0.990189,,,,,,,,,,,,,,,,,,,,,1.638194,1.565053,0.990189,,,,
3,barn1,FLOAT,64,32,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,432,381,3,0.000000,0.000059,0.000060,0.000029,0.000023,0.000021,0.000133,0.000019,0.000018,0.003767,0.000413,0.000412,0.000105,0.000000,0.004494,0.000022,0.002592,0.000697,0.000272,0.000125,0.000080,0.000000,0.000210,0.000092,0.000061,0.000052,0.004526,0.004548,0.004572,0.004572,0.409334,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.245256,1.562501,,,1.245256,,0.992608,,,,,,,,,,,,,,,,,,,,,1.245256,1.562501,0.992608,,,,
3,barn1,FLOAT,64,32,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,432,381,3,0.000000,0.000067,0.000061,0.000029,0.000023,0.000022,0.000135,0.000018,0.000018,0.004060,0.000436,0.000436,0.000096,0.000000,0.004790,0.000023,0.002796,0.000754,0.000294,0.000132,0.000086,0.000000,0.000199,0.000111,0.000065,0.000061,0.004820,0.004843,0.004867,0.004867,0.409334,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.121687,1.548175,,,,1.121687,0.815176,,,,,,,,,,,,,,,,,,,,,1.121687,1.548175,0.815176,,,,
4,conesQuarterSize,FLOAT,64,32,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,450,375,3,0.000001,0.000163,0.000182,0.000065,0.000030,0.000026,0.000299,0.000034,0.000033,0.010679,0.001557,0.001556,0.000783,0.000000,0.013920,0.000047,0.008221,0.001495,0.000586,0.000202,0.000118,0.000000,0.001070,0.000300,0.000106,0.000086,0.013961,0.014008,0.014033,0.014033,0.928530,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.208413,1.424489,,1.208413,1.208413,,1.019640,,,,,,,,,,,,,,,,,,,,,1.208413,1.424489,1.019640,,,,
4,conesQuarterSize,FLOAT,64,32,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,450,375,3,0.000001,0.000165,0.000173,0.000063,0.000031,0.000026,0.000292,0.000034,0.000034,0.011427,0.001556,0.001555,0.000795,0.000000,0.014266,0.000026,0.008626,0.001578,0.000611,0.000202,0.000123,0.000000,0.001071,0.000297,0.000106,0.000088,0.014310,0.014336,0.014361,0.014361,0.928530,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.249327,1.436141,,1.249327,,1.249327,0.982678,,,,,,,,,,,,,,,,,,,,,1.249327,1.436141,0.982678,,,,
5,conesHalfSize,FLOAT,64,32,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,900,750,3,0.000001,0.002519,0.004327,0.000740,0.000139,0.000048,0.005215,0.000059,0.000057,0.122482,0.020354,0.020352,0.008711,0.000002,0.166836,0.000260,0.094940,0.023862,0.003739,0.001162,0.000349,0.000000,0.015198,0.003904,0.001025,0.000224,0.166894,0.168204,0.168316,0.168316,7.517663,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.438760,1.359026,,1.438760,1.438760,,1.058180,,,,,,,,,,,,,,,,,,,,,1.438760,1.359026,1.058180,,,,
5,conesHalfSize,FLOAT,64,32,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,900,750,3,0.000001,0.002357,0.004342,0.000912,0.000139,0.000048,0.005444,0.000059,0.000056,0.131599,0.020359,0.020357,0.008744,0.000002,0.173750,0.000592,0.101115,0.024528,0.004253,0.001331,0.000385,0.000000,0.015216,0.003902,0.001014,0.000237,0.173800,0.175103,0.175216,0.175216,7.517663,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.349745,1.364400,,1.349745,,1.349745,1.021444,,,,,,,,,,,,,,,,,,,,,1.349745,1.364400,1.021444,,,,
