Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Run Success,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup over no CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup over no CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup over no CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
5,conesHalfSize,FLOAT,64,16,8,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,900,750,7,0.000001,0.002958,0.003916,0.000782,0.000144,0.000058,0.004901,0.000063,0.000062,0.125743,0.022502,0.022500,0.008093,0.000001,0.164202,0.000173,0.095030,0.023360,0.005133,0.001746,0.000432,0.000000,0.016566,0.004568,0.001110,0.000264,0.164248,0.164403,0.164485,0.164485,11.309509,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.385005,0.903373,,1.385005,1.385005,,0.995464,,,,,,,,,,,,,,,,,,,,,1.385005,0.903373,0.995464,,,,
5,conesHalfSize,FLOAT,64,16,8,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,900,750,7,0.000001,0.003108,0.003732,0.000791,0.000145,0.000058,0.004729,0.000064,0.000062,0.138380,0.022543,0.022542,0.008085,0.000002,0.176960,0.000171,0.104920,0.025315,0.005686,0.002023,0.000472,0.000000,0.016622,0.004510,0.001135,0.000253,0.177009,0.177180,0.177274,0.177274,11.309509,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.302834,0.906945,,1.302834,,1.302834,0.997522,,,,,,,,,,,,,,,,,,,,,1.302834,0.906945,0.997522,,,,
6,conesFullSizeCropped,FLOAT,64,16,8,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,900,750,7,0.000001,0.006443,0.007565,0.001906,0.000395,0.000106,0.009971,0.000117,0.000115,0.267530,0.046552,0.046551,0.016125,0.000002,0.346616,0.000163,0.200053,0.050578,0.011995,0.003931,0.000884,0.000000,0.033816,0.009020,0.002820,0.000898,0.346662,0.346821,0.346903,0.346903,21.153792,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.355260,0.883014,,1.355260,1.355260,,1.000168,,,,,,,,,,,,,,,,,,,,,1.355260,0.883014,1.000168,,,,
6,conesFullSizeCropped,FLOAT,64,16,8,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,900,750,7,0.000001,0.006422,0.007351,0.001909,0.000394,0.000108,0.009758,0.000117,0.000116,0.279040,0.046532,0.046531,0.015936,0.000001,0.357894,0.000162,0.209582,0.051981,0.012465,0.004070,0.000921,0.000000,0.033811,0.009030,0.002824,0.000850,0.357937,0.358117,0.358198,0.358198,21.153792,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.316989,0.879767,,1.316989,,1.316989,0.995334,,,,,,,,,,,,,,,,,,,,,1.316989,0.879767,0.995334,,,,
0,tsukubaSetHalfSize,DOUBLE,64,16,8,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,192,144,15,0.000000,0.000011,0.000017,0.000015,0.000014,0.000015,0.000061,0.000007,0.000007,0.000417,0.000092,0.000091,0.000028,0.000000,0.000616,0.000014,0.000182,0.000085,0.000054,0.000047,0.000046,0.000000,0.000036,0.000021,0.000018,0.000016,0.000632,0.000646,0.000648,0.000648,0.016257,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,1.321077,0.683020,1.321077,,1.321077,,1.191548,,,,,,,,,,,,1.321077,0.683020,1.191548,,,,
0,tsukubaSetHalfSize,DOUBLE,64,16,8,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,192,144,15,0.000000,0.000010,0.000018,0.000016,0.000014,0.000014,0.000063,0.000007,0.000007,0.000964,0.000094,0.000094,0.000028,0.000000,0.001177,0.000014,0.000547,0.000215,0.000085,0.000061,0.000051,0.000000,0.000037,0.000022,0.000019,0.000016,0.001195,0.001209,0.001212,0.001212,0.016257,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,1.836189,0.693834,1.836189,,,1.836189,1.101291,,,,,,,,,,,,1.836189,0.693834,1.101291,,,,
1,tsukubaSet,DOUBLE,64,16,8,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,384,288,15,0.000000,0.000052,0.000038,0.000021,0.000018,0.000015,0.000092,0.000011,0.000010,0.002218,0.000441,0.000440,0.000107,0.000000,0.002931,0.000019,0.001436,0.000461,0.000172,0.000073,0.000060,0.000000,0.000276,0.000101,0.000039,0.000023,0.002969,0.002987,0.003000,0.003000,0.155735,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,1.222586,0.783463,1.222586,,1.222586,,0.994656,,,,,,,,,,,,1.222586,0.783463,0.994656,,,,
1,tsukubaSet,DOUBLE,64,16,8,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,384,288,15,0.000000,0.000054,0.000039,0.000022,0.000018,0.000014,0.000093,0.000010,0.000010,0.005142,0.000420,0.000420,0.000116,0.000000,0.005839,0.000019,0.003504,0.001062,0.000365,0.000123,0.000081,0.000000,0.000259,0.000100,0.000038,0.000023,0.005875,0.005894,0.005908,0.005908,0.155735,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,0.998426,0.788362,0.998426,,,0.998426,0.995906,,,,,,,,,,,,0.998426,0.788362,0.995906,,,,
2,venus,DOUBLE,64,16,8,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,434,383,15,0.000000,0.000141,0.000143,0.000041,0.000019,0.000016,0.000222,0.000015,0.000014,0.007837,0.001072,0.001072,0.000508,0.000001,0.009799,0.000022,0.005859,0.001255,0.000449,0.000161,0.000096,0.000000,0.000790,0.000181,0.000062,0.000034,0.009839,0.009861,0.009881,0.009881,0.429320,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,0.608620,1.013352,0.608620,,0.608620,,1.000221,,,,,,,,,,,,0.608620,1.013352,1.000221,,,,
2,venus,DOUBLE,64,16,8,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,434,383,15,0.000000,0.000131,0.000145,0.000041,0.000019,0.000016,0.000223,0.000014,0.000014,0.008689,0.001088,0.001087,0.000512,0.000000,0.010657,0.000022,0.006481,0.001414,0.000507,0.000175,0.000104,0.000000,0.000797,0.000191,0.000063,0.000034,0.010695,0.010717,0.010737,0.010737,0.429320,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,0.876733,1.007082,0.876733,,,0.876733,0.999686,,,,,,,,,,,,0.876733,1.007082,0.999686,,,,
3,barn1,DOUBLE,64,16,8,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,432,381,15,0.000000,0.000217,0.000287,0.000054,0.000023,0.000017,0.000381,0.000018,0.000018,0.012754,0.001846,0.001845,0.000814,0.000001,0.016042,0.000020,0.009766,0.001974,0.000678,0.000224,0.000120,0.000000,0.001445,0.000261,0.000091,0.000046,0.016086,0.016106,0.016126,0.016126,0.649061,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,0.759887,0.987618,,,0.759887,,1.001391,,,,,,,,,,,,0.759887,0.987618,1.001391,,,,
3,barn1,DOUBLE,64,16,8,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,432,381,15,0.000000,0.000221,0.000284,0.000054,0.000022,0.000017,0.000380,0.000018,0.000017,0.013650,0.001861,0.001860,0.000809,0.000001,0.016921,0.000020,0.010386,0.002144,0.000738,0.000241,0.000129,0.000000,0.001451,0.000261,0.000092,0.000045,0.016964,0.016984,0.017003,0.017003,0.649061,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,0.933716,0.993703,,,,0.933716,0.999195,,,,,,,,,,,,0.933716,0.993703,0.999195,,,,
