Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Run Success,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup over no CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup over no CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup over no CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
4,conesQuarterSize,DOUBLE,64,16,8,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,450,375,15,0.000000,0.000614,0.000852,0.000156,0.000039,0.000021,0.001067,0.000026,0.000026,0.030447,0.004773,0.004772,0.001975,0.000001,0.038959,0.000021,0.023419,0.004673,0.001681,0.000437,0.000215,0.000000,0.003705,0.000798,0.000189,0.000080,0.039006,0.039028,0.039048,0.039048,1.618490,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,1.244235,0.811207,,1.244235,1.244235,,0.995957,,,,,,,,,,,,1.244235,0.811207,0.995957,,,,
4,conesQuarterSize,DOUBLE,64,16,8,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,450,375,15,0.000000,0.000613,0.000853,0.000148,0.000039,0.000021,0.001062,0.000030,0.000030,0.031542,0.004767,0.004766,0.001981,0.000001,0.039993,0.000021,0.024110,0.004892,0.001824,0.000454,0.000229,0.000000,0.003710,0.000802,0.000186,0.000077,0.040035,0.040056,0.040076,0.040076,1.618490,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,1.250034,0.806449,,1.250034,,1.250034,0.997662,,,,,,,,,,,,1.250034,0.806449,0.997662,,,,
5,conesHalfSize,DOUBLE,64,16,8,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,900,750,7,0.000000,0.005875,0.007227,0.001559,0.000210,0.000072,0.009065,0.000104,0.000103,0.261058,0.041571,0.041569,0.014314,0.000002,0.332028,0.000166,0.195283,0.049346,0.011670,0.003829,0.000970,0.000000,0.031065,0.007821,0.002240,0.000448,0.332075,0.332244,0.332324,0.332324,11.309509,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,,1.364954,0.869611,,1.364954,1.364954,,0.998853,,,,,,,,,,,,1.364954,0.869611,0.998853,,,,
5,conesHalfSize,DOUBLE,64,16,8,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,900,750,7,0.000000,0.005878,0.006968,0.001586,0.000253,0.000072,0.008868,0.000111,0.000110,0.279027,0.041689,0.041687,0.014184,0.000001,0.349752,0.000169,0.208256,0.052966,0.012359,0.004174,0.001220,0.000000,0.031198,0.007813,0.002216,0.000479,0.349799,0.349969,0.350050,0.350050,11.309509,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,,1.311187,0.865626,,1.311187,,1.311187,1.001991,,,,,,,,,,,,1.311187,0.865626,1.001991,,,,
6,conesFullSizeCropped,DOUBLE,64,16,8,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,900,750,7,0.000001,0.012346,0.014477,0.003607,0.000802,0.000149,0.019025,0.000203,0.000202,0.558156,0.089463,0.089461,0.029053,0.000002,0.708209,0.000158,0.419337,0.102286,0.025761,0.008687,0.001972,0.000000,0.067473,0.016012,0.004742,0.001246,0.708259,0.708431,0.708524,0.708524,21.153792,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,,1.310374,0.875072,,1.310374,1.310374,,0.999336,,,,,,,,,,,,1.310374,0.875072,0.999336,,,,
6,conesFullSizeCropped,DOUBLE,64,16,8,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,900,750,7,0.000001,0.012230,0.014501,0.003602,0.000791,0.000161,0.019053,0.000203,0.000201,0.573722,0.089499,0.089497,0.028849,0.000002,0.723753,0.000157,0.429648,0.106305,0.026884,0.009030,0.002034,0.000000,0.067573,0.015965,0.004732,0.001227,0.723804,0.723962,0.724043,0.724043,21.153792,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,,1.293743,0.882641,,1.293743,,1.293743,0.998652,,,,,,,,,,,,1.293743,0.882641,0.998652,,,,
0,tsukubaSetHalfSize,HALF,64,16,8,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,192,144,15,0.000000,0.000010,0.000016,0.000015,0.000014,0.000014,0.000059,0.000007,0.000007,0.000342,0.000079,0.000078,0.000025,0.000000,0.000524,0.000014,0.000125,0.000065,0.000049,0.000050,0.000051,0.000000,0.000026,0.000019,0.000017,0.000015,0.000539,0.000554,0.000556,0.000556,0.016257,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,,,,,,,,,,1.569726,0.625223,1.569726,,1.569726,,1.226503,,,1.569726,0.625223,1.226503,,,,
0,tsukubaSetHalfSize,HALF,64,16,8,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,192,144,15,0.000000,0.000010,0.000015,0.000014,0.000014,0.000014,0.000056,0.000007,0.000006,0.000590,0.000078,0.000078,0.000026,0.000000,0.000767,0.000013,0.000302,0.000124,0.000062,0.000053,0.000048,0.000000,0.000026,0.000020,0.000016,0.000015,0.000783,0.000796,0.000799,0.000799,0.016257,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,,,,,,,,,,1.755881,0.634825,1.755881,,,1.755881,1.136232,,,1.755881,0.634825,1.136232,,,,
1,tsukubaSet,HALF,64,16,8,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,384,288,15,0.000000,0.000034,0.000027,0.000018,0.000015,0.000015,0.000074,0.000009,0.000009,0.001153,0.000249,0.000249,0.000046,0.000000,0.001575,0.000014,0.000708,0.000231,0.000104,0.000059,0.000050,0.000000,0.000142,0.000050,0.000035,0.000021,0.001592,0.001606,0.001619,0.001619,0.155735,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,,,,,,,,,,,,,,,,,,,1.282264,0.804332,1.282264,,1.282264,,1.000300,,,1.282264,0.804332,1.000300,,,,
1,tsukubaSet,HALF,64,16,8,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,384,288,15,0.000000,0.000035,0.000026,0.000017,0.000015,0.000015,0.000074,0.000009,0.000009,0.002596,0.000249,0.000249,0.000046,0.000000,0.003010,0.000014,0.001695,0.000535,0.000205,0.000084,0.000064,0.000000,0.000143,0.000050,0.000034,0.000021,0.003028,0.003043,0.003055,0.003055,0.155735,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,,,,,,,,,,,,,,,,,,,0.939246,0.796517,0.939246,,,0.939246,0.998832,,,0.939246,0.796517,0.998832,,,,
2,venus,HALF,64,16,8,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,434,383,15,0.000000,0.000060,0.000037,0.000021,0.000016,0.000015,0.000090,0.000011,0.000011,0.003542,0.000260,0.000260,0.000067,0.000000,0.004030,0.000016,0.002473,0.000648,0.000252,0.000097,0.000071,0.000000,0.000121,0.000058,0.000044,0.000036,0.004050,0.004065,0.004084,0.004084,0.429320,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,,,,,,,,,,,,,,,,,,,0.861616,1.025252,0.861616,,0.861616,,0.997247,,,0.861616,1.025252,0.997247,,,,
2,venus,HALF,64,16,8,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,434,383,15,0.000000,0.000060,0.000035,0.000021,0.000017,0.000015,0.000088,0.000011,0.000011,0.003984,0.000264,0.000263,0.000066,0.000000,0.004473,0.000016,0.002792,0.000726,0.000280,0.000106,0.000075,0.000000,0.000121,0.000062,0.000044,0.000035,0.004492,0.004509,0.004528,0.004528,0.429320,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,,,,,,,,,,,,,,,,,,,0.896876,1.025199,0.896876,,,0.896876,0.996669,,,0.896876,1.025199,0.996669,,,,
3,barn1,HALF,64,16,8,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,432,381,15,0.000000,0.000085,0.000053,0.000024,0.000019,0.000016,0.000112,0.000012,0.000012,0.005321,0.000435,0.000435,0.000095,0.000000,0.006059,0.000017,0.003759,0.000968,0.000365,0.000127,0.000088,0.000000,0.000224,0.000091,0.000065,0.000055,0.006090,0.006108,0.006127,0.006127,0.649061,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,,,,,,,,,,,,,,,,,,,0.675137,0.992130,,,0.675137,,1.002232,,,0.675137,0.992130,1.002232,,,,
3,barn1,HALF,64,16,8,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,432,381,15,0.000000,0.000085,0.000051,0.000023,0.000019,0.000016,0.000109,0.000012,0.000012,0.005771,0.000436,0.000436,0.000092,0.000000,0.006508,0.000017,0.004080,0.001052,0.000401,0.000135,0.000093,0.000000,0.000227,0.000093,0.000064,0.000054,0.006540,0.006557,0.006576,0.006576,0.649061,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,,,,,,,,,,,,,,,,,,,0.830658,0.993557,,,,0.830658,1.000643,,,0.830658,0.993557,1.000643,,,,
4,conesQuarterSize,HALF,64,16,8,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,450,375,15,0.000000,0.000170,0.000139,0.000053,0.000028,0.000018,0.000241,0.000019,0.000019,0.011714,0.001225,0.001225,0.000414,0.000001,0.013780,0.000023,0.008574,0.002023,0.000753,0.000216,0.000140,0.000000,0.000682,0.000318,0.000122,0.000102,0.013823,0.013846,0.013867,0.013867,1.618490,,2.331733,1.489175,0.790637,0.159644,0.111081,0.073665,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.024178,0.021308,0.007224,0.003224,0.000391,0.000385,,,,,,,,,,,,,,,,,,,0.690425,0.814407,,0.690425,0.690425,,0.999884,,,0.690425,0.814407,0.999884,,,,
4,conesQuarterSize,HALF,64,16,8,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,450,375,15,0.000000,0.000173,0.000135,0.000052,0.000027,0.000018,0.000234,0.000018,0.000018,0.012187,0.001225,0.001224,0.000422,0.000000,0.014255,0.000022,0.008912,0.002115,0.000784,0.000223,0.000142,0.000000,0.000694,0.000306,0.000120,0.000101,0.014296,0.014319,0.014339,0.014339,1.618490,,2.331733,1.489175,0.790637,0.159644,0.111081,0.073665,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.024178,0.021308,0.007224,0.003224,0.000391,0.000385,,,,,,,,,,,,,,,,,,,0.780391,0.818115,,0.780391,,0.780391,0.999105,,,0.780391,0.818115,0.999105,,,,
5,conesHalfSize,HALF,64,16,8,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,900,750,7,0.000001,0.001517,0.002380,0.000385,0.000106,0.000047,0.002913,0.000108,0.000108,0.101131,0.013557,0.013556,0.005069,0.000002,0.124322,0.000166,0.076056,0.018755,0.004358,0.001537,0.000407,0.000000,0.009886,0.002638,0.000799,0.000234,0.124370,0.124523,0.124605,0.124605,11.309509,,4.300990,1.891431,0.691837,0.197150,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.005110,0.000486,0.000203,0.000089,,,,,,,,,,,,,,,,,,,0.923296,0.901931,,0.923296,0.923296,,1.001444,,,0.923296,0.901931,1.001444,,,,
5,conesHalfSize,HALF,64,16,8,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,900,750,7,0.000001,0.001521,0.002389,0.000369,0.000104,0.000048,0.002911,0.000106,0.000105,0.110554,0.013495,0.013494,0.004985,0.000001,0.133680,0.000174,0.083774,0.020084,0.004616,0.001635,0.000432,0.000000,0.009824,0.002638,0.000803,0.000229,0.133726,0.133895,0.133977,0.133977,11.309509,,4.300990,1.891431,0.691837,0.197150,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.005110,0.000486,0.000203,0.000089,,,,,,,,,,,,,,,,,,,0.886725,0.903735,,0.886725,,0.886725,1.009043,,,0.886725,0.903735,1.009043,,,,
6,conesFullSizeCropped,HALF,64,16,8,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,900,750,7,0.000001,0.003473,0.005097,0.001127,0.000258,0.000098,0.006585,0.000206,0.000204,0.211527,0.028101,0.028099,0.010264,0.000001,0.260134,0.000158,0.158569,0.039443,0.009292,0.003411,0.000790,0.000000,0.020225,0.005646,0.001688,0.000545,0.260179,0.260337,0.260419,0.260419,21.153792,,17.005920,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.008030,0.005797,0.002902,,,,,,,,,,,,,,,,,,,0.984029,0.882636,,0.984029,0.984029,,0.999619,,,0.984029,0.882636,0.999619,,,,
6,conesFullSizeCropped,HALF,64,16,8,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,900,750,7,0.000001,0.003524,0.005141,0.001151,0.000264,0.000098,0.006646,0.000221,0.000220,0.222042,0.028156,0.028155,0.010387,0.000002,0.271070,0.000174,0.166725,0.041135,0.009740,0.003518,0.000879,0.000000,0.020256,0.005659,0.001693,0.000523,0.271112,0.271291,0.271372,0.271372,21.153792,,17.005920,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.008030,0.005797,0.002902,,,,,,,,,,,,,,,,,,,0.967561,0.882835,,0.967561,,0.967561,1.001556,,,0.967561,0.882835,1.001556,,,,
