Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,
0,tsukubaSetHalfSize,FLOAT,16,64,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,192,144,3,0.000000,0.000023,0.000014,0.000011,0.000010,0.000008,0.000044,0.000012,0.000011,0.000320,0.000134,0.000134,0.000021,0.000000,0.000540,0.000008,0.000132,0.000057,0.000043,0.000050,0.000035,0.000000,0.000043,0.000028,0.000027,0.000038,0.000559,0.000567,0.000574,0.000574,0.007340,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.032683,1.426847,1.032683,,1.032683,,1.023289,,,,,,,,,,,,,,,,,,1.032683,1.426847,1.023289,,,,
0,tsukubaSetHalfSize,FLOAT,16,64,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,192,144,3,0.000000,0.000026,0.000015,0.000011,0.000010,0.000009,0.000044,0.000019,0.000019,0.000522,0.000135,0.000135,0.000020,0.000000,0.000767,0.000008,0.000268,0.000096,0.000059,0.000064,0.000039,0.000000,0.000059,0.000026,0.000025,0.000026,0.000784,0.000791,0.000797,0.000797,0.007340,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.563494,1.490089,1.563494,,,1.563494,0.963683,,,,,,,,,,,,,,,,,,1.563494,1.490089,0.963683,,,,
1,tsukubaSet,FLOAT,16,64,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,384,288,3,0.000000,0.000141,0.000064,0.000023,0.000015,0.000015,0.000117,0.000030,0.000030,0.001888,0.001113,0.001112,0.000194,0.000000,0.003464,0.000026,0.001379,0.000277,0.000094,0.000062,0.000076,0.000000,0.000907,0.000120,0.000049,0.000041,0.003485,0.003500,0.003533,0.003533,0.086040,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.627892,1.387022,0.627892,,0.627892,,0.986324,,,,,,,,,,,,,,,,,,0.627892,1.387022,0.986324,,,,
1,tsukubaSet,FLOAT,16,64,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,384,288,3,0.000000,0.000162,0.000065,0.000022,0.000016,0.000014,0.000118,0.000029,0.000029,0.002779,0.001140,0.001139,0.000179,0.000000,0.004354,0.000015,0.002004,0.000419,0.000148,0.000093,0.000088,0.000000,0.000928,0.000129,0.000048,0.000038,0.004375,0.004390,0.004423,0.004423,0.086040,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.759813,1.417706,0.759813,,,0.759813,0.970011,,,,,,,,,,,,,,,,,,0.759813,1.417706,0.970011,,,,
2,venus,FLOAT,16,64,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,434,383,3,0.000000,0.000312,0.000139,0.000041,0.000015,0.000018,0.000212,0.000031,0.000031,0.007911,0.001779,0.001778,0.000389,0.000000,0.010559,0.000027,0.006640,0.000736,0.000235,0.000118,0.000156,0.000000,0.001341,0.000252,0.000123,0.000078,0.010591,0.010618,0.010685,0.010685,0.224861,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.345395,1.950369,0.345395,,0.345395,,0.997316,,,,,,,,,,,,,,,,,,0.345395,1.950369,0.997316,,,,
2,venus,FLOAT,16,64,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,434,383,3,0.000000,0.000294,0.000171,0.000048,0.000017,0.000036,0.000271,0.000027,0.000026,0.011067,0.001846,0.001845,0.000401,0.000001,0.013847,0.000030,0.009030,0.001277,0.000376,0.000149,0.000197,0.000000,0.001379,0.000269,0.000133,0.000064,0.013881,0.013910,0.013985,0.013985,0.224861,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.406902,1.946291,0.406902,,,0.406902,1.012349,,,,,,,,,,,,,,,,,,0.406902,1.946291,1.012349,,,,
3,barn1,FLOAT,16,64,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,432,381,3,0.000000,0.000463,0.000352,0.000071,0.000029,0.000018,0.000468,0.000032,0.000032,0.015766,0.003978,0.003977,0.001093,0.000001,0.021805,0.000032,0.013582,0.001420,0.000353,0.000149,0.000231,0.000000,0.003029,0.000581,0.000284,0.000086,0.021848,0.021880,0.021958,0.021958,0.426420,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300036,1.499895,,,0.300036,,1.148621,,,,,,,,,,,,,,,,,,0.300036,1.499895,1.148621,,,,
3,barn1,FLOAT,16,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,432,381,3,0.000001,0.000447,0.000373,0.000077,0.000031,0.000021,0.000503,0.000035,0.000034,0.019251,0.004050,0.004049,0.001129,0.000001,0.025382,0.000032,0.016282,0.001955,0.000536,0.000190,0.000268,0.000000,0.003061,0.000626,0.000281,0.000089,0.025424,0.025456,0.025533,0.025533,0.426420,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.274665,1.486143,,,,0.274665,1.047150,,,,,,,,,,,,,,,,,,0.274665,1.486143,1.047150,,,,
4,conesQuarterSize,FLOAT,16,64,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,450,375,3,0.000000,0.000872,0.001469,0.000394,0.000079,0.000029,0.001973,0.000056,0.000055,0.033981,0.010239,0.010238,0.003296,0.000001,0.050629,0.000032,0.027759,0.004736,0.000804,0.000254,0.000459,0.000000,0.007123,0.002365,0.000606,0.000184,0.050678,0.050710,0.050789,0.050789,0.901166,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.323875,1.467743,,0.323875,0.323875,,0.989051,,,,,,,,,,,,,,,,,,0.323875,1.467743,0.989051,,,,
4,conesQuarterSize,FLOAT,16,64,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,450,375,3,0.000001,0.000988,0.001436,0.000367,0.000075,0.000025,0.001901,0.000038,0.000037,0.038263,0.010312,0.010310,0.003391,0.000002,0.054953,0.000084,0.030993,0.005445,0.001053,0.000280,0.000509,0.000000,0.007157,0.002391,0.000656,0.000169,0.054991,0.055035,0.055116,0.055116,0.901166,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.327998,1.479750,,0.327998,,0.327998,0.990119,,,,,,,,,,,,,,,,,,0.327998,1.479750,0.990119,,,,
