Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,
0,tsukubaSetHalfSize,FLOAT,16,64,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,192,144,3,0.000000,0.000024,0.000015,0.000010,0.000010,0.000009,0.000044,0.000011,0.000010,0.000330,0.000134,0.000134,0.000019,0.000000,0.000554,0.000008,0.000132,0.000061,0.000045,0.000046,0.000036,0.000000,0.000054,0.000027,0.000025,0.000029,0.000570,0.000579,0.000584,0.000584,0.007510,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.966137,1.394572,0.966137,,0.966137,,0.974351,,,,,,,,,,,,,,,,,,0.966137,1.394572,0.974351,,,,
0,tsukubaSetHalfSize,FLOAT,16,64,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,192,144,3,0.000000,0.000026,0.000015,0.000010,0.000010,0.000008,0.000044,0.000019,0.000018,0.000561,0.000120,0.000120,0.000018,0.000000,0.000790,0.000007,0.000269,0.000100,0.000064,0.000089,0.000039,0.000000,0.000047,0.000027,0.000023,0.000025,0.000808,0.000816,0.000822,0.000822,0.007510,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.580136,1.456383,1.580136,,,1.580136,1.004089,,,,,,,,,,,,,,,,,,1.580136,1.456383,1.004089,,,,
1,tsukubaSet,FLOAT,16,64,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,384,288,3,0.000000,0.000143,0.000064,0.000022,0.000028,0.000013,0.000128,0.000023,0.000023,0.001834,0.001094,0.001093,0.000191,0.000000,0.003412,0.000017,0.001362,0.000263,0.000099,0.000067,0.000070,0.000000,0.000895,0.000116,0.000046,0.000037,0.003433,0.003448,0.003484,0.003484,0.086177,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.638079,1.384819,0.638079,,0.638079,,0.988229,,,,,,,,,,,,,,,,,,0.638079,1.384819,0.988229,,,,
1,tsukubaSet,FLOAT,16,64,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,384,288,3,0.000000,0.000168,0.000069,0.000024,0.000014,0.000013,0.000119,0.000030,0.000030,0.002829,0.001155,0.001154,0.000179,0.000000,0.004442,0.000017,0.002045,0.000452,0.000154,0.000090,0.000097,0.000000,0.000945,0.000121,0.000048,0.000041,0.004465,0.004481,0.004516,0.004516,0.086177,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.765572,1.415453,0.765572,,,0.765572,0.997930,,,,,,,,,,,,,,,,,,0.765572,1.415453,0.997930,,,,
2,venus,FLOAT,16,64,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,434,383,3,0.000000,0.000313,0.000164,0.000040,0.000032,0.000017,0.000252,0.000026,0.000026,0.007766,0.001775,0.001774,0.000388,0.000001,0.010498,0.000027,0.006489,0.000765,0.000275,0.000113,0.000140,0.000000,0.001345,0.000244,0.000123,0.000066,0.010543,0.010570,0.010636,0.010636,0.223884,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.353654,1.958879,0.353654,,0.353654,,1.016461,,,,,,,,,,,,,,,,,,0.353654,1.958879,1.016461,,,,
2,venus,FLOAT,16,64,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,434,383,3,0.000000,0.000353,0.000192,0.000045,0.000016,0.000018,0.000267,0.000025,0.000025,0.010830,0.001780,0.001779,0.000396,0.000001,0.013550,0.000026,0.008781,0.001246,0.000389,0.000144,0.000176,0.000000,0.001369,0.000247,0.000121,0.000062,0.013575,0.013600,0.013667,0.013667,0.223884,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.450020,1.954783,0.450020,,,0.450020,1.094169,,,,,,,,,,,,,,,,,,0.450020,1.954783,1.094169,,,,
3,barn1,FLOAT,16,64,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,432,381,3,0.000000,0.000485,0.000316,0.000071,0.000028,0.000022,0.000438,0.000035,0.000034,0.015129,0.003863,0.003862,0.001009,0.000001,0.020957,0.000033,0.012840,0.001485,0.000377,0.000160,0.000242,0.000000,0.002913,0.000579,0.000282,0.000101,0.020998,0.021032,0.021110,0.021110,0.422366,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.143467,1.514289,,,0.143467,,0.528019,,,,,,,,,,,,,,,,,,0.143467,1.514289,0.528019,,,,
3,barn1,FLOAT,16,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,432,381,3,0.000001,0.000455,0.000333,0.000092,0.000042,0.000019,0.000475,0.000038,0.000038,0.018846,0.003845,0.003844,0.001017,0.000001,0.024702,0.000032,0.015832,0.002010,0.000522,0.000192,0.000283,0.000000,0.002905,0.000581,0.000277,0.000089,0.024741,0.024773,0.024851,0.024851,0.422366,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.277934,1.500406,,,,0.277934,1.031317,,,,,,,,,,,,,,,,,,0.277934,1.500406,1.031317,,,,
4,conesQuarterSize,FLOAT,16,64,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,450,375,3,0.000001,0.000930,0.001491,0.000377,0.000087,0.000029,0.001986,0.000038,0.000037,0.033282,0.010255,0.010253,0.003245,0.000002,0.049720,0.000033,0.026885,0.004851,0.000888,0.000247,0.000453,0.000000,0.007076,0.002411,0.000659,0.000181,0.049763,0.049796,0.049879,0.049879,0.903006,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.325068,1.464752,,0.325068,0.325068,,0.974916,,,,,,,,,,,,,,,,,,0.325068,1.464752,0.974916,,,,
4,conesQuarterSize,FLOAT,16,64,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,450,375,3,0.000001,0.000921,0.001546,0.000362,0.000074,0.000026,0.002009,0.000041,0.000041,0.037639,0.010675,0.010674,0.003372,0.000002,0.054764,0.000033,0.030352,0.005418,0.001031,0.000292,0.000497,0.000000,0.007156,0.002745,0.000647,0.000181,0.054805,0.054838,0.054923,0.054923,0.903006,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.335624,1.476734,,0.335624,,0.335624,1.009591,,,,,,,,,,,,,,,,,,0.335624,1.476734,1.009591,,,,
