Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Run Success,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated disparity count (known at compile-time) - FLOAT,Speedup using CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated disparity count (known at compile-time) - DOUBLE,Speedup using CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated disparity count (known at compile-time) - HALF,Speedup using CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated disparity count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
5,conesHalfSize,FLOAT,64,16,8,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,900,750,7,0.000001,0.002982,0.003914,0.000793,0.000146,0.000059,0.004909,0.000065,0.000063,0.126575,0.022494,0.022493,0.008129,0.000001,0.165207,0.000168,0.095713,0.023443,0.005192,0.001775,0.000440,0.000000,0.016589,0.004561,0.001094,0.000262,0.165251,0.165418,0.165500,0.165500,11.334405,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.376963,0.901388,,1.376963,1.376963,,0.995789,,,,,,,,,,,,,,,,,,,,,1.376963,0.901388,0.995789,,,,
5,conesHalfSize,FLOAT,64,16,8,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,900,750,7,0.000001,0.003109,0.003859,0.000801,0.000145,0.000057,0.004859,0.000065,0.000063,0.137530,0.022550,0.022548,0.008221,0.000002,0.176251,0.000168,0.104061,0.025291,0.005653,0.002037,0.000472,0.000000,0.016677,0.004515,0.001105,0.000250,0.176294,0.176463,0.176545,0.176545,11.334405,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.299780,0.904953,,1.299780,,1.299780,0.991090,,,,,,,,,,,,,,,,,,,,,1.299780,0.904953,0.991090,,,,
6,conesFullSizeCropped,FLOAT,64,16,8,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,900,750,7,0.000001,0.006313,0.007641,0.001913,0.000395,0.000106,0.010051,0.000119,0.000117,0.269177,0.046474,0.046472,0.016210,0.000001,0.348321,0.000167,0.201429,0.050681,0.012090,0.004001,0.000909,0.000000,0.033862,0.008994,0.002831,0.000811,0.348367,0.348535,0.348616,0.348616,21.286973,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.348105,0.877490,,1.348105,1.348105,,0.999803,,,,,,,,,,,,,,,,,,,,,1.348105,0.877490,0.999803,,,,
6,conesFullSizeCropped,FLOAT,64,16,8,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,900,750,7,0.000001,0.006343,0.007420,0.001917,0.000382,0.000109,0.009825,0.000118,0.000117,0.279740,0.046412,0.046410,0.016088,0.000001,0.358631,0.000167,0.210176,0.051859,0.012564,0.004135,0.000969,0.000000,0.033794,0.008987,0.002834,0.000785,0.358677,0.358845,0.358926,0.358926,21.286973,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.318176,0.874262,,1.318176,,1.318176,0.998253,,,,,,,,,,,,,,,,,,,,,1.318176,0.874262,0.998253,,,,
0,tsukubaSetHalfSize,DOUBLE,64,16,8,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,192,144,15,0.000000,0.000010,0.000015,0.000014,0.000014,0.000014,0.000057,0.000006,0.000006,0.000402,0.000090,0.000089,0.000026,0.000000,0.000593,0.000012,0.000176,0.000083,0.000049,0.000045,0.000045,0.000000,0.000036,0.000021,0.000017,0.000015,0.000609,0.000621,0.000627,0.000627,0.016112,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,1.338649,0.689177,1.338649,,1.338649,,1.166537,,,,,,,,,,,,1.338649,0.689177,1.166537,,,,
0,tsukubaSetHalfSize,DOUBLE,64,16,8,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,192,144,15,0.000000,0.000010,0.000016,0.000015,0.000014,0.000015,0.000060,0.000007,0.000007,0.000932,0.000089,0.000089,0.000027,0.000000,0.001126,0.000013,0.000539,0.000203,0.000082,0.000060,0.000048,0.000000,0.000035,0.000021,0.000017,0.000016,0.001143,0.001156,0.001159,0.001159,0.016112,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,1.883305,0.700089,1.883305,,,1.883305,1.080380,,,,,,,,,,,,1.883305,0.700089,1.080380,,,,
1,tsukubaSet,DOUBLE,64,16,8,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,384,288,15,0.000000,0.000048,0.000037,0.000021,0.000017,0.000015,0.000090,0.000011,0.000010,0.002226,0.000423,0.000422,0.000103,0.000000,0.002908,0.000017,0.001446,0.000462,0.000187,0.000072,0.000056,0.000000,0.000255,0.000104,0.000038,0.000023,0.002946,0.002963,0.002977,0.002977,0.154581,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,1.243567,0.789314,1.243567,,1.243567,,1.003846,,,,,,,,,,,,1.243567,0.789314,1.003846,,,,
1,tsukubaSet,DOUBLE,64,16,8,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,384,288,15,0.000000,0.000053,0.000039,0.000021,0.000017,0.000015,0.000093,0.000010,0.000010,0.005134,0.000421,0.000420,0.000108,0.000000,0.005822,0.000017,0.003494,0.001055,0.000361,0.000123,0.000080,0.000000,0.000251,0.000105,0.000039,0.000022,0.005858,0.005875,0.005889,0.005889,0.154581,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,1.002006,0.794250,1.002006,,,1.002006,0.996250,,,,,,,,,,,,1.002006,0.794250,0.996250,,,,
2,venus,DOUBLE,64,16,8,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,434,383,15,0.000000,0.000137,0.000146,0.000042,0.000019,0.000016,0.000224,0.000014,0.000014,0.007814,0.001080,0.001080,0.000508,0.000001,0.009771,0.000020,0.005841,0.001255,0.000456,0.000159,0.000094,0.000000,0.000798,0.000183,0.000064,0.000035,0.009815,0.009835,0.009863,0.009863,0.428370,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,0.609829,1.015600,0.609829,,0.609829,,1.000317,,,,,,,,,,,,0.609829,1.015600,1.000317,,,,
2,venus,DOUBLE,64,16,8,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,434,383,15,0.000001,0.000129,0.000145,0.000041,0.000019,0.000017,0.000230,0.000014,0.000014,0.008658,0.001078,0.001077,0.000505,0.000000,0.010600,0.000021,0.006452,0.001416,0.000508,0.000173,0.000103,0.000000,0.000788,0.000184,0.000065,0.000035,0.010649,0.010670,0.010690,0.010690,0.428370,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,0.882917,1.009315,0.882917,,,0.882917,1.002420,,,,,,,,,,,,0.882917,1.009315,1.002420,,,,
