Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Run Success,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup using CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup using CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup using CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
5,conesHalfSize,FLOAT,120,16,8,YES,sockets,true,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,120,AVX256,900,750,7,0.000001,0.012051,0.025386,0.024748,0.022926,0.021999,0.090948,0.011019,0.011019,0.446105,0.107316,0.107315,0.038499,0.000001,0.713002,0.021711,0.114021,0.083132,0.087063,0.077975,0.079993,0.000000,0.034618,0.025149,0.025037,0.024025,0.713036,0.732762,0.732987,0.732987,11.464234,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.935575,0.891180,,2.935575,2.935575,,9.402356,,,,,,,,,,,,,,,,,,,,,2.935575,0.891180,9.402356,,,,
5,conesHalfSize,FLOAT,120,16,8,YES,sockets,true,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,120,AVX256,900,750,7,0.000001,0.012325,0.023277,0.022756,0.018940,0.019983,0.083945,0.011026,0.011025,0.401012,0.097522,0.097521,0.034757,0.000000,0.640000,0.022715,0.102932,0.076281,0.077109,0.073983,0.073255,0.000000,0.029347,0.025137,0.022030,0.020028,0.640035,0.662750,0.662971,0.662971,11.464234,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.890725,0.894704,,2.890725,,2.890725,8.277335,,,,,,,,,,,,,,,,,,,,,2.890725,0.894704,8.277335,,,,
6,conesFullSizeCropped,FLOAT,120,16,8,YES,sockets,true,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,120,AVX256,900,750,7,0.000001,0.016104,0.025767,0.021303,0.020864,0.022957,0.091925,0.010123,0.010122,0.483892,0.114855,0.114854,0.040627,0.000001,0.767997,0.021719,0.182909,0.083522,0.077980,0.075051,0.069959,0.000000,0.045446,0.025373,0.022116,0.024077,0.768036,0.786747,0.787008,0.787008,19.119412,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.296564,0.976970,,2.296564,2.296564,,3.845040,,,,,,,,,,,,,,,,,,,,,2.296564,0.976970,3.845040,,,,
6,conesFullSizeCropped,FLOAT,120,16,8,YES,sockets,true,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,120,AVX256,900,750,7,0.000001,0.014780,0.027035,0.022158,0.021864,0.020967,0.091237,0.011028,0.011027,0.509327,0.114610,0.114608,0.039263,0.000001,0.777004,0.022723,0.184023,0.088392,0.078189,0.075074,0.074955,0.000000,0.046132,0.025339,0.022104,0.022091,0.777037,0.793758,0.793978,0.793978,19.119412,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.362914,0.973377,,2.362914,,2.362914,3.958395,,,,,,,,,,,,,,,,,,,,,2.362914,0.973377,3.958395,,,,
0,tsukubaSetHalfSize,DOUBLE,120,16,8,YES,sockets,true,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,120,AVX256,192,144,15,0.000000,0.010003,0.019996,0.019000,0.020000,0.021001,0.081993,0.010001,0.010000,0.363005,0.083003,0.083002,0.028998,0.000000,0.574997,0.020962,0.072004,0.073000,0.072000,0.071997,0.074000,0.000000,0.021002,0.021003,0.019001,0.022000,0.575018,0.595986,0.595992,0.595992,0.012045,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,0.832393,0.921826,0.832393,,0.832393,,690.021684,,,,,,,,,,,,0.832393,0.921826,690.021684,,,,
0,tsukubaSetHalfSize,DOUBLE,120,16,8,YES,sockets,true,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,120,AVX256,192,144,15,0.000000,0.000093,0.000083,0.000060,0.000058,0.000054,0.000255,0.000036,0.000035,0.001736,0.000398,0.000398,0.000101,0.000000,0.002622,0.000053,0.000814,0.000331,0.000213,0.000184,0.000184,0.000000,0.000148,0.000089,0.000083,0.000079,0.002642,0.002695,0.002702,0.002702,0.012045,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,1.249934,0.936421,1.249934,,,1.249934,1.671744,,,,,,,,,,,,1.249934,0.936421,1.671744,,,,
1,tsukubaSet,DOUBLE,120,16,8,YES,sockets,true,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,120,AVX256,384,288,15,0.000000,0.010034,0.020971,0.021977,0.021998,0.018000,0.083942,0.010002,0.010001,0.361015,0.084073,0.084073,0.031943,0.000000,0.580002,0.021933,0.073976,0.070995,0.071012,0.070002,0.073000,0.000000,0.021043,0.021016,0.021001,0.021003,0.580022,0.600963,0.600993,0.600993,0.109184,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,0.925142,1.117501,0.925142,,0.925142,,150.757307,,,,,,,,,,,,0.925142,1.117501,150.757307,,,,
1,tsukubaSet,DOUBLE,120,16,8,YES,sockets,true,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,120,AVX256,384,288,15,0.000000,0.010032,0.019968,0.020995,0.021000,0.019000,0.082971,0.010003,0.010002,0.370101,0.079023,0.079022,0.031860,0.000000,0.581999,0.021932,0.076028,0.072043,0.074010,0.070001,0.073998,0.000000,0.019046,0.020993,0.021000,0.020001,0.582018,0.605953,0.605982,0.605982,0.109184,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,1.146374,1.124490,1.146374,,,1.146374,117.294333,,,,,,,,,,,,1.146374,1.124490,117.294333,,,,
2,venus,DOUBLE,120,16,8,YES,sockets,true,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,120,AVX256,434,383,15,0.000000,0.012054,0.022949,0.022992,0.022996,0.023999,0.090933,0.011009,0.011008,0.407043,0.091040,0.091039,0.035858,0.000000,0.641001,0.024873,0.086091,0.078017,0.083017,0.081008,0.080993,0.000000,0.024991,0.021992,0.022996,0.022001,0.641020,0.666943,0.666988,0.666988,0.414774,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,1.057169,1.048891,1.057169,,1.057169,,117.270796,,,,,,,,,,,,1.057169,1.048891,117.270796,,,,
2,venus,DOUBLE,120,16,8,YES,sockets,true,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,120,AVX256,434,383,15,0.000000,0.011046,0.022964,0.022990,0.021998,0.021999,0.089955,0.011002,0.011002,0.409289,0.093002,0.093001,0.033830,0.000000,0.645005,0.022920,0.087096,0.082057,0.082007,0.078008,0.082001,0.000000,0.024020,0.023019,0.023991,0.023002,0.645024,0.669946,0.669992,0.669992,0.414774,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,1.386871,1.042400,1.386871,,,1.386871,98.681875,,,,,,,,,,,,1.386871,1.042400,98.681875,,,,
