Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Run Success,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup over AVX256 CPU vectorization - FLOAT,Speedup using CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup over AVX256 CPU vectorization - DOUBLE,Speedup using CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup over AVX256 CPU vectorization - HALF,Speedup using CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
5,conesHalfSize,FLOAT,176,16,8,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX256,900,750,7,0.000000,0.009309,0.021096,0.020892,0.022977,0.021000,0.084750,0.011010,0.011009,0.367642,0.087810,0.087808,0.030699,0.000001,0.581998,0.022709,0.089290,0.070120,0.071067,0.071028,0.070981,0.000000,0.023595,0.020170,0.022018,0.022033,0.582042,0.599756,0.599979,0.599979,8.646686,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.949703,1.181574,,2.949703,2.949703,,7.733247,,,,,,,,,,,,,,,,,,,,,,,,2.949703,1.181574,7.733247,,,,
5,conesHalfSize,FLOAT,176,16,8,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,DEFAULT,900,750,7,0.000000,0.008437,0.015693,0.018909,0.017963,0.016000,0.076595,0.008097,0.008096,0.389763,0.066371,0.066368,0.010140,0.000001,0.554381,0.013706,0.141560,0.066803,0.065512,0.061949,0.061923,0.000000,0.015690,0.016608,0.015956,0.015988,0.554435,0.567848,0.568080,0.568080,8.646686,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.910306,1.186246,,1.910306,,1.910306,4.687065,,,,,,,,,,,,,,,,,,,,,,,,1.910306,1.186246,4.687065,,,,
6,conesFullSizeCropped,FLOAT,176,64,16,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX512,900,750,7,0.000001,0.011258,0.019463,0.020799,0.018876,0.015915,0.072869,0.010028,0.010027,0.410436,0.079590,0.079588,0.026782,0.000001,0.616998,0.020659,0.123235,0.072947,0.074991,0.069006,0.064952,0.000000,0.025091,0.021294,0.019241,0.018075,0.617041,0.636636,0.636872,0.636872,17.118423,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.191659,1.091169,,3.191659,3.191659,,4.324258,,,,,,,,,,,,,,,,,,,,,,,,3.191659,1.091169,4.324258,,,,
6,conesFullSizeCropped,FLOAT,176,64,16,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX512,900,750,7,0.000000,0.004423,0.004950,0.001266,0.000605,0.000664,0.007416,0.001222,0.001222,0.112365,0.028245,0.028244,0.006787,0.000001,0.163849,0.000187,0.083310,0.020579,0.006630,0.002146,0.001260,0.000000,0.019673,0.005499,0.001984,0.001189,0.163888,0.164063,0.164358,0.164358,17.118423,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.919730,1.087156,,2.919730,,2.919730,1.012503,,,,,,,,,,,,,,,,,,,,,,,,2.919730,1.087156,1.012503,,,,
0,tsukubaSetHalfSize,DOUBLE,176,16,8,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX256,192,144,15,0.000000,0.007004,0.014997,0.015000,0.014999,0.015002,0.060998,0.007007,0.007006,0.273987,0.061004,0.061003,0.023001,0.000000,0.435002,0.014945,0.056994,0.053997,0.052001,0.053002,0.054002,0.000000,0.015004,0.015000,0.015000,0.014998,0.435038,0.452981,0.452990,0.452990,0.010602,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,,0.720128,1.047359,0.720128,,0.720128,,453.724231,,,,,,,,,,,,,,0.720128,1.047359,453.724231,,,,
0,tsukubaSetHalfSize,DOUBLE,176,64,16,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX512,192,144,15,0.000001,0.011000,0.022001,0.022000,0.023003,0.022000,0.090997,0.012002,0.012001,0.390011,0.092007,0.092004,0.034988,0.000001,0.629998,0.020921,0.076019,0.076999,0.080996,0.078004,0.077005,0.000000,0.023999,0.023996,0.023000,0.022997,0.630054,0.652964,0.652973,0.652973,0.010602,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,,1.429034,1.063941,1.429034,,,1.429034,461.892627,,,,,,,,,,,,,,1.429034,1.063941,461.892627,,,,
1,tsukubaSet,DOUBLE,176,16,8,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX256,384,288,15,0.000001,0.011012,0.022991,0.021995,0.021003,0.022999,0.093975,0.012994,0.012993,0.394007,0.090015,0.090013,0.030941,0.000001,0.624002,0.020859,0.078995,0.077002,0.079000,0.074004,0.077000,0.000000,0.022020,0.021995,0.023005,0.023006,0.624052,0.644920,0.644962,0.644962,0.086356,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,,1.275992,1.412905,1.275992,,1.275992,,223.142849,,,,,,,,,,,,,,1.275992,1.412905,223.142849,,,,
1,tsukubaSet,DOUBLE,176,16,8,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX256,384,288,15,0.000000,0.012010,0.021004,0.021994,0.021000,0.020000,0.081002,0.011001,0.011000,0.360066,0.080004,0.080001,0.028998,0.000001,0.570996,0.020893,0.070077,0.073027,0.072020,0.072000,0.070003,0.000000,0.020044,0.018001,0.021000,0.018998,0.571053,0.591946,0.591972,0.591972,0.086356,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,,1.258746,1.421740,1.258746,,,1.258746,125.814488,,,,,,,,,,,,,,1.258746,1.421740,125.814488,,,,
2,venus,DOUBLE,176,16,8,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX256,434,383,15,0.000000,0.008045,0.016965,0.015988,0.016998,0.015998,0.066952,0.010995,0.010994,0.307015,0.073978,0.073976,0.023914,0.000001,0.487032,0.015904,0.062083,0.060016,0.060008,0.064007,0.062001,0.000000,0.015044,0.019002,0.018991,0.017995,0.487081,0.501978,0.502019,0.502019,0.306799,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,,1.063512,1.418034,1.063512,,1.063512,,88.795252,,,,,,,,,,,,,,1.063512,1.418034,88.795252,,,,
2,venus,DOUBLE,176,16,8,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,176,AVX256,434,383,15,0.000001,0.012030,0.020982,0.022989,0.021997,0.021993,0.084961,0.011006,0.011005,0.383124,0.088965,0.088963,0.032875,0.000001,0.617001,0.022902,0.082111,0.078023,0.077010,0.079010,0.077999,0.000000,0.022953,0.019998,0.022006,0.023001,0.617051,0.644945,0.644988,0.644988,0.306799,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,,1.355249,1.409260,1.355249,,,1.355249,92.833075,,,,,,,,,,,,,,1.355249,1.409260,92.833075,,,,
