Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Run Success,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup over AVX256 CPU vectorization - FLOAT,Speedup using CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup over AVX256 CPU vectorization - DOUBLE,Speedup using CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup over AVX256 CPU vectorization - HALF,Speedup using CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
3,barn1,DOUBLE,48,64,16,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,432,381,15,0.000001,0.000686,0.000710,0.000115,0.000029,0.000028,0.000885,0.000043,0.000042,0.021795,0.005623,0.005622,0.002142,0.000001,0.031184,0.000038,0.018405,0.002396,0.000462,0.000240,0.000270,0.000000,0.004386,0.000853,0.000279,0.000105,0.031245,0.031283,0.031382,0.031382,0.626499,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,,0.388569,1.023185,,,0.388569,,0.996498,,,,,,,,,,,,,,0.388569,1.023185,0.996498,,,,
3,barn1,DOUBLE,48,64,16,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,432,381,15,0.000001,0.000703,0.000757,0.000125,0.000031,0.000026,0.000941,0.000044,0.000043,0.024848,0.005674,0.005673,0.002148,0.000001,0.034367,0.000037,0.020347,0.003225,0.000682,0.000299,0.000298,0.000000,0.004410,0.000889,0.000268,0.000107,0.034426,0.034466,0.034562,0.034562,0.626499,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,,0.459547,1.029489,,,,0.459547,0.999605,,,,,,,,,,,,,,0.459547,1.029489,0.999605,,,,
4,conesQuarterSize,DOUBLE,48,64,16,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,450,375,15,0.000001,0.001634,0.002126,0.000482,0.000070,0.000047,0.002733,0.000082,0.000081,0.051853,0.013834,0.013832,0.004612,0.000001,0.074752,0.000039,0.040116,0.009873,0.001021,0.000386,0.000440,0.000000,0.009640,0.003348,0.000623,0.000212,0.074809,0.074857,0.074952,0.074952,1.271455,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,,0.641166,1.032620,,0.641166,0.641166,,0.985127,,,,,,,,,,,,,,0.641166,1.032620,0.985127,,,,
4,conesQuarterSize,DOUBLE,48,64,16,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,450,375,15,0.000001,0.001619,0.002149,0.000537,0.000079,0.000045,0.002816,0.000084,0.000082,0.054757,0.014243,0.014241,0.004631,0.000001,0.078186,0.000038,0.042207,0.010391,0.001247,0.000439,0.000479,0.000000,0.010105,0.003299,0.000657,0.000203,0.078243,0.078281,0.078391,0.078391,1.271455,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,,0.633439,1.026564,,0.633439,,0.633439,0.988896,,,,,,,,,,,,,,0.633439,1.026564,0.988896,,,,
5,conesHalfSize,DOUBLE,48,64,16,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,900,750,7,0.000001,0.015460,0.018192,0.004391,0.001031,0.000182,0.023821,0.000252,0.000251,0.532981,0.119147,0.119144,0.035893,0.000001,0.727558,0.000110,0.416220,0.087690,0.024948,0.003384,0.000708,0.000000,0.086952,0.021683,0.008742,0.001636,0.727618,0.727729,0.728105,0.728105,11.111740,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,,,0.625554,0.885088,,0.625554,0.625554,,1.002953,,,,,,,,,,,,,,0.625554,0.885088,1.002953,,,,
5,conesHalfSize,DOUBLE,48,64,16,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,900,750,7,0.000001,0.015507,0.018307,0.004593,0.001062,0.000193,0.024168,0.000271,0.000269,0.555187,0.116174,0.116171,0.035899,0.000001,0.747157,0.000118,0.435143,0.090209,0.025524,0.003578,0.000780,0.000000,0.083965,0.022016,0.008707,0.001528,0.747217,0.747335,0.747718,0.747718,11.111740,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,,,0.611102,0.881033,,0.611102,,0.611102,0.997517,,,,,,,,,,,,,,0.611102,0.881033,0.997517,,,,
6,conesFullSizeCropped,DOUBLE,48,64,16,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,900,750,7,0.000001,0.031061,0.047304,0.010222,0.003236,0.000492,0.061349,0.000498,0.000497,1.139006,0.262552,0.262549,0.072652,0.000001,1.567285,0.000115,0.862345,0.206922,0.054726,0.013722,0.001497,0.000000,0.191809,0.045535,0.020684,0.004634,1.567356,1.567461,1.567813,1.567813,22.084195,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,,,0.592727,0.838206,,0.592727,0.592727,,1.000255,,,,,,,,,,,,,,0.592727,0.838206,1.000255,,,,
6,conesFullSizeCropped,DOUBLE,48,64,16,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,900,750,7,0.000001,0.030958,0.046283,0.009008,0.003279,0.000494,0.059125,0.000508,0.000506,1.200647,0.262642,0.262638,0.072642,0.000001,1.626453,0.000119,0.915388,0.213844,0.056093,0.013877,0.001531,0.000000,0.192558,0.045126,0.020389,0.004573,1.626508,1.626627,1.626989,1.626989,22.084195,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,,,0.574533,0.845455,,0.574533,,0.574533,0.996555,,,,,,,,,,,,,,0.574533,0.845455,0.996555,,,,
0,tsukubaSetHalfSize,HALF,48,64,16,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,192,144,15,0.000000,0.000028,0.000029,0.000029,0.000023,0.000022,0.000104,0.000014,0.000014,0.000457,0.000216,0.000215,0.000034,0.000000,0.000861,0.000018,0.000129,0.000087,0.000070,0.000095,0.000069,0.000000,0.000044,0.000072,0.000062,0.000036,0.000890,0.000908,0.000919,0.000919,0.014990,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,1.205589,0.678053,1.205589,,1.205589,,1.555228,,,,1.205589,0.678053,1.555228,,,,
0,tsukubaSetHalfSize,HALF,48,64,16,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,192,144,15,0.000000,0.000028,0.000030,0.000029,0.000025,0.000024,0.000108,0.000014,0.000014,0.000629,0.000220,0.000220,0.000034,0.000000,0.001039,0.000018,0.000231,0.000117,0.000081,0.000118,0.000076,0.000000,0.000046,0.000072,0.000065,0.000037,0.001068,0.001086,0.001097,0.001097,0.014990,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,1.518867,0.688467,1.518867,,,1.518867,1.349052,,,,1.518867,0.688467,1.349052,,,,
1,tsukubaSet,HALF,48,64,16,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,384,288,15,0.000000,0.000139,0.000097,0.000036,0.000035,0.000025,0.000195,0.000034,0.000034,0.001070,0.000619,0.000619,0.000058,0.000000,0.002125,0.000018,0.000540,0.000183,0.000117,0.000091,0.000134,0.000000,0.000322,0.000098,0.000098,0.000102,0.002163,0.002182,0.002233,0.002233,0.154656,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,,,,,,,,,,,,,,,,,,,,,0.982785,0.809947,0.982785,,0.982785,,1.057626,,,,0.982785,0.809947,1.057626,,,,
1,tsukubaSet,HALF,48,64,16,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,384,288,15,0.000000,0.000138,0.000097,0.000037,0.000035,0.000025,0.000196,0.000031,0.000031,0.001759,0.000627,0.000626,0.000060,0.000000,0.002823,0.000018,0.001049,0.000304,0.000135,0.000117,0.000145,0.000000,0.000320,0.000097,0.000099,0.000099,0.002853,0.002872,0.002926,0.002926,0.154656,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,,,,,,,,,,,,,,,,,,,,,0.980499,0.802078,0.980499,,,0.980499,0.998809,,,,0.980499,0.802078,0.998809,,,,
2,venus,HALF,48,64,16,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,434,383,15,0.000000,0.000256,0.000176,0.000068,0.000021,0.000025,0.000295,0.000042,0.000042,0.002368,0.000835,0.000834,0.000120,0.000000,0.003919,0.000028,0.001531,0.000375,0.000151,0.000102,0.000185,0.000000,0.000465,0.000168,0.000081,0.000109,0.003965,0.003992,0.004102,0.004102,0.382884,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,,,,,,,,,,,,,,,,,,,,,0.864403,1.149594,0.864403,,0.864403,,1.004827,,,,0.864403,1.149594,1.004827,,,,
2,venus,HALF,48,16,8,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX256,434,383,15,0.000000,0.000234,0.000157,0.000051,0.000026,0.000029,0.000265,0.000044,0.000044,0.003856,0.000724,0.000724,0.000132,0.000000,0.005260,0.000030,0.002665,0.000718,0.000231,0.000148,0.000089,0.000000,0.000377,0.000147,0.000071,0.000124,0.005303,0.005333,0.005433,0.005433,0.382884,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,,,,,,,,,,,,,,,,,,,,,0.747203,1.149534,0.747203,,,0.747203,0.996338,,,,0.747203,1.149534,0.996338,,,,
3,barn1,HALF,48,64,16,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,432,381,15,0.000001,0.000432,0.000258,0.000061,0.000031,0.000030,0.000386,0.000048,0.000048,0.004013,0.001566,0.001565,0.000245,0.000001,0.006694,0.000040,0.002817,0.000588,0.000228,0.000142,0.000231,0.000000,0.000937,0.000322,0.000158,0.000143,0.006758,0.006797,0.006897,0.006897,0.626499,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,,,,,,,,,,,,,,,,,,,,,0.596446,1.027860,,,0.596446,,0.996652,,,,0.596446,1.027860,0.996652,,,,
3,barn1,HALF,48,64,16,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,432,381,15,0.000001,0.000368,0.000259,0.000061,0.000031,0.000029,0.000381,0.000045,0.000045,0.005540,0.001565,0.001565,0.000248,0.000000,0.008185,0.000039,0.003927,0.000880,0.000306,0.000169,0.000251,0.000000,0.000935,0.000323,0.000154,0.000153,0.008244,0.008283,0.008384,0.008384,0.626499,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,,,,,,,,,,,,,,,,,,,,,0.653539,1.029338,,,,0.653539,1.003717,,,,0.653539,1.029338,1.003717,,,,
4,conesQuarterSize,HALF,48,64,16,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,450,375,15,0.000001,0.000721,0.000461,0.000128,0.000056,0.000036,0.000682,0.000068,0.000068,0.012735,0.004522,0.004521,0.001206,0.000001,0.019930,0.000037,0.010523,0.001237,0.000401,0.000217,0.000358,0.000000,0.002908,0.001049,0.000334,0.000233,0.019990,0.020034,0.020137,0.020137,1.271455,,2.332252,1.489943,0.790667,0.159852,0.111081,0.073624,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.023905,0.020840,0.007052,0.003064,0.000421,0.000415,,,,,,,,,,,,,,,,,,,,,0.474392,1.036695,,0.474392,0.474392,,0.997663,,,,0.474392,1.036695,0.997663,,,,
4,conesQuarterSize,HALF,48,64,16,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,450,375,15,0.000001,0.000667,0.000461,0.000128,0.000056,0.000036,0.000685,0.000068,0.000068,0.014449,0.004551,0.004549,0.001199,0.000001,0.021637,0.000037,0.011620,0.001687,0.000525,0.000237,0.000366,0.000000,0.002932,0.001043,0.000330,0.000236,0.021697,0.021734,0.021833,0.021833,1.271455,,2.332252,1.489943,0.790667,0.159852,0.111081,0.073624,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.023905,0.020840,0.007052,0.003064,0.000421,0.000415,,,,,,,,,,,,,,,,,,,,,0.515304,1.041414,,0.515304,,0.515304,1.004513,,,,0.515304,1.041414,1.004513,,,,
5,conesHalfSize,HALF,48,64,16,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,900,750,7,0.000001,0.005357,0.006041,0.001242,0.000300,0.000083,0.007646,0.000121,0.000120,0.133938,0.036601,0.036599,0.010141,0.000001,0.193784,0.000122,0.103768,0.025568,0.003564,0.000760,0.000324,0.000000,0.026729,0.007138,0.002112,0.000627,0.193846,0.193958,0.194351,0.194351,11.111740,,4.300990,1.891431,0.691837,0.197150,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.005110,0.000486,0.000203,0.000089,,,,,,,,,,,,,,,,,,,,,0.577875,0.917984,,0.577875,0.577875,,0.977625,,,,0.577875,0.917984,0.977625,,,,
5,conesHalfSize,HALF,48,64,16,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,900,750,7,0.000001,0.005261,0.005973,0.001311,0.000331,0.000084,0.007714,0.000118,0.000117,0.140181,0.037522,0.037519,0.010232,0.000001,0.201033,0.000120,0.108015,0.026492,0.004423,0.000914,0.000346,0.000000,0.026643,0.007710,0.002444,0.000700,0.201098,0.201208,0.201605,0.201605,11.111740,,4.300990,1.891431,0.691837,0.197150,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.005110,0.000486,0.000203,0.000089,,,,,,,,,,,,,,,,,,,,,0.573128,0.919820,,0.573128,,0.573128,0.981394,,,,0.573128,0.919820,0.981394,,,,
6,conesFullSizeCropped,HALF,48,64,16,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,900,750,7,0.000001,0.010487,0.012987,0.003179,0.001456,0.000218,0.017831,0.000354,0.000352,0.288795,0.086195,0.086193,0.019866,0.000001,0.423491,0.000127,0.215657,0.054930,0.015924,0.001746,0.000528,0.000000,0.057737,0.018175,0.008652,0.001910,0.423552,0.423692,0.424085,0.424085,22.084195,,17.005920,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.008030,0.005797,0.002902,,,,,,,,,,,,,,,,,,,,,0.594013,0.845451,,0.594013,0.594013,,0.982660,,,,0.594013,0.845451,0.982660,,,,
6,conesFullSizeCropped,HALF,48,64,16,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,900,750,7,0.000001,0.010503,0.012966,0.003177,0.000796,0.000157,0.017091,0.000219,0.000218,0.296379,0.082584,0.082581,0.019904,0.000001,0.426721,0.000127,0.221057,0.057041,0.015895,0.001803,0.000593,0.000000,0.056206,0.017670,0.007192,0.001599,0.426784,0.426901,0.427291,0.427291,22.084195,,17.005920,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.008030,0.005797,0.002902,,,,,,,,,,,,,,,,,,,,,0.579075,0.845641,,0.579075,,0.579075,0.943822,,,,0.579075,0.845641,0.943822,,,,
