Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Run Success,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup using CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup using CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup using CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
5,conesHalfSize,FLOAT,30,16,8,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,30,AVX256,900,750,7,0.000000,0.004675,0.007981,0.001401,0.000273,0.000093,0.009734,0.000117,0.000116,0.165664,0.038071,0.038069,0.014340,0.000001,0.232563,0.000103,0.127943,0.030691,0.005041,0.001379,0.000530,0.000000,0.028447,0.007292,0.001732,0.000603,0.232603,0.232707,0.232921,0.232921,12.549760,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.980337,0.814095,,0.980337,0.980337,,0.997773,,,,,,,,,,,,,,,,,,,,,0.980337,0.814095,0.997773,,,,
5,conesHalfSize,FLOAT,30,16,8,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,30,AVX256,900,750,7,0.000000,0.004749,0.007967,0.001433,0.000284,0.000091,0.009753,0.000122,0.000120,0.178925,0.037919,0.037917,0.014381,0.000001,0.247730,0.000104,0.138247,0.032517,0.005680,0.001438,0.000587,0.000000,0.028306,0.007262,0.001734,0.000628,0.247771,0.247873,0.248097,0.248097,12.549760,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.939468,0.817314,,0.939468,,0.939468,1.006681,,,,,,,,,,,,,,,,,,,,,0.939468,0.817314,1.006681,,,,
6,conesFullSizeCropped,FLOAT,30,16,8,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,30,AVX256,900,750,7,0.000000,0.009791,0.015387,0.003460,0.000728,0.000236,0.019809,0.000249,0.000248,0.344649,0.079083,0.079081,0.028169,0.000001,0.482699,0.000104,0.259408,0.066485,0.013453,0.003313,0.001062,0.000000,0.057276,0.015237,0.004482,0.002062,0.482738,0.482852,0.483089,0.483089,24.442308,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.969963,0.764212,,0.969963,0.969963,,0.996839,,,,,,,,,,,,,,,,,,,,,0.969963,0.764212,0.996839,,,,
6,conesFullSizeCropped,FLOAT,30,16,8,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,30,AVX256,900,750,7,0.000000,0.009887,0.015378,0.003405,0.000730,0.000265,0.019814,0.000317,0.000315,0.358871,0.080803,0.080801,0.027958,0.000001,0.497488,0.000112,0.270075,0.069624,0.014300,0.003479,0.001123,0.000000,0.057653,0.015322,0.004446,0.002230,0.497531,0.497633,0.497857,0.497857,24.442308,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.948642,0.761401,,0.948642,,0.948642,0.996482,,,,,,,,,,,,,,,,,,,,,0.948642,0.761401,0.996482,,,,
0,tsukubaSetHalfSize,DOUBLE,30,16,8,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,30,AVX256,192,144,15,0.000000,0.000035,0.000024,0.000019,0.000016,0.000015,0.000075,0.000020,0.000020,0.000540,0.000186,0.000185,0.000042,0.000000,0.000898,0.000016,0.000235,0.000116,0.000069,0.000053,0.000057,0.000000,0.000087,0.000038,0.000027,0.000031,0.000916,0.000932,0.000942,0.000942,0.020362,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,0.759909,0.545322,0.759909,,0.759909,,0.995402,,,,,,,,,,,,0.759909,0.545322,0.995402,,,,
0,tsukubaSetHalfSize,DOUBLE,30,16,8,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,30,AVX256,192,144,15,0.000000,0.000040,0.000026,0.000019,0.000016,0.000016,0.000077,0.000020,0.000019,0.001839,0.000208,0.000207,0.000082,0.000000,0.002281,0.000016,0.001084,0.000427,0.000174,0.000089,0.000063,0.000000,0.000100,0.000044,0.000031,0.000033,0.002300,0.002317,0.002323,0.002323,0.020362,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,0.849975,0.553956,0.849975,,,0.849975,0.977523,,,,,,,,,,,,0.849975,0.553956,0.977523,,,,
1,tsukubaSet,DOUBLE,30,16,8,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,30,AVX256,384,288,15,0.000000,0.000180,0.000083,0.000033,0.000024,0.000021,0.000164,0.000026,0.000026,0.002758,0.001018,0.001017,0.000285,0.000000,0.004420,0.000022,0.001901,0.000486,0.000199,0.000110,0.000070,0.000000,0.000691,0.000178,0.000082,0.000061,0.004446,0.004468,0.004497,0.004497,0.132974,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,0.857145,0.917569,0.857145,,0.857145,,1.045077,,,,,,,,,,,,0.857145,0.917569,1.045077,,,,
1,tsukubaSet,DOUBLE,30,16,8,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,30,AVX256,384,288,15,0.000000,0.000167,0.000104,0.000037,0.000024,0.000021,0.000186,0.000028,0.000028,0.007049,0.001097,0.001096,0.000388,0.000000,0.008920,0.000024,0.004825,0.001405,0.000479,0.000214,0.000120,0.000000,0.000717,0.000208,0.000093,0.000068,0.008941,0.008963,0.008992,0.008992,0.132974,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,0.580261,0.923307,0.580261,,,0.580261,0.881013,,,,,,,,,,,,0.580261,0.923307,0.881013,,,,
2,venus,DOUBLE,30,16,8,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,30,AVX256,434,383,15,0.000000,0.000245,0.000208,0.000049,0.000028,0.000025,0.000320,0.000034,0.000034,0.007634,0.001922,0.001921,0.000601,0.000000,0.010759,0.000041,0.005375,0.001401,0.000473,0.000226,0.000148,0.000000,0.001264,0.000403,0.000153,0.000097,0.010800,0.010841,0.010893,0.010893,0.459369,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,0.552545,0.947065,0.552545,,0.552545,,1.001057,,,,,,,,,,,,0.552545,0.947065,1.001057,,,,
2,venus,DOUBLE,30,16,8,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,30,AVX256,434,383,15,0.000000,0.000248,0.000262,0.000053,0.000028,0.000024,0.000369,0.000035,0.000034,0.014396,0.002095,0.002094,0.000996,0.000000,0.018108,0.000042,0.010270,0.002836,0.000795,0.000296,0.000171,0.000000,0.001438,0.000426,0.000156,0.000094,0.018145,0.018192,0.018249,0.018249,0.459369,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,0.531339,0.941204,0.531339,,,0.531339,1.029771,,,,,,,,,,,,0.531339,0.941204,1.029771,,,,
