Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Run Success,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup using CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup using CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup using CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
3,barn1,DOUBLE,96,16,8,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,DEFAULT,432,381,15,0.000000,0.000231,0.000287,0.000092,0.000084,0.000072,0.000539,0.000149,0.000148,0.015809,0.002638,0.002638,0.000840,0.000001,0.020194,0.000069,0.010290,0.003113,0.001260,0.000601,0.000517,0.000000,0.001748,0.000530,0.000226,0.000148,0.020241,0.020312,0.020373,0.020373,0.708348,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,0.599953,0.904956,,,0.599953,,0.998862,,,,,,,,,,,,0.599953,0.904956,0.998862,,,,
3,barn1,DOUBLE,96,16,8,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,432,381,15,0.000001,0.000578,0.000463,0.000119,0.000084,0.000067,0.000737,0.000107,0.000106,0.010932,0.003382,0.003381,0.000856,0.000000,0.016632,0.000071,0.007284,0.002127,0.000914,0.000388,0.000228,0.000000,0.002218,0.000743,0.000289,0.000163,0.016677,0.016749,0.016849,0.016849,0.708348,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,0.980630,0.910532,,,,0.980630,1.039868,,,,,,,,,,,,0.980630,0.910532,1.039868,,,,
4,conesQuarterSize,DOUBLE,96,16,8,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,450,375,15,0.000000,0.001127,0.001619,0.000282,0.000118,0.000101,0.002124,0.000198,0.000197,0.030257,0.008589,0.008588,0.003033,0.000001,0.045318,0.000071,0.024210,0.003534,0.001533,0.000562,0.000285,0.000000,0.006145,0.001579,0.000524,0.000296,0.045363,0.045434,0.045493,0.045493,1.428642,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,0.999989,0.919005,,0.999989,0.999989,,0.932566,,,,,,,,,,,,0.999989,0.919005,0.932566,,,,
4,conesQuarterSize,DOUBLE,96,16,8,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,450,375,15,0.000000,0.001176,0.001619,0.000287,0.000142,0.000110,0.002155,0.000234,0.000233,0.031970,0.008899,0.008898,0.003113,0.000001,0.047527,0.000072,0.024971,0.004064,0.001872,0.000709,0.000346,0.000000,0.006350,0.001619,0.000607,0.000314,0.047572,0.047644,0.047702,0.047702,1.428642,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,1.010793,0.913616,,1.010793,,1.010793,0.960243,,,,,,,,,,,,1.010793,0.913616,0.960243,,,,
5,conesHalfSize,DOUBLE,96,16,8,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,900,750,7,0.000000,0.009798,0.015569,0.003456,0.000611,0.000205,0.019821,0.000196,0.000195,0.330227,0.070889,0.070887,0.028661,0.000001,0.461551,0.000124,0.256294,0.059833,0.009091,0.003994,0.000866,0.000000,0.053840,0.013437,0.002649,0.000960,0.461601,0.461741,0.461982,0.461982,12.029448,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,,0.982746,0.817566,,0.982746,0.982746,,0.999743,,,,,,,,,,,,0.982746,0.817566,0.999743,,,,
5,conesHalfSize,DOUBLE,96,16,8,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,900,750,7,0.000000,0.009420,0.014894,0.003326,0.000617,0.000219,0.019029,0.000233,0.000231,0.334449,0.069662,0.069660,0.028701,0.000001,0.461641,0.000131,0.258326,0.061638,0.009392,0.004185,0.001001,0.000000,0.052818,0.013295,0.002701,0.000911,0.461697,0.461837,0.462055,0.462055,12.029448,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,,0.952255,0.813820,,0.952255,,0.952255,0.960541,,,,,,,,,,,,0.952255,0.813820,0.960541,,,,
6,conesFullSizeCropped,DOUBLE,96,16,8,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,900,750,7,0.000000,0.020714,0.029771,0.006598,0.001660,0.000564,0.038575,0.000594,0.000593,0.692037,0.147171,0.147168,0.056481,0.000002,0.955642,0.000118,0.524785,0.128543,0.029870,0.006817,0.001742,0.000000,0.109559,0.028249,0.007422,0.001961,0.955692,0.955807,0.956019,0.956019,21.047596,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,,0.960528,0.879488,,0.960528,0.960528,,0.988413,,,,,,,,,,,,0.960528,0.879488,0.988413,,,,
6,conesFullSizeCropped,DOUBLE,96,16,8,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,DEFAULT,900,750,7,0.000000,0.020811,0.029627,0.006636,0.001696,0.000461,0.038381,0.000475,0.000473,0.776458,0.144456,0.144454,0.069252,0.000001,1.049633,0.000162,0.587988,0.140191,0.034712,0.010790,0.003150,0.000000,0.106735,0.028681,0.007287,0.001723,1.049683,1.049841,1.050035,1.050035,21.047596,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,0.835765,0.887094,,0.835765,,0.835765,0.935599,,,,,,,,,,,,0.835765,0.887094,0.935599,,,,
0,tsukubaSetHalfSize,HALF,96,16,8,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,192,144,15,0.000000,0.000035,0.000059,0.000053,0.000043,0.000038,0.000193,0.000030,0.000030,0.000875,0.000433,0.000432,0.000083,0.000000,0.001654,0.000044,0.000254,0.000193,0.000139,0.000130,0.000136,0.000000,0.000124,0.000146,0.000090,0.000070,0.001671,0.001715,0.001722,0.001722,0.011410,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,,,,,,,,,,1.006767,0.890814,1.006767,,1.006767,,2.434277,,,1.006767,0.890814,2.434277,,,,
0,tsukubaSetHalfSize,HALF,96,16,8,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,192,144,15,0.000000,0.000035,0.000057,0.000050,0.000041,0.000038,0.000187,0.000030,0.000030,0.000998,0.000382,0.000381,0.000075,0.000000,0.001709,0.000040,0.000364,0.000210,0.000143,0.000135,0.000134,0.000000,0.000109,0.000114,0.000086,0.000068,0.001725,0.001766,0.001772,0.001772,0.011410,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,,,,,,,,,,1.506754,0.904495,1.506754,,,1.506754,2.162327,,,1.506754,0.904495,2.162327,,,,
1,tsukubaSet,HALF,96,16,8,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,384,288,15,0.000000,0.000059,0.000070,0.000072,0.000062,0.000047,0.000252,0.000054,0.000053,0.001311,0.000735,0.000734,0.000107,0.000000,0.002522,0.000043,0.000467,0.000335,0.000215,0.000153,0.000134,0.000000,0.000203,0.000159,0.000245,0.000134,0.002539,0.002582,0.002616,0.002616,0.104755,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,,,,,,,,,,,,,,,,,,,0.886337,1.195774,0.886337,,0.886337,,1.117340,,,0.886337,1.195774,1.117340,,,,
1,tsukubaSet,HALF,96,16,8,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,384,288,15,0.000000,0.000067,0.000071,0.000072,0.000061,0.000046,0.000264,0.000062,0.000061,0.001782,0.000823,0.000822,0.000110,0.000000,0.003108,0.000042,0.000794,0.000428,0.000248,0.000162,0.000145,0.000000,0.000215,0.000180,0.000288,0.000142,0.003126,0.003168,0.003195,0.003195,0.104755,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,,,,,,,,,,,,,,,,,,,1.083889,1.184156,1.083889,,,1.083889,1.205315,,,1.083889,1.184156,1.205315,,,,
2,venus,HALF,96,16,8,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,434,383,15,0.000000,0.000117,0.000085,0.000056,0.000075,0.000049,0.000272,0.000072,0.000072,0.002198,0.000947,0.000946,0.000174,0.000000,0.003778,0.000044,0.001033,0.000465,0.000342,0.000204,0.000160,0.000000,0.000263,0.000131,0.000313,0.000223,0.003795,0.003839,0.003884,0.003884,0.383095,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,,,,,,,,,,,,,,,,,,,0.885114,1.148959,0.885114,,0.885114,,0.974189,,,0.885114,1.148959,0.974189,,,,
2,venus,HALF,96,16,8,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,434,383,15,0.000000,0.000108,0.000083,0.000055,0.000072,0.000049,0.000259,0.000073,0.000073,0.002433,0.000805,0.000804,0.000169,0.000000,0.003849,0.000045,0.001266,0.000503,0.000295,0.000212,0.000154,0.000000,0.000236,0.000118,0.000247,0.000204,0.003867,0.003920,0.003993,0.003993,0.383095,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,,,,,,,,,,,,,,,,,,,1.035030,1.148899,1.035030,,,1.035030,1.014239,,,1.035030,1.148899,1.014239,,,,
3,barn1,HALF,96,16,8,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,432,381,15,0.000000,0.000179,0.000127,0.000065,0.000109,0.000056,0.000362,0.000086,0.000086,0.002876,0.001260,0.001259,0.000233,0.000000,0.004995,0.000048,0.001599,0.000578,0.000297,0.000233,0.000168,0.000000,0.000435,0.000169,0.000361,0.000295,0.005014,0.005065,0.005109,0.005109,0.708348,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,,,,,,,,,,,,,,,,,,,0.803086,0.909091,,,0.803086,,0.993974,,,0.803086,0.909091,0.993974,,,,
3,barn1,HALF,96,16,8,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,432,381,15,0.000000,0.000175,0.000117,0.000062,0.000103,0.000054,0.000337,0.000084,0.000083,0.003257,0.001234,0.001233,0.000231,0.000000,0.005324,0.000045,0.001886,0.000628,0.000322,0.000238,0.000169,0.000000,0.000456,0.000165,0.000349,0.000271,0.005341,0.005396,0.005436,0.005436,0.708348,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,,,,,,,,,,,,,,,,,,,0.975015,0.910398,,,,0.975015,0.970867,,,0.975015,0.910398,0.970867,,,,
4,conesQuarterSize,HALF,96,16,8,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,450,375,15,0.000000,0.000437,0.000294,0.000226,0.000216,0.000091,0.000839,0.000188,0.000187,0.005959,0.003663,0.003662,0.000441,0.000000,0.011521,0.000064,0.003522,0.001214,0.000589,0.000417,0.000211,0.000000,0.001378,0.000655,0.000845,0.000770,0.011550,0.011613,0.011660,0.011660,1.428642,,2.331733,1.489175,0.790637,0.159644,0.111081,0.073665,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.024178,0.021308,0.007224,0.003224,0.000391,0.000385,,,,,,,,,,,,,,,,,,,0.833458,0.922631,,0.833458,0.833458,,1.014957,,,0.833458,0.922631,1.014957,,,,
4,conesQuarterSize,HALF,96,16,8,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,450,375,15,0.000000,0.000421,0.000286,0.000210,0.000216,0.000081,0.000814,0.000174,0.000173,0.006561,0.003552,0.003552,0.000433,0.000000,0.011944,0.000063,0.003982,0.001324,0.000593,0.000418,0.000221,0.000000,0.001383,0.000619,0.000824,0.000702,0.011970,0.012033,0.012080,0.012080,1.428642,,2.331733,1.489175,0.790637,0.159644,0.111081,0.073665,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.024178,0.021308,0.007224,0.003224,0.000391,0.000385,,,,,,,,,,,,,,,,,,,0.903876,0.926831,,0.903876,,0.903876,0.974837,,,0.903876,0.926831,0.974837,,,,
5,conesHalfSize,HALF,96,16,8,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,900,750,7,0.000001,0.002762,0.003878,0.000624,0.000310,0.000293,0.005117,0.000598,0.000597,0.074368,0.020036,0.020035,0.006967,0.000001,0.109854,0.000161,0.061098,0.009302,0.002379,0.000982,0.000536,0.000000,0.014720,0.002877,0.001133,0.001323,0.109906,0.110067,0.110311,0.110311,12.029448,,4.300990,1.891431,0.691837,0.197150,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.005110,0.000486,0.000203,0.000089,,,,,,,,,,,,,,,,,,,1.007030,0.847952,,1.007030,1.007030,,0.966972,,,1.007030,0.847952,0.966972,,,,
5,conesHalfSize,HALF,96,16,8,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,900,750,7,0.000001,0.002669,0.003737,0.000620,0.000342,0.000296,0.005034,0.000621,0.000620,0.076306,0.019552,0.019550,0.006964,0.000001,0.111128,0.000161,0.062330,0.009842,0.002519,0.000964,0.000585,0.000000,0.014622,0.002747,0.001061,0.001120,0.111177,0.111339,0.111588,0.111588,12.029448,,4.300990,1.891431,0.691837,0.197150,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.005110,0.000486,0.000203,0.000089,,,,,,,,,,,,,,,,,,,1.019268,0.849648,,1.019268,,1.019268,0.966041,,,1.019268,0.849648,0.966041,,,,
6,conesFullSizeCropped,HALF,96,16,8,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,900,750,7,0.000000,0.004793,0.007793,0.001568,0.000512,0.000403,0.010262,0.001109,0.001108,0.172966,0.047459,0.047456,0.014713,0.000001,0.251271,0.000138,0.132906,0.030819,0.005891,0.002438,0.000909,0.000000,0.033663,0.007807,0.003093,0.002752,0.251324,0.251462,0.251683,0.251683,21.047596,,17.005920,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.008030,0.005797,0.002902,,,,,,,,,,,,,,,,,,,0.980772,0.887089,,0.980772,0.980772,,0.962892,,,0.980772,0.887089,0.962892,,,,
6,conesFullSizeCropped,HALF,96,16,8,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,AVX256,900,750,7,0.000000,0.004878,0.007807,0.001538,0.000566,0.000500,0.010429,0.001226,0.001225,0.174885,0.046785,0.046782,0.014690,0.000001,0.252894,0.000137,0.133166,0.032222,0.006043,0.002336,0.000998,0.000000,0.032616,0.007811,0.002971,0.003217,0.252946,0.253086,0.253326,0.253326,21.047596,,17.005920,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.008030,0.005797,0.002902,,,,,,,,,,,,,,,,,,,0.968585,0.887289,,0.968585,,0.968585,0.935945,,,0.968585,0.887289,0.935945,,,,
