Input Index,Stereo Set,Data Type,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DATA_K_BP,LAMBDA_BP,SIGMA_BP,Memory Optimization Level,Indexing Optimization Level,Run Success,Acceleration,Number of threads,Vectorization,Image Width,Image Height,Time init settings malloc (15 timings),Level 0 Data Costs (15 timings),Level 1 Data Costs (15 timings),Level 2 Data Costs (15 timings),Level 3 Data Costs (15 timings),Level 4 Data Costs (15 timings),Level 5 Data Costs (No timings) ,Level 6 Data Costs (No timings) ,Level 7 Data Costs (No timings) ,Level 8 Data Costs (No timings) ,Level 9 Data Costs (No timings) ,Total time get data costs after bottom level (15 timings),Time to init message values (15 timings),Time to init message values (kernel portion only) (15 timings),Total time BP Iters (15 timings),Total time Copy Data (15 timings),Total time Copy Data (kernel portion only) (15 timings),Total time Copy Data (memory management portion only) (No timings) ,Time get output disparity (15 timings),Time final free (15 timings),Total timed (15 timings),Smoothing Runtime (15 timings),Level 0 BP Runtime (15 timings),Level 1 BP Runtime (15 timings),Level 2 BP Runtime (15 timings),Level 3 BP Runtime (15 timings),Level 4 BP Runtime (15 timings),Level 5 BP Runtime (No timings) ,Level 6 BP Runtime (No timings) ,Level 7 BP Runtime (No timings) ,Level 8 BP Runtime (No timings) ,Level 9 BP Runtime (No timings) ,Level 0 Copy Runtime (15 timings),Level 1 Copy Runtime (15 timings),Level 2 Copy Runtime (15 timings),Level 3 Copy Runtime (15 timings),Level 4 Copy Runtime (15 timings),Level 5 Copy Runtime (No timings) ,Level 6 Copy Runtime (No timings) ,Level 7 Copy Runtime (No timings) ,Level 8 Copy Runtime (No timings) ,Level 9 Copy Runtime (No timings) ,Total BP Runtime (15 timings),Total Runtime not including data transfer time (15 timings),Total runtime including data transfer time (15 timings),Median Optimized Runtime (including transfer time),Average Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated disparity count (known at compile-time) - FLOAT,Speedup over AVX256 CPU vectorization - FLOAT,Speedup using CPU vectorization - FLOAT,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated disparity count (known at compile-time) - All Runs,
5,conesHalfSize,FLOAT,64,16,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,96,AVX512,900,750,0.000001,0.001393,0.001957,0.000369,0.000133,0.000118,YES,YES,YES,YES,YES,0.002591,0.000283,0.000282,0.044357,0.012005,0.012004,YES,0.003492,0.000001,0.064123,0.000117,0.034079,0.006641,0.001969,0.000914,0.000811,YES,YES,YES,YES,YES,0.000000,0.009042,0.001806,0.000756,0.000350,YES,YES,YES,YES,YES,0.064170,0.064284,0.064530,0.064530,9.594674,,4.300188,4.300188,0.691908,0.197144,0.147879,0.107778,,4.300188,4.300188,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.546432,1.064830,No Data,11.065698,0.991152,1.027003,2.465753,0.520754,1.551580,3.546432,1.064830,11.065698,0.991152,
5,conesHalfSize,FLOAT,64,16,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,96,AVX512,900,750,0.000001,0.001376,0.001935,0.000367,0.000124,0.000118,YES,YES,YES,YES,YES,0.002550,0.000295,0.000295,0.044145,0.011816,0.011815,YES,0.003583,0.000001,0.063545,0.000118,0.033842,0.006452,0.002033,0.000917,0.000805,YES,YES,YES,YES,YES,0.000000,0.008993,0.001729,0.000727,0.000340,YES,YES,YES,YES,YES,0.063597,0.063714,0.063959,0.063959,9.667230,,4.300188,4.300188,0.691908,0.197144,0.147879,0.107778,,4.300188,4.300188,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620008,1.061017,No Data,11.198691,No Data,1.094547,2.584307,0.506153,1.485554,3.620008,1.061017,11.198691,No Data,
6,conesFullSizeCropped,FLOAT,64,16,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,96,AVX512,900,750,0.000001,0.002497,0.004182,0.001059,0.000269,0.000202,YES,YES,YES,YES,YES,0.005732,0.000623,0.000622,0.092948,0.023575,0.023573,YES,0.007825,0.000001,0.133123,0.000125,0.069822,0.016384,0.003842,0.001648,0.001343,YES,YES,YES,YES,YES,0.000000,0.017785,0.003811,0.001501,0.000608,YES,YES,YES,YES,YES,0.133174,0.133297,0.133535,0.133535,18.999156,,17.044764,17.044764,0.594416,0.318496,0.286961,0.265836,,17.044764,17.044764,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.520152,0.983154,No Data,5.970791,0.981471,1.061709,2.318770,0.533247,1.618091,3.520152,0.983154,5.970791,0.981471,
6,conesFullSizeCropped,FLOAT,64,16,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,96,AVX512,900,750,0.000001,0.002527,0.004155,0.001026,0.000267,0.000228,YES,YES,YES,YES,YES,0.005688,0.000735,0.000734,0.090916,0.023557,0.023555,YES,0.007358,0.000001,0.130648,0.000125,0.067456,0.016501,0.003797,0.001567,0.001316,YES,YES,YES,YES,YES,0.000000,0.017748,0.003783,0.001464,0.000585,YES,YES,YES,YES,YES,0.130696,0.130821,0.131061,0.131061,18.910441,,17.044764,17.044764,0.594416,0.318496,0.286961,0.265836,,17.044764,17.044764,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.616295,0.984134,No Data,6.071870,No Data,1.106878,2.425155,0.509504,1.521315,3.616295,0.984134,6.071870,No Data,
0,tsukubaSetHalfSize,DOUBLE,64,16,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,192,144,0.000000,0.000021,0.000022,0.000016,0.000013,0.000012,YES,YES,YES,YES,YES,0.000063,0.000014,0.000014,0.000489,0.000122,0.000121,YES,0.000034,0.000000,0.000747,0.000012,0.000209,0.000115,0.000063,0.000058,0.000044,YES,YES,YES,YES,YES,0.000000,0.000050,0.000028,0.000022,0.000021,YES,YES,YES,YES,YES,0.000760,0.000774,0.000779,0.000779,0.011813,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.889332,No Data,0.923471,0.939979,812.175492,2.616809,
0,tsukubaSetHalfSize,DOUBLE,64,16,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,32,AVX512,192,144,0.000000,0.000043,0.000038,0.000031,0.000030,0.000028,YES,YES,YES,YES,YES,0.000126,0.000025,0.000025,0.001475,0.000206,0.000205,YES,0.000110,0.000000,0.001988,0.000028,0.000747,0.000327,0.000176,0.000124,0.000096,YES,YES,YES,YES,YES,0.000000,0.000078,0.000047,0.000038,0.000041,YES,YES,YES,YES,YES,0.002003,0.002031,0.002037,0.002037,0.016589,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.586848,No Data,0.991611,0.679946,1.608165,No Data,
1,tsukubaSet,DOUBLE,64,16,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,32,AVX512,384,288,0.000000,0.000075,0.000080,0.000041,0.000034,0.000036,YES,YES,YES,YES,YES,0.000192,0.000030,0.000029,0.001945,0.000725,0.000724,YES,0.000127,0.000000,0.003116,0.000035,0.000950,0.000460,0.000226,0.000142,0.000153,YES,YES,YES,YES,YES,0.000000,0.000400,0.000180,0.000078,0.000058,YES,YES,YES,YES,YES,0.003131,0.003165,0.003185,0.003185,0.074929,,1.490207,1.490207,0.399143,0.222937,0.073667,0.023248,,1.490623,1.490623,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.626074,No Data,1.157853,1.628380,199.599293,1.671157,
1,tsukubaSet,DOUBLE,16,8,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,96,AVX256,384,288,0.000000,0.000087,0.000131,0.000089,0.000085,0.000086,YES,YES,YES,YES,YES,0.000393,0.000073,0.000073,0.003752,0.000642,0.000641,YES,0.000205,0.000000,0.005204,0.000080,0.001647,0.000958,0.000480,0.000361,0.000308,YES,YES,YES,YES,YES,0.000000,0.000275,0.000157,0.000107,0.000100,YES,YES,YES,YES,YES,0.005221,0.005300,0.005323,0.005323,0.094270,,1.490207,1.490207,0.399143,0.222937,0.073667,0.023248,,1.490623,1.490623,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.644065,No Data,1.112618,1.302390,119.632289,No Data,
2,venus,DOUBLE,64,16,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,64,AVX512,434,383,0.000000,0.000122,0.000093,0.000086,0.000065,0.000064,YES,YES,YES,YES,YES,0.000311,0.000061,0.000060,0.003955,0.000695,0.000694,YES,0.000169,0.000000,0.005390,0.000059,0.001798,0.000919,0.000630,0.000370,0.000261,YES,YES,YES,YES,YES,0.000000,0.000310,0.000164,0.000123,0.000107,YES,YES,YES,YES,YES,0.005407,0.005465,0.005494,0.005494,0.311133,,0.446534,0.446534,0.883962,0.025249,0.013987,0.005102,,0.446589,0.446589,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.670279,No Data,1.094340,1.398284,116.530754,1.197644,
2,venus,DOUBLE,64,16,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,64,AVX512,434,383,0.000000,0.000115,0.000099,0.000093,0.000067,0.000064,YES,YES,YES,YES,YES,0.000319,0.000063,0.000063,0.005139,0.000664,0.000663,YES,0.000167,0.000000,0.006465,0.000060,0.002708,0.001086,0.000692,0.000390,0.000266,YES,YES,YES,YES,YES,0.000000,0.000280,0.000155,0.000127,0.000101,YES,YES,YES,YES,YES,0.006484,0.006542,0.006580,0.006580,0.310195,,0.446534,0.446534,0.883962,0.025249,0.013987,0.005102,,0.446589,0.446589,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.661012,No Data,1.430936,1.393831,97.394288,No Data,
3,barn1,DOUBLE,64,16,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,64,AVX512,432,381,0.000000,0.000169,0.000115,0.000091,0.000070,0.000069,YES,YES,YES,YES,YES,0.000355,0.000080,0.000079,0.004997,0.001103,0.001103,YES,0.000216,0.000000,0.006893,0.000062,0.002555,0.001027,0.000697,0.000421,0.000299,YES,YES,YES,YES,YES,0.000000,0.000580,0.000253,0.000141,0.000163,YES,YES,YES,YES,YES,0.006911,0.006972,0.007002,0.007002,0.545565,,0.500125,0.500125,0.850211,0.039127,0.025742,0.003682,,0.500357,0.500357,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.731518,No Data,1.747511,1.174972,91.817996,1.171125,
3,barn1,DOUBLE,64,16,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,64,AVX512,432,381,0.000000,0.000155,0.000121,0.000100,0.000071,0.000069,YES,YES,YES,YES,YES,0.000362,0.000075,0.000074,0.006168,0.001111,0.001111,YES,0.000209,0.000000,0.008087,0.000062,0.003430,0.001245,0.000769,0.000436,0.000315,YES,YES,YES,YES,YES,0.000000,0.000560,0.000251,0.000138,0.000178,YES,YES,YES,YES,YES,0.008106,0.008168,0.008201,0.008201,0.542462,,0.500125,0.500125,0.850211,0.039127,0.025742,0.003682,,0.500357,0.500357,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.668888,No Data,1.937541,1.188975,78.432837,No Data,
4,conesQuarterSize,DOUBLE,16,8,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,96,AVX256,450,375,0.000000,0.000455,0.000217,0.000112,0.000096,0.000091,YES,YES,YES,YES,YES,0.000510,0.000158,0.000158,0.009360,0.002078,0.002077,YES,0.000470,0.000000,0.013056,0.000094,0.005874,0.001735,0.000812,0.000529,0.000412,YES,YES,YES,YES,YES,0.000000,0.001213,0.000451,0.000234,0.000170,YES,YES,YES,YES,YES,0.013097,0.013192,0.013245,0.013245,1.138402,,2.345647,2.345647,0.790667,0.161689,0.112012,0.073831,,2.344841,2.344841,0.790726,0.161695,0.111479,0.073938,,0.009695,0.009695,0.004409,0.001061,0.000172,0.000172,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.712509,No Data,3.683139,1.153310,49.144311,1.092185,
4,conesQuarterSize,DOUBLE,16,8,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,96,AVX256,450,375,0.000000,0.000382,0.000211,0.000119,0.000100,0.000099,YES,YES,YES,YES,YES,0.000534,0.000151,0.000151,0.010559,0.002115,0.002114,YES,0.000449,0.000000,0.014234,0.000092,0.006810,0.001953,0.000846,0.000546,0.000426,YES,YES,YES,YES,YES,0.000000,0.001232,0.000453,0.000229,0.000190,YES,YES,YES,YES,YES,0.014277,0.014381,0.014466,0.014466,1.138451,,2.345647,2.345647,0.790667,0.161689,0.112012,0.073831,,2.344841,2.344841,0.790726,0.161695,0.111479,0.073938,,0.009695,0.009695,0.004409,0.001061,0.000172,0.000172,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.694841,No Data,3.471240,1.146496,44.949792,No Data,
