Input Index,Stereo Set,Data Type,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DATA_K_BP,LAMBDA_BP,SIGMA_BP,Memory Optimization Level,Indexing Optimization Level,Blur Images Parallel Dimensions,Init Message Values Parallel Dimensions,Level 0 Data Costs Parallel Dimensions,Level 1 Data Costs Parallel Dimensions,Level 2 Data Costs Parallel Dimensions,Level 3 Data Costs Parallel Dimensions,Level 4 Data Costs Parallel Dimensions,Level 0 BP Thread Parallel Dimensions,Level 1 BP Thread Parallel Dimensions,Level 2 BP Thread Parallel Dimensions,Level 3 BP Thread Parallel Dimensions,Level 4 BP Thread Parallel Dimensions,Level 0 Copy Thread Parallel Dimensions,Level 1 Copy Thread Parallel Dimensions,Level 2 Copy Thread Parallel Dimensions,Level 3 Copy Thread Parallel Dimensions,Level 4 Copy Thread Parallel Dimensions,Get Output Disparity Parallel Dimensions,Run Success,Acceleration,Device 0,Cuda version,Cuda Runtime Version,Image Width,Image Height,Time init settings malloc (15 timings),Level 0 Data Costs (15 timings),Level 1 Data Costs (15 timings),Level 2 Data Costs (15 timings),Level 3 Data Costs (15 timings),Level 4 Data Costs (15 timings),Level 5 Data Costs (No timings) ,Level 6 Data Costs (No timings) ,Level 7 Data Costs (No timings) ,Level 8 Data Costs (No timings) ,Level 9 Data Costs (No timings) ,Total time get data costs after bottom level (15 timings),Time to init message values (15 timings),Time to init message values (kernel portion only) (15 timings),Total time BP Iters (15 timings),Total time Copy Data (15 timings),Total time Copy Data (kernel portion only) (15 timings),Total time Copy Data (memory management portion only) (No timings) ,Time get output disparity (15 timings),Time final free (15 timings),Total timed (15 timings),Smoothing Runtime (15 timings),Level 0 BP Runtime (15 timings),Level 1 BP Runtime (15 timings),Level 2 BP Runtime (15 timings),Level 3 BP Runtime (15 timings),Level 4 BP Runtime (15 timings),Level 5 BP Runtime (No timings) ,Level 6 BP Runtime (No timings) ,Level 7 BP Runtime (No timings) ,Level 8 BP Runtime (No timings) ,Level 9 BP Runtime (No timings) ,Level 0 Copy Runtime (15 timings),Level 1 Copy Runtime (15 timings),Level 2 Copy Runtime (15 timings),Level 3 Copy Runtime (15 timings),Level 4 Copy Runtime (15 timings),Level 5 Copy Runtime (No timings) ,Level 6 Copy Runtime (No timings) ,Level 7 Copy Runtime (No timings) ,Level 8 Copy Runtime (No timings) ,Level 9 Copy Runtime (No timings) ,Total BP Runtime (15 timings),Total Runtime not including data transfer time (15 timings),Total runtime including data transfer time (15 timings),Median Optimized Runtime (including transfer time),Average Single-Thread CPU run time,CUDA output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,CUDA output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated disparity count (known at compile-time) - FLOAT,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated disparity count (known at compile-time) - All Runs,
5,conesHalfSize,FLOAT,16,8,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,32 x 5,16 x 1,32 x 1,256 x 1,64 x 1,128 x 1,16 x 1,32 x 1,64 x 3,128 x 2,32 x 4,64 x 2,16 x 1,64 x 2,256 x 1,256 x 1,256 x 1,32 x 1,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,900,750,0.000001,0.001207,0.001690,0.000441,0.000185,0.000145,YES,YES,YES,YES,YES,0.002464,0.000028,0.000028,0.206317,0.012910,0.012909,YES,0.004331,0.000001,0.227290,0.001857,0.152506,0.039077,0.009789,0.002888,0.002038,YES,YES,YES,YES,YES,0.000000,0.009532,0.002505,0.000633,0.000241,YES,YES,YES,YES,YES,0.227331,0.229195,0.229974,0.229974,14.693821,,4.300188,4.300188,0.691908,0.197144,0.147879,0.107778,,4.300188,4.300188,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.995118,0.695306,No Data,1.014685,1.157597,0.434954,1.303669,0.995118,0.695306,1.014685,1.157597,
5,conesHalfSize,FLOAT,16,8,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,32 x 12,64 x 1,32 x 1,64 x 1,64 x 1,256 x 1,64 x 1,32 x 1,256 x 1,32 x 14,32 x 1,32 x 1,16 x 1,256 x 2,256 x 2,64 x 1,64 x 1,32 x 1,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,900,750,0.000001,0.001151,0.001724,0.000432,0.000183,0.000144,YES,YES,YES,YES,YES,0.002488,0.000028,0.000028,0.242563,0.012947,0.012946,YES,0.004363,0.000001,0.263520,0.001877,0.171104,0.045516,0.014315,0.006857,0.004742,YES,YES,YES,YES,YES,0.000000,0.009594,0.002468,0.000635,0.000245,YES,YES,YES,YES,YES,0.263567,0.265428,0.266217,0.266217,14.911951,,4.300188,4.300188,0.691908,0.197144,0.147879,0.107778,,4.300188,4.300188,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.869712,0.687844,No Data,1.070043,No Data,0.643665,1.201489,0.869712,0.687844,1.070043,No Data,
6,conesFullSizeCropped,FLOAT,16,8,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,32 x 4,32 x 2,16 x 1,256 x 1,128 x 2,128 x 2,16 x 1,64 x 1,128 x 1,128 x 1,64 x 1,128 x 1,16 x 1,128 x 1,128 x 2,256 x 1,256 x 1,32 x 1,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,900,750,0.000001,0.002900,0.003367,0.000857,0.000353,0.000273,YES,YES,YES,YES,YES,0.004851,0.000048,0.000048,0.411506,0.025940,0.025939,YES,0.008628,0.000001,0.453864,0.001864,0.298515,0.079365,0.022338,0.006897,0.004389,YES,YES,YES,YES,YES,0.000000,0.019193,0.004994,0.001285,0.000455,YES,YES,YES,YES,YES,0.453905,0.455802,0.456605,0.456605,31.183715,,17.044764,17.044764,0.594416,0.318496,0.286961,0.265836,,17.044764,17.044764,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.029477,0.599002,No Data,1.022283,1.200264,0.478814,1.397976,1.029477,0.599002,1.022283,1.200264,
6,conesFullSizeCropped,FLOAT,16,8,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,64 x 8,32 x 2,16 x 1,32 x 1,128 x 2,128 x 1,64 x 1,32 x 1,256 x 1,32 x 14,32 x 4,32 x 1,16 x 1,32 x 4,128 x 2,64 x 1,32 x 1,32 x 1,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,900,750,0.000001,0.002872,0.003435,0.000856,0.000354,0.000271,YES,YES,YES,YES,YES,0.004917,0.000047,0.000046,0.502880,0.025997,0.025996,YES,0.008645,0.000001,0.545368,0.001857,0.354285,0.093355,0.029049,0.015714,0.010490,YES,YES,YES,YES,YES,0.000000,0.019284,0.004990,0.001266,0.000463,YES,YES,YES,YES,YES,0.545418,0.547290,0.548046,0.548046,30.861646,,17.044764,17.044764,0.594416,0.318496,0.286961,0.265836,,17.044764,17.044764,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.864808,0.603027,No Data,1.061090,No Data,0.660954,1.264116,0.864808,0.603027,1.061090,No Data,
0,tsukubaSetHalfSize,DOUBLE,16,8,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,1,1,32 x 14,256 x 2,64 x 8,128 x 3,128 x 3,128 x 3,32 x 14,128 x 3,256 x 2,256 x 2,128 x 3,128 x 3,16 x 1,16 x 1,16 x 1,256 x 2,256 x 2,32 x 12,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,192,144,0.000000,0.000012,0.000022,0.000021,0.000020,0.000020,YES,YES,YES,YES,YES,0.000086,0.000009,0.000009,0.000532,0.000132,0.000131,YES,0.000030,0.000000,0.000806,0.000108,0.000155,0.000097,0.000093,0.000092,0.000093,YES,YES,YES,YES,YES,0.000000,0.000052,0.000026,0.000025,0.000028,YES,YES,YES,YES,YES,0.000824,0.000937,0.000991,0.000991,0.015200,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,No Data,No Data,No Data,No Data,No Data,0.894949,No Data,0.725783,0.730526,1.061919,2.400464,
0,tsukubaSetHalfSize,DOUBLE,16,8,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,1,1,256 x 2,32 x 2,32 x 2,16 x 1,32 x 2,256 x 1,16 x 1,32 x 4,16 x 1,16 x 1,64 x 1,32 x 1,16 x 1,16 x 1,32 x 1,32 x 2,128 x 2,32 x 4,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,192,144,0.000000,0.000013,0.000022,0.000021,0.000021,0.000020,YES,YES,YES,YES,YES,0.000084,0.000010,0.000009,0.001917,0.000135,0.000135,YES,0.000034,0.000000,0.002196,0.000108,0.000558,0.000346,0.000329,0.000332,0.000344,YES,YES,YES,YES,YES,0.000000,0.000053,0.000027,0.000026,0.000029,YES,YES,YES,YES,YES,0.002215,0.002327,0.002378,0.002378,0.015383,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,No Data,No Data,No Data,No Data,No Data,0.873372,No Data,0.849575,0.733257,1.043896,No Data,
1,tsukubaSet,DOUBLE,16,8,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,1,1,32 x 3,32 x 1,32 x 1,32 x 1,16 x 1,256 x 1,256 x 1,128 x 1,32 x 2,16 x 1,32 x 3,32 x 3,16 x 1,32 x 4,16 x 1,256 x 1,32 x 2,32 x 1,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,384,288,0.000001,0.000042,0.000081,0.000036,0.000029,0.000024,YES,YES,YES,YES,YES,0.000171,0.000011,0.000011,0.001601,0.000464,0.000464,YES,0.000140,0.000000,0.002436,0.000303,0.000946,0.000284,0.000126,0.000122,0.000121,YES,YES,YES,YES,YES,0.000000,0.000296,0.000093,0.000042,0.000033,YES,YES,YES,YES,YES,0.002463,0.002769,0.002933,0.002933,0.201589,,1.490207,1.490207,0.399143,0.222937,0.073667,0.023248,,1.490623,1.490623,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,No Data,No Data,No Data,No Data,No Data,0.724010,No Data,1.257461,0.605257,1.018685,3.039079,
1,tsukubaSet,DOUBLE,16,8,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,1,1,128 x 4,128 x 1,32 x 1,16 x 1,16 x 1,16 x 1,64 x 1,64 x 1,32 x 8,16 x 1,16 x 1,128 x 1,16 x 1,32 x 1,16 x 1,16 x 1,64 x 1,32 x 1,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,384,288,0.000001,0.000044,0.000082,0.000036,0.000029,0.000025,YES,YES,YES,YES,YES,0.000172,0.000012,0.000011,0.007576,0.000468,0.000468,YES,0.000140,0.000000,0.008429,0.000301,0.004446,0.001232,0.000688,0.000607,0.000599,YES,YES,YES,YES,YES,0.000000,0.000295,0.000093,0.000044,0.000034,YES,YES,YES,YES,YES,0.008457,0.008749,0.008913,0.008913,0.204108,,1.490207,1.490207,0.399143,0.222937,0.073667,0.023248,,1.490623,1.490623,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,No Data,No Data,No Data,No Data,No Data,0.649742,No Data,0.664450,0.601526,1.019309,No Data,
2,venus,DOUBLE,16,8,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,1,1,64 x 4,64 x 1,32 x 1,32 x 2,64 x 1,128 x 1,64 x 1,32 x 5,128 x 1,128 x 1,16 x 1,32 x 4,16 x 1,16 x 1,128 x 1,64 x 1,128 x 1,32 x 6,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,434,383,0.000001,0.000086,0.000141,0.000056,0.000035,0.000032,YES,YES,YES,YES,YES,0.000264,0.000012,0.000012,0.003309,0.000860,0.000859,YES,0.000260,0.000000,0.004793,0.000428,0.002168,0.000619,0.000216,0.000150,0.000151,YES,YES,YES,YES,YES,0.000000,0.000581,0.000176,0.000065,0.000038,YES,YES,YES,YES,YES,0.004818,0.005251,0.005490,0.005490,0.492917,,0.446534,0.446534,0.883962,0.025249,0.013987,0.005102,,0.446589,0.446589,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,No Data,No Data,No Data,No Data,No Data,0.628995,No Data,1.095288,0.882607,1.024941,3.014442,
2,venus,DOUBLE,16,8,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,1,1,64 x 8,16 x 1,32 x 1,16 x 1,16 x 1,16 x 1,16 x 1,32 x 8,128 x 4,16 x 1,16 x 1,16 x 1,16 x 1,16 x 1,256 x 1,256 x 1,256 x 1,32 x 8,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,434,383,0.000001,0.000088,0.000142,0.000055,0.000034,0.000031,YES,YES,YES,YES,YES,0.000262,0.000013,0.000013,0.014363,0.000867,0.000866,YES,0.000265,0.000000,0.015859,0.000426,0.009209,0.002464,0.001143,0.000772,0.000773,YES,YES,YES,YES,YES,0.000000,0.000581,0.000176,0.000065,0.000042,YES,YES,YES,YES,YES,0.015891,0.016331,0.016548,0.016548,0.482615,,0.446534,0.446534,0.883962,0.025249,0.013987,0.005102,,0.446589,0.446589,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,No Data,No Data,No Data,No Data,No Data,0.621446,No Data,0.569006,0.895869,1.014733,No Data,
3,barn1,DOUBLE,16,8,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,1,1,64 x 2,256 x 1,32 x 1,128 x 2,64 x 1,16 x 1,64 x 1,32 x 5,32 x 5,128 x 2,32 x 1,32 x 2,16 x 1,128 x 1,64 x 4,64 x 1,128 x 1,32 x 4,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,432,381,0.000001,0.000115,0.000202,0.000076,0.000045,0.000041,YES,YES,YES,YES,YES,0.000365,0.000013,0.000013,0.012854,0.001344,0.001343,YES,0.000393,0.000000,0.015085,0.000433,0.008915,0.002524,0.000723,0.000375,0.000304,YES,YES,YES,YES,YES,0.000000,0.000931,0.000257,0.000092,0.000063,YES,YES,YES,YES,YES,0.015112,0.015545,0.015775,0.015775,0.778830,,0.500125,0.500125,0.850211,0.039127,0.025742,0.003682,,0.500357,0.500357,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,No Data,No Data,No Data,No Data,No Data,0.383229,No Data,0.775708,0.823060,1.020195,1.718673,
3,barn1,DOUBLE,16,8,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,1,1,64 x 5,256 x 1,32 x 1,128 x 2,256 x 1,16 x 1,256 x 1,32 x 16,64 x 7,16 x 1,16 x 1,32 x 1,16 x 1,128 x 1,64 x 4,256 x 1,16 x 1,256 x 1,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,432,381,0.000001,0.000118,0.000204,0.000075,0.000043,0.000039,YES,YES,YES,YES,YES,0.000362,0.000014,0.000013,0.024195,0.001338,0.001338,YES,0.000394,0.000000,0.026421,0.000422,0.015783,0.004213,0.001872,0.001207,0.001113,YES,YES,YES,YES,YES,0.000000,0.000922,0.000258,0.000094,0.000063,YES,YES,YES,YES,YES,0.026454,0.026877,0.027112,0.027112,0.790123,,0.500125,0.500125,0.850211,0.039127,0.025742,0.003682,,0.500357,0.500357,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,No Data,No Data,No Data,No Data,No Data,0.650480,No Data,0.586056,0.816296,1.013111,No Data,
4,conesQuarterSize,DOUBLE,16,8,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,1,1,32 x 6,32 x 1,16 x 1,128 x 1,32 x 5,16 x 1,32 x 1,64 x 3,128 x 1,64 x 1,256 x 1,256 x 1,16 x 1,128 x 1,64 x 4,128 x 1,32 x 1,32 x 1,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,450,375,0.000001,0.000266,0.000402,0.000132,0.000091,0.000076,YES,YES,YES,YES,YES,0.000701,0.000017,0.000016,0.047474,0.002755,0.002754,YES,0.000824,0.000000,0.052041,0.000465,0.034421,0.008574,0.002244,0.001268,0.000974,YES,YES,YES,YES,YES,0.000000,0.001935,0.000529,0.000167,0.000124,YES,YES,YES,YES,YES,0.052080,0.052546,0.052804,0.052804,1.719717,,2.345647,2.345647,0.790667,0.161689,0.112012,0.073831,,2.344841,2.344841,0.790726,0.161695,0.111479,0.073938,,0.009695,0.009695,0.004409,0.001061,0.000172,0.000172,No Data,No Data,No Data,No Data,No Data,0.456424,No Data,0.923829,0.763457,1.021173,1.101062,
4,conesQuarterSize,DOUBLE,16,8,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,1,1,32 x 10,64 x 1,16 x 1,128 x 4,32 x 5,16 x 1,256 x 1,32 x 1,32 x 14,16 x 1,16 x 1,64 x 1,16 x 1,256 x 2,128 x 4,64 x 1,16 x 1,256 x 1,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,450,375,0.000001,0.000265,0.000399,0.000132,0.000090,0.000075,YES,YES,YES,YES,YES,0.000698,0.000016,0.000015,0.052834,0.002742,0.002742,YES,0.000797,0.000000,0.057371,0.000465,0.034058,0.009394,0.004396,0.002828,0.002162,YES,YES,YES,YES,YES,0.000000,0.001923,0.000525,0.000166,0.000127,YES,YES,YES,YES,YES,0.057415,0.057900,0.058141,0.058141,1.730625,,2.345647,2.345647,0.790667,0.161689,0.112012,0.073831,,2.344841,2.344841,0.790726,0.161695,0.111479,0.073938,,0.009695,0.009695,0.004409,0.001061,0.000172,0.000172,No Data,No Data,No Data,No Data,No Data,0.667705,No Data,0.863659,0.754196,1.057164,No Data,
5,conesHalfSize,DOUBLE,16,8,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,32 x 5,64 x 2,16 x 1,256 x 1,128 x 2,32 x 2,16 x 1,32 x 1,64 x 3,128 x 1,128 x 1,128 x 1,16 x 1,32 x 4,128 x 2,256 x 1,128 x 1,32 x 1,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,900,750,0.000001,0.001973,0.003097,0.000777,0.000246,0.000162,YES,YES,YES,YES,YES,0.004283,0.000044,0.000044,0.493291,0.020045,0.020045,YES,0.006392,0.000001,0.526036,0.001871,0.367367,0.092778,0.023298,0.006154,0.003620,YES,YES,YES,YES,YES,0.000000,0.014793,0.003858,0.001069,0.000313,YES,YES,YES,YES,YES,0.526081,0.527964,0.528731,0.528731,15.074074,,4.299231,4.299231,0.691790,0.196993,0.147836,0.107584,,4.300188,4.300188,0.691908,0.197144,0.147879,0.107778,,0.008970,0.008970,0.005569,0.000517,0.000154,0.000055,No Data,No Data,No Data,No Data,No Data,0.434954,No Data,0.858901,0.652436,1.006782,0.782241,
5,conesHalfSize,DOUBLE,16,8,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,128 x 1,64 x 2,16 x 1,32 x 1,256 x 2,32 x 4,16 x 1,32 x 1,32 x 1,32 x 14,64 x 2,16 x 1,16 x 1,32 x 4,128 x 1,64 x 4,16 x 1,32 x 1,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,900,750,0.000001,0.001959,0.003157,0.000777,0.000248,0.000160,YES,YES,YES,YES,YES,0.004346,0.000044,0.000044,0.378127,0.020046,0.020045,YES,0.006406,0.000001,0.410941,0.001873,0.271326,0.071096,0.019416,0.009982,0.006288,YES,YES,YES,YES,YES,0.000000,0.014809,0.003848,0.001060,0.000326,YES,YES,YES,YES,YES,0.410995,0.412812,0.413595,0.413595,14.850678,,4.299231,4.299231,0.691790,0.196993,0.147836,0.107584,,4.300188,4.300188,0.691908,0.197144,0.147879,0.107778,,0.008970,0.008970,0.005569,0.000517,0.000154,0.000055,No Data,No Data,No Data,No Data,No Data,0.643665,No Data,1.107530,0.659216,1.033456,No Data,
6,conesFullSizeCropped,DOUBLE,16,8,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,32 x 6,32 x 2,32 x 1,256 x 1,128 x 2,32 x 4,16 x 1,64 x 1,64 x 1,32 x 1,64 x 1,64 x 1,16 x 1,256 x 1,128 x 2,64 x 4,16 x 1,32 x 1,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,900,750,0.000001,0.004370,0.006145,0.001529,0.000477,0.000306,YES,YES,YES,YES,YES,0.008459,0.000084,0.000084,0.885298,0.040265,0.040263,YES,0.012510,0.000001,0.950977,0.001835,0.652155,0.169032,0.044419,0.012791,0.006857,YES,YES,YES,YES,YES,0.000000,0.029810,0.007716,0.002119,0.000620,YES,YES,YES,YES,YES,0.951021,0.952858,0.953616,0.953616,30.379061,,16.997606,16.997606,0.594434,0.318499,0.286207,0.266033,,17.044764,17.044764,0.594416,0.318496,0.286961,0.265836,,0.129079,0.129079,0.010578,0.006204,0.004348,0.001824,No Data,No Data,No Data,No Data,No Data,0.478814,No Data,0.974237,0.609337,1.016901,0.869506,
6,conesFullSizeCropped,DOUBLE,16,8,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,32 x 12,64 x 2,32 x 1,32 x 1,256 x 2,32 x 4,16 x 1,32 x 1,32 x 1,64 x 7,128 x 2,16 x 1,16 x 1,256 x 1,128 x 2,64 x 8,32 x 1,32 x 1,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,900,750,0.000001,0.004331,0.006287,0.001528,0.000479,0.000306,YES,YES,YES,YES,YES,0.008610,0.000084,0.000084,0.760625,0.040259,0.040257,YES,0.012543,0.000001,0.826472,0.001837,0.543194,0.143678,0.038843,0.020716,0.014233,YES,YES,YES,YES,YES,0.000000,0.029802,0.007716,0.002116,0.000618,YES,YES,YES,YES,YES,0.826529,0.828360,0.829175,0.829175,30.147968,,16.997606,16.997606,0.594434,0.318499,0.286207,0.266033,,17.044764,17.044764,0.594416,0.318496,0.286961,0.265836,,0.129079,0.129079,0.010578,0.006204,0.004348,0.001824,No Data,No Data,No Data,No Data,No Data,0.660954,No Data,1.131233,0.619319,1.032150,No Data,
0,tsukubaSetHalfSize,HALF,16,8,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,1,1,128 x 4,256 x 2,64 x 5,64 x 5,64 x 5,256 x 2,64 x 5,32 x 4,256 x 2,128 x 3,128 x 4,128 x 4,16 x 1,16 x 1,256 x 2,256 x 2,256 x 2,128 x 3,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,192,144,0.000000,0.000012,0.000021,0.000021,0.000020,0.000020,YES,YES,YES,YES,YES,0.000082,0.000009,0.000009,0.000496,0.000099,0.000099,YES,0.000015,0.000000,0.000720,0.000099,0.000102,0.000095,0.000098,0.000099,0.000099,YES,YES,YES,YES,YES,0.000000,0.000025,0.000025,0.000025,0.000024,YES,YES,YES,YES,YES,0.000747,0.000849,0.000896,0.000896,0.015384,,0.896934,0.896934,0.759440,0.119900,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003472,0.003472,0.002242,0.000362,0.000000,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,0.989441,0.794669,0.660679,1.026033,2.170118,
0,tsukubaSetHalfSize,HALF,16,8,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,1,1,64 x 3,32 x 3,64 x 1,64 x 1,32 x 1,64 x 1,16 x 1,32 x 4,16 x 1,16 x 1,32 x 2,32 x 8,16 x 1,128 x 1,32 x 2,256 x 2,32 x 2,32 x 8,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,192,144,0.000000,0.000012,0.000021,0.000021,0.000020,0.000020,YES,YES,YES,YES,YES,0.000083,0.000009,0.000009,0.001546,0.000098,0.000098,YES,0.000016,0.000000,0.001775,0.000101,0.000301,0.000306,0.000313,0.000315,0.000305,YES,YES,YES,YES,YES,0.000000,0.000025,0.000024,0.000025,0.000024,YES,YES,YES,YES,YES,0.001796,0.001896,0.001944,0.001944,0.015142,,0.896934,0.896934,0.759440,0.119900,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003472,0.003472,0.002242,0.000362,0.000000,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,1.068078,0.635061,0.681573,1.027055,No Data,
1,tsukubaSet,HALF,16,8,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,1,1,128 x 3,32 x 2,128 x 2,128 x 2,64 x 3,32 x 1,128 x 1,128 x 1,32 x 4,128 x 2,32 x 3,32 x 3,16 x 1,32 x 1,16 x 1,32 x 1,32 x 2,32 x 1,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,384,288,0.000001,0.000024,0.000033,0.000029,0.000024,0.000023,YES,YES,YES,YES,YES,0.000111,0.000011,0.000010,0.000972,0.000219,0.000219,YES,0.000066,0.000000,0.001404,0.000301,0.000429,0.000146,0.000124,0.000126,0.000129,YES,YES,YES,YES,YES,0.000000,0.000105,0.000044,0.000031,0.000038,YES,YES,YES,YES,YES,0.001435,0.001731,0.001890,0.001890,0.190378,,1.490307,1.490307,0.398953,0.223009,0.073712,0.023248,,1.490623,1.490623,0.399016,0.223054,0.073794,0.023266,,0.004494,0.004494,0.001890,0.000479,0.000326,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,1.123713,1.098019,0.657970,1.027128,2.453092,
