Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory Optimization Level,Indexing Optimization Level,Run Success,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Time init settings malloc (3 timings),Level 0 Data Costs (3 timings),Level 1 Data Costs (3 timings),Level 2 Data Costs (3 timings),Level 3 Data Costs (3 timings),Level 4 Data Costs (3 timings),Level 5 Data Costs (No timings) ,Level 6 Data Costs (No timings) ,Level 7 Data Costs (No timings) ,Level 8 Data Costs (No timings) ,Level 9 Data Costs (No timings) ,Total time get data costs after bottom level (3 timings),Time to init message values (3 timings),Time to init message values (kernel portion only) (3 timings),Total time BP Iters (3 timings),Total time Copy Data (3 timings),Total time Copy Data (kernel portion only) (3 timings),Total time Copy Data (memory management portion only) (No timings) ,Time get output disparity (3 timings),Time final free (3 timings),Total timed (3 timings),Smoothing Runtime (3 timings),Level 0 BP Runtime (3 timings),Level 1 BP Runtime (3 timings),Level 2 BP Runtime (3 timings),Level 3 BP Runtime (3 timings),Level 4 BP Runtime (3 timings),Level 5 BP Runtime (No timings) ,Level 6 BP Runtime (No timings) ,Level 7 BP Runtime (No timings) ,Level 8 BP Runtime (No timings) ,Level 9 BP Runtime (No timings) ,Level 0 Copy Runtime (3 timings),Level 1 Copy Runtime (3 timings),Level 2 Copy Runtime (3 timings),Level 3 Copy Runtime (3 timings),Level 4 Copy Runtime (3 timings),Level 5 Copy Runtime (No timings) ,Level 6 Copy Runtime (No timings) ,Level 7 Copy Runtime (No timings) ,Level 8 Copy Runtime (No timings) ,Level 9 Copy Runtime (No timings) ,Total BP Runtime (3 timings),Total Runtime not including data transfer time (3 timings),Total runtime including data transfer time (3 timings),Median Optimized Runtime (including transfer time),Average Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated disparity count (known at compile-time) - FLOAT,Speedup over AVX256 CPU vectorization - FLOAT,Speedup using CPU vectorization - FLOAT,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated disparity count (known at compile-time) - All Runs,
5,conesHalfSize,FLOAT,16,64,16,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,900,750,0.000001,0.028955,0.036841,0.008197,0.001785,0.000266,No timings,No timings,No timings,No timings,No timings,0.047135,0.000301,0.000299,0.789259,0.191568,0.191564,No timings,0.076087,0.000001,1.146849,0.000278,0.620451,0.136153,0.028331,0.002913,0.000660,No timings,No timings,No timings,No timings,No timings,0.000000,0.141588,0.036015,0.011818,0.002247,No timings,No timings,No timings,No timings,No timings,1.146886,1.147107,1.147332,1.147332,7.735181,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.199464,1.320810,No Data,1.029867,0.987555,1.105934,1.387231,0.509123,1.869212,0.199464,1.320810,1.029867,0.987555,
5,conesHalfSize,FLOAT,16,64,16,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,900,750,0.000001,0.027468,0.035108,0.007524,0.001805,0.000259,No timings,No timings,No timings,No timings,No timings,0.044700,0.000302,0.000300,0.792943,0.192115,0.192112,No timings,0.075038,0.000001,1.132565,0.000281,0.623852,0.137320,0.027569,0.003437,0.000724,No timings,No timings,No timings,No timings,No timings,0.000000,0.143171,0.036183,0.010881,0.001960,No timings,No timings,No timings,No timings,No timings,1.132606,1.132829,1.133053,1.133053,7.735181,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.204344,1.326032,No Data,1.068493,No Data,1.117572,1.548214,0.498836,1.829057,0.204344,1.326032,1.068493,No Data,
6,conesFullSizeCropped,FLOAT,16,64,16,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,900,750,0.000001,0.058690,0.080324,0.016454,0.003698,0.000623,No timings,No timings,No timings,No timings,No timings,0.101055,0.000675,0.000674,1.658889,0.416311,0.416306,No timings,0.160005,0.000001,2.395277,0.000296,1.290723,0.287182,0.064850,0.012751,0.001464,No timings,No timings,No timings,No timings,No timings,0.000000,0.299580,0.077409,0.034080,0.005544,No timings,No timings,No timings,No timings,No timings,2.395317,2.395639,2.395863,2.395863,15.308831,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.196198,1.220152,No Data,1.065158,1.007468,1.092588,1.380797,0.516231,1.915597,0.196198,1.220152,1.065158,1.007468,
6,conesFullSizeCropped,FLOAT,16,64,16,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,900,750,0.000001,0.055862,0.078275,0.015299,0.003527,0.000608,No timings,No timings,No timings,No timings,No timings,0.097755,0.000624,0.000622,1.667463,0.425052,0.425048,No timings,0.161121,0.000001,2.413168,0.000316,1.292719,0.290504,0.069360,0.013317,0.001616,No timings,No timings,No timings,No timings,No timings,0.000000,0.296876,0.087192,0.035351,0.005434,No timings,No timings,No timings,No timings,No timings,2.413208,2.413524,2.413755,2.413755,15.308831,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.196356,1.215664,No Data,1.053200,No Data,1.064764,1.436894,0.499953,1.974506,0.196356,1.215664,1.053200,No Data,
0,tsukubaSetHalfSize,DOUBLE,16,64,16,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,192,144,0.000000,0.000030,0.000019,0.000005,0.000004,0.000004,No timings,No timings,No timings,No timings,No timings,0.000031,0.000004,0.000003,0.000422,0.000102,0.000102,No timings,0.000023,0.000000,0.000604,0.000005,0.000264,0.000074,0.000028,0.000035,0.000020,No timings,No timings,No timings,No timings,No timings,0.000000,0.000056,0.000026,0.000011,0.000009,No timings,No timings,No timings,No timings,No timings,0.000621,0.000626,0.000635,0.000635,0.010802,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.647206,No Data,1.131972,1.027965,0.996889,4.161762,
0,tsukubaSetHalfSize,DOUBLE,16,64,16,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,192,144,0.000000,0.000028,0.000013,0.000005,0.000004,0.000003,No timings,No timings,No timings,No timings,No timings,0.000025,0.000004,0.000004,0.002413,0.000089,0.000089,No timings,0.000042,0.000000,0.002608,0.000004,0.001756,0.000453,0.000122,0.000056,0.000024,No timings,No timings,No timings,No timings,No timings,0.000000,0.000054,0.000018,0.000009,0.000008,No timings,No timings,No timings,No timings,No timings,0.002627,0.002635,0.002643,0.002643,0.010802,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.613362,No Data,0.764273,1.044240,1.207675,No Data,
1,tsukubaSet,DOUBLE,16,64,16,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,384,288,0.000001,0.000653,0.000587,0.000083,0.000014,0.000008,No timings,No timings,No timings,No timings,No timings,0.000757,0.000017,0.000016,0.020131,0.006391,0.006390,No timings,0.002523,0.000001,0.030917,0.000081,0.018849,0.000963,0.000180,0.000074,0.000076,No timings,No timings,No timings,No timings,No timings,0.000000,0.005421,0.000753,0.000166,0.000063,No timings,No timings,No timings,No timings,No timings,0.030959,0.031041,0.031081,0.031081,0.081767,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.286602,No Data,0.118662,1.492195,0.942978,1.048051,
1,tsukubaSet,DOUBLE,16,64,16,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,384,288,0.000000,0.000639,0.000490,0.000077,0.000015,0.000008,No timings,No timings,No timings,No timings,No timings,0.000591,0.000016,0.000016,0.021676,0.006015,0.006014,No timings,0.002630,0.000000,0.032446,0.000048,0.018167,0.002728,0.000663,0.000223,0.000118,No timings,No timings,No timings,No timings,No timings,0.000000,0.005010,0.000762,0.000177,0.000064,No timings,No timings,No timings,No timings,No timings,0.032486,0.032534,0.032574,0.032574,0.081767,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.368609,No Data,0.181818,1.501527,0.974512,No Data,
2,venus,DOUBLE,16,64,16,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,434,383,0.000000,0.001821,0.002079,0.000304,0.000028,0.000009,No timings,No timings,No timings,No timings,No timings,0.002430,0.000021,0.000020,0.050169,0.013735,0.013734,No timings,0.005831,0.000001,0.074416,0.000144,0.044909,0.004574,0.000428,0.000156,0.000144,No timings,No timings,No timings,No timings,No timings,0.000000,0.011216,0.001995,0.000435,0.000120,No timings,No timings,No timings,No timings,No timings,0.074456,0.074536,0.074594,0.074594,0.277272,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.409775,No Data,0.080606,1.569043,0.958043,0.985069,
2,venus,DOUBLE,16,64,16,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,434,383,0.000000,0.001811,0.002118,0.000278,0.000026,0.000009,No timings,No timings,No timings,No timings,No timings,0.002432,0.000023,0.000022,0.049217,0.013997,0.013995,No timings,0.005701,0.000001,0.073299,0.000076,0.042383,0.005324,0.001002,0.000325,0.000183,No timings,No timings,No timings,No timings,No timings,0.000000,0.011436,0.001991,0.000458,0.000106,No timings,No timings,No timings,No timings,No timings,0.073344,0.073420,0.073480,0.073480,0.277272,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.464675,No Data,0.128144,1.559335,1.037272,No Data,
3,barn1,DOUBLE,16,64,16,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,432,381,0.000000,0.002979,0.004142,0.000483,0.000063,0.000009,No timings,No timings,No timings,No timings,No timings,0.004687,0.000029,0.000027,0.077320,0.021500,0.021498,No timings,0.008711,0.000001,0.115293,0.000066,0.065234,0.010335,0.001221,0.000301,0.000218,No timings,No timings,No timings,No timings,No timings,0.000000,0.016955,0.003645,0.000747,0.000165,No timings,No timings,No timings,No timings,No timings,0.115327,0.115393,0.115446,0.115446,0.447872,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.456861,No Data,0.105996,1.431267,1.016165,1.017661,
3,barn1,DOUBLE,16,64,16,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,432,381,0.000000,0.002989,0.004152,0.000537,0.000080,0.000014,No timings,No timings,No timings,No timings,No timings,0.004830,0.000039,0.000038,0.078577,0.022259,0.022257,No timings,0.008610,0.000001,0.117303,0.000083,0.065474,0.011017,0.001494,0.000391,0.000255,No timings,No timings,No timings,No timings,No timings,0.000000,0.017603,0.003774,0.000711,0.000169,No timings,No timings,No timings,No timings,No timings,0.117345,0.117427,0.117485,0.117485,0.447872,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.443434,No Data,0.135244,1.440087,1.013739,No Data,
