Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory Optimization Level,Indexing Optimization Level,Run Success,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Time init settings malloc (3 timings),Level 0 Data Costs (3 timings),Level 1 Data Costs (3 timings),Level 2 Data Costs (3 timings),Level 3 Data Costs (3 timings),Level 4 Data Costs (3 timings),Level 5 Data Costs (No timings) ,Level 6 Data Costs (No timings) ,Level 7 Data Costs (No timings) ,Level 8 Data Costs (No timings) ,Level 9 Data Costs (No timings) ,Total time get data costs after bottom level (3 timings),Time to init message values (3 timings),Time to init message values (kernel portion only) (3 timings),Total time BP Iters (3 timings),Total time Copy Data (3 timings),Total time Copy Data (kernel portion only) (3 timings),Total time Copy Data (memory management portion only) (No timings) ,Time get output disparity (3 timings),Time final free (3 timings),Total timed (3 timings),Smoothing Runtime (3 timings),Level 0 BP Runtime (3 timings),Level 1 BP Runtime (3 timings),Level 2 BP Runtime (3 timings),Level 3 BP Runtime (3 timings),Level 4 BP Runtime (3 timings),Level 5 BP Runtime (No timings) ,Level 6 BP Runtime (No timings) ,Level 7 BP Runtime (No timings) ,Level 8 BP Runtime (No timings) ,Level 9 BP Runtime (No timings) ,Level 0 Copy Runtime (3 timings),Level 1 Copy Runtime (3 timings),Level 2 Copy Runtime (3 timings),Level 3 Copy Runtime (3 timings),Level 4 Copy Runtime (3 timings),Level 5 Copy Runtime (No timings) ,Level 6 Copy Runtime (No timings) ,Level 7 Copy Runtime (No timings) ,Level 8 Copy Runtime (No timings) ,Level 9 Copy Runtime (No timings) ,Total BP Runtime (3 timings),Total Runtime not including data transfer time (3 timings),Total runtime including data transfer time (3 timings),Median Optimized Runtime (including transfer time),Average Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated disparity count (known at compile-time) - FLOAT,Speedup over AVX256 CPU vectorization - FLOAT,Speedup using CPU vectorization - FLOAT,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated disparity count (known at compile-time) - All Runs,
4,conesQuarterSize,DOUBLE,16,64,16,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,450,375,0.000000,0.006834,0.009138,0.002207,0.000274,0.000023,No timings,No timings,No timings,No timings,No timings,0.011645,0.000062,0.000061,0.167449,0.050330,0.050329,No timings,0.017004,0.000002,0.256009,0.000078,0.132549,0.030784,0.002660,0.000563,0.000590,No timings,No timings,No timings,No timings,No timings,0.000000,0.038101,0.010158,0.001817,0.000328,No timings,No timings,No timings,No timings,No timings,0.256044,0.256122,0.256178,0.256178,0.938076,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.471313,No Data,0.190422,1.399599,0.998968,0.993413,
4,conesQuarterSize,DOUBLE,16,64,16,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,450,375,0.000000,0.006860,0.009106,0.002218,0.000273,0.000025,No timings,No timings,No timings,No timings,No timings,0.011627,0.000067,0.000065,0.168887,0.049469,0.049465,No timings,0.016737,0.000001,0.254332,0.000067,0.133917,0.030046,0.003441,0.000814,0.000672,No timings,No timings,No timings,No timings,No timings,0.000000,0.037177,0.010170,0.001791,0.000327,No timings,No timings,No timings,No timings,No timings,0.254369,0.254436,0.254491,0.254491,0.938076,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.476464,No Data,0.197311,1.391391,1.009469,No Data,
5,conesHalfSize,DOUBLE,16,64,16,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,900,750,0.000001,0.063073,0.078962,0.018289,0.004694,0.000693,No timings,No timings,No timings,No timings,No timings,0.102663,0.000625,0.000624,1.526275,0.407275,0.407271,No timings,0.152703,0.000002,2.253109,0.000286,1.170610,0.274268,0.065277,0.011511,0.001384,No timings,No timings,No timings,No timings,No timings,0.000000,0.297858,0.078906,0.025209,0.005297,No timings,No timings,No timings,No timings,No timings,2.253148,2.253324,2.253545,2.253545,7.735181,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.509123,No Data,0.201517,1.271447,1.015637,1.007921,
5,conesHalfSize,DOUBLE,16,64,16,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,900,750,0.000001,0.063086,0.079096,0.018233,0.004666,0.000695,No timings,No timings,No timings,No timings,No timings,0.102735,0.000614,0.000612,1.556419,0.395324,0.395320,No timings,0.152939,0.000002,2.270820,0.000308,1.197739,0.278611,0.067057,0.011835,0.001620,No timings,No timings,No timings,No timings,No timings,0.000000,0.288273,0.076975,0.024764,0.005335,No timings,No timings,No timings,No timings,No timings,2.270861,2.271181,2.271395,2.271395,7.735181,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.498836,No Data,0.201669,1.265621,1.013431,No Data,
6,conesFullSizeCropped,DOUBLE,16,64,16,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,900,750,0.000001,0.125732,0.155950,0.036762,0.009172,0.001610,No timings,No timings,No timings,No timings,No timings,0.203882,0.001300,0.001299,3.173439,0.825151,0.825146,No timings,0.310844,0.000002,4.640473,0.000315,2.441026,0.556271,0.139361,0.030379,0.003587,No timings,No timings,No timings,No timings,No timings,0.000000,0.565822,0.160991,0.083758,0.014630,No timings,No timings,No timings,No timings,No timings,4.640515,4.640830,4.641066,4.641066,15.308831,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.516231,No Data,0.200180,1.209178,1.014566,1.040271,
6,conesFullSizeCropped,DOUBLE,16,64,16,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,900,750,0.000001,0.124966,0.155648,0.036758,0.008900,0.001585,No timings,No timings,No timings,No timings,No timings,0.202893,0.001311,0.001310,3.313539,0.846165,0.846160,No timings,0.311094,0.000002,4.827401,0.000310,2.571729,0.564067,0.141026,0.030803,0.003891,No timings,No timings,No timings,No timings,No timings,0.000000,0.579176,0.164707,0.088143,0.014134,No timings,No timings,No timings,No timings,No timings,4.827440,4.827751,4.827965,4.827965,15.308831,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.499953,No Data,0.194283,1.219636,0.991899,No Data,
0,tsukubaSetHalfSize,HALF,16,64,16,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,192,144,0.000000,0.000033,0.000021,0.000007,0.000004,0.000003,No timings,No timings,No timings,No timings,No timings,0.000034,0.000003,0.000003,0.000255,0.000074,0.000074,No timings,0.000012,0.000000,0.000412,0.000003,0.000148,0.000045,0.000020,0.000026,0.000014,No timings,No timings,No timings,No timings,No timings,0.000000,0.000038,0.000014,0.000012,0.000009,No timings,No timings,No timings,No timings,No timings,0.000427,0.000430,0.000439,0.000439,0.010802,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.935919,1.621134,0.940978,1.062232,3.428191,
0,tsukubaSetHalfSize,HALF,16,64,16,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,192,144,0.000000,0.000032,0.000020,0.000008,0.000006,0.000005,No timings,No timings,No timings,No timings,No timings,0.000038,0.000006,0.000006,0.001136,0.000096,0.000096,No timings,0.000022,0.000000,0.001344,0.000004,0.000754,0.000193,0.000087,0.000066,0.000027,No timings,No timings,No timings,No timings,No timings,0.000000,0.000036,0.000017,0.000023,0.000018,No timings,No timings,No timings,No timings,No timings,0.001366,0.001497,0.001506,0.001506,0.010802,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1.076774,0.820100,0.955430,0.984597,No Data,
1,tsukubaSet,HALF,16,64,16,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,384,288,0.000000,0.000212,0.000120,0.000032,0.000011,0.000006,No timings,No timings,No timings,No timings,No timings,0.000170,0.000011,0.000011,0.001717,0.000494,0.000494,No timings,0.000092,0.000000,0.002851,0.000021,0.001230,0.000267,0.000083,0.000068,0.000063,No timings,No timings,No timings,No timings,No timings,0.000000,0.000306,0.000108,0.000032,0.000029,No timings,No timings,No timings,No timings,No timings,0.002880,0.002901,0.002939,0.002939,0.081767,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,3.030364,0.705879,1.531942,0.959507,2.299830,
1,tsukubaSet,HALF,16,64,16,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,384,288,0.000000,0.000233,0.000148,0.000038,0.000012,0.000007,No timings,No timings,No timings,No timings,No timings,0.000207,0.000011,0.000011,0.005501,0.000520,0.000520,No timings,0.000094,0.000000,0.006669,0.000022,0.004002,0.000963,0.000279,0.000131,0.000124,No timings,No timings,No timings,No timings,No timings,0.000000,0.000343,0.000105,0.000030,0.000032,No timings,No timings,No timings,No timings,No timings,0.006700,0.006721,0.006760,0.006760,0.081767,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1.776104,0.424953,1.517058,0.964736,No Data,
2,venus,HALF,16,16,8,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX256,434,383,0.000001,0.000626,0.000290,0.000080,0.000034,0.000009,No timings,No timings,No timings,No timings,No timings,0.000411,0.000022,0.000022,0.006793,0.002971,0.002970,No timings,0.000613,0.000001,0.011456,0.000249,0.005195,0.001063,0.000288,0.000093,0.000060,No timings,No timings,No timings,No timings,No timings,0.000000,0.002356,0.000403,0.000124,0.000046,No timings,No timings,No timings,No timings,No timings,0.011501,0.011749,0.011821,0.011821,0.277272,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,2.585741,0.298484,1.587469,1.065745,1.349692,
2,venus,HALF,16,64,16,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,434,383,0.000001,0.000478,0.000312,0.000083,0.000024,0.000015,No timings,No timings,No timings,No timings,No timings,0.000435,0.000021,0.000021,0.010941,0.002458,0.002458,No timings,0.000665,0.000001,0.015571,0.000095,0.008194,0.001808,0.000521,0.000171,0.000235,No timings,No timings,No timings,No timings,No timings,0.000000,0.001766,0.000475,0.000146,0.000075,No timings,No timings,No timings,No timings,No timings,0.015619,0.015882,0.015955,0.015955,0.277272,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,2.140034,0.255368,1.587386,1.021899,No Data,
3,barn1,HALF,16,16,8,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX256,432,381,0.000000,0.000880,0.000519,0.000126,0.000031,0.000017,No timings,No timings,No timings,No timings,No timings,0.000686,0.000027,0.000026,0.014602,0.005906,0.005904,No timings,0.001630,0.000001,0.023637,0.000082,0.011903,0.001775,0.000428,0.000139,0.000070,No timings,No timings,No timings,No timings,No timings,0.000000,0.004833,0.000688,0.000204,0.000094,No timings,No timings,No timings,No timings,No timings,0.023680,0.023763,0.023826,0.023826,0.447872,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,2.213706,0.173241,1.437807,1.026813,1.164468,
3,barn1,HALF,16,16,8,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX256,432,381,0.000000,0.000741,0.000614,0.000144,0.000050,0.000011,No timings,No timings,No timings,No timings,No timings,0.000854,0.000014,0.000014,0.018340,0.005061,0.005060,No timings,0.001484,0.000001,0.027385,0.000079,0.014091,0.003145,0.000756,0.000232,0.000103,No timings,No timings,No timings,No timings,No timings,0.000000,0.004117,0.000677,0.000206,0.000100,No timings,No timings,No timings,No timings,No timings,0.027435,0.027686,0.027744,0.027744,0.447872,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1.877760,0.196761,1.439874,1.028806,No Data,
4,conesQuarterSize,HALF,16,16,8,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX256,450,375,0.000001,0.001530,0.001464,0.000278,0.000068,0.000020,No timings,No timings,No timings,No timings,No timings,0.001831,0.000026,0.000026,0.039104,0.013168,0.013166,No timings,0.003715,0.000001,0.059311,0.000080,0.033381,0.004240,0.000912,0.000270,0.000113,No timings,No timings,No timings,No timings,No timings,0.000000,0.010272,0.002221,0.000547,0.000140,No timings,No timings,No timings,No timings,No timings,0.059353,0.059431,0.059492,0.059492,0.938076,,2.331733,1.489175,0.790637,0.159644,0.111081,0.073665,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.024178,0.021308,0.007224,0.003224,0.000391,0.000385,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,2.029514,0.160946,1.405121,1.024794,1.018601,
4,conesQuarterSize,HALF,16,16,8,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX256,450,375,0.000001,0.001522,0.001577,0.000298,0.000070,0.000019,No timings,No timings,No timings,No timings,No timings,0.001951,0.000032,0.000031,0.040029,0.013291,0.013290,No timings,0.003730,0.000001,0.060416,0.000079,0.032669,0.005514,0.001282,0.000377,0.000149,No timings,No timings,No timings,No timings,No timings,0.000000,0.010390,0.002249,0.000535,0.000138,No timings,No timings,No timings,No timings,No timings,0.060458,0.060535,0.060599,0.060599,0.938076,,2.331733,1.489175,0.790637,0.159644,0.111081,0.073665,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.024178,0.021308,0.007224,0.003224,0.000391,0.000385,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,2.000957,0.184826,1.411517,1.026746,No Data,
5,conesHalfSize,HALF,16,64,16,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,900,750,0.000001,0.015725,0.018401,0.004035,0.000783,0.000137,No timings,No timings,No timings,No timings,No timings,0.023369,0.000213,0.000212,0.422025,0.115462,0.115459,No timings,0.036035,0.000001,0.613224,0.000318,0.334943,0.070344,0.014054,0.002238,0.000542,No timings,No timings,No timings,No timings,No timings,0.000000,0.084127,0.023306,0.006706,0.001358,No timings,No timings,No timings,No timings,No timings,0.613261,0.613579,0.613805,0.613805,7.735181,,4.300990,1.891431,0.691837,0.197150,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.005110,0.000486,0.000203,0.000089,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1.869212,0.187162,1.318702,1.130358,1.009236,
5,conesHalfSize,HALF,16,64,16,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,900,750,0.000001,0.014830,0.018408,0.004030,0.000791,0.000140,No timings,No timings,No timings,No timings,No timings,0.023338,0.000213,0.000212,0.411975,0.117280,0.117277,No timings,0.035796,0.000001,0.618902,0.000318,0.323836,0.069851,0.015111,0.002742,0.000678,No timings,No timings,No timings,No timings,No timings,0.000000,0.085953,0.023378,0.006700,0.001410,No timings,No timings,No timings,No timings,No timings,0.618942,0.619260,0.619474,0.619474,7.735181,,4.300990,1.891431,0.691837,0.197150,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.005110,0.000486,0.000203,0.000089,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1.829057,0.190058,1.321340,1.065422,No Data,
6,conesFullSizeCropped,HALF,16,64,16,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,900,750,0.000001,0.031643,0.035094,0.007657,0.001705,0.000330,No timings,No timings,No timings,No timings,No timings,0.044762,0.000437,0.000435,0.880400,0.223823,0.223819,No timings,0.067990,0.000001,1.250145,0.000316,0.685309,0.153747,0.035869,0.004962,0.001152,No timings,No timings,No timings,No timings,No timings,0.000000,0.157427,0.048030,0.015295,0.003043,No timings,No timings,No timings,No timings,No timings,1.250185,1.250502,1.250713,1.250713,15.308831,,17.005920,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.008030,0.005797,0.002902,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1.915597,0.204969,1.219629,1.143124,0.977410,
6,conesFullSizeCropped,HALF,16,64,16,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,900,750,0.000001,0.031730,0.035023,0.007671,0.001733,0.000333,No timings,No timings,No timings,No timings,No timings,0.044761,0.000438,0.000436,0.853957,0.222107,0.222105,No timings,0.068617,0.000001,1.221840,0.000316,0.661745,0.148846,0.036989,0.005576,0.001264,No timings,No timings,No timings,No timings,No timings,0.000000,0.155845,0.047894,0.015374,0.003112,No timings,No timings,No timings,No timings,No timings,1.221883,1.222200,1.222460,1.222460,15.308831,,17.005920,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.008030,0.005797,0.002902,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1.974506,0.214454,1.219904,1.151643,No Data,

Speedup Results,Average Speedup,Median Speedup
Speedup relative to AMD Rome (48 Cores) - FLOAT,0.307501,0.196277
Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,1.34648,1.41248
Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,0.497172,0.269245
Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,0.18078,0.196277
Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,1.01135,1.03672
Speedup w/ templated disparity count (known at compile-time) - FLOAT,1.46393,1.00747
Speedup over AVX256 CPU vectorization - FLOAT,1.10839,1.08484
Speedup using CPU vectorization - FLOAT,1.84413,1.67293
Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,1.01366,1.01145
Speedup w/ templated disparity count (known at compile-time) - DOUBLE,1.46488,1.01766
Speedup over AVX256 CPU vectorization - DOUBLE,1.14049,1.14515
Speedup using CPU vectorization - DOUBLE,1.64018,1.28205
Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,1.03322,1.01606
Speedup w/ templated disparity count (known at compile-time) - HALF,1.62407,1.25781
Speedup over AVX256 CPU vectorization - HALF,1.08441,1.01446
Speedup using CPU vectorization - HALF,3.7189,3.3435
Speedup relative to AMD Rome (48 Cores) - All Runs,0.329196,0.196559
Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,1.34684,1.40756
Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,1.0211,1.02335
Speedup w/ templated disparity count (known at compile-time) - All Runs,1.51894,1.0186
Speedup using half-precision relative to float,1.9468,1.94505
Speedup using double-precision relative to float (actually slowdown),0.475889,0.473888
