Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory Optimization Level,Indexing Optimization Level,Run Success,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Time init settings malloc (3 timings),Level 0 Data Costs (3 timings),Level 1 Data Costs (3 timings),Level 2 Data Costs (3 timings),Level 3 Data Costs (3 timings),Level 4 Data Costs (3 timings),Level 5 Data Costs (No timings) ,Level 6 Data Costs (No timings) ,Level 7 Data Costs (No timings) ,Level 8 Data Costs (No timings) ,Level 9 Data Costs (No timings) ,Total time get data costs after bottom level (3 timings),Time to init message values (3 timings),Time to init message values (kernel portion only) (3 timings),Total time BP Iters (3 timings),Total time Copy Data (3 timings),Total time Copy Data (kernel portion only) (3 timings),Total time Copy Data (memory management portion only) (No timings) ,Time get output disparity (3 timings),Time final free (3 timings),Total timed (3 timings),Smoothing Runtime (3 timings),Level 0 BP Runtime (3 timings),Level 1 BP Runtime (3 timings),Level 2 BP Runtime (3 timings),Level 3 BP Runtime (3 timings),Level 4 BP Runtime (3 timings),Level 5 BP Runtime (No timings) ,Level 6 BP Runtime (No timings) ,Level 7 BP Runtime (No timings) ,Level 8 BP Runtime (No timings) ,Level 9 BP Runtime (No timings) ,Level 0 Copy Runtime (3 timings),Level 1 Copy Runtime (3 timings),Level 2 Copy Runtime (3 timings),Level 3 Copy Runtime (3 timings),Level 4 Copy Runtime (3 timings),Level 5 Copy Runtime (No timings) ,Level 6 Copy Runtime (No timings) ,Level 7 Copy Runtime (No timings) ,Level 8 Copy Runtime (No timings) ,Level 9 Copy Runtime (No timings) ,Total BP Runtime (3 timings),Total Runtime not including data transfer time (3 timings),Total runtime including data transfer time (3 timings),Median Optimized Runtime (including transfer time),Average Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated disparity count (known at compile-time) - FLOAT,Speedup over AVX256 CPU vectorization - FLOAT,Speedup using CPU vectorization - FLOAT,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated disparity count (known at compile-time) - All Runs,
3,barn1,DOUBLE,16,64,16,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,432,381,0.000000,0.002887,0.004641,0.000545,0.000078,0.000014,No timings,No timings,No timings,No timings,No timings,0.005279,0.000039,0.000038,0.076584,0.021946,0.021943,No timings,0.008595,0.000001,0.116521,0.000075,0.064360,0.010951,0.000844,0.000228,0.000199,No timings,No timings,No timings,No timings,No timings,0.000000,0.017231,0.003841,0.000703,0.000168,No timings,No timings,No timings,No timings,No timings,0.116564,0.116640,0.116695,0.116695,0.459102,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.442924,No Data,0.104861,1.396256,0.981421,0.992728,
3,barn1,DOUBLE,16,64,16,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,432,381,0.000000,0.002908,0.004077,0.000536,0.000077,0.000014,No timings,No timings,No timings,No timings,No timings,0.004705,0.000039,0.000038,0.077334,0.022134,0.022132,No timings,0.008516,0.000001,0.115672,0.000074,0.064700,0.010594,0.001289,0.000379,0.000241,No timings,No timings,No timings,No timings,No timings,0.000000,0.017526,0.003716,0.000711,0.000180,No timings,No timings,No timings,No timings,No timings,0.115716,0.115791,0.115846,0.115846,0.459102,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.474694,No Data,0.137157,1.404860,1.000241,No Data,
4,conesQuarterSize,DOUBLE,16,64,16,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,450,375,0.000000,0.006257,0.009007,0.002078,0.000259,0.000033,No timings,No timings,No timings,No timings,No timings,0.011389,0.000076,0.000075,0.179289,0.057845,0.057842,No timings,0.019186,0.000001,0.270861,0.000075,0.145450,0.032998,0.002296,0.000408,0.000468,No timings,No timings,No timings,No timings,No timings,0.000000,0.041192,0.012524,0.002271,0.000329,No timings,No timings,No timings,No timings,No timings,0.270910,0.271198,0.271262,0.271262,0.947107,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.468765,No Data,0.179834,1.386254,0.931005,1.104251,
4,conesQuarterSize,DOUBLE,16,64,16,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,450,375,0.000000,0.008949,0.011004,0.002105,0.000302,0.000033,No timings,No timings,No timings,No timings,No timings,0.014365,0.000105,0.000103,0.198793,0.059263,0.059261,No timings,0.017879,0.000001,0.299355,0.000080,0.150217,0.040753,0.006612,0.000673,0.000616,No timings,No timings,No timings,No timings,No timings,0.000000,0.041144,0.013939,0.002003,0.000399,No timings,No timings,No timings,No timings,No timings,0.299402,0.299482,0.299541,0.299541,0.947107,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.416072,No Data,0.167635,1.378124,0.896284,No Data,
5,conesHalfSize,DOUBLE,16,64,16,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,900,750,0.000001,0.065397,0.078048,0.017410,0.004490,0.000645,No timings,No timings,No timings,No timings,No timings,0.100620,0.000628,0.000626,1.562122,0.415519,0.415515,No timings,0.154606,0.000001,2.299017,0.000431,1.188651,0.277772,0.075305,0.012213,0.001045,No timings,No timings,No timings,No timings,No timings,0.000000,0.303919,0.079316,0.026667,0.005613,No timings,No timings,No timings,No timings,No timings,2.299068,2.308647,2.308889,2.308889,8.159192,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.511640,No Data,0.196687,1.205373,1.041780,0.989048,
5,conesHalfSize,DOUBLE,16,64,16,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,900,750,0.000001,0.063254,0.078956,0.018221,0.004701,0.000696,No timings,No timings,No timings,No timings,No timings,0.102577,0.000635,0.000633,1.562568,0.398077,0.398074,No timings,0.153053,0.000001,2.283023,0.000314,1.199131,0.279767,0.066784,0.011765,0.001648,No timings,No timings,No timings,No timings,No timings,0.000000,0.291524,0.077048,0.025458,0.005397,No timings,No timings,No timings,No timings,No timings,2.283063,2.283391,2.283602,2.283602,8.159192,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.516475,No Data,0.200591,1.199850,1.073261,No Data,
6,conesFullSizeCropped,DOUBLE,16,64,16,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,900,750,0.000001,0.127299,0.159357,0.036518,0.009064,0.001629,No timings,No timings,No timings,No timings,No timings,0.206656,0.001271,0.001269,3.194810,0.837724,0.837720,No timings,0.312643,0.000001,4.678547,0.000276,2.454588,0.564348,0.138751,0.030086,0.003568,No timings,No timings,No timings,No timings,No timings,0.000000,0.580349,0.160419,0.082500,0.014492,No timings,No timings,No timings,No timings,No timings,4.678591,4.678904,4.679161,4.679161,15.247163,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.524137,No Data,0.198550,1.214068,1.019519,1.022470,
6,conesFullSizeCropped,DOUBLE,16,64,16,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,900,750,0.000001,0.126536,0.157606,0.034782,0.007850,0.001544,No timings,No timings,No timings,No timings,No timings,0.202079,0.001365,0.001363,3.270398,0.833849,0.833845,No timings,0.308327,0.000001,4.783719,0.000323,2.524612,0.564481,0.141188,0.030828,0.004092,No timings,No timings,No timings,No timings,No timings,0.000000,0.578040,0.163306,0.074456,0.016007,No timings,No timings,No timings,No timings,No timings,4.783762,4.784092,4.784300,4.784300,15.247163,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.532176,No Data,0.196056,1.224569,1.012225,No Data,
0,tsukubaSetHalfSize,HALF,16,16,8,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX256,192,144,0.000000,0.000029,0.000018,0.000007,0.000005,0.000004,No timings,No timings,No timings,No timings,No timings,0.000035,0.000006,0.000006,0.000291,0.000085,0.000084,No timings,0.000018,0.000000,0.000463,0.000004,0.000176,0.000054,0.000024,0.000018,0.000018,No timings,No timings,No timings,No timings,No timings,0.000000,0.000034,0.000016,0.000017,0.000018,No timings,No timings,No timings,No timings,No timings,0.000479,0.000486,0.000494,0.000494,0.010860,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.844416,1.442422,0.935919,1.004368,3.177572,
0,tsukubaSetHalfSize,HALF,16,16,8,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX256,192,144,0.000000,0.000030,0.000019,0.000007,0.000005,0.000004,No timings,No timings,No timings,No timings,No timings,0.000036,0.000007,0.000006,0.001256,0.000090,0.000090,No timings,0.000031,0.000000,0.001453,0.000004,0.000888,0.000220,0.000073,0.000033,0.000025,No timings,No timings,No timings,No timings,No timings,0.000000,0.000034,0.000016,0.000019,0.000019,No timings,No timings,No timings,No timings,No timings,0.001473,0.001560,0.001569,0.001569,0.010860,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.901767,0.787246,0.950293,0.943926,No Data,
1,tsukubaSet,HALF,16,64,16,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,384,288,0.000000,0.000212,0.000140,0.000032,0.000011,0.000007,No timings,No timings,No timings,No timings,No timings,0.000192,0.000013,0.000013,0.001686,0.000486,0.000486,No timings,0.000085,0.000000,0.002651,0.000021,0.001171,0.000283,0.000086,0.000068,0.000071,No timings,No timings,No timings,No timings,No timings,0.000000,0.000306,0.000090,0.000031,0.000028,No timings,No timings,No timings,No timings,No timings,0.002680,0.003079,0.003118,0.003118,0.083725,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,2.508722,0.665430,1.496123,0.991760,2.330834,
1,tsukubaSet,HALF,16,64,16,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,384,288,0.000000,0.000230,0.000145,0.000038,0.000012,0.000008,No timings,No timings,No timings,No timings,No timings,0.000203,0.000014,0.000014,0.006128,0.000496,0.000495,No timings,0.000089,0.000000,0.007177,0.000028,0.004606,0.000973,0.000267,0.000128,0.000121,No timings,No timings,No timings,No timings,No timings,0.000000,0.000323,0.000102,0.000032,0.000031,No timings,No timings,No timings,No timings,No timings,0.007208,0.007227,0.007268,0.007268,0.083725,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1.613722,0.395274,1.481587,1.185741,No Data,
2,venus,HALF,16,64,16,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,434,383,0.000000,0.000873,0.000602,0.000151,0.000036,0.000010,No timings,No timings,No timings,No timings,No timings,0.000797,0.000009,0.000009,0.008943,0.003339,0.003338,No timings,0.000785,0.000000,0.015261,0.000067,0.006831,0.001388,0.000361,0.000136,0.000207,No timings,No timings,No timings,No timings,No timings,0.000000,0.002553,0.000592,0.000152,0.000047,No timings,No timings,No timings,No timings,No timings,0.015310,0.015377,0.015439,0.015439,0.285591,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,2.009928,0.228542,1.541227,1.102186,1.274952,
2,venus,HALF,16,64,16,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,434,383,0.000001,0.000485,0.001101,0.000092,0.000031,0.000020,No timings,No timings,No timings,No timings,No timings,0.001233,0.000037,0.000036,0.013773,0.002683,0.002682,No timings,0.000623,0.000001,0.019348,0.000093,0.010523,0.001843,0.000503,0.000168,0.000234,No timings,No timings,No timings,No timings,No timings,0.000000,0.001904,0.000470,0.000141,0.000087,No timings,No timings,No timings,No timings,No timings,0.019398,0.019621,0.019684,0.019684,0.285591,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1.808253,0.206992,1.541147,0.996169,No Data,
3,barn1,HALF,16,64,16,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,432,381,0.000000,0.001162,0.000672,0.000169,0.000051,0.000017,No timings,No timings,No timings,No timings,No timings,0.000898,0.000011,0.000010,0.014273,0.005985,0.005983,No timings,0.001716,0.000001,0.024348,0.000054,0.011491,0.001760,0.000466,0.000153,0.000239,No timings,No timings,No timings,No timings,No timings,0.000000,0.004911,0.000826,0.000233,0.000058,No timings,No timings,No timings,No timings,No timings,0.024391,0.024445,0.024508,0.024508,0.459102,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,2.108987,0.168417,1.402636,1.222061,1.331285,
3,barn1,HALF,16,16,8,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX256,432,381,0.000000,0.000755,0.000641,0.000145,0.000031,0.000024,No timings,No timings,No timings,No timings,No timings,0.001453,0.000039,0.000038,0.022150,0.006071,0.006069,No timings,0.001998,0.000000,0.032233,0.000237,0.015797,0.003143,0.002932,0.000230,0.000107,No timings,No timings,No timings,No timings,No timings,0.000000,0.004110,0.000733,0.000208,0.000091,No timings,No timings,No timings,No timings,No timings,0.032279,0.032566,0.032627,0.032627,0.459102,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1.685456,0.167314,1.404653,1.032971,No Data,
4,conesQuarterSize,HALF,16,64,16,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,450,375,0.000000,0.001548,0.001528,0.000336,0.000061,0.000023,No timings,No timings,No timings,No timings,No timings,0.001941,0.000018,0.000017,0.040803,0.014274,0.014272,No timings,0.003735,0.000001,0.062359,0.000053,0.034487,0.004434,0.001032,0.000284,0.000580,No timings,No timings,No timings,No timings,No timings,0.000000,0.011165,0.002429,0.000571,0.000117,No timings,No timings,No timings,No timings,No timings,0.062400,0.062465,0.062522,0.062522,0.947107,,2.332252,1.489943,0.790667,0.159852,0.111081,0.073624,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.023905,0.020840,0.007052,0.003064,0.000421,0.000415,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,2.033801,0.153145,1.391723,1.222143,1.096389,
4,conesQuarterSize,HALF,16,64,16,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,450,375,0.000000,0.002057,0.001870,0.000331,0.000060,0.000016,No timings,No timings,No timings,No timings,No timings,0.002278,0.000019,0.000018,0.045096,0.014356,0.014355,No timings,0.003721,0.000001,0.068387,0.000064,0.035892,0.006016,0.001499,0.000389,0.000694,No timings,No timings,No timings,No timings,No timings,0.000000,0.011229,0.002495,0.000542,0.000108,No timings,No timings,No timings,No timings,No timings,0.068428,0.068492,0.068549,0.068549,0.947107,,2.332252,1.489943,0.790667,0.159852,0.111081,0.073624,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.023905,0.020840,0.007052,0.003064,0.000421,0.000415,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1.818132,0.163390,1.398058,1.088672,No Data,
5,conesHalfSize,HALF,16,16,8,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX256,900,750,0.000001,0.016504,0.020948,0.004078,0.000732,0.000136,No timings,No timings,No timings,No timings,No timings,0.025895,0.000212,0.000211,0.442280,0.111253,0.111251,No timings,0.041074,0.000001,0.638693,0.000340,0.343924,0.075994,0.017257,0.003290,0.000911,No timings,No timings,No timings,No timings,No timings,0.000000,0.081629,0.022766,0.006104,0.001227,No timings,No timings,No timings,No timings,No timings,0.638733,0.639073,0.639287,0.639287,8.159192,,4.300990,1.891431,0.691837,0.197150,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.005110,0.000486,0.000203,0.000089,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1.847870,0.179702,1.250173,1.135543,0.977310,
5,conesHalfSize,HALF,16,64,16,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,900,750,0.000001,0.016351,0.019896,0.004655,0.000816,0.000212,No timings,No timings,No timings,No timings,No timings,0.025506,0.000267,0.000265,0.426571,0.118086,0.118083,No timings,0.037415,0.000002,0.624146,0.000328,0.333919,0.073086,0.017867,0.002995,0.000677,No timings,No timings,No timings,No timings,No timings,0.000000,0.084080,0.026092,0.007039,0.001356,No timings,No timings,No timings,No timings,No timings,0.624188,0.624534,0.624782,0.624782,8.159192,,4.300990,1.891431,0.691837,0.197150,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.005110,0.000486,0.000203,0.000089,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1.887735,0.188443,1.252673,1.344461,No Data,
6,conesFullSizeCropped,HALF,16,64,16,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,900,750,0.000001,0.033345,0.040766,0.009522,0.002020,0.000366,No timings,No timings,No timings,No timings,No timings,0.052898,0.000453,0.000452,0.934638,0.216061,0.216059,No timings,0.073819,0.000001,1.310881,0.000257,0.731159,0.160695,0.036561,0.005145,0.001157,No timings,No timings,No timings,No timings,No timings,0.000000,0.150990,0.046741,0.015463,0.003140,No timings,No timings,No timings,No timings,No timings,1.310922,1.311150,1.311369,1.311369,15.247163,,17.005920,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.008030,0.005797,0.002902,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1.870198,0.195488,1.224562,1.288249,0.992143,
6,conesFullSizeCropped,HALF,16,64,16,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,8,AVX512,900,750,0.000001,0.032776,0.037760,0.008036,0.001920,0.000341,No timings,No timings,No timings,No timings,No timings,0.047965,0.000438,0.000436,0.911749,0.231148,0.231146,No timings,0.073548,0.000001,1.300361,0.000320,0.698468,0.152931,0.038340,0.005596,0.001237,No timings,No timings,No timings,No timings,No timings,0.000000,0.164904,0.047899,0.015602,0.003160,No timings,No timings,No timings,No timings,No timings,1.300422,1.300742,1.301066,1.301066,15.247163,,17.005920,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.008030,0.005797,0.002902,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1.956926,0.201497,1.224838,1.197410,No Data,

Speedup Results,Average Speedup,Median Speedup
Speedup relative to AMD Rome (48 Cores) - FLOAT,0.313834,0.188908
Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,1.3182,1.38674
Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,0.519295,0.26718
Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,0.17419,0.188908
Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,1.04036,1.03966
Speedup w/ templated disparity count (known at compile-time) - FLOAT,1.40958,1.06393
Speedup over AVX256 CPU vectorization - FLOAT,1.12176,1.09742
Speedup using CPU vectorization - FLOAT,1.95421,1.62979
Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,0.999224,0.999527
Speedup w/ templated disparity count (known at compile-time) - DOUBLE,1.44058,1.02677
Speedup over AVX256 CPU vectorization - DOUBLE,1.24153,1.1737
Speedup using CPU vectorization - DOUBLE,1.91176,1.53657
Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,1.11577,1.14396
Speedup w/ templated disparity count (known at compile-time) - HALF,1.65111,1.27495
Speedup over AVX256 CPU vectorization - HALF,1.09959,1.061
Speedup using CPU vectorization - HALF,4.40352,3.3545
Speedup relative to AMD Rome (48 Cores) - All Runs,0.320213,0.190055
Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,1.31861,1.38899
Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,1.05758,1.03361
Speedup w/ templated disparity count (known at compile-time) - All Runs,1.49452,1.07432
Speedup using half-precision relative to float,1.77828,1.85903
Speedup using double-precision relative to float (actually slowdown),0.477281,0.481241
