Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Run Success,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated disparity count (known at compile-time) - FLOAT,Speedup using CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated disparity count (known at compile-time) - DOUBLE,Speedup using CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated disparity count (known at compile-time) - HALF,Speedup using CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated disparity count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown)
3,barn1,DOUBLE,30,16,8,NO,,,YES,32,5,7,4.266667,15,0.1,0,YES,YES,YES,YES,Optimized CPU,30,AVX256,432,381,15,0,0.000418,0.00054,0.000113,0.000034,0.00003,0.000716,0.00004,0.00004,0.014209,0.003313,0.003311,0.001186,0.000001,0.01987,0.000039,0.010746,0.002345,0.000697,0.000265,0.000142,0,0.002352,0.000657,0.000221,0.00008,0.01991,0.019949,0.020008,0.020008,0.728926,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0,,,,,,,,,,0.61161,0.879409,,,0.61161,,1.000403,1.282498,1.67171,,,,,,,,,,0.61161,0.879409,1.000403,1.282498,,0.429271
3,barn1,DOUBLE,30,16,8,NO,,,NO,32,5,7,4.266667,15,0.1,0,YES,YES,YES,YES,Optimized CPU,30,AVX256,432,381,15,0,0.000415,0.000476,0.000105,0.000034,0.000031,0.000655,0.000041,0.00004,0.019831,0.003299,0.003297,0.001324,0,0.025526,0.000041,0.014747,0.003508,0.001053,0.000361,0.00018,0,0.00235,0.000617,0.000241,0.000089,0.025564,0.025604,0.02566,0.02566,0.728926,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0,,,,,,,,,,0.61923,0.884828,,,,0.61923,0.99716,1.282498,1.881339,,,,,,,,,,0.61923,0.884828,0.99716,1.282498,,0.53681
4,conesQuarterSize,DOUBLE,30,16,8,NO,,,YES,64,5,7,8.533334,15,0.1,0,YES,YES,YES,YES,Optimized CPU,30,AVX256,450,375,15,0,0.001069,0.001603,0.000352,0.000073,0.00005,0.002082,0.00008,0.00008,0.035989,0.008623,0.008621,0.003195,0.000001,0.05106,0.00004,0.029176,0.004646,0.001443,0.000492,0.000214,0,0.006456,0.001431,0.000582,0.000158,0.051098,0.051138,0.051195,0.051195,1.528199,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,0.952864,0.859135,,0.952864,0.952864,,0.993475,1.087258,1.447414,,,,,,,,,,0.952864,0.859135,0.993475,1.087258,,0.461475
4,conesQuarterSize,DOUBLE,30,16,8,NO,,,NO,64,5,7,8.533334,15,0.1,0,YES,YES,YES,YES,Optimized CPU,30,AVX256,450,375,15,0,0.001057,0.001606,0.000349,0.000069,0.00004,0.002062,0.000103,0.000103,0.040804,0.008344,0.008343,0.003197,0.000001,0.055527,0.000041,0.03226,0.00599,0.001775,0.000576,0.000253,0,0.006428,0.001261,0.000508,0.000143,0.055566,0.055608,0.055662,0.055662,1.528199,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,0.902113,0.854097,,0.902113,,0.902113,1.015121,1.087258,1.712568,,,,,,,,,,0.902113,0.854097,1.015121,1.087258,,0.470981
5,conesHalfSize,DOUBLE,30,16,8,NO,,,YES,128,5,7,17.066668,15,0.1,0,YES,YES,YES,YES,Optimized CPU,30,AVX256,900,750,7,0,0.009804,0.015171,0.003354,0.000622,0.000249,0.019401,0.000221,0.00022,0.336473,0.069089,0.069087,0.028419,0.000001,0.46344,0.000104,0.256176,0.063429,0.012208,0.003736,0.000909,0,0.051457,0.01335,0.00296,0.001348,0.463484,0.46359,0.46385,0.46385,12.54976,,4.299231,1.890408,0.69179,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.00897,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,,0.979042,0.78367,,0.979042,0.979042,,0.993334,1.054741,1.381488,,,,,,,,,,0.979042,0.78367,0.993334,1.054741,,0.503269
5,conesHalfSize,DOUBLE,30,16,8,NO,,,NO,128,5,7,17.066668,15,0.1,0,YES,YES,YES,YES,Optimized CPU,30,AVX256,900,750,7,0,0.009753,0.015205,0.003324,0.000619,0.00028,0.0194,0.000236,0.000235,0.352714,0.07161,0.071607,0.028281,0.000001,0.488853,0.000104,0.26709,0.066055,0.013452,0.004048,0.001009,0,0.05342,0.013451,0.003357,0.00148,0.488896,0.489008,0.489241,0.489241,12.54976,,4.299231,1.890408,0.69179,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.00897,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,,0.936285,0.780079,,0.936285,,0.936285,0.98007,1.054741,1.5253,,,,,,,,,,0.936285,0.780079,0.98007,1.054741,,0.503739
6,conesFullSizeCropped,DOUBLE,30,16,8,NO,,,YES,256,5,7,34.133335,15,0.1,0,YES,YES,YES,YES,Optimized CPU,22,AVX256,900,750,7,0,0.020493,0.02993,0.007309,0.001534,0.000519,0.039256,0.00041,0.000408,0.72634,0.142692,0.142689,0.057466,0.000001,0.986437,0.000102,0.544557,0.138374,0.032391,0.009164,0.001737,0,0.103843,0.028102,0.007701,0.002776,0.986497,0.98659,0.986828,0.986828,24.442308,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,,0.941449,0.757338,,0.941449,0.941449,,1.268944,0.978327,1.36088,,,,,,,,,,0.941449,0.757338,1.268944,0.978327,,0.491089
6,conesFullSizeCropped,DOUBLE,30,16,8,NO,,,NO,256,5,7,34.133335,15,0.1,0,YES,YES,YES,YES,Optimized CPU,30,AVX256,900,750,7,0,0.020184,0.029387,0.007155,0.001426,0.000513,0.038396,0.000409,0.000408,0.707127,0.141302,0.141299,0.055873,0.000001,0.965064,0.000103,0.529256,0.134624,0.030802,0.009425,0.00207,0,0.102127,0.027799,0.007506,0.003258,0.96511,0.96523,0.96544,0.96544,24.442308,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,,0.971567,0.763889,,0.971567,,0.971567,1.001044,0.978327,1.619422,,,,,,,,,,0.971567,0.763889,1.001044,0.978327,,0.517499
0,tsukubaSetHalfSize,HALF,30,16,8,NO,,,YES,8,5,7,1.066667,15,0.1,0,YES,YES,YES,YES,Optimized CPU,15,AVX256,192,144,15,0,0.000028,0.00002,0.000012,0.000011,0.000009,0.000052,0.000014,0.000013,0.000383,0.000277,0.000276,0.000033,0,0.000792,0.000011,0.000183,0.00008,0.000044,0.000033,0.000039,0,0.000153,0.000058,0.000031,0.000033,0.000809,0.000819,0.000825,0.000825,0.020362,,0.897545,0.897545,0.759585,0.120009,0.017687,0,,0.897712,0.897712,0.759549,0.12019,0.01765,0,,0.003906,0.003906,0.002351,0.00047,0,0,,,,,,,,,,,,,,,,,,,0.862774,0.499177,0.862774,,0.862774,,1.115458,1.597737,1.943898,0.862774,0.499177,1.115458,1.597737,0.899632,
0,tsukubaSetHalfSize,HALF,30,16,8,NO,,,NO,8,5,7,1.066667,15,0.1,0,YES,YES,YES,YES,Optimized CPU,30,AVX256,192,144,15,0,0.000024,0.000024,0.000021,0.000017,0.000015,0.000077,0.000018,0.000018,0.000809,0.000255,0.000254,0.000093,0,0.001277,0.000016,0.000395,0.000178,0.000097,0.000071,0.000062,0,0.000103,0.000056,0.000048,0.000045,0.001296,0.001312,0.001319,0.001319,0.020362,,0.897545,0.897545,0.759585,0.120009,0.017687,0,,0.897712,0.897712,0.759549,0.12019,0.01765,0,,0.003906,0.003906,0.002351,0.00047,0,0,,,,,,,,,,,,,,,,,,,0.936493,0.506843,0.936493,,,0.936493,1.039232,1.597737,2.274122,0.936493,0.506843,1.039232,1.597737,1.17819,
1,tsukubaSet,HALF,30,16,8,NO,,,YES,16,5,7,2.133333,15,0.1,0,YES,YES,YES,YES,Optimized CPU,30,AVX256,384,288,15,0,0.000087,0.000057,0.000031,0.000026,0.00002,0.000136,0.000034,0.000034,0.001267,0.000906,0.000906,0.000105,0,0.002552,0.000024,0.000742,0.000229,0.000136,0.000082,0.000061,0,0.000511,0.000187,0.000128,0.00008,0.002575,0.002599,0.002632,0.002632,0.132974,,1.489692,1.454545,0.398917,0.2229,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0,,,,,,,,,,,,,,,,,,,0.788352,0.94201,0.788352,,0.788352,,0.959767,1.619968,18.079095,0.788352,0.94201,0.959767,1.619968,1.004404,
1,tsukubaSet,HALF,30,16,8,NO,,,NO,16,5,7,2.133333,15,0.1,0,YES,YES,YES,YES,Optimized CPU,30,AVX256,384,288,15,0,0.000093,0.000056,0.000032,0.000027,0.00002,0.000135,0.000037,0.000037,0.002773,0.000989,0.000989,0.000164,0,0.004193,0.000024,0.001835,0.000511,0.000212,0.000126,0.000091,0,0.000588,0.000196,0.00011,0.000092,0.004211,0.004236,0.004264,0.004264,0.132974,,1.489692,1.454545,0.398917,0.2229,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0,,,,,,,,,,,,,,,,,,,0.673783,0.932858,0.673783,,,0.673783,1.007963,1.619968,13.117596,0.673783,0.932858,1.007963,1.619968,1.406587,
2,venus,HALF,30,16,8,NO,,,YES,21,5,7,2.8,15,0.1,0,YES,YES,YES,YES,Optimized CPU,22,DEFAULT,434,383,15,0,0.000173,0.000106,0.000042,0.000027,0.000019,0.000195,0.000042,0.000042,0.019982,0.001334,0.001334,0.000522,0,0.02226,0.000027,0.013807,0.004442,0.001214,0.000351,0.000157,0,0.000825,0.000297,0.000119,0.00009,0.02228,0.022307,0.022345,0.022345,0.459369,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.157911,0.958186,0.157911,,0.157911,,2.655393,1.60707,1,0.157911,0.958186,2.655393,1.60707,0.887946,
2,venus,HALF,30,16,8,NO,,,NO,21,5,7,2.8,15,0.1,0,YES,YES,YES,YES,Optimized CPU,22,DEFAULT,434,383,15,0,0.000176,0.000109,0.00004,0.000025,0.000019,0.000196,0.00005,0.00005,0.033018,0.001874,0.001873,0.000503,0,0.035818,0.000024,0.023671,0.006811,0.001843,0.000495,0.000201,0,0.001244,0.000398,0.000141,0.000087,0.035838,0.03587,0.035909,0.035909,0.459369,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.113464,0.958136,0.113464,,,0.113464,2.242015,1.60707,1,0.113464,0.958136,2.242015,1.60707,0.280373,
3,barn1,HALF,30,16,8,NO,,,YES,32,5,7,4.266667,15,0.1,0,YES,YES,YES,YES,Optimized CPU,30,AVX256,432,381,15,0,0.000209,0.000154,0.000053,0.000048,0.000028,0.000281,0.000054,0.000054,0.004206,0.001847,0.001847,0.000338,0,0.006933,0.000028,0.00282,0.000827,0.000307,0.00016,0.000084,0,0.001003,0.000331,0.000316,0.000201,0.006952,0.00698,0.007017,0.007017,0.728926,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0,,,,,,,,,,,,,,,,,,,0.588232,0.883427,,,0.588232,,0.985916,1.311301,5.1433,0.588232,0.883427,0.985916,1.311301,1.223994,
3,barn1,HALF,30,16,8,NO,,,NO,32,5,7,4.266667,15,0.1,0,YES,YES,YES,YES,Optimized CPU,30,AVX256,432,381,15,0,0.000215,0.00014,0.000053,0.000044,0.000027,0.00027,0.000064,0.000064,0.005953,0.002279,0.002278,0.00034,0,0.009115,0.000028,0.004057,0.001201,0.000406,0.000181,0.000096,0,0.001427,0.000427,0.000204,0.000216,0.009134,0.009162,0.009201,0.009201,0.728926,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0,,,,,,,,,,,,,,,,,,,0.593285,0.884698,,,,0.593285,1.016618,1.311301,5.737016,0.593285,0.884698,1.016618,1.311301,1.497002,
4,conesQuarterSize,HALF,30,16,8,NO,,,YES,64,5,7,8.533334,15,0.1,0,YES,YES,YES,YES,Optimized CPU,30,AVX256,450,375,15,0,0.000525,0.000315,0.000096,0.000088,0.000041,0.000541,0.000081,0.00008,0.009276,0.003961,0.00396,0.000636,0,0.015003,0.000037,0.006445,0.001853,0.000544,0.00028,0.000129,0,0.002196,0.000918,0.000407,0.000439,0.015035,0.015071,0.015122,0.015122,1.528199,,2.331733,1.489175,0.790637,0.159644,0.111081,0.073665,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.024178,0.021308,0.007224,0.003224,0.000391,0.000385,,,,,,,,,,,,,,,,,,,0.633187,0.862525,,0.633187,0.633187,,0.997076,1.218228,4.064416,0.633187,0.862525,0.997076,1.218228,1.56232,
4,conesQuarterSize,HALF,30,16,8,NO,,,NO,64,5,7,8.533334,15,0.1,0,YES,YES,YES,YES,Optimized CPU,30,AVX256,450,375,15,0,0.000491,0.000333,0.000101,0.000089,0.00004,0.000565,0.000095,0.000095,0.011435,0.005078,0.005077,0.000685,0,0.018311,0.000036,0.007989,0.002343,0.000626,0.000304,0.000136,0,0.00307,0.001129,0.000468,0.000415,0.018341,0.018377,0.018422,0.018422,1.528199,,2.331733,1.489175,0.790637,0.159644,0.111081,0.073665,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.024178,0.021308,0.007224,0.003224,0.000391,0.000385,,,,,,,,,,,,,,,,,,,0.607982,0.866451,,0.607982,,0.607982,0.985855,1.218228,4.210164,0.607982,0.866451,0.985855,1.218228,1.42308,
5,conesHalfSize,HALF,30,16,8,NO,,,YES,128,5,7,17.066668,15,0.1,0,YES,YES,YES,YES,Optimized CPU,30,AVX256,900,750,7,0,0.003787,0.004082,0.001063,0.000275,0.000104,0.005501,0.000256,0.000256,0.103046,0.026792,0.02679,0.008396,0.000001,0.148718,0.000117,0.081395,0.015469,0.004247,0.00112,0.00048,0,0.019315,0.004888,0.001895,0.000703,0.148758,0.148888,0.149121,0.149121,12.54976,,4.30099,1.891431,0.691837,0.19715,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.00511,0.000486,0.000203,0.000089,,,,,,,,,,,,,,,,,,,0.77039,0.812796,,0.77039,0.77039,,0.984726,1.120524,3.579243,0.77039,0.812796,0.984726,1.120524,1.565452,
5,conesHalfSize,HALF,30,16,8,NO,,,NO,128,5,7,17.066668,15,0.1,0,YES,YES,YES,YES,Optimized CPU,30,AVX256,900,750,7,0,0.003655,0.003836,0.001011,0.000266,0.000103,0.005201,0.000282,0.000282,0.113912,0.034677,0.034675,0.008436,0.000001,0.166738,0.000117,0.089957,0.017293,0.004963,0.001226,0.000518,0,0.025301,0.006312,0.002293,0.000777,0.166778,0.166894,0.167093,0.167093,12.54976,,4.30099,1.891431,0.691837,0.19715,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.00511,0.000486,0.000203,0.000089,,,,,,,,,,,,,,,,,,,0.704613,0.814422,,0.704613,,0.704613,0.996169,1.120524,3.667236,0.704613,0.814422,0.996169,1.120524,1.474926,
6,conesFullSizeCropped,HALF,30,16,8,NO,,,YES,256,5,7,34.133335,15,0.1,0,YES,YES,YES,YES,Optimized CPU,30,AVX256,900,750,7,0,0.006322,0.010651,0.002451,0.000623,0.000242,0.013925,0.000239,0.000238,0.218914,0.056264,0.056262,0.016193,0.000001,0.312533,0.000102,0.164548,0.04253,0.008566,0.002465,0.000859,0,0.040443,0.010172,0.003791,0.001883,0.312574,0.312676,0.312887,0.312887,24.442308,,17.00592,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.00803,0.005797,0.002902,,,,,,,,,,,,,,,,,,,0.819329,0.763884,,0.819329,0.819329,,0.982603,1.115807,3.395242,0.819329,0.763884,0.982603,1.115807,1.54887,
6,conesFullSizeCropped,HALF,30,16,8,NO,,,NO,256,5,7,34.133335,15,0.1,0,YES,YES,YES,YES,Optimized CPU,30,AVX256,900,750,7,0,0.006391,0.010506,0.002405,0.000585,0.000161,0.013649,0.000159,0.000158,0.242317,0.070365,0.070363,0.016142,0.000001,0.348784,0.000103,0.181561,0.046807,0.00969,0.002664,0.000867,0,0.051341,0.012732,0.004405,0.001861,0.348826,0.348929,0.349121,0.349121,24.442308,,17.00592,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.00803,0.005797,0.002902,,,,,,,,,,,,,,,,,,,0.750917,0.764056,,0.750917,,0.750917,1.000863,1.115807,3.383358,0.750917,0.764056,1.000863,1.115807,1.431062,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup Results,Average Speedup,Median Speedup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup relative to AMD Rome (48 Cores) - FLOAT,0.726062,0.742201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,0.815403,0.867453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,0.628666,0.679058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,0.873139,0.944055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,0.732256,0.780439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,0.719869,0.69646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,1.44639,1.00223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup w/ templated disparity count (known at compile-time) - FLOAT,1.37574,1.10965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup using CPU vectorization - FLOAT,2.76144,2.76349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup relative to AMD Rome (48 Cores) - DOUBLE,0.788952,0.85356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,0.813634,0.856616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,0.688529,0.670085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,0.94722,0.947157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,0.807795,0.857145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,0.77011,0.849975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,1.01281,0.998781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
