Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Run Success,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup using CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup using CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup using CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
0,tsukubaSetHalfSize,FLOAT,96,16,8,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,12,AVX256,192,144,15,0.000000,0.000027,0.000013,0.000010,0.000010,0.000007,0.000041,0.000011,0.000010,0.000285,0.000100,0.000099,0.000023,0.000000,0.000488,0.000008,0.000138,0.000056,0.000038,0.000025,0.000027,0.000000,0.000031,0.000015,0.000026,0.000024,0.000502,0.000510,0.000521,0.000521,0.011410,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.112765,0.917895,1.112765,,1.112765,,2.935319,1.757098,2.039813,,,,,,,,,,,,,,,,,,,1.112765,0.917895,2.935319,1.757098,0.736262,0.621078,
0,tsukubaSetHalfSize,FLOAT,96,16,8,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,24,AVX256,192,144,15,0.000000,0.000016,0.000014,0.000013,0.000014,0.000010,0.000053,0.000017,0.000017,0.000622,0.000140,0.000139,0.000032,0.000000,0.000882,0.000011,0.000325,0.000130,0.000072,0.000046,0.000040,0.000000,0.000032,0.000029,0.000030,0.000048,0.000896,0.000909,0.000915,0.000915,0.011410,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.413237,0.958579,1.413237,,,1.413237,1.969504,1.757098,2.217570,,,,,,,,,,,,,,,,,,,1.413237,0.958579,1.969504,1.757098,1.116423,0.530035,
1,tsukubaSet,FLOAT,96,16,8,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX256,384,288,15,0.000000,0.000074,0.000043,0.000034,0.000037,0.000035,0.000150,0.000059,0.000059,0.001427,0.000696,0.000696,0.000157,0.000000,0.002566,0.000028,0.000800,0.000247,0.000169,0.000116,0.000089,0.000000,0.000370,0.000114,0.000088,0.000129,0.002585,0.002613,0.002639,0.002639,0.104755,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.852368,1.139223,0.852368,,0.852368,,1.131162,1.218374,1.958686,,,,,,,,,,,,,,,,,,,0.852368,1.139223,1.131162,1.218374,1.127259,0.540053,
1,tsukubaSet,FLOAT,96,16,8,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,72,AVX256,384,288,15,0.000000,0.000069,0.000049,0.000033,0.000047,0.000039,0.000167,0.000055,0.000055,0.002064,0.000606,0.000606,0.000190,0.000000,0.003139,0.000034,0.001127,0.000431,0.000238,0.000157,0.000121,0.000000,0.000319,0.000096,0.000084,0.000105,0.003155,0.003188,0.003215,0.003215,0.104755,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.077539,1.164424,1.077539,,,1.077539,1.130234,1.218374,2.356342,,,,,,,,,,,,,,,,,,,1.077539,1.164424,1.130234,1.218374,1.213064,0.533045,
2,venus,FLOAT,96,16,8,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX256,434,383,15,0.000000,0.000171,0.000090,0.000034,0.000029,0.000044,0.000197,0.000095,0.000095,0.003154,0.000909,0.000908,0.000253,0.000000,0.004804,0.000040,0.001855,0.000614,0.000339,0.000230,0.000113,0.000000,0.000397,0.000254,0.000095,0.000169,0.004851,0.004891,0.004945,0.004945,0.383095,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.748310,1.144783,0.748310,,0.748310,,0.914556,1.075084,2.144915,,,,,,,,,,,,,,,,,,,0.748310,1.144783,0.914556,1.075084,1.240488,0.399498,
2,venus,FLOAT,96,16,8,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX256,434,383,15,0.000000,0.000168,0.000096,0.000034,0.000028,0.000041,0.000201,0.000102,0.000102,0.003523,0.000879,0.000879,0.000277,0.000000,0.005180,0.000035,0.002136,0.000668,0.000350,0.000239,0.000119,0.000000,0.000392,0.000198,0.000091,0.000191,0.005209,0.005269,0.005316,0.005316,0.383095,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.057280,1.142389,1.057280,,,1.057280,0.941241,1.075084,2.320160,,,,,,,,,,,,,,,,,,,1.057280,1.142389,0.941241,1.075084,1.350541,0.375208,
3,barn1,FLOAT,96,16,8,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX256,432,381,15,0.000001,0.000306,0.000172,0.000049,0.000029,0.000053,0.000314,0.000127,0.000126,0.005429,0.001785,0.001784,0.000362,0.000000,0.008315,0.000043,0.003690,0.000989,0.000384,0.000216,0.000131,0.000000,0.001078,0.000417,0.000127,0.000151,0.008353,0.008406,0.008452,0.008452,0.708348,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.678606,0.902924,,,0.678606,,0.803338,0.885594,2.047795,,,,,,,,,,,,,,,,,,,0.678606,0.902924,0.803338,0.885594,1.644533,0.414404,
3,barn1,FLOAT,96,16,8,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,24,AVX256,432,381,15,0.000000,0.000210,0.000156,0.000040,0.000017,0.000013,0.000227,0.000018,0.000018,0.005695,0.000887,0.000886,0.000363,0.000000,0.007391,0.000025,0.004048,0.001019,0.000350,0.000158,0.000101,0.000000,0.000534,0.000211,0.000081,0.000053,0.007414,0.007438,0.007485,0.007485,0.708348,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.894718,0.894646,,,,0.894718,0.981988,0.885594,2.527591,,,,,,,,,,,,,,,,,,,0.894718,0.894646,0.981988,0.885594,1.336933,0.461969,
4,conesQuarterSize,FLOAT,96,16,8,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,96,DEFAULT,450,375,15,0.000000,0.000327,0.000451,0.000160,0.000140,0.000114,0.000873,0.000286,0.000286,0.026403,0.004207,0.004206,0.001266,0.000001,0.033356,0.000074,0.017767,0.004936,0.001742,0.001156,0.000808,0.000000,0.002256,0.000946,0.000343,0.000602,0.033400,0.033475,0.033536,0.033536,1.428642,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.495929,0.925830,,0.495929,0.495929,,0.997468,1.094275,1.000000,,,,,,,,,,,,,,,,,,,0.495929,0.925830,0.997468,1.050812,2.919120,0.687452,
4,conesQuarterSize,FLOAT,96,16,8,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX256,450,375,15,0.000000,0.000906,0.001295,0.000226,0.000076,0.000100,0.001716,0.000276,0.000276,0.022849,0.007168,0.007167,0.002121,0.000001,0.035065,0.000051,0.018722,0.002661,0.000840,0.000389,0.000213,0.000000,0.005032,0.001242,0.000473,0.000384,0.035105,0.035171,0.035240,0.035240,1.428642,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.518118,0.933404,,0.518118,,0.518118,0.636753,0.993732,1.041361,,,,,,,,,,,,,,,,,,,0.518118,0.933404,0.636753,1.050812,2.843905,0.709369,
