Input Index,Stereo Set,Data Type,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DATA_K_BP,LAMBDA_BP,SIGMA_BP,Memory Optimization Level,Indexing Optimization Level,Blur Images Parallel Dimensions,Init Message Values Parallel Dimensions,Level 0 Data Costs Parallel Dimensions,Level 1 Data Costs Parallel Dimensions,Level 2 Data Costs Parallel Dimensions,Level 3 Data Costs Parallel Dimensions,Level 4 Data Costs Parallel Dimensions,Level 0 BP Thread Parallel Dimensions,Level 1 BP Thread Parallel Dimensions,Level 2 BP Thread Parallel Dimensions,Level 3 BP Thread Parallel Dimensions,Level 4 BP Thread Parallel Dimensions,Level 0 Copy Thread Parallel Dimensions,Level 1 Copy Thread Parallel Dimensions,Level 2 Copy Thread Parallel Dimensions,Level 3 Copy Thread Parallel Dimensions,Level 4 Copy Thread Parallel Dimensions,Get Output Disparity Parallel Dimensions,Run Success,Acceleration,Device 0,Cuda version,Cuda Runtime Version,Image Width,Image Height,Time init settings malloc (15 timings),Level 0 Data Costs (15 timings),Level 1 Data Costs (15 timings),Level 2 Data Costs (15 timings),Level 3 Data Costs (15 timings),Level 4 Data Costs (15 timings),Level 5 Data Costs (No timings) ,Level 6 Data Costs (No timings) ,Level 7 Data Costs (No timings) ,Level 8 Data Costs (No timings) ,Level 9 Data Costs (No timings) ,Total time get data costs after bottom level (15 timings),Time to init message values (15 timings),Time to init message values (kernel portion only) (15 timings),Total time BP Iters (15 timings),Total time Copy Data (15 timings),Total time Copy Data (kernel portion only) (15 timings),Total time Copy Data (memory management portion only) (No timings) ,Time get output disparity (15 timings),Time final free (15 timings),Total timed (15 timings),Smoothing Runtime (15 timings),Level 0 BP Runtime (15 timings),Level 1 BP Runtime (15 timings),Level 2 BP Runtime (15 timings),Level 3 BP Runtime (15 timings),Level 4 BP Runtime (15 timings),Level 5 BP Runtime (No timings) ,Level 6 BP Runtime (No timings) ,Level 7 BP Runtime (No timings) ,Level 8 BP Runtime (No timings) ,Level 9 BP Runtime (No timings) ,Level 0 Copy Runtime (15 timings),Level 1 Copy Runtime (15 timings),Level 2 Copy Runtime (15 timings),Level 3 Copy Runtime (15 timings),Level 4 Copy Runtime (15 timings),Level 5 Copy Runtime (No timings) ,Level 6 Copy Runtime (No timings) ,Level 7 Copy Runtime (No timings) ,Level 8 Copy Runtime (No timings) ,Level 9 Copy Runtime (No timings) ,Total BP Runtime (15 timings),Total Runtime not including data transfer time (15 timings),Total runtime including data transfer time (15 timings),Median Optimized Runtime (including transfer time),Average Single-Thread CPU run time,CUDA output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,CUDA output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated disparity count (known at compile-time) - FLOAT,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated disparity count (known at compile-time) - All Runs,
2,venus,HALF,16,8,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,1,1,32 x 12,32 x 2,32 x 1,128 x 1,32 x 1,16 x 1,64 x 1,256 x 1,128 x 1,32 x 1,16 x 1,256 x 1,16 x 1,256 x 1,16 x 1,64 x 1,128 x 1,128 x 1,YES,CUDA,Tesla V100-SXM2-16GB with 80 multiprocessors,12030,12030,434,383,0.000001,0.000026,0.000072,0.000044,0.000039,0.000042,YES,YES,YES,YES,YES,0.000197,0.000010,0.000009,0.002935,0.000280,0.000280,YES,0.000066,0.000000,0.003522,0.000415,0.001698,0.000437,0.000269,0.000263,0.000259,YES,YES,YES,YES,YES,0.000000,0.000148,0.000057,0.000036,0.000039,YES,YES,YES,YES,YES,0.003549,0.003967,0.004201,0.004201,0.485892,,0.446654,0.446654,0.883956,0.025261,0.013993,0.005102,,0.446589,0.446589,0.883968,0.025219,0.013987,0.005102,,0.002238,0.002238,0.001678,0.000126,0.000066,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,1.329861,0.969863,0.905836,1.104694,No Data,
3,barn1,HALF,16,8,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,1,1,256 x 1,128 x 1,32 x 1,256 x 1,32 x 1,16 x 1,128 x 1,256 x 1,256 x 1,32 x 3,128 x 1,128 x 1,16 x 1,128 x 1,16 x 1,32 x 2,16 x 1,256 x 1,YES,CUDA,Tesla V100-SXM2-16GB with 80 multiprocessors,12030,12030,432,381,0.000001,0.000039,0.000066,0.000038,0.000034,0.000034,YES,YES,YES,YES,YES,0.000172,0.000010,0.000010,0.002264,0.000427,0.000426,YES,0.000101,0.000000,0.003016,0.000420,0.001402,0.000447,0.000158,0.000126,0.000126,YES,YES,YES,YES,YES,0.000000,0.000248,0.000082,0.000051,0.000044,YES,YES,YES,YES,YES,0.003041,0.003460,0.003697,0.003697,0.785192,,0.500237,0.500237,0.850230,0.039097,0.025785,0.003682,,0.500357,0.500357,0.850211,0.039139,0.025791,0.003682,,0.001604,0.001604,0.000784,0.000140,0.000103,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,1.188406,1.116541,0.820122,1.066382,1.984019,
3,barn1,HALF,16,8,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,1,1,32 x 14,64 x 2,32 x 1,256 x 1,32 x 1,16 x 1,64 x 1,256 x 1,128 x 3,32 x 3,16 x 1,256 x 1,16 x 1,256 x 1,16 x 1,256 x 1,64 x 1,256 x 1,YES,CUDA,Tesla V100-SXM2-16GB with 80 multiprocessors,12030,12030,432,381,0.000001,0.000039,0.000100,0.000059,0.000055,0.000057,YES,YES,YES,YES,YES,0.000271,0.000010,0.000010,0.005821,0.000422,0.000422,YES,0.000089,0.000000,0.006658,0.000417,0.003922,0.000772,0.000396,0.000367,0.000360,YES,YES,YES,YES,YES,0.000000,0.000247,0.000082,0.000046,0.000046,YES,YES,YES,YES,YES,0.006691,0.007112,0.007334,0.007334,0.770635,,0.500237,0.500237,0.850230,0.039097,0.025785,0.003682,,0.500357,0.500357,0.850211,0.039139,0.025791,0.003682,,0.001604,0.001604,0.000784,0.000140,0.000103,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,1.490827,0.744297,0.836815,1.145530,No Data,
4,conesQuarterSize,HALF,16,8,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,1,1,128 x 2,64 x 1,256 x 1,128 x 1,64 x 1,128 x 1,128 x 1,256 x 1,32 x 5,32 x 3,64 x 3,64 x 1,16 x 1,128 x 1,64 x 1,32 x 2,16 x 1,256 x 1,YES,CUDA,Tesla V100-SXM2-16GB with 80 multiprocessors,12030,12030,450,375,0.000001,0.000132,0.000121,0.000078,0.000052,0.000050,YES,YES,YES,YES,YES,0.000302,0.000013,0.000012,0.004097,0.000952,0.000951,YES,0.000189,0.000000,0.005687,0.000422,0.002584,0.000753,0.000309,0.000214,0.000223,YES,YES,YES,YES,YES,0.000000,0.000609,0.000159,0.000113,0.000068,YES,YES,YES,YES,YES,0.005710,0.006134,0.006370,0.006370,1.705159,,2.316924,2.316924,0.790524,0.157505,0.109879,0.073576,,2.344841,2.344841,0.790726,0.161695,0.111479,0.073938,,0.040545,0.040545,0.010643,0.005683,0.000741,0.000622,No Data,No Data,No Data,No Data,No Data,No Data,2.375416,1.503142,0.773013,1.096405,2.943332,
4,conesQuarterSize,HALF,16,8,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,1,1,32 x 12,256 x 1,256 x 1,128 x 1,32 x 1,32 x 1,128 x 1,256 x 2,128 x 3,128 x 1,64 x 1,128 x 1,16 x 1,128 x 1,256 x 1,128 x 1,64 x 1,256 x 1,YES,CUDA,Tesla V100-SXM2-16GB with 80 multiprocessors,12030,12030,450,375,0.000001,0.000129,0.000185,0.000138,0.000095,0.000097,YES,YES,YES,YES,YES,0.000517,0.000012,0.000011,0.016236,0.000946,0.000946,YES,0.000170,0.000000,0.018020,0.000429,0.011465,0.002565,0.000925,0.000653,0.000637,YES,YES,YES,YES,YES,0.000000,0.000612,0.000161,0.000101,0.000070,YES,YES,YES,YES,YES,0.018048,0.018508,0.018749,0.018749,1.700237,,2.316924,2.316924,0.790524,0.157505,0.109879,0.073576,,2.344841,2.344841,0.790726,0.161695,0.111479,0.073938,,0.040545,0.040545,0.010643,0.005683,0.000741,0.000622,No Data,No Data,No Data,No Data,No Data,No Data,1.339962,0.597376,0.778780,1.093175,No Data,
5,conesHalfSize,HALF,16,8,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,64 x 4,64 x 2,32 x 1,256 x 1,256 x 1,64 x 2,256 x 1,256 x 1,32 x 4,32 x 5,128 x 1,32 x 5,16 x 1,256 x 1,128 x 1,64 x 2,16 x 1,256 x 1,YES,CUDA,Tesla V100-SXM2-16GB with 80 multiprocessors,12030,12030,900,750,0.000001,0.001551,0.000623,0.000222,0.000143,0.000088,YES,YES,YES,YES,YES,0.001077,0.000016,0.000016,0.055619,0.008135,0.008135,YES,0.001628,0.000000,0.068019,0.001691,0.040178,0.010351,0.003011,0.001171,0.000893,YES,YES,YES,YES,YES,0.000000,0.006251,0.001363,0.000301,0.000219,YES,YES,YES,YES,YES,0.068049,0.069742,0.070512,0.070512,14.163707,,4.300607,4.300607,0.691979,0.197184,0.147861,0.107809,,4.300188,4.300188,0.691908,0.197144,0.147879,0.107778,,0.011932,0.011932,0.007304,0.000505,0.000170,0.000101,No Data,No Data,No Data,No Data,No Data,No Data,1.999825,1.629243,0.720179,1.025048,2.181788,
5,conesHalfSize,HALF,16,8,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,32 x 12,64 x 2,32 x 1,256 x 1,256 x 1,32 x 1,32 x 1,32 x 1,256 x 1,256 x 1,128 x 1,32 x 1,16 x 1,256 x 1,128 x 1,64 x 1,32 x 1,32 x 1,YES,CUDA,Tesla V100-SXM2-16GB with 80 multiprocessors,12030,12030,900,750,0.000001,0.001555,0.000706,0.000344,0.000264,0.000175,YES,YES,YES,YES,YES,0.001492,0.000015,0.000015,0.138595,0.008076,0.008075,YES,0.001494,0.000000,0.151227,0.001747,0.100253,0.027405,0.007341,0.002385,0.001259,YES,YES,YES,YES,YES,0.000000,0.006191,0.001359,0.000309,0.000218,YES,YES,YES,YES,YES,0.151277,0.153047,0.153842,0.153842,14.226715,,4.300607,4.300607,0.691979,0.197184,0.147861,0.107809,,4.300188,4.300188,0.691908,0.197144,0.147879,0.107778,,0.011932,0.011932,0.007304,0.000505,0.000170,0.000101,No Data,No Data,No Data,No Data,No Data,No Data,1.329185,0.765305,0.718423,1.204002,No Data,
6,conesFullSizeCropped,HALF,16,8,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,32 x 3,32 x 2,256 x 1,256 x 1,128 x 1,64 x 2,64 x 1,256 x 1,256 x 1,32 x 5,32 x 1,64 x 1,16 x 1,256 x 1,128 x 2,64 x 1,128 x 1,32 x 1,YES,CUDA,Tesla V100-SXM2-16GB with 80 multiprocessors,12030,12030,900,750,0.000001,0.003764,0.001249,0.000438,0.000269,0.000216,YES,YES,YES,YES,YES,0.002172,0.000022,0.000021,0.154014,0.016930,0.016929,YES,0.003581,0.000001,0.180488,0.001780,0.110569,0.029457,0.008921,0.003039,0.002036,YES,YES,YES,YES,YES,0.000000,0.012877,0.002991,0.000620,0.000428,YES,YES,YES,YES,YES,0.180523,0.182305,0.183113,0.183113,29.738932,,114.655266,114.655266,0.973431,0.947471,0.939764,0.936396,,17.044764,17.044764,0.594416,0.318496,0.286961,0.265836,,108.716103,108.716103,0.829551,0.827858,0.827024,0.826720,No Data,No Data,No Data,No Data,No Data,No Data,1.556134,1.399994,0.627834,1.070431,1.691643,
6,conesFullSizeCropped,HALF,16,8,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,32 x 10,32 x 2,256 x 2,256 x 1,128 x 1,32 x 1,32 x 1,256 x 1,256 x 1,128 x 1,128 x 1,128 x 1,16 x 1,256 x 1,256 x 2,64 x 1,256 x 1,32 x 1,YES,CUDA,Tesla V100-SXM2-16GB with 80 multiprocessors,12030,12030,900,750,0.000001,0.003751,0.001432,0.000678,0.000510,0.000458,YES,YES,YES,YES,YES,0.003076,0.000021,0.000021,0.280079,0.016968,0.016967,YES,0.003295,0.000000,0.307161,0.001767,0.204598,0.049121,0.016215,0.006935,0.003249,YES,YES,YES,YES,YES,0.000000,0.012897,0.002997,0.000628,0.000435,YES,YES,YES,YES,YES,0.307214,0.309005,0.309762,0.309762,29.752276,,114.655266,114.655266,0.973431,0.947471,0.939764,0.936396,,17.044764,17.044764,0.594416,0.318496,0.286961,0.265836,,108.716103,108.716103,0.829551,0.827858,0.827024,0.826720,No Data,No Data,No Data,No Data,No Data,No Data,1.423678,0.846331,0.627693,1.165918,No Data,

Speedup Results,Average Speedup,Median Speedup
Speedup relative to AMD Rome (48 Cores) - FLOAT,1.14835,1.14291
Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,0.726048,0.712697
Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,1.14223,1.16044
Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,1.21758,1.1157
Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,1.06148,1.0648
Speedup w/ templated disparity count (known at compile-time) - FLOAT,1.79013,1.66032
Speedup using CPU vectorization - FLOAT
Speedup over AVX256 CPU vectorization - FLOAT
Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,1.05575,1.05105
Speedup w/ templated disparity count (known at compile-time) - DOUBLE,1.53719,1.6025
Speedup using CPU vectorization - DOUBLE
Speedup over AVX256 CPU vectorization - DOUBLE
Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,1.08381,1.083
Speedup w/ templated disparity count (known at compile-time) - HALF,1.96622,1.93489
Speedup using CPU vectorization - HALF
Speedup over AVX256 CPU vectorization - HALF
Speedup relative to AMD Rome (48 Cores) - All Runs,1.21035,1.21242
Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,0.740381,0.72554
Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,1.06701,1.06721
Speedup w/ templated disparity count (known at compile-time) - All Runs,1.76451,1.66032
Speedup using double-precision relative to float (actually slowdown),0.641919,0.658876
Speedup using half-precision relative to float,1.4008,1.32952
