Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup over no CPU vectorization - HALF,Speedup over AVX256 CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,
0,tsukubaSetHalfSize,HALF,24,32,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX256,192,144,3,0.000000,0.000020,0.000014,0.000014,0.000010,0.000009,0.000048,0.000009,0.000009,0.000268,0.000118,0.000117,0.000017,0.000000,0.000497,0.000009,0.000107,0.000053,0.000035,0.000031,0.000042,0.000000,0.000026,0.000032,0.000028,0.000030,0.000513,0.000522,0.000527,0.000527,0.007562,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,1.350547,1.344022,1.350547,,1.350547,,0.986711,1.440960,,0.994740,1.350547,1.344022,0.986711,1.335480,
0,tsukubaSetHalfSize,HALF,24,64,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,192,144,3,0.000000,0.000020,0.000015,0.000014,0.000011,0.000010,0.000050,0.000014,0.000014,0.000465,0.000110,0.000109,0.000015,0.000000,0.000675,0.000008,0.000188,0.000083,0.000058,0.000085,0.000051,0.000000,0.000027,0.000027,0.000028,0.000024,0.000692,0.000699,0.000704,0.000704,0.007562,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,1.753821,1.364663,1.753821,,,1.753821,0.996647,1.328455,,,1.753821,1.364663,0.996647,1.335480,
1,tsukubaSet,HALF,24,64,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,384,288,3,0.000000,0.000129,0.000072,0.000022,0.000022,0.000013,0.000126,0.000018,0.000018,0.001095,0.000304,0.000304,0.000045,0.000000,0.001726,0.000013,0.000655,0.000191,0.000085,0.000054,0.000079,0.000000,0.000178,0.000047,0.000040,0.000039,0.001747,0.001770,0.001800,0.001800,0.076477,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,1.152442,1.637916,1.152442,,1.152442,,0.973446,1.357196,,,1.152442,1.637916,0.973446,1.357196,
1,tsukubaSet,HALF,24,64,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,384,288,3,0.000000,0.000126,0.000067,0.000022,0.000022,0.000014,0.000126,0.000022,0.000022,0.001746,0.000321,0.000320,0.000046,0.000000,0.002381,0.000011,0.001044,0.000304,0.000130,0.000075,0.000154,0.000000,0.000179,0.000049,0.000044,0.000045,0.002402,0.002414,0.002444,0.002444,0.076477,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,1.175663,1.622003,1.175663,,,1.175663,0.986330,1.357196,,,1.175663,1.622003,0.986330,1.357196,
2,venus,HALF,24,64,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,434,383,3,0.000000,0.000261,0.000142,0.000038,0.000015,0.000010,0.000207,0.000010,0.000010,0.002484,0.000457,0.000456,0.000115,0.000000,0.003501,0.000016,0.001709,0.000443,0.000157,0.000086,0.000094,0.000000,0.000313,0.000090,0.000038,0.000020,0.003532,0.003549,0.003613,0.003613,0.199850,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,0.976733,2.202462,0.976733,,0.976733,,1.000841,1.401618,,,0.976733,2.202462,1.000841,1.401618,
2,venus,HALF,24,64,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,434,383,3,0.000000,0.000252,0.000129,0.000050,0.000015,0.000010,0.000200,0.000010,0.000010,0.003930,0.000449,0.000448,0.000120,0.000000,0.004981,0.000015,0.002776,0.000691,0.000241,0.000110,0.000125,0.000000,0.000298,0.000094,0.000037,0.000020,0.005001,0.005017,0.005063,0.005063,0.199850,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,0.804687,2.202347,0.804687,,,0.804687,0.994610,1.401618,,,0.804687,2.202347,0.994610,1.401618,
3,barn1,HALF,24,64,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,432,381,3,0.000000,0.000350,0.000192,0.000097,0.000018,0.000011,0.000318,0.000011,0.000011,0.004172,0.001467,0.001466,0.000197,0.000000,0.006505,0.000017,0.002941,0.000719,0.000245,0.000106,0.000135,0.000000,0.000868,0.000410,0.000148,0.000045,0.006524,0.006542,0.006588,0.006588,0.389618,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,0.626549,1.652780,,,0.626549,,0.997884,1.206300,,,0.626549,1.652780,0.997884,1.206300,
3,barn1,HALF,24,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,432,381,3,0.000000,0.000453,0.000192,0.000098,0.000019,0.000012,0.000320,0.000012,0.000012,0.005438,0.001491,0.001490,0.000202,0.000000,0.007866,0.000016,0.003866,0.000975,0.000316,0.000120,0.000142,0.000000,0.000889,0.000395,0.000163,0.000044,0.007885,0.007901,0.007947,0.007947,0.389618,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,0.686936,1.655156,,,,0.686936,0.994211,1.206300,,,0.686936,1.655156,0.994211,1.206300,
4,conesQuarterSize,HALF,24,64,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,450,375,3,0.000000,0.001267,0.000829,0.000218,0.000045,0.000014,0.001084,0.000026,0.000025,0.009986,0.004638,0.004637,0.000588,0.000000,0.017558,0.000018,0.007411,0.001693,0.000430,0.000167,0.000301,0.000000,0.003203,0.001034,0.000345,0.000083,0.017585,0.017603,0.017656,0.017656,0.860459,,2.332252,1.489943,0.790667,0.159852,0.111081,0.073624,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.023905,0.020840,0.007052,0.003064,0.000421,0.000415,0.542298,1.531868,,0.542298,0.542298,,0.995456,1.111601,,,0.542298,1.531868,0.995456,1.111601,
4,conesQuarterSize,HALF,24,64,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,450,375,3,0.000000,0.001269,0.000840,0.000230,0.000048,0.000042,0.001147,0.000025,0.000024,0.011858,0.004690,0.004689,0.000574,0.000000,0.019538,0.000018,0.008817,0.001998,0.000548,0.000202,0.000308,0.000000,0.003250,0.001034,0.000354,0.000081,0.019560,0.019578,0.019627,0.019627,0.860459,,2.332252,1.489943,0.790667,0.159852,0.111081,0.073624,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.023905,0.020840,0.007052,0.003064,0.000421,0.000415,0.570658,1.538841,,0.570658,,0.570658,0.997805,1.111601,,,0.570658,1.538841,0.997805,1.111601,
