Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup over no CPU vectorization - FLOAT,Speedup over AVX256 CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup over no CPU vectorization - DOUBLE,Speedup over AVX256 CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup over no CPU vectorization - HALF,Speedup over AVX256 CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,
0,tsukubaSetHalfSize,HALF,16,64,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,192,144,3,0.000000,0.000031,0.000020,0.000008,0.000006,0.000005,0.000039,0.000009,0.000009,0.000240,0.000098,0.000098,0.000014,0.000000,0.000430,0.000005,0.000133,0.000047,0.000026,0.000018,0.000016,0.000000,0.000037,0.000017,0.000023,0.000018,0.000446,0.000451,0.000460,0.000460,0.009463,,0.895596,0.895596,0.759549,0.119864,0.017325,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.011249,0.011249,0.007668,0.001157,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,1.546945,1.074110,1.546945,,1.546945,,0.998492,,,,1.546945,1.074110,0.998492,,,,
0,tsukubaSetHalfSize,HALF,16,64,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,192,144,3,0.000000,0.000033,0.000020,0.000008,0.000006,0.000005,0.000039,0.000008,0.000008,0.001039,0.000097,0.000097,0.000106,0.000000,0.001325,0.000005,0.000695,0.000190,0.000083,0.000035,0.000027,0.000000,0.000037,0.000017,0.000023,0.000018,0.001345,0.001440,0.001448,0.001448,0.009463,,0.889425,0.889425,0.759512,0.113932,0.017325,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.022027,0.022027,0.018410,0.001157,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,0.941802,1.090606,0.941802,,,0.941802,1.104692,,,,0.941802,1.090606,1.104692,,,,
1,tsukubaSet,HALF,16,64,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,384,288,3,0.000001,0.000218,0.000142,0.000034,0.000011,0.000008,0.000198,0.000014,0.000014,0.001636,0.000529,0.000529,0.000082,0.000000,0.002679,0.000028,0.001203,0.000273,0.000086,0.000041,0.000033,0.000000,0.000343,0.000104,0.000044,0.000029,0.002708,0.002736,0.002776,0.002776,0.081961,,3.875805,3.637201,0.624186,0.540102,0.230026,0.077935,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,3.780454,3.530117,0.537209,0.536088,0.282163,0.072609,,,,,,,,,,,,,,,,,,,,,0.748362,1.528320,0.748362,,0.748362,,1.001231,,,,0.748362,1.528320,1.001231,,,,
1,tsukubaSet,HALF,16,64,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,384,288,3,0.000000,0.000276,0.000151,0.000037,0.000012,0.000008,0.000209,0.000016,0.000016,0.006300,0.000590,0.000590,0.000107,0.000000,0.007521,0.000042,0.004708,0.001094,0.000286,0.000120,0.000054,0.000000,0.000376,0.000126,0.000051,0.000031,0.007555,0.007581,0.007630,0.007630,0.081961,,3.875805,3.637201,0.624186,0.540102,0.230026,0.077935,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,3.780454,3.530117,0.537209,0.536088,0.282163,0.072609,,,,,,,,,,,,,,,,,,,,,0.367039,1.513472,0.367039,,,0.367039,0.974787,,,,0.367039,1.513472,0.974787,,,,
2,venus,HALF,16,64,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,434,383,3,0.000000,0.000454,0.000356,0.000083,0.000028,0.000015,0.000503,0.000028,0.000027,0.006133,0.002607,0.002606,0.000649,0.000001,0.010280,0.000098,0.005039,0.000776,0.000212,0.000067,0.000054,0.000000,0.001833,0.000542,0.000143,0.000066,0.010329,0.010428,0.010493,0.010493,0.269180,,0.447187,0.424460,0.883938,0.025328,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.003441,0.003441,0.002358,0.000283,0.000084,0.000000,,,,,,,,,,,,,,,,,,,,,0.311847,1.635189,0.311847,,0.311847,,0.927410,,,,0.311847,1.635189,0.927410,,,,
2,venus,HALF,16,64,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,434,383,3,0.000001,0.000789,0.000346,0.000086,0.000041,0.000010,0.000503,0.000030,0.000030,0.012615,0.002702,0.002701,0.000694,0.000001,0.016846,0.000092,0.008724,0.001798,0.000520,0.000144,0.000090,0.000000,0.001945,0.000536,0.000148,0.000060,0.016893,0.016986,0.017053,0.017053,0.269180,,0.447187,0.424460,0.883938,0.025328,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.003441,0.003441,0.002358,0.000283,0.000084,0.000000,,,,,,,,,,,,,,,,,,,,,0.229358,1.635104,0.229358,,,0.229358,0.959950,,,,0.229358,1.635104,0.959950,,,,
3,barn1,HALF,16,32,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX256,432,381,3,0.000000,0.000732,0.000493,0.000127,0.000032,0.000011,0.000662,0.000029,0.000029,0.017644,0.006107,0.006106,0.001586,0.000000,0.026751,0.000205,0.014346,0.001837,0.000470,0.000135,0.000072,0.000000,0.004959,0.000790,0.000266,0.000090,0.026795,0.027060,0.027121,0.027121,0.440860,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,,,,,,,,,,,,,,,,,,,,,0.172973,1.460674,,,0.172973,,1.136554,,,,0.172973,1.460674,1.136554,,,,
3,barn1,HALF,16,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,432,381,3,0.000001,0.000846,0.000617,0.000177,0.000056,0.000012,0.000877,0.000030,0.000030,0.015986,0.006795,0.006794,0.001489,0.000001,0.026183,0.000235,0.012329,0.002653,0.000689,0.000190,0.000099,0.000000,0.005337,0.001070,0.000277,0.000074,0.026233,0.026467,0.026529,0.026529,0.440860,,0.503846,0.490043,0.850224,0.040008,0.026113,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.007880,0.007880,0.003408,0.000790,0.000480,0.000000,,,,,,,,,,,,,,,,,,,,,0.196211,1.462775,,,,0.196211,0.953527,,,,0.196211,1.462775,0.953527,,,,
4,conesQuarterSize,HALF,16,32,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX256,450,375,3,0.000001,0.001460,0.001526,0.000342,0.000068,0.000019,0.001956,0.000025,0.000024,0.039521,0.014109,0.014107,0.003846,0.000001,0.060844,0.000090,0.033786,0.004468,0.000939,0.000275,0.000116,0.000000,0.010971,0.002452,0.000539,0.000136,0.060892,0.060969,0.061034,0.061034,0.905728,,2.331733,1.489175,0.790637,0.159644,0.111081,0.073665,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.024178,0.021308,0.007224,0.003224,0.000391,0.000385,,,,,,,,,,,,,,,,,,,,,0.137681,1.455305,,0.137681,0.137681,,0.877613,,,,0.137681,1.455305,0.877613,,,,
4,conesQuarterSize,HALF,16,32,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX256,450,375,3,0.000001,0.001525,0.001515,0.000353,0.000072,0.000021,0.001964,0.000031,0.000030,0.042024,0.014342,0.014340,0.003803,0.000001,0.063646,0.000076,0.034517,0.005676,0.001264,0.000372,0.000144,0.000000,0.011067,0.002578,0.000550,0.000149,0.063693,0.063770,0.063837,0.063837,0.905728,,2.331733,1.489175,0.790637,0.159644,0.111081,0.073665,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.024178,0.021308,0.007224,0.003224,0.000391,0.000385,,,,,,,,,,,,,,,,,,,,,0.173371,1.461929,,0.173371,,0.173371,0.988145,,,,0.173371,1.461929,0.988145,,,,
