Ref Image,Test Image,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DATA_K_BP,LAMBDA_BP,SIGMA_BP,Device 0,Image Width,Image Height,Total Image Pixels,AVERAGE GPU RUN TIME (NOT INCLUDING TRANSFER TIME OF DATA TO/FROM GPU MEMORY),AVERAGE GPU RUN TIME (INCLUDING TRANSFER TIME OF DATA TO/FROM GPU MEMORY),AVERAGE CPU RUN TIME,,GPU Speedup (not including transfer time),GPU Speedup (including transfer time),,CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.010000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),,GPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.010000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),,GPU output vs. CPU output,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.010000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),
 tsukuba/scene1.row3.col3.ppm, tsukuba/scene1.row3.col4.ppm, 16, 5, 6, 2.000000, 20.000000, 0.100000, 0.700000, GeForce GTX 780 with 12 multiprocessors, 384, 288, 110592, 0.007459, 0.007994, 0.6356871128,, 85.224487, 79.520691,,, 0.359206 , 0.356755 , 0.145552 , 0.047608 , 0.017215 , 0.000676 ,,, 0.359319 , 0.356868 , 0.145574 , 0.047653 , 0.017226 , 0.000676 ,,, 0.000248 , 0.000248 , 0.000079 , 0.000034 , 0.000034 , 0.000000 ,
