Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Parallel Params Per Kernel Setting,Blur Images Parallel Dimensions,Init Message Values Parallel Dimensions,Level 0 Data Costs Parallel Dimensions,Level 1 Data Costs Parallel Dimensions,Level 2 Data Costs Parallel Dimensions,Level 3 Data Costs Parallel Dimensions,Level 4 Data Costs Parallel Dimensions,Level 0 BP Thread Parallel Dimensions,Level 1 BP Thread Parallel Dimensions,Level 2 BP Thread Parallel Dimensions,Level 3 BP Thread Parallel Dimensions,Level 4 BP Thread Parallel Dimensions,Level 0 Copy Thread Parallel Dimensions,Level 1 Copy Thread Parallel Dimensions,Level 2 Copy Thread Parallel Dimensions,Level 3 Copy Thread Parallel Dimensions,Level 4 Copy Thread Parallel Dimensions,Get Output Disparity Parallel Dimensions,Run Success,Acceleration,Device 0,Cuda version,Cuda Runtime Version,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,CUDA output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,CUDA output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
0,tsukubaSetHalfSize,FLOAT,12,16,8,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,16 x 1,16 x 1,256 x 2,16 x 1,16 x 1,16 x 1,16 x 1,16 x 1,16 x 1,16 x 1,16 x 1,16 x 1,16 x 1,64 x 1,16 x 1,16 x 1,16 x 1,16 x 1,YES,CUDA,NVIDIA GeForce RTX 3090 Ti with 84 multiprocessors,12060,12060,192,144,15,0.000000,0.000008,0.000015,0.000015,0.000015,0.000015,0.000060,0.000007,0.000006,0.000276,0.000078,0.000078,0.000010,0.000000,0.000441,0.000062,0.000062,0.000054,0.000053,0.000053,0.000053,0.000000,0.000019,0.000019,0.000020,0.000019,0.000450,0.000510,0.000530,0.000530,0.009565,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.093413,1.094957,1.093413,,1.093413,,1.007127,1.520314,,,,,,,,,,,,,,,,,1.093413,1.094957,1.007127,1.520314,1.020077,0.680760,
0,tsukubaSetHalfSize,FLOAT,12,16,8,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,64 x 5,64 x 2,64 x 2,256 x 1,128 x 1,64 x 1,128 x 1,256 x 1,32 x 5,256 x 1,256 x 1,64 x 3,16 x 1,256 x 1,256 x 1,128 x 1,64 x 1,256 x 1,YES,CUDA,NVIDIA GeForce RTX 3090 Ti with 84 multiprocessors,12060,12060,192,144,15,0.000000,0.000007,0.000015,0.000015,0.000014,0.000016,0.000060,0.000006,0.000006,0.000562,0.000079,0.000079,0.000010,0.000000,0.000724,0.000052,0.000113,0.000111,0.000108,0.000113,0.000116,0.000000,0.000019,0.000018,0.000021,0.000021,0.000734,0.000786,0.000806,0.000806,0.009565,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.604939,1.143489,1.604939,,,1.604939,1.076256,1.520314,,,,,,,,,,,,,,,,,1.604939,1.143489,1.076256,1.520314,1.040124,0.708887,
1,tsukubaSet,FLOAT,12,16,8,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 10,64 x 2,32 x 1,16 x 1,256 x 1,256 x 1,256 x 1,64 x 2,32 x 6,256 x 1,256 x 1,256 x 1,16 x 1,32 x 4,16 x 1,64 x 1,64 x 1,32 x 4,YES,CUDA,NVIDIA GeForce RTX 3090 Ti with 84 multiprocessors,12060,12060,384,288,15,0.000000,0.000014,0.000031,0.000020,0.000017,0.000017,0.000085,0.000007,0.000007,0.000552,0.000160,0.000160,0.000048,0.000000,0.000866,0.000128,0.000291,0.000087,0.000059,0.000057,0.000058,0.000000,0.000075,0.000033,0.000023,0.000028,0.000879,0.001008,0.001068,0.001068,0.098736,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.105668,1.208674,2.105668,,2.105668,,1.005627,1.885136,,,,,,,,,,,,,,,,,2.105668,1.208674,1.005627,1.885136,1.208510,0.415606,
1,tsukubaSet,FLOAT,12,16,8,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 16,32 x 1,32 x 1,16 x 1,16 x 1,32 x 1,256 x 2,32 x 1,32 x 3,32 x 1,16 x 1,32 x 1,16 x 1,32 x 1,16 x 1,16 x 1,32 x 1,256 x 2,YES,CUDA,NVIDIA GeForce RTX 3090 Ti with 84 multiprocessors,12060,12060,384,288,15,0.000000,0.000014,0.000031,0.000020,0.000017,0.000017,0.000086,0.000007,0.000007,0.001491,0.000161,0.000161,0.000049,0.000000,0.001809,0.000127,0.000789,0.000229,0.000157,0.000150,0.000166,0.000000,0.000075,0.000034,0.000023,0.000029,0.001821,0.001953,0.002014,0.002014,0.098736,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.720418,1.235412,1.720418,,,1.720418,1.046533,1.885136,,,,,,,,,,,,,,,,,1.720418,1.235412,1.046533,1.885136,1.303652,0.521256,
2,venus,FLOAT,12,16,8,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 3,32 x 1,32 x 1,16 x 1,16 x 1,16 x 1,64 x 1,32 x 8,32 x 5,32 x 1,16 x 1,32 x 1,16 x 1,64 x 2,16 x 1,16 x 1,32 x 1,32 x 3,YES,CUDA,NVIDIA GeForce RTX 3090 Ti with 84 multiprocessors,12060,12060,434,383,15,0.000000,0.000024,0.000048,0.000025,0.000022,0.000022,0.000116,0.000007,0.000007,0.000893,0.000254,0.000253,0.000087,0.000000,0.001382,0.000180,0.000525,0.000170,0.000069,0.000065,0.000064,0.000000,0.000142,0.000051,0.000031,0.000029,0.001395,0.001572,0.001664,0.001664,0.405772,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.223943,1.080806,2.223943,,2.223943,,1.008677,2.130221,,,,,,,,,,,,,,,,,2.223943,1.080806,1.008677,2.130221,1.296841,0.355243,
2,venus,FLOAT,12,16,8,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 6,64 x 2,32 x 1,16 x 1,64 x 1,64 x 1,256 x 1,32 x 1,256 x 1,64 x 2,64 x 1,64 x 1,16 x 1,128 x 3,32 x 5,64 x 1,64 x 2,32 x 4,YES,CUDA,NVIDIA GeForce RTX 3090 Ti with 84 multiprocessors,12060,12060,434,383,15,0.000000,0.000024,0.000048,0.000025,0.000022,0.000022,0.000116,0.000007,0.000007,0.002762,0.000268,0.000268,0.000086,0.000000,0.003264,0.000180,0.001721,0.000444,0.000217,0.000186,0.000192,0.000000,0.000141,0.000056,0.000037,0.000034,0.003274,0.003458,0.003545,0.003545,0.405772,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.585804,1.078546,1.585804,,,1.585804,1.152290,2.130221,,,,,,,,,,,,,,,,,1.585804,1.078546,1.152290,2.130221,1.321936,0.490526,
3,barn1,FLOAT,12,16,8,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,128 x 1,128 x 1,16 x 1,32 x 1,16 x 1,16 x 1,64 x 1,32 x 5,32 x 5,32 x 1,128 x 1,16 x 1,16 x 1,64 x 2,32 x 3,16 x 1,16 x 1,32 x 1,YES,CUDA,NVIDIA GeForce RTX 3090 Ti with 84 multiprocessors,12060,12060,432,381,15,0.000000,0.000032,0.000066,0.000035,0.000027,0.000026,0.000155,0.000007,0.000007,0.001936,0.000390,0.000390,0.000128,0.000000,0.002648,0.000179,0.001294,0.000361,0.000119,0.000080,0.000079,0.000000,0.000215,0.000080,0.000050,0.000045,0.002661,0.002841,0.002928,0.002928,0.719254,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.958739,0.889233,,,1.958739,,1.075599,2.433685,,,,,,,,,,,,,,,,,1.958739,0.889233,1.075599,2.433685,1.409293,0.376508,
3,barn1,FLOAT,12,16,8,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 14,32 x 2,16 x 1,32 x 1,32 x 4,16 x 1,256 x 1,16 x 1,256 x 1,256 x 1,256 x 1,64 x 1,16 x 1,128 x 1,32 x 6,16 x 1,64 x 1,32 x 1,YES,CUDA,NVIDIA GeForce RTX 3090 Ti with 84 multiprocessors,12060,12060,432,381,15,0.000000,0.000032,0.000066,0.000036,0.000027,0.000026,0.000155,0.000007,0.000007,0.006137,0.000391,0.000391,0.000125,0.000000,0.006850,0.000178,0.004350,0.000913,0.000364,0.000253,0.000257,0.000000,0.000214,0.000081,0.000050,0.000045,0.006861,0.007039,0.007127,0.007127,0.719254,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.939757,0.881080,,,,0.939757,1.130186,2.433685,,,,,,,,,,,,,,,,,0.939757,0.881080,1.130186,2.433685,1.539626,0.564125,
4,conesQuarterSize,FLOAT,12,16,8,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 4,64 x 1,16 x 1,32 x 2,32 x 1,16 x 1,256 x 1,32 x 5,32 x 5,32 x 1,64 x 1,64 x 1,16 x 1,64 x 1,32 x 3,32 x 1,32 x 2,32 x 1,YES,CUDA,NVIDIA GeForce RTX 3090 Ti with 84 multiprocessors,12060,12060,450,375,15,0.000000,0.000070,0.000122,0.000065,0.000052,0.000040,0.000280,0.000008,0.000008,0.009566,0.000783,0.000783,0.000288,0.000000,0.010994,0.000183,0.006896,0.001757,0.000451,0.000251,0.000193,0.000000,0.000462,0.000148,0.000093,0.000080,0.011004,0.011185,0.011275,0.011275,1.509648,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.475055,0.876151,,1.475055,1.475055,,1.103206,1.599362,,,,,,,,,,,,,,,,,1.475055,0.876151,1.103206,1.599362,2.597857,0.437866,
4,conesQuarterSize,FLOAT,12,16,8,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 16,32 x 3,16 x 1,256 x 2,32 x 1,16 x 1,16 x 1,256 x 2,256 x 1,32 x 2,64 x 1,16 x 1,16 x 1,128 x 3,32 x 3,128 x 1,16 x 1,16 x 1,YES,CUDA,NVIDIA GeForce RTX 3090 Ti with 84 multiprocessors,12060,12060,450,375,15,0.000000,0.000070,0.000122,0.000065,0.000053,0.000040,0.000280,0.000008,0.000008,0.016353,0.000775,0.000775,0.000263,0.000000,0.017747,0.000183,0.011689,0.002824,0.000887,0.000496,0.000458,0.000000,0.000454,0.000149,0.000089,0.000082,0.017758,0.017942,0.018033,0.018033,1.509648,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.012501,0.883319,,1.012501,,1.012501,1.052558,1.599362,,,,,,,,,,,,,,,,,1.012501,0.883319,1.052558,1.599362,1.424053,0.603485,
