Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Run Success,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup over no CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup over no CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup over no CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
5,conesHalfSize,FLOAT,64,16,8,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,900,750,7,0.000001,0.002387,0.004232,0.000808,0.000146,0.000051,0.005249,0.000059,0.000057,0.118351,0.020154,0.020153,0.008500,0.000001,0.154808,0.000219,0.090598,0.022359,0.003891,0.001172,0.000349,0.000000,0.015012,0.003934,0.001029,0.000224,0.154865,0.155085,0.155196,0.155196,7.408306,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.474590,1.379087,,1.474590,1.474590,,1.015354,1.094152,1.420270,,,,,,,,,,,,,,,,,,,1.474590,1.379087,1.015354,1.094152,1.440279,0.495622,
5,conesHalfSize,FLOAT,64,16,8,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,900,750,7,0.000001,0.002375,0.004211,0.000749,0.000151,0.000048,0.005151,0.000058,0.000056,0.133272,0.020275,0.020273,0.008442,0.000001,0.169420,0.000221,0.097588,0.024254,0.004366,0.001319,0.000375,0.000000,0.015163,0.003839,0.001079,0.000226,0.169477,0.169699,0.169808,0.169808,7.408306,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.363489,1.384541,,1.363489,,1.363489,0.992327,1.094152,1.280462,,,,,,,,,,,,,,,,,,,1.363489,1.384541,0.992327,1.094152,1.512403,0.517825,
6,conesFullSizeCropped,FLOAT,64,16,8,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,900,750,7,0.000000,0.005720,0.008478,0.002106,0.000347,0.000079,0.011189,0.000107,0.000105,0.254363,0.042578,0.042575,0.017946,0.000002,0.333891,0.000238,0.188898,0.045487,0.010235,0.002657,0.000692,0.000000,0.031403,0.008230,0.002431,0.000485,0.333949,0.334301,0.334413,0.334413,14.440216,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.405640,1.293547,,1.405640,1.405640,,0.972457,1.019506,1.321832,,,,,,,,,,,,,,,,,,,1.405640,1.293547,0.972457,1.019506,1.414635,0.490930,
6,conesFullSizeCropped,FLOAT,64,16,8,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,900,750,7,0.000001,0.005831,0.008659,0.001926,0.000341,0.000081,0.011009,0.000107,0.000105,0.259635,0.041653,0.041650,0.018299,0.000002,0.340499,0.000434,0.197875,0.047727,0.010697,0.002847,0.000727,0.000000,0.030455,0.008133,0.002553,0.000489,0.340553,0.340825,0.340936,0.340936,14.440216,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.390159,1.288790,,1.390159,,1.390159,1.004777,1.019506,1.323534,,,,,,,,,,,,,,,,,,,1.390159,1.288790,1.004777,1.019506,1.399083,0.503778,
0,tsukubaSetHalfSize,DOUBLE,64,16,8,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,32,NEON,192,144,15,0.000000,0.000012,0.000013,0.000011,0.000010,0.000010,0.000044,0.000006,0.000006,0.000366,0.000071,0.000071,0.000024,0.000000,0.000533,0.000010,0.000180,0.000074,0.000044,0.000035,0.000034,0.000000,0.000031,0.000016,0.000012,0.000012,0.000551,0.000562,0.000565,0.000565,0.010541,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,1.272510,1.053349,1.272510,,1.272510,,1.256402,1.685716,1.337563,,,,,,,,,,1.272510,1.053349,1.256402,1.685716,,0.769257,
0,tsukubaSetHalfSize,DOUBLE,64,16,8,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,NEON,192,144,15,0.000000,0.000011,0.000016,0.000015,0.000014,0.000015,0.000060,0.000008,0.000007,0.000735,0.000075,0.000075,0.000027,0.000000,0.000916,0.000014,0.000403,0.000175,0.000072,0.000051,0.000049,0.000000,0.000025,0.000019,0.000015,0.000016,0.000935,0.000949,0.000952,0.000952,0.010541,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,2.121127,1.070026,2.121127,,,2.121127,1.061654,1.685716,1.143131,,,,,,,,,,2.121127,1.070026,1.061654,1.685716,,0.743944,
1,tsukubaSet,DOUBLE,64,16,8,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,384,288,15,0.000000,0.000039,0.000030,0.000023,0.000020,0.000019,0.000093,0.000011,0.000011,0.001443,0.000207,0.000207,0.000069,0.000000,0.001867,0.000018,0.000872,0.000298,0.000129,0.000076,0.000064,0.000000,0.000118,0.000042,0.000024,0.000021,0.001883,0.001901,0.001916,0.001916,0.093762,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,1.924609,1.301302,1.924609,,1.924609,,1.043168,2.027805,1.923351,,,,,,,,,,1.924609,1.301302,1.043168,2.027805,,0.668471,
1,tsukubaSet,DOUBLE,64,16,8,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,384,288,15,0.000000,0.000040,0.000030,0.000023,0.000020,0.000019,0.000092,0.000011,0.000011,0.003415,0.000206,0.000206,0.000068,0.000000,0.003833,0.000018,0.002249,0.000710,0.000267,0.000107,0.000074,0.000000,0.000116,0.000041,0.000024,0.000021,0.003851,0.003869,0.003886,0.003886,0.093762,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,1.524144,1.309440,1.524144,,,1.524144,1.003599,2.027805,1.320462,,,,,,,,,,1.524144,1.309440,1.003599,2.027805,,0.579794,
2,venus,DOUBLE,64,16,8,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,434,383,15,0.000000,0.000059,0.000065,0.000035,0.000023,0.000021,0.000144,0.000014,0.000014,0.005165,0.000551,0.000549,0.000213,0.000000,0.006164,0.000022,0.003694,0.000904,0.000333,0.000134,0.000085,0.000000,0.000316,0.000143,0.000057,0.000030,0.006208,0.006230,0.006255,0.006255,0.278289,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,0.961231,1.563312,0.961231,,0.961231,,0.994101,1.116122,1.390669,,,,,,,,,,0.961231,1.563312,0.994101,1.116122,,0.484855,
2,venus,DOUBLE,64,16,8,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,64,NEON,434,383,15,0.000000,0.000059,0.000063,0.000035,0.000024,0.000021,0.000143,0.000014,0.000014,0.005922,0.000541,0.000541,0.000217,0.000000,0.006894,0.000023,0.004253,0.001027,0.000375,0.000158,0.000093,0.000000,0.000311,0.000140,0.000057,0.000030,0.006934,0.006957,0.006982,0.006982,0.278289,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,1.348690,1.553639,1.348690,,,1.348690,0.996970,1.116122,1.409504,,,,,,,,,,1.348690,1.553639,0.996970,1.116122,,0.478490,
