Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Parallel Params Per Kernel Setting,Blur Images Parallel Dimensions,Init Message Values Parallel Dimensions,Level 0 Data Costs Parallel Dimensions,Level 1 Data Costs Parallel Dimensions,Level 2 Data Costs Parallel Dimensions,Level 3 Data Costs Parallel Dimensions,Level 4 Data Costs Parallel Dimensions,Level 0 BP Thread Parallel Dimensions,Level 1 BP Thread Parallel Dimensions,Level 2 BP Thread Parallel Dimensions,Level 3 BP Thread Parallel Dimensions,Level 4 BP Thread Parallel Dimensions,Level 0 Copy Thread Parallel Dimensions,Level 1 Copy Thread Parallel Dimensions,Level 2 Copy Thread Parallel Dimensions,Level 3 Copy Thread Parallel Dimensions,Level 4 Copy Thread Parallel Dimensions,Get Output Disparity Parallel Dimensions,Acceleration,Device 0,Cuda version,Cuda Runtime Version,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,CUDA output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,CUDA output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,
0,tsukubaSetHalfSize,FLOAT,12,32,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,128 x 2,16 x 1,64 x 1,16 x 1,16 x 1,16 x 1,16 x 1,16 x 1,16 x 1,16 x 1,16 x 1,16 x 1,16 x 1,64 x 1,16 x 1,16 x 1,16 x 1,16 x 1,CUDA,NVIDIA GeForce RTX 3090 Ti with 84 multiprocessors,12060,12060,192,144,15,0.000000,0.000007,0.000015,0.000015,0.000015,0.000016,0.000061,0.000007,0.000006,0.000276,0.000079,0.000079,0.000010,0.000000,0.000442,0.000053,0.000062,0.000054,0.000053,0.000053,0.000053,0.000000,0.000020,0.000018,0.000020,0.000021,0.000451,0.000504,0.000524,0.000524,0.009533,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.106659,1.098657,1.106659,,1.106659,,1.017795,1.557441,,,,,,,,,,,,,,,,,1.106659,1.098657,1.017795,1.557441,0.669117,1.005270,
0,tsukubaSetHalfSize,FLOAT,12,32,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,64 x 8,256 x 1,64 x 6,256 x 1,64 x 1,64 x 4,64 x 6,128 x 1,128 x 1,128 x 1,128 x 1,64 x 2,16 x 1,256 x 1,128 x 1,64 x 3,64 x 4,64 x 5,CUDA,NVIDIA GeForce RTX 3090 Ti with 84 multiprocessors,12060,12060,192,144,15,0.000000,0.000007,0.000015,0.000014,0.000015,0.000016,0.000060,0.000006,0.000006,0.000571,0.000079,0.000079,0.000011,0.000000,0.000735,0.000052,0.000117,0.000113,0.000108,0.000115,0.000118,0.000000,0.000019,0.000018,0.000021,0.000021,0.000744,0.000796,0.000815,0.000815,0.009533,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.585659,1.147353,1.585659,,,1.585659,1.066087,1.557441,,,,,,,,,,,,,,,,,1.585659,1.147353,1.066087,1.557441,0.714968,1.041629,
1,tsukubaSet,FLOAT,12,32,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,64 x 2,256 x 1,32 x 1,16 x 1,256 x 1,256 x 1,256 x 1,64 x 3,32 x 6,256 x 1,256 x 1,256 x 1,16 x 1,256 x 1,32 x 4,256 x 1,256 x 1,32 x 3,CUDA,NVIDIA GeForce RTX 3090 Ti with 84 multiprocessors,12060,12060,384,288,15,0.000000,0.000014,0.000031,0.000021,0.000017,0.000017,0.000085,0.000007,0.000006,0.000555,0.000161,0.000161,0.000048,0.000000,0.000869,0.000129,0.000292,0.000087,0.000059,0.000057,0.000058,0.000000,0.000076,0.000033,0.000023,0.000029,0.000881,0.001011,0.001071,0.001071,0.097234,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.099273,1.227336,2.099273,,2.099273,,1.005546,1.876668,,,,,,,,,,,,,,,,,2.099273,1.227336,1.005546,1.876668,0.416704,1.191981,
1,tsukubaSet,FLOAT,12,32,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,64 x 4,32 x 1,32 x 1,16 x 1,16 x 1,32 x 1,32 x 1,32 x 1,32 x 6,32 x 1,16 x 1,32 x 1,16 x 1,32 x 14,32 x 4,64 x 1,32 x 1,64 x 3,CUDA,NVIDIA GeForce RTX 3090 Ti with 84 multiprocessors,12060,12060,384,288,15,0.000000,0.000014,0.000031,0.000020,0.000017,0.000017,0.000085,0.000007,0.000007,0.001493,0.000162,0.000162,0.000049,0.000000,0.001811,0.000128,0.000795,0.000226,0.000156,0.000150,0.000165,0.000000,0.000076,0.000034,0.000023,0.000029,0.001822,0.001951,0.002011,0.002011,0.097234,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.722932,1.254487,1.722932,,,1.722932,1.047966,1.876668,,,,,,,,,,,,,,,,,1.722932,1.254487,1.047966,1.876668,0.518184,1.284308,
2,venus,FLOAT,12,32,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,128 x 2,64 x 1,32 x 1,16 x 1,128 x 1,64 x 1,256 x 1,32 x 8,32 x 5,64 x 1,256 x 1,64 x 1,16 x 1,256 x 1,32 x 5,16 x 1,256 x 1,256 x 1,CUDA,NVIDIA GeForce RTX 3090 Ti with 84 multiprocessors,12060,12060,434,383,15,0.000000,0.000024,0.000048,0.000024,0.000022,0.000021,0.000115,0.000007,0.000006,0.000890,0.000254,0.000253,0.000087,0.000000,0.001376,0.000180,0.000525,0.000170,0.000069,0.000064,0.000063,0.000000,0.000141,0.000051,0.000032,0.000029,0.001388,0.001570,0.001656,0.001656,0.399283,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.235091,1.098373,2.235091,,2.235091,,1.017948,2.141923,,,,,,,,,,,,,,,,,2.235091,1.098373,1.017948,2.141923,0.359628,1.279871,
2,venus,FLOAT,12,32,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,64 x 1,128 x 1,32 x 1,16 x 1,16 x 1,16 x 1,128 x 1,32 x 1,256 x 1,64 x 2,32 x 1,16 x 1,16 x 1,128 x 1,32 x 6,16 x 1,128 x 1,32 x 8,CUDA,NVIDIA GeForce RTX 3090 Ti with 84 multiprocessors,12060,12060,434,383,15,0.000000,0.000024,0.000048,0.000024,0.000022,0.000022,0.000116,0.000007,0.000007,0.002760,0.000268,0.000268,0.000087,0.000000,0.003263,0.000182,0.001715,0.000452,0.000215,0.000187,0.000193,0.000000,0.000142,0.000056,0.000037,0.000034,0.003275,0.003456,0.003546,0.003546,0.399283,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.585045,1.096076,1.585045,,,1.585045,1.152355,2.141923,,,,,,,,,,,,,,,,,1.585045,1.096076,1.152355,2.141923,0.440294,1.322308,
3,barn1,FLOAT,12,32,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 6,256 x 1,16 x 1,32 x 1,16 x 1,16 x 1,16 x 1,32 x 5,32 x 5,32 x 1,64 x 1,16 x 1,16 x 1,128 x 1,256 x 1,16 x 1,64 x 1,32 x 1,CUDA,NVIDIA GeForce RTX 3090 Ti with 84 multiprocessors,12060,12060,432,381,15,0.000000,0.000032,0.000065,0.000036,0.000028,0.000026,0.000156,0.000007,0.000007,0.001917,0.000388,0.000388,0.000128,0.000000,0.002636,0.000178,0.001281,0.000358,0.000117,0.000081,0.000080,0.000000,0.000213,0.000081,0.000050,0.000045,0.002649,0.002825,0.002912,0.002912,0.691978,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.969728,0.924285,,,1.969728,,1.076436,2.442988,,,,,,,,,,,,,,,,,1.969728,0.924285,1.076436,2.442988,0.373427,1.389693,
3,barn1,FLOAT,12,32,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 5,16 x 1,16 x 1,32 x 1,16 x 1,16 x 1,64 x 1,32 x 1,256 x 1,64 x 2,256 x 1,64 x 1,16 x 1,128 x 1,32 x 6,16 x 1,64 x 1,32 x 1,CUDA,NVIDIA GeForce RTX 3090 Ti with 84 multiprocessors,12060,12060,432,381,15,0.000000,0.000032,0.000065,0.000036,0.000027,0.000026,0.000155,0.000007,0.000007,0.006128,0.000388,0.000388,0.000123,0.000000,0.006834,0.000180,0.004370,0.000903,0.000345,0.000252,0.000255,0.000000,0.000213,0.000081,0.000050,0.000044,0.006845,0.007026,0.007114,0.007114,0.691978,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.941430,0.915811,,,,0.941430,1.126926,2.442988,,,,,,,,,,,,,,,,,0.941430,0.915811,1.126926,2.442988,0.557294,1.626026,
4,conesQuarterSize,FLOAT,12,32,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,32 x 4,32 x 1,16 x 1,32 x 3,128 x 1,16 x 1,32 x 1,32 x 5,32 x 5,32 x 1,64 x 1,64 x 1,16 x 1,64 x 2,32 x 2,32 x 1,64 x 1,32 x 1,CUDA,NVIDIA GeForce RTX 3090 Ti with 84 multiprocessors,12060,12060,450,375,15,0.000000,0.000070,0.000122,0.000064,0.000052,0.000040,0.000279,0.000008,0.000008,0.009562,0.000788,0.000788,0.000287,0.000000,0.010998,0.000184,0.006898,0.001759,0.000453,0.000250,0.000192,0.000000,0.000466,0.000149,0.000093,0.000079,0.011010,0.011194,0.011283,0.011283,1.475831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.473997,0.896227,,1.473997,1.473997,,1.098396,1.590852,,,,,,,,,,,,,,,,,1.473997,0.896227,1.098396,1.590852,0.436830,2.632454,
4,conesQuarterSize,FLOAT,12,32,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Set Per Kernel,64 x 5,16 x 1,16 x 1,32 x 5,64 x 1,16 x 1,16 x 1,256 x 2,256 x 1,256 x 1,32 x 1,16 x 1,16 x 1,128 x 3,32 x 5,32 x 1,64 x 2,16 x 1,CUDA,NVIDIA GeForce RTX 3090 Ti with 84 multiprocessors,12060,12060,450,375,15,0.000000,0.000069,0.000122,0.000065,0.000052,0.000040,0.000280,0.000008,0.000008,0.016274,0.000775,0.000774,0.000265,0.000000,0.017669,0.000185,0.011669,0.002803,0.000876,0.000481,0.000447,0.000000,0.000455,0.000149,0.000090,0.000081,0.017679,0.017860,0.017950,0.017950,1.475831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.017188,0.903559,,1.017188,,1.017188,1.055364,1.590852,,,,,,,,,,,,,,,,,1.017188,0.903559,1.055364,1.590852,0.581624,1.472290,
