Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup over no CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup over no CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup over no CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
0,tsukubaSetHalfSize,FLOAT,64,32,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,32,NEON,192,144,3,0.000000,0.000009,0.000012,0.000010,0.000010,0.000010,0.000043,0.000006,0.000006,0.000268,0.000063,0.000063,0.000028,0.000000,0.000418,0.000011,0.000107,0.000052,0.000039,0.000035,0.000035,0.000000,0.000023,0.000014,0.000014,0.000012,0.000451,0.000515,0.000518,0.000518,0.010759,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.118066,0.973441,1.118066,,1.118066,,1.252856,1.415932,,,,,,,,,,,,,,,,,,,,1.118066,0.973441,1.252856,1.415932,1.060645,0.833677,
0,tsukubaSetHalfSize,FLOAT,64,32,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,32,NEON,192,144,3,0.000000,0.000009,0.000012,0.000011,0.000010,0.000010,0.000044,0.000006,0.000006,0.000545,0.000065,0.000065,0.000020,0.000000,0.000690,0.000010,0.000310,0.000109,0.000051,0.000036,0.000035,0.000000,0.000025,0.000015,0.000014,0.000012,0.000709,0.000719,0.000734,0.000734,0.010759,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.762109,1.016587,1.762109,,,1.762109,1.092058,1.415932,,,,,,,,,,,,,,,,,,,,1.762109,1.016587,1.092058,1.415932,0.967961,0.700826,
1,tsukubaSet,FLOAT,64,32,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,384,288,3,0.000000,0.000031,0.000027,0.000033,0.000019,0.000019,0.000099,0.000012,0.000012,0.000914,0.000204,0.000204,0.000045,0.000000,0.001292,0.000019,0.000502,0.000177,0.000090,0.000081,0.000065,0.000000,0.000110,0.000047,0.000023,0.000025,0.001311,0.001330,0.001346,0.001346,0.093598,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.671378,1.275013,1.671378,,1.671378,,1.019450,1.866107,,,,,,,,,,,,,,,,,,,,1.671378,1.275013,1.019450,1.866107,0.976071,0.669234,
1,tsukubaSet,FLOAT,64,32,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,384,288,3,0.000000,0.000030,0.000047,0.000021,0.000019,0.000019,0.000107,0.000012,0.000012,0.001912,0.000195,0.000194,0.000044,0.000000,0.002457,0.000019,0.001205,0.000387,0.000151,0.000078,0.000065,0.000000,0.000108,0.000039,0.000024,0.000024,0.002476,0.002495,0.002511,0.002511,0.093598,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.379510,1.303219,1.379510,,,1.379510,0.915712,1.866107,,,,,,,,,,,,,,,,,,,,1.379510,1.303219,0.915712,1.866107,1.116214,0.636376,
2,venus,FLOAT,64,32,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,434,383,3,0.000000,0.000044,0.000040,0.000024,0.000020,0.000020,0.000103,0.000015,0.000014,0.002608,0.000245,0.000244,0.000179,0.000000,0.003571,0.000020,0.001752,0.000456,0.000197,0.000094,0.000067,0.000000,0.000125,0.000051,0.000036,0.000033,0.003596,0.003616,0.003638,0.003638,0.276539,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.017122,1.585893,1.017122,,1.017122,,0.854723,0.936671,,,,,,,,,,,,,,,,,,,,1.017122,1.585893,0.854723,0.936671,1.143586,0.605433,
2,venus,FLOAT,64,32,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,434,383,3,0.000000,0.000041,0.000039,0.000024,0.000020,0.000020,0.000102,0.000030,0.000030,0.002860,0.000238,0.000238,0.000076,0.000000,0.003339,0.000020,0.001953,0.000522,0.000209,0.000101,0.000071,0.000000,0.000117,0.000052,0.000036,0.000034,0.003365,0.003385,0.003408,0.003408,0.276539,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.649439,1.582577,1.649439,,,1.649439,0.989783,0.936671,,,,,,,,,,,,,,,,,,,,1.649439,1.582577,0.989783,0.936671,0.983678,0.507862,
3,barn1,FLOAT,64,32,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,432,381,3,0.000000,0.000061,0.000059,0.000029,0.000023,0.000021,0.000132,0.000018,0.000018,0.003832,0.000719,0.000718,0.000109,0.000000,0.005771,0.000032,0.002659,0.000699,0.000275,0.000117,0.000083,0.000000,0.000218,0.000090,0.000364,0.000052,0.005804,0.005836,0.005860,0.005860,0.407360,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.978871,1.570075,,,0.978871,,0.913768,0.841670,,,,,,,,,,,,,,,,,,,,0.978871,1.570075,0.913768,0.841670,1.276079,0.474362,
3,barn1,FLOAT,64,32,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,432,381,3,0.000000,0.000058,0.000060,0.000031,0.000022,0.000021,0.000134,0.000018,0.000018,0.004139,0.000412,0.000411,0.000106,0.000000,0.004856,0.000021,0.002840,0.000772,0.000301,0.000131,0.000084,0.000000,0.000196,0.000087,0.000066,0.000063,0.004886,0.004908,0.004932,0.004932,0.407360,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.357961,1.555680,,,,1.357961,0.984428,0.841670,,,,,,,,,,,,,,,,,,,,1.357961,1.555680,0.984428,0.841670,0.990533,0.381054,
4,conesQuarterSize,FLOAT,64,32,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,450,375,3,0.000000,0.000173,0.000201,0.000064,0.000029,0.000025,0.000318,0.000033,0.000033,0.010885,0.001577,0.001577,0.000803,0.000001,0.013958,0.000077,0.008488,0.001538,0.000592,0.000195,0.000117,0.000000,0.001091,0.000298,0.000105,0.000087,0.014000,0.014077,0.014102,0.014102,0.937072,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.179317,1.411504,,1.179317,1.179317,,1.329215,1.239185,,,,,,,,,,,,,,,,,,,,1.179317,1.411504,1.329215,1.239185,1.389025,0.434772,
4,conesQuarterSize,FLOAT,64,32,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,450,375,3,0.000001,0.000603,0.000253,0.000158,0.000078,0.000047,0.000537,0.000135,0.000134,0.011273,0.003100,0.003099,0.000785,0.000000,0.017105,0.000286,0.008576,0.001567,0.000599,0.000207,0.000130,0.000000,0.001070,0.000294,0.000386,0.000161,0.017165,0.017451,0.017476,0.017476,0.937072,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.044789,1.423050,,1.044789,,1.044789,0.842011,1.239185,,,,,,,,,,,,,,,,,,,,1.044789,1.423050,0.842011,1.239185,1.678301,0.536486,
