Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory Optimization Level,Indexing Optimization Level,Run Success,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Time init settings malloc (3 timings),Level 0 Data Costs (3 timings),Level 1 Data Costs (3 timings),Level 2 Data Costs (3 timings),Level 3 Data Costs (3 timings),Level 4 Data Costs (3 timings),Level 5 Data Costs (No timings) ,Level 6 Data Costs (No timings) ,Level 7 Data Costs (No timings) ,Level 8 Data Costs (No timings) ,Level 9 Data Costs (No timings) ,Total time get data costs after bottom level (3 timings),Time to init message values (3 timings),Time to init message values (kernel portion only) (3 timings),Total time BP Iters (3 timings),Total time Copy Data (3 timings),Total time Copy Data (kernel portion only) (3 timings),Total time Copy Data (memory management portion only) (No timings) ,Time get output disparity (3 timings),Time final free (3 timings),Total timed (3 timings),Smoothing Runtime (3 timings),Level 0 BP Runtime (3 timings),Level 1 BP Runtime (3 timings),Level 2 BP Runtime (3 timings),Level 3 BP Runtime (3 timings),Level 4 BP Runtime (3 timings),Level 5 BP Runtime (No timings) ,Level 6 BP Runtime (No timings) ,Level 7 BP Runtime (No timings) ,Level 8 BP Runtime (No timings) ,Level 9 BP Runtime (No timings) ,Level 0 Copy Runtime (3 timings),Level 1 Copy Runtime (3 timings),Level 2 Copy Runtime (3 timings),Level 3 Copy Runtime (3 timings),Level 4 Copy Runtime (3 timings),Level 5 Copy Runtime (No timings) ,Level 6 Copy Runtime (No timings) ,Level 7 Copy Runtime (No timings) ,Level 8 Copy Runtime (No timings) ,Level 9 Copy Runtime (No timings) ,Total BP Runtime (3 timings),Total Runtime not including data transfer time (3 timings),Total runtime including data transfer time (3 timings),Median Optimized Runtime (including transfer time),Average Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated disparity count (known at compile-time) - FLOAT,Speedup over AVX256 CPU vectorization - FLOAT,Speedup using CPU vectorization - FLOAT,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated disparity count (known at compile-time) - All Runs,
5,conesHalfSize,FLOAT,16,64,16,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,900,750,0.000001,0.029584,0.037507,0.008024,0.001689,0.000231,No timings,No timings,No timings,No timings,No timings,0.047416,0.000292,0.000291,0.817756,0.202013,0.202010,No timings,0.080448,0.000001,1.181066,0.000377,0.634053,0.150651,0.029699,0.002767,0.000475,No timings,No timings,No timings,No timings,No timings,0.000000,0.149366,0.037493,0.013273,0.002097,No timings,No timings,No timings,No timings,No timings,1.181112,1.181350,1.181599,1.181599,7.735181,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.199464,1.320810,No Data,1.029867,No Data,No Data,No Data,No Data,No Data,0.199464,1.320810,1.029867,No Data,
5,conesHalfSize,FLOAT,16,64,16,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,900,750,0.000001,0.030153,0.038841,0.008966,0.002431,0.000308,No timings,No timings,No timings,No timings,No timings,0.050580,0.000373,0.000372,0.827996,0.214366,0.214364,No timings,0.079866,0.000002,1.210016,0.000349,0.639843,0.151420,0.032094,0.003929,0.000594,No timings,No timings,No timings,No timings,No timings,0.000000,0.152101,0.041977,0.017618,0.003052,No timings,No timings,No timings,No timings,No timings,1.210063,1.210412,1.210659,1.210659,7.735181,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.204344,1.326032,No Data,1.068493,No Data,No Data,No Data,No Data,No Data,0.204344,1.326032,1.068493,No Data,
6,conesFullSizeCropped,FLOAT,16,64,16,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,900,750,0.000001,0.058662,0.077896,0.018228,0.004519,0.000735,No timings,No timings,No timings,No timings,No timings,0.101480,0.000801,0.000799,1.761543,0.459786,0.459777,No timings,0.168925,0.000002,2.551307,0.000362,1.354954,0.318299,0.071514,0.016109,0.001077,No timings,No timings,No timings,No timings,No timings,0.000000,0.312177,0.092912,0.046409,0.007759,No timings,No timings,No timings,No timings,No timings,2.551354,2.551716,2.551972,2.551972,15.308831,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.196198,1.220152,No Data,1.065158,No Data,No Data,No Data,No Data,No Data,0.196198,1.220152,1.065158,No Data,
6,conesFullSizeCropped,FLOAT,16,64,16,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,900,750,0.000001,0.058260,0.075401,0.017478,0.003689,0.000603,No timings,No timings,No timings,No timings,No timings,0.097204,0.000720,0.000718,1.768698,0.451190,0.451184,No timings,0.167517,0.000001,2.541528,0.000356,1.352286,0.326232,0.071853,0.016322,0.001202,No timings,No timings,No timings,No timings,No timings,0.000000,0.311609,0.093551,0.039374,0.006702,No timings,No timings,No timings,No timings,No timings,2.541573,2.541926,2.542167,2.542167,15.308831,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.196356,1.215664,No Data,1.053200,No Data,No Data,No Data,No Data,No Data,0.196356,1.215664,1.053200,No Data,
0,tsukubaSetHalfSize,DOUBLE,16,64,16,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,192,144,0.000000,0.000026,0.000013,0.000006,0.000005,0.000005,No timings,No timings,No timings,No timings,No timings,0.000029,0.000006,0.000006,0.000415,0.000102,0.000102,No timings,0.000023,0.000000,0.000600,0.000005,0.000242,0.000076,0.000032,0.000041,0.000029,No timings,No timings,No timings,No timings,No timings,0.000000,0.000057,0.000020,0.000013,0.000012,No timings,No timings,No timings,No timings,No timings,0.000620,0.000624,0.000633,0.000633,0.010802,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1.131972,1.027965,0.996889,No Data,
0,tsukubaSetHalfSize,DOUBLE,16,64,16,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,192,144,0.000000,0.000029,0.000013,0.000006,0.000006,0.000005,No timings,No timings,No timings,No timings,No timings,0.000030,0.000007,0.000007,0.002895,0.000116,0.000116,No timings,0.000043,0.000000,0.003109,0.000050,0.001425,0.000431,0.000140,0.000068,0.000031,No timings,No timings,No timings,No timings,No timings,0.000000,0.000068,0.000021,0.000013,0.000014,No timings,No timings,No timings,No timings,No timings,0.003133,0.003183,0.003192,0.003192,0.010802,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.764273,1.044240,1.207675,No Data,
1,tsukubaSet,DOUBLE,16,64,16,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,384,288,0.000000,0.000643,0.000499,0.000072,0.000014,0.000008,No timings,No timings,No timings,No timings,No timings,0.000592,0.000015,0.000014,0.019795,0.005793,0.005792,No timings,0.002342,0.000001,0.029182,0.000050,0.018509,0.000947,0.000174,0.000074,0.000081,No timings,No timings,No timings,No timings,No timings,0.000000,0.004875,0.000726,0.000138,0.000053,No timings,No timings,No timings,No timings,No timings,0.029219,0.029269,0.029308,0.029308,0.081767,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.118662,1.492195,0.942978,No Data,
1,tsukubaSet,DOUBLE,16,64,16,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,384,288,0.000001,0.000644,0.000524,0.000086,0.000014,0.000008,No timings,No timings,No timings,No timings,No timings,0.000634,0.000018,0.000017,0.021711,0.006195,0.006194,No timings,0.002404,0.000001,0.031609,0.000047,0.017990,0.002716,0.000685,0.000231,0.000120,No timings,No timings,No timings,No timings,No timings,0.000000,0.005207,0.000767,0.000167,0.000063,No timings,No timings,No timings,No timings,No timings,0.031656,0.031703,0.031744,0.031744,0.081767,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.181818,1.501527,0.974512,No Data,
2,venus,DOUBLE,16,64,16,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,434,383,0.000001,0.001789,0.002129,0.000274,0.000028,0.000010,No timings,No timings,No timings,No timings,No timings,0.002455,0.000024,0.000023,0.047440,0.013795,0.013794,No timings,0.005809,0.000001,0.071290,0.000076,0.042318,0.004520,0.000429,0.000153,0.000154,No timings,No timings,No timings,No timings,No timings,0.000000,0.011216,0.001988,0.000473,0.000101,No timings,No timings,No timings,No timings,No timings,0.071329,0.071405,0.071464,0.071464,0.277272,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.080606,1.569043,0.958043,No Data,
2,venus,DOUBLE,16,64,16,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,434,383,0.000001,0.001852,0.002277,0.000313,0.000033,0.000010,No timings,No timings,No timings,No timings,No timings,0.002599,0.000025,0.000024,0.051880,0.013924,0.013923,No timings,0.005830,0.000001,0.076040,0.000078,0.044887,0.005526,0.001016,0.000313,0.000192,No timings,No timings,No timings,No timings,No timings,0.000000,0.011388,0.002015,0.000442,0.000106,No timings,No timings,No timings,No timings,No timings,0.076082,0.076160,0.076219,0.076219,0.277272,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.128144,1.559335,1.037272,No Data,
3,barn1,DOUBLE,16,64,16,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,432,381,0.000001,0.002818,0.004175,0.000611,0.000085,0.000013,No timings,No timings,No timings,No timings,No timings,0.004874,0.000038,0.000038,0.076681,0.022285,0.022284,No timings,0.008615,0.000001,0.117168,0.000078,0.064669,0.010780,0.000806,0.000223,0.000199,No timings,No timings,No timings,No timings,No timings,0.000000,0.017546,0.003839,0.000737,0.000162,No timings,No timings,No timings,No timings,No timings,0.117208,0.117246,0.117312,0.117312,0.447872,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.105996,1.431267,1.016165,No Data,
3,barn1,DOUBLE,16,64,16,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,432,381,0.000001,0.002956,0.004142,0.000551,0.000077,0.000014,No timings,No timings,No timings,No timings,No timings,0.004784,0.000038,0.000037,0.080639,0.021915,0.021914,No timings,0.008570,0.000001,0.118923,0.000078,0.067666,0.011247,0.001311,0.000388,0.000241,No timings,No timings,No timings,No timings,No timings,0.000000,0.017372,0.003735,0.000691,0.000168,No timings,No timings,No timings,No timings,No timings,0.118965,0.119043,0.119099,0.119099,0.447872,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.135244,1.440087,1.013739,No Data,
