Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory Optimization Level,Indexing Optimization Level,Run Success,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Time init settings malloc (3 timings),Level 0 Data Costs (3 timings),Level 1 Data Costs (3 timings),Level 2 Data Costs (3 timings),Level 3 Data Costs (3 timings),Level 4 Data Costs (3 timings),Level 5 Data Costs (No timings) ,Level 6 Data Costs (No timings) ,Level 7 Data Costs (No timings) ,Level 8 Data Costs (No timings) ,Level 9 Data Costs (No timings) ,Total time get data costs after bottom level (3 timings),Time to init message values (3 timings),Time to init message values (kernel portion only) (3 timings),Total time BP Iters (3 timings),Total time Copy Data (3 timings),Total time Copy Data (kernel portion only) (3 timings),Total time Copy Data (memory management portion only) (No timings) ,Time get output disparity (3 timings),Time final free (3 timings),Total timed (3 timings),Smoothing Runtime (3 timings),Level 0 BP Runtime (3 timings),Level 1 BP Runtime (3 timings),Level 2 BP Runtime (3 timings),Level 3 BP Runtime (3 timings),Level 4 BP Runtime (3 timings),Level 5 BP Runtime (No timings) ,Level 6 BP Runtime (No timings) ,Level 7 BP Runtime (No timings) ,Level 8 BP Runtime (No timings) ,Level 9 BP Runtime (No timings) ,Level 0 Copy Runtime (3 timings),Level 1 Copy Runtime (3 timings),Level 2 Copy Runtime (3 timings),Level 3 Copy Runtime (3 timings),Level 4 Copy Runtime (3 timings),Level 5 Copy Runtime (No timings) ,Level 6 Copy Runtime (No timings) ,Level 7 Copy Runtime (No timings) ,Level 8 Copy Runtime (No timings) ,Level 9 Copy Runtime (No timings) ,Total BP Runtime (3 timings),Total Runtime not including data transfer time (3 timings),Total runtime including data transfer time (3 timings),Median Optimized Runtime (including transfer time),Average Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated disparity count (known at compile-time) - FLOAT,Speedup over AVX256 CPU vectorization - FLOAT,Speedup using CPU vectorization - FLOAT,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated disparity count (known at compile-time) - All Runs,
4,conesQuarterSize,DOUBLE,16,64,16,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,450,375,0.000000,0.006227,0.009026,0.002132,0.000265,0.000031,No timings,No timings,No timings,No timings,No timings,0.011453,0.000079,0.000078,0.168920,0.051725,0.051723,No timings,0.017369,0.000001,0.255773,0.000075,0.132179,0.032932,0.002266,0.000438,0.000460,No timings,No timings,No timings,No timings,No timings,0.000000,0.038949,0.010633,0.001929,0.000327,No timings,No timings,No timings,No timings,No timings,0.255815,0.255853,0.255914,0.255914,0.938076,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.190422,1.399599,0.998968,No Data,
4,conesQuarterSize,DOUBLE,16,64,16,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,450,375,0.000001,0.006281,0.009097,0.002174,0.000253,0.000033,No timings,No timings,No timings,No timings,No timings,0.011556,0.000105,0.000104,0.167901,0.051684,0.051683,No timings,0.017375,0.000001,0.256719,0.000075,0.133023,0.030810,0.002830,0.000584,0.000509,No timings,No timings,No timings,No timings,No timings,0.000000,0.038722,0.010755,0.001937,0.000337,No timings,No timings,No timings,No timings,No timings,0.256765,0.256840,0.256900,0.256900,0.938076,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.197311,1.391391,1.009469,No Data,
5,conesHalfSize,DOUBLE,16,64,16,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,900,750,0.000001,0.064062,0.078582,0.017467,0.004514,0.000648,No timings,No timings,No timings,No timings,No timings,0.101262,0.000662,0.000661,1.558959,0.406745,0.406742,No timings,0.156903,0.000002,2.288296,0.000362,1.195132,0.276672,0.072860,0.012266,0.001096,No timings,No timings,No timings,No timings,No timings,0.000000,0.293893,0.079793,0.027751,0.005642,No timings,No timings,No timings,No timings,No timings,2.288345,2.288534,2.288784,2.288784,7.735181,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.201517,1.271447,1.015637,No Data,
5,conesHalfSize,DOUBLE,16,64,16,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,900,750,0.000001,0.064295,0.078165,0.017382,0.004551,0.000660,No timings,No timings,No timings,No timings,No timings,0.100743,0.000655,0.000652,1.553626,0.414311,0.414307,No timings,0.154848,0.000001,2.300504,0.000341,1.185051,0.281046,0.072948,0.012515,0.001287,No timings,No timings,No timings,No timings,No timings,0.000000,0.301419,0.080733,0.028123,0.005720,No timings,No timings,No timings,No timings,No timings,2.300553,2.301662,2.301902,2.301902,7.735181,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.201669,1.265621,1.013431,No Data,
6,conesFullSizeCropped,DOUBLE,16,64,16,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,900,750,0.000001,0.127228,0.158205,0.036237,0.011997,0.001725,No timings,No timings,No timings,No timings,No timings,0.208447,0.001513,0.001511,3.194930,0.861327,0.861322,No timings,0.314826,0.000001,4.708191,0.000349,2.431953,0.576938,0.148657,0.034342,0.003092,No timings,No timings,No timings,No timings,No timings,0.000000,0.605045,0.174220,0.068883,0.016046,No timings,No timings,No timings,No timings,No timings,4.708239,4.708432,4.708670,4.708670,15.308831,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.200180,1.209178,1.014566,No Data,
6,conesFullSizeCropped,DOUBLE,16,64,16,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,900,750,0.000001,0.127470,0.158018,0.034531,0.011238,0.001635,No timings,No timings,No timings,No timings,No timings,0.205129,0.001445,0.001442,3.264604,0.871033,0.871024,No timings,0.319374,0.000002,4.788180,0.000352,2.503287,0.578255,0.146010,0.034433,0.003265,No timings,No timings,No timings,No timings,No timings,0.000000,0.598564,0.178679,0.077705,0.016364,No timings,No timings,No timings,No timings,No timings,4.788231,4.788583,4.788854,4.788854,15.308831,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.194283,1.219636,0.991899,No Data,
0,tsukubaSetHalfSize,HALF,16,64,16,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,192,144,0.000000,0.000031,0.000019,0.000007,0.000005,0.000004,No timings,No timings,No timings,No timings,No timings,0.000036,0.000006,0.000006,0.000257,0.000095,0.000095,No timings,0.000014,0.000000,0.000437,0.000005,0.000133,0.000045,0.000025,0.000032,0.000020,No timings,No timings,No timings,No timings,No timings,0.000000,0.000036,0.000018,0.000022,0.000017,No timings,No timings,No timings,No timings,No timings,0.000454,0.000458,0.000467,0.000467,0.010802,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1.621134,0.940978,1.062232,No Data,
0,tsukubaSetHalfSize,HALF,16,64,16,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,192,144,0.000000,0.000032,0.000020,0.000008,0.000005,0.000005,No timings,No timings,No timings,No timings,No timings,0.000038,0.000006,0.000006,0.001163,0.000093,0.000093,No timings,0.000020,0.000000,0.001353,0.000004,0.000736,0.000196,0.000097,0.000066,0.000026,No timings,No timings,No timings,No timings,No timings,0.000000,0.000035,0.000017,0.000023,0.000017,No timings,No timings,No timings,No timings,No timings,0.001375,0.001474,0.001483,0.001483,0.010802,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.820100,0.955430,0.984597,No Data,
1,tsukubaSet,HALF,16,64,16,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,384,288,0.000000,0.000211,0.000130,0.000033,0.000011,0.000006,No timings,No timings,No timings,No timings,No timings,0.000181,0.000018,0.000018,0.001683,0.000555,0.000555,No timings,0.000094,0.000000,0.002717,0.000021,0.001191,0.000276,0.000083,0.000074,0.000068,No timings,No timings,No timings,No timings,No timings,0.000000,0.000308,0.000180,0.000038,0.000032,No timings,No timings,No timings,No timings,No timings,0.002750,0.002781,0.002820,0.002820,0.081767,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.705879,1.531942,0.959507,No Data,
1,tsukubaSet,HALF,16,64,16,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,384,288,0.000000,0.000217,0.000134,0.000036,0.000013,0.000006,No timings,No timings,No timings,No timings,No timings,0.000188,0.000010,0.000010,0.005381,0.000482,0.000482,No timings,0.000093,0.000000,0.006418,0.000028,0.003665,0.000904,0.000265,0.000150,0.000114,No timings,No timings,No timings,No timings,No timings,0.000000,0.000314,0.000110,0.000032,0.000028,No timings,No timings,No timings,No timings,No timings,0.006450,0.006484,0.006522,0.006522,0.081767,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.424953,1.517058,0.964736,No Data,
2,venus,HALF,16,16,8,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX256,434,383,0.000001,0.000463,0.000309,0.000076,0.000023,0.000009,No timings,No timings,No timings,No timings,No timings,0.000417,0.000021,0.000021,0.007074,0.002787,0.002786,No timings,0.000645,0.000001,0.012403,0.000094,0.005345,0.001146,0.000297,0.000095,0.000064,No timings,No timings,No timings,No timings,No timings,0.000000,0.002213,0.000515,0.000118,0.000053,No timings,No timings,No timings,No timings,No timings,0.012447,0.012535,0.012598,0.012598,0.277272,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.298484,1.587469,1.065745,No Data,
2,venus,HALF,16,64,16,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,434,383,0.000001,0.000515,0.000356,0.000231,0.000029,0.000014,No timings,No timings,No timings,No timings,No timings,0.000589,0.000021,0.000020,0.011416,0.002807,0.002806,No timings,0.000682,0.000001,0.016074,0.000230,0.008911,0.001846,0.000502,0.000169,0.000217,No timings,No timings,No timings,No timings,No timings,0.000000,0.001998,0.000494,0.000147,0.000088,No timings,No timings,No timings,No timings,No timings,0.016128,0.016238,0.016304,0.016304,0.277272,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.255368,1.587386,1.021899,No Data,
3,barn1,HALF,16,16,8,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX256,432,381,0.000000,0.000797,0.000509,0.000125,0.000031,0.000011,No timings,No timings,No timings,No timings,No timings,0.000674,0.000036,0.000035,0.016325,0.005842,0.005841,No timings,0.001565,0.000001,0.024280,0.000079,0.013634,0.001825,0.000441,0.000142,0.000072,No timings,No timings,No timings,No timings,No timings,0.000000,0.004776,0.000690,0.000204,0.000068,No timings,No timings,No timings,No timings,No timings,0.024323,0.024403,0.024464,0.024464,0.447872,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.173241,1.437807,1.026813,No Data,
3,barn1,HALF,16,16,8,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX256,432,381,0.000001,0.000727,0.000520,0.000124,0.000031,0.000011,No timings,No timings,No timings,No timings,No timings,0.000686,0.000018,0.000017,0.020447,0.004952,0.004951,No timings,0.001525,0.000001,0.028305,0.000078,0.016168,0.003196,0.000751,0.000230,0.000109,No timings,No timings,No timings,No timings,No timings,0.000000,0.003954,0.000774,0.000208,0.000108,No timings,No timings,No timings,No timings,No timings,0.028349,0.028483,0.028543,0.028543,0.447872,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.196761,1.439874,1.028806,No Data,
4,conesQuarterSize,HALF,16,16,8,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX256,450,375,0.000001,0.001447,0.001456,0.000329,0.000069,0.000020,No timings,No timings,No timings,No timings,No timings,0.001974,0.000027,0.000026,0.040072,0.013486,0.013484,No timings,0.003689,0.000001,0.060784,0.000077,0.032661,0.004347,0.000962,0.000282,0.000119,No timings,No timings,No timings,No timings,No timings,0.000000,0.010627,0.002185,0.000594,0.000142,No timings,No timings,No timings,No timings,No timings,0.060827,0.060905,0.060967,0.060967,0.938076,,2.331733,1.489175,0.790637,0.159644,0.111081,0.073665,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.024178,0.021308,0.007224,0.003224,0.000391,0.000385,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.160946,1.405121,1.024794,No Data,
4,conesQuarterSize,HALF,16,16,8,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX256,450,375,0.000000,0.001794,0.001559,0.000281,0.000076,0.000019,No timings,No timings,No timings,No timings,No timings,0.001950,0.000040,0.000039,0.041160,0.013335,0.013334,No timings,0.003656,0.000001,0.062030,0.000078,0.033867,0.005499,0.001276,0.000380,0.000148,No timings,No timings,No timings,No timings,No timings,0.000000,0.010296,0.002344,0.000547,0.000157,No timings,No timings,No timings,No timings,No timings,0.062073,0.062152,0.062220,0.062220,0.938076,,2.331733,1.489175,0.790637,0.159644,0.111081,0.073665,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.024178,0.021308,0.007224,0.003224,0.000391,0.000385,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.184826,1.411517,1.026746,No Data,
5,conesHalfSize,HALF,16,64,16,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,900,750,0.000001,0.015547,0.019410,0.003644,0.000837,0.000139,No timings,No timings,No timings,No timings,No timings,0.024031,0.000218,0.000216,0.463599,0.123051,0.123048,No timings,0.037590,0.000001,0.693263,0.000318,0.363118,0.084163,0.013672,0.001483,0.000393,No timings,No timings,No timings,No timings,No timings,0.000000,0.088889,0.026012,0.006871,0.001292,No timings,No timings,No timings,No timings,No timings,0.693312,0.693577,0.693819,0.693819,7.735181,,4.300990,1.891431,0.691837,0.197150,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.005110,0.000486,0.000203,0.000089,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.187162,1.318702,1.130358,No Data,
5,conesHalfSize,HALF,16,64,16,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,900,750,0.000001,0.015316,0.019117,0.003791,0.000768,0.000139,No timings,No timings,No timings,No timings,No timings,0.023797,0.000223,0.000222,0.459603,0.122171,0.122167,No timings,0.037428,0.000001,0.659348,0.000362,0.360027,0.082866,0.014330,0.001847,0.000492,No timings,No timings,No timings,No timings,No timings,0.000000,0.089317,0.024852,0.006851,0.001310,No timings,No timings,No timings,No timings,No timings,0.659396,0.659758,0.660001,0.660001,7.735181,,4.300990,1.891431,0.691837,0.197150,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.005110,0.000486,0.000203,0.000089,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.190058,1.321340,1.065422,No Data,
6,conesFullSizeCropped,HALF,16,64,16,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,900,750,0.000001,0.029345,0.041210,0.008595,0.001845,0.000338,No timings,No timings,No timings,No timings,No timings,0.053364,0.000456,0.000455,0.996493,0.257921,0.257918,No timings,0.079044,0.000001,1.429177,0.000370,0.767034,0.180368,0.044368,0.003703,0.000796,No timings,No timings,No timings,No timings,No timings,0.000000,0.181785,0.055319,0.017545,0.003268,No timings,No timings,No timings,No timings,No timings,1.429227,1.429478,1.429721,1.429721,15.308831,,17.005920,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.008030,0.005797,0.002902,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.204969,1.219629,1.143124,No Data,
6,conesFullSizeCropped,HALF,16,64,16,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,900,750,0.000001,0.028926,0.041773,0.008469,0.001798,0.000314,No timings,No timings,No timings,No timings,No timings,0.052149,0.000455,0.000454,0.987928,0.258307,0.258298,No timings,0.078588,0.000002,1.407176,0.000366,0.758257,0.179098,0.045225,0.004142,0.000925,No timings,No timings,No timings,No timings,No timings,0.000000,0.183713,0.053422,0.017904,0.003303,No timings,No timings,No timings,No timings,No timings,1.407226,1.407593,1.407838,1.407838,15.308831,,17.005920,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.008030,0.005797,0.002902,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.214454,1.219904,1.151643,No Data,
