Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory Optimization Level,Indexing Optimization Level,Run Success,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Time init settings malloc (3 timings),Level 0 Data Costs (3 timings),Level 1 Data Costs (3 timings),Level 2 Data Costs (3 timings),Level 3 Data Costs (3 timings),Level 4 Data Costs (3 timings),Level 5 Data Costs (No timings) ,Level 6 Data Costs (No timings) ,Level 7 Data Costs (No timings) ,Level 8 Data Costs (No timings) ,Level 9 Data Costs (No timings) ,Total time get data costs after bottom level (3 timings),Time to init message values (3 timings),Time to init message values (kernel portion only) (3 timings),Total time BP Iters (3 timings),Total time Copy Data (3 timings),Total time Copy Data (kernel portion only) (3 timings),Total time Copy Data (memory management portion only) (No timings) ,Time get output disparity (3 timings),Time final free (3 timings),Total timed (3 timings),Smoothing Runtime (3 timings),Level 0 BP Runtime (3 timings),Level 1 BP Runtime (3 timings),Level 2 BP Runtime (3 timings),Level 3 BP Runtime (3 timings),Level 4 BP Runtime (3 timings),Level 5 BP Runtime (No timings) ,Level 6 BP Runtime (No timings) ,Level 7 BP Runtime (No timings) ,Level 8 BP Runtime (No timings) ,Level 9 BP Runtime (No timings) ,Level 0 Copy Runtime (3 timings),Level 1 Copy Runtime (3 timings),Level 2 Copy Runtime (3 timings),Level 3 Copy Runtime (3 timings),Level 4 Copy Runtime (3 timings),Level 5 Copy Runtime (No timings) ,Level 6 Copy Runtime (No timings) ,Level 7 Copy Runtime (No timings) ,Level 8 Copy Runtime (No timings) ,Level 9 Copy Runtime (No timings) ,Total BP Runtime (3 timings),Total Runtime not including data transfer time (3 timings),Total runtime including data transfer time (3 timings),Median Optimized Runtime (including transfer time),Average Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated disparity count (known at compile-time) - FLOAT,Speedup over AVX256 CPU vectorization - FLOAT,Speedup using CPU vectorization - FLOAT,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated disparity count (known at compile-time) - All Runs,
4,conesQuarterSize,DOUBLE,16,64,16,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,450,375,0.000000,0.006291,0.008977,0.002107,0.000246,0.000031,No timings,No timings,No timings,No timings,No timings,0.011389,0.000077,0.000076,0.165589,0.051559,0.051557,No timings,0.017390,0.000001,0.252367,0.000076,0.132153,0.030361,0.002256,0.000409,0.000453,No timings,No timings,No timings,No timings,No timings,0.000000,0.038761,0.010636,0.001861,0.000322,No timings,No timings,No timings,No timings,No timings,0.252412,0.252488,0.252546,0.252546,0.947107,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.179834,1.386254,0.931005,No Data,
4,conesQuarterSize,DOUBLE,16,64,16,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,450,375,0.000000,0.007138,0.009666,0.002074,0.000268,0.000062,No timings,No timings,No timings,No timings,No timings,0.012870,0.000076,0.000074,0.173084,0.053051,0.053049,No timings,0.017820,0.000001,0.268282,0.000084,0.134750,0.032930,0.003227,0.000604,0.000552,No timings,No timings,No timings,No timings,No timings,0.000000,0.039152,0.011610,0.001955,0.000332,No timings,No timings,No timings,No timings,No timings,0.268329,0.268413,0.268474,0.268474,0.947107,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.167635,1.378124,0.896284,No Data,
5,conesHalfSize,DOUBLE,16,64,16,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,900,750,0.000001,0.067237,0.080618,0.018667,0.004920,0.000661,No timings,No timings,No timings,No timings,No timings,0.104867,0.000638,0.000636,1.596248,0.429528,0.429525,No timings,0.158924,0.000001,2.404700,0.000278,1.227878,0.283670,0.081482,0.017326,0.001579,No timings,No timings,No timings,No timings,No timings,0.000000,0.315754,0.079137,0.028123,0.006639,No timings,No timings,No timings,No timings,No timings,2.404752,2.405105,2.405355,2.405355,8.159192,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.196687,1.205373,1.041780,No Data,
5,conesHalfSize,DOUBLE,16,64,16,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,900,750,0.000001,0.065033,0.078812,0.017424,0.004536,0.000645,No timings,No timings,No timings,No timings,No timings,0.099944,0.000644,0.000643,1.590723,0.431002,0.430998,No timings,0.155013,0.000001,2.450192,0.000295,1.227528,0.277226,0.072813,0.012584,0.001195,No timings,No timings,No timings,No timings,No timings,0.000000,0.310248,0.086424,0.027206,0.006539,No timings,No timings,No timings,No timings,No timings,2.450238,2.450599,2.450900,2.450900,8.159192,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.200591,1.199850,1.073261,No Data,
6,conesFullSizeCropped,DOUBLE,16,64,16,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,900,750,0.000001,0.130448,0.162093,0.036059,0.011197,0.001633,No timings,No timings,No timings,No timings,No timings,0.212679,0.001439,0.001437,3.232251,0.880407,0.880404,No timings,0.316974,0.000001,4.769874,0.000355,2.450879,0.588381,0.155836,0.034288,0.003037,No timings,No timings,No timings,No timings,No timings,0.000000,0.612304,0.179254,0.074204,0.016612,No timings,No timings,No timings,No timings,No timings,4.769925,4.770239,4.770493,4.770493,15.247163,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.198550,1.214068,1.019519,No Data,
6,conesFullSizeCropped,DOUBLE,16,64,16,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,900,750,0.000001,0.127490,0.157253,0.035082,0.011398,0.001683,No timings,No timings,No timings,No timings,No timings,0.208949,0.001531,0.001528,3.308091,0.882106,0.882103,No timings,0.317263,0.000002,4.842137,0.000367,2.524170,0.597540,0.153710,0.034160,0.004280,No timings,No timings,No timings,No timings,No timings,0.000000,0.612001,0.181332,0.074236,0.017425,No timings,No timings,No timings,No timings,No timings,4.842185,4.842537,4.842787,4.842787,15.247163,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.196056,1.224569,1.012225,No Data,
0,tsukubaSetHalfSize,HALF,16,16,8,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX256,192,144,0.000000,0.000029,0.000020,0.000007,0.000005,0.000004,No timings,No timings,No timings,No timings,No timings,0.000036,0.000006,0.000006,0.000284,0.000083,0.000082,No timings,0.000018,0.000000,0.000466,0.000005,0.000170,0.000055,0.000026,0.000018,0.000019,No timings,No timings,No timings,No timings,No timings,0.000000,0.000032,0.000015,0.000017,0.000016,No timings,No timings,No timings,No timings,No timings,0.000483,0.000488,0.000496,0.000496,0.010860,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1.442422,0.935919,1.004368,No Data,
0,tsukubaSetHalfSize,HALF,16,16,8,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX256,192,144,0.000000,0.000030,0.000018,0.000007,0.000006,0.000004,No timings,No timings,No timings,No timings,No timings,0.000035,0.000006,0.000006,0.001249,0.000090,0.000090,No timings,0.000030,0.000000,0.001442,0.000005,0.000834,0.000245,0.000077,0.000034,0.000025,No timings,No timings,No timings,No timings,No timings,0.000000,0.000034,0.000016,0.000018,0.000019,No timings,No timings,No timings,No timings,No timings,0.001463,0.001472,0.001481,0.001481,0.010860,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.787246,0.950293,0.943926,No Data,
1,tsukubaSet,HALF,16,64,16,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,384,288,0.000000,0.000212,0.000143,0.000033,0.000011,0.000007,No timings,No timings,No timings,No timings,No timings,0.000195,0.000014,0.000013,0.002077,0.000459,0.000459,No timings,0.000088,0.000000,0.003001,0.000024,0.001583,0.000271,0.000083,0.000070,0.000083,No timings,No timings,No timings,No timings,No timings,0.000000,0.000304,0.000090,0.000035,0.000036,No timings,No timings,No timings,No timings,No timings,0.003030,0.003053,0.003092,0.003092,0.083725,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.665430,1.496123,0.991760,No Data,
1,tsukubaSet,HALF,16,64,16,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,384,288,0.000000,0.000234,0.000149,0.000040,0.000013,0.000008,No timings,No timings,No timings,No timings,No timings,0.000208,0.000014,0.000014,0.006879,0.000517,0.000516,No timings,0.000086,0.000000,0.008514,0.000035,0.004620,0.001074,0.000285,0.000134,0.000132,No timings,No timings,No timings,No timings,No timings,0.000000,0.000355,0.000096,0.000042,0.000030,No timings,No timings,No timings,No timings,No timings,0.008554,0.008577,0.008618,0.008618,0.083725,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.395274,1.481587,1.185741,No Data,
2,venus,HALF,16,64,16,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,434,383,0.000001,0.000452,0.001129,0.000111,0.000035,0.000019,No timings,No timings,No timings,No timings,No timings,0.001248,0.000029,0.000029,0.008023,0.003084,0.003083,No timings,0.001591,0.000001,0.016846,0.000085,0.005342,0.000741,0.000198,0.000106,0.000149,No timings,No timings,No timings,No timings,No timings,0.000000,0.002135,0.000441,0.000134,0.000069,No timings,No timings,No timings,No timings,No timings,0.016889,0.016958,0.017017,0.017017,0.285591,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.228542,1.541227,1.102186,No Data,
2,venus,HALF,16,64,16,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,434,383,0.000001,0.000487,0.000348,0.000086,0.000024,0.000014,No timings,No timings,No timings,No timings,No timings,0.000468,0.000017,0.000017,0.012365,0.003192,0.003192,No timings,0.000607,0.000001,0.019409,0.000097,0.009499,0.001841,0.000498,0.000162,0.000231,No timings,No timings,No timings,No timings,No timings,0.000000,0.002484,0.000483,0.000146,0.000071,No timings,No timings,No timings,No timings,No timings,0.019454,0.019545,0.019609,0.019609,0.285591,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.206992,1.541147,0.996169,No Data,
3,barn1,HALF,16,64,16,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,432,381,0.000001,0.000776,0.000591,0.000123,0.000035,0.000018,No timings,No timings,No timings,No timings,No timings,0.000822,0.000020,0.000020,0.019753,0.005581,0.005580,No timings,0.001689,0.000001,0.029807,0.000057,0.017709,0.001411,0.000337,0.000126,0.000191,No timings,No timings,No timings,No timings,No timings,0.000000,0.004463,0.000775,0.000253,0.000072,No timings,No timings,No timings,No timings,No timings,0.029853,0.029890,0.029950,0.029950,0.459102,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.168417,1.402636,1.222061,No Data,
3,barn1,HALF,16,16,8,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX256,432,381,0.000000,0.000821,0.000563,0.000141,0.000045,0.000011,No timings,No timings,No timings,No timings,No timings,0.000801,0.000029,0.000029,0.023384,0.005940,0.005940,No timings,0.001955,0.000001,0.033519,0.000076,0.017345,0.003160,0.000743,0.000232,0.000112,No timings,No timings,No timings,No timings,No timings,0.000000,0.004909,0.000671,0.000207,0.000077,No timings,No timings,No timings,No timings,No timings,0.033566,0.033642,0.033703,0.033703,0.459102,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.167314,1.404653,1.032971,No Data,
4,conesQuarterSize,HALF,16,64,16,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,450,375,0.000000,0.001584,0.001755,0.000391,0.000066,0.000019,No timings,No timings,No timings,No timings,No timings,0.002353,0.000025,0.000024,0.046865,0.015560,0.015558,No timings,0.005549,0.000001,0.076240,0.000065,0.041836,0.004221,0.000693,0.000216,0.000443,No timings,No timings,No timings,No timings,No timings,0.000000,0.012442,0.002576,0.000532,0.000137,No timings,No timings,No timings,No timings,No timings,0.076287,0.076352,0.076411,0.076411,0.947107,,2.332252,1.489943,0.790667,0.159852,0.111081,0.073624,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.023905,0.020840,0.007052,0.003064,0.000421,0.000415,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.153145,1.391723,1.222143,No Data,
4,conesQuarterSize,HALF,16,64,16,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,450,375,0.000000,0.001867,0.001576,0.000338,0.000093,0.000020,No timings,No timings,No timings,No timings,No timings,0.003149,0.000028,0.000027,0.048093,0.016563,0.016561,No timings,0.004140,0.000001,0.074440,0.000099,0.040922,0.004833,0.001037,0.000301,0.000519,No timings,No timings,No timings,No timings,No timings,0.000000,0.013225,0.003108,0.000561,0.000139,No timings,No timings,No timings,No timings,No timings,0.074488,0.074564,0.074627,0.074627,0.947107,,2.332252,1.489943,0.790667,0.159852,0.111081,0.073624,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.023905,0.020840,0.007052,0.003064,0.000421,0.000415,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.163390,1.398058,1.088672,No Data,
5,conesHalfSize,HALF,16,16,8,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX256,900,750,0.000001,0.017225,0.019393,0.004841,0.001726,0.000141,No timings,No timings,No timings,No timings,No timings,0.024844,0.000218,0.000217,0.505878,0.121553,0.121550,No timings,0.037900,0.000001,0.725219,0.000428,0.391783,0.092474,0.015662,0.002091,0.000580,No timings,No timings,No timings,No timings,No timings,0.000000,0.087141,0.025266,0.007858,0.001286,No timings,No timings,No timings,No timings,No timings,0.725264,0.725697,0.725938,0.725938,8.159192,,4.300990,1.891431,0.691837,0.197150,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.005110,0.000486,0.000203,0.000089,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.179702,1.250173,1.135543,No Data,
5,conesHalfSize,HALF,16,64,16,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,900,750,0.000001,0.017989,0.025382,0.005040,0.000815,0.000155,No timings,No timings,No timings,No timings,No timings,0.033763,0.000260,0.000258,0.574689,0.144325,0.144322,No timings,0.051590,0.000002,0.839198,0.003661,0.432451,0.100161,0.028327,0.001847,0.001179,No timings,No timings,No timings,No timings,No timings,0.000000,0.098262,0.034336,0.009240,0.001290,No timings,No timings,No timings,No timings,No timings,0.839248,0.839739,0.839994,0.839994,8.159192,,4.300990,1.891431,0.691837,0.197150,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.005110,0.000486,0.000203,0.000089,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.188443,1.252673,1.344461,No Data,
6,conesFullSizeCropped,HALF,16,64,16,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,900,750,0.000001,0.040805,0.053714,0.010905,0.002949,0.000340,No timings,No timings,No timings,No timings,No timings,0.067294,0.000980,0.000978,1.112373,0.277050,0.277047,No timings,0.092697,0.000002,1.688588,0.000399,0.836501,0.204686,0.057940,0.005556,0.002688,No timings,No timings,No timings,No timings,No timings,0.000000,0.183420,0.057149,0.024677,0.005805,No timings,No timings,No timings,No timings,No timings,1.688639,1.689037,1.689370,1.689370,15.247163,,17.005920,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.008030,0.005797,0.002902,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.195488,1.224562,1.288249,No Data,
6,conesFullSizeCropped,HALF,16,64,16,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,YES,Optimized CPU,16,AVX512,900,750,0.000001,0.034412,0.046515,0.010359,0.001896,0.000310,No timings,No timings,No timings,No timings,No timings,0.059941,0.000559,0.000556,1.097225,0.259406,0.259403,No timings,0.086260,0.000002,1.557173,0.000421,0.839928,0.205028,0.052620,0.005315,0.000910,No timings,No timings,No timings,No timings,No timings,0.000000,0.180417,0.056859,0.020941,0.003766,No timings,No timings,No timings,No timings,No timings,1.557225,1.557651,1.557910,1.557910,15.247163,,17.005920,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.008030,0.005797,0.002902,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.201497,1.224838,1.197410,No Data,
