Input Index,Stereo Set,DataType,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,LOOP_ITERS_TEMPLATED,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DATA_K_BP,LAMBDA_BP,SIGMA_BP,Memory Optimization Level,Indexing Optimization Level,Run Success,CURRENT RUN,Number of threads,Vectorization,Image Width,Image Height,Time init settings malloc (15 timings),Level 0 Data Costs (15 timings),Level 1 Data Costs (15 timings),Level 2 Data Costs (15 timings),Level 3 Data Costs (15 timings),Level 4 Data Costs (15 timings),Level 5 Data Costs (No timings) ,Level 6 Data Costs (No timings) ,Level 7 Data Costs (No timings) ,Level 8 Data Costs (No timings) ,Level 9 Data Costs (No timings) ,Total time get data costs after bottom level (15 timings),Time to init message values (15 timings),Time to init message values (kernel portion only) (15 timings),Total time BP Iters (15 timings),Total time Copy Data (15 timings),Total time Copy Data (kernel portion only) (15 timings),Total time Copy Data (memory management portion only) (No timings) ,Time get output disparity (15 timings),Time final free (15 timings),Total timed (15 timings),Smoothing Runtime (15 timings),Level 0 BP Runtime (15 timings),Level 1 BP Runtime (15 timings),Level 2 BP Runtime (15 timings),Level 3 BP Runtime (15 timings),Level 4 BP Runtime (15 timings),Level 5 BP Runtime (No timings) ,Level 6 BP Runtime (No timings) ,Level 7 BP Runtime (No timings) ,Level 8 BP Runtime (No timings) ,Level 9 BP Runtime (No timings) ,Level 0 Copy Runtime (15 timings),Level 1 Copy Runtime (15 timings),Level 2 Copy Runtime (15 timings),Level 3 Copy Runtime (15 timings),Level 4 Copy Runtime (15 timings),Level 5 Copy Runtime (No timings) ,Level 6 Copy Runtime (No timings) ,Level 7 Copy Runtime (No timings) ,Level 8 Copy Runtime (No timings) ,Level 9 Copy Runtime (No timings) ,Total BP Runtime (15 timings),Total Runtime not including data transfer time (15 timings),Total runtime including data transfer time (15 timings),Median Optimized Runtime (including transfer time),AVERAGE CPU RUN TIME,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated disparity count (known at compile-time) - FLOAT,Speedup over AVX256 CPU vectorization - FLOAT,Speedup using CPU vectorization - FLOAT,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated disparity count (known at compile-time) - All Runs,
0,tsukubaSetHalfSize,DOUBLE,64,16,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,1,1,Yes,OPTIMIZED CPU,8,AVX512,192,144,0.000000,0.000027,0.000014,0.000005,0.000004,0.000003,No timings,No timings,No timings,No timings,No timings,0.000027,0.000004,0.000004,0.000431,0.000091,0.000091,No timings,0.000022,0.000000,0.000602,0.000004,0.000271,0.000074,0.000027,0.000035,0.000020,No timings,No timings,No timings,No timings,No timings,0.000000,0.000054,0.000019,0.000009,0.000009,No timings,No timings,No timings,No timings,No timings,0.000621,0.000625,0.000634,0.000634,0.008640,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.692429,No Data,1.134011,1.285150,1.001577,4.116719,
0,tsukubaSetHalfSize,DOUBLE,64,16,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,1,1,Yes,OPTIMIZED CPU,16,AVX512,192,144,0.000000,0.000033,0.000015,0.000007,0.000006,0.000005,No timings,No timings,No timings,No timings,No timings,0.000033,0.000007,0.000007,0.002331,0.000115,0.000114,No timings,0.000046,0.000000,0.002566,0.000006,0.001649,0.000435,0.000137,0.000072,0.000035,No timings,No timings,No timings,No timings,No timings,0.000000,0.000061,0.000023,0.000014,0.000014,No timings,No timings,No timings,No timings,No timings,0.002594,0.002600,0.002610,0.002610,0.011326,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.536015,No Data,0.774027,0.995894,0.985057,No Data,
1,tsukubaSet,DOUBLE,64,16,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,1,1,Yes,OPTIMIZED CPU,12,AVX512,384,288,0.000001,0.000657,0.000499,0.000074,0.000012,0.000007,No timings,No timings,No timings,No timings,No timings,0.000593,0.000016,0.000016,0.018078,0.005722,0.005721,No timings,0.002303,0.000000,0.027354,0.000045,0.016631,0.001073,0.000192,0.000078,0.000085,No timings,No timings,No timings,No timings,No timings,0.000000,0.004671,0.000818,0.000165,0.000070,No timings,No timings,No timings,No timings,No timings,0.027400,0.027446,0.027485,0.027485,0.076766,,1.490207,1.490207,0.399143,0.222937,0.073667,0.023248,,1.490623,1.490623,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.256212,No Data,0.134185,1.589415,1.002583,1.068801,
1,tsukubaSet,DOUBLE,64,16,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,1,1,Yes,OPTIMIZED CPU,16,AVX512,384,288,0.000001,0.000623,0.000472,0.000076,0.000014,0.000008,No timings,No timings,No timings,No timings,No timings,0.000575,0.000017,0.000017,0.019796,0.005855,0.005854,No timings,0.002347,0.000001,0.029233,0.000050,0.016333,0.002554,0.000621,0.000209,0.000122,No timings,No timings,No timings,No timings,No timings,0.000000,0.004857,0.000764,0.000163,0.000065,No timings,No timings,No timings,No timings,No timings,0.029287,0.029336,0.029376,0.029376,0.078770,,1.490207,1.490207,0.399143,0.222937,0.073667,0.023248,,1.490623,1.490623,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.369145,No Data,0.201612,1.558664,0.987269,No Data,
2,venus,DOUBLE,64,16,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,1,1,Yes,OPTIMIZED CPU,16,AVX512,434,383,0.000001,0.001783,0.002132,0.000270,0.000025,0.000009,No timings,No timings,No timings,No timings,No timings,0.002442,0.000023,0.000022,0.046540,0.013637,0.013636,No timings,0.005700,0.000001,0.070239,0.000076,0.041596,0.004184,0.000415,0.000148,0.000136,No timings,No timings,No timings,No timings,No timings,0.000000,0.011267,0.001881,0.000364,0.000105,No timings,No timings,No timings,No timings,No timings,0.070284,0.070359,0.070417,0.070417,0.296511,,0.446534,0.446534,0.883962,0.025249,0.013987,0.005102,,0.446589,0.446589,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.411009,No Data,0.085388,1.467237,1.000142,1.028147,
2,venus,DOUBLE,64,16,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,1,1,Yes,OPTIMIZED CPU,16,AVX512,434,383,0.000001,0.001782,0.002116,0.000272,0.000025,0.000009,No timings,No timings,No timings,No timings,No timings,0.002425,0.000022,0.000021,0.048427,0.013738,0.013737,No timings,0.005647,0.000001,0.072213,0.000075,0.041937,0.005071,0.000936,0.000295,0.000182,No timings,No timings,No timings,No timings,No timings,0.000000,0.011327,0.001923,0.000374,0.000106,No timings,No timings,No timings,No timings,No timings,0.072264,0.072339,0.072399,0.072399,0.295620,,0.446534,0.446534,0.883962,0.025249,0.013987,0.005102,,0.446589,0.446589,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.419605,No Data,0.130058,1.462553,1.001754,No Data,
3,barn1,DOUBLE,64,16,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,1,1,Yes,OPTIMIZED CPU,12,AVX512,432,381,0.000001,0.002875,0.004019,0.000568,0.000076,0.000013,No timings,No timings,No timings,No timings,No timings,0.004691,0.000036,0.000036,0.075139,0.021516,0.021514,No timings,0.008391,0.000001,0.112662,0.000064,0.063556,0.010076,0.001018,0.000263,0.000213,No timings,No timings,No timings,No timings,No timings,0.000000,0.017024,0.003567,0.000757,0.000165,No timings,No timings,No timings,No timings,No timings,0.112704,0.112768,0.112818,0.112818,0.473074,,0.500125,0.500125,0.850211,0.039127,0.025742,0.003682,,0.500357,0.500357,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.441118,No Data,0.108465,1.355018,1.010956,1.019500,
3,barn1,DOUBLE,64,16,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,1,1,Yes,OPTIMIZED CPU,16,AVX512,432,381,0.000000,0.002910,0.004172,0.000548,0.000079,0.000014,No timings,No timings,No timings,No timings,No timings,0.004821,0.000039,0.000038,0.076379,0.022032,0.022031,No timings,0.008427,0.000001,0.114834,0.000074,0.063829,0.010526,0.001228,0.000342,0.000241,No timings,No timings,No timings,No timings,No timings,0.000000,0.017440,0.003712,0.000703,0.000169,No timings,No timings,No timings,No timings,No timings,0.114887,0.114962,0.115018,0.115018,0.476336,,0.500125,0.500125,0.850211,0.039127,0.025742,0.003682,,0.500357,0.500357,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.444643,No Data,0.138145,1.354032,1.000887,No Data,
4,conesQuarterSize,DOUBLE,64,16,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,1,1,Yes,OPTIMIZED CPU,8,AVX512,450,375,0.000000,0.006761,0.009063,0.002192,0.000273,0.000023,No timings,No timings,No timings,No timings,No timings,0.011548,0.000062,0.000061,0.162062,0.048669,0.048667,No timings,0.016404,0.000001,0.246039,0.000065,0.129009,0.029214,0.002635,0.000585,0.000540,No timings,No timings,No timings,No timings,No timings,0.000000,0.036590,0.009982,0.001790,0.000316,No timings,No timings,No timings,No timings,No timings,0.246081,0.246146,0.246198,0.246198,0.970895,,2.345647,2.345647,0.790667,0.161689,0.112012,0.073831,,2.344841,2.344841,0.790726,0.161695,0.111479,0.073938,,0.009695,0.009695,0.004409,0.001061,0.000172,0.000172,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.498058,No Data,0.198141,1.352288,1.009537,1.015268,
4,conesQuarterSize,DOUBLE,64,16,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,1,1,Yes,OPTIMIZED CPU,8,AVX512,450,375,0.000000,0.006779,0.009031,0.002190,0.000274,0.000023,No timings,No timings,No timings,No timings,No timings,0.011512,0.000062,0.000061,0.166186,0.048710,0.048708,No timings,0.016294,0.000001,0.249795,0.000065,0.131990,0.029518,0.003323,0.000794,0.000607,No timings,No timings,No timings,No timings,No timings,0.000000,0.036618,0.009995,0.001789,0.000314,No timings,No timings,No timings,No timings,No timings,0.249839,0.249904,0.249957,0.249957,0.971219,,2.345647,2.345647,0.790667,0.161689,0.112012,0.073831,,2.344841,2.344841,0.790726,0.161695,0.111479,0.073938,,0.009695,0.009695,0.004409,0.001061,0.000172,0.000172,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.489908,No Data,0.200889,1.343909,1.011362,No Data,
0,tsukubaSetHalfSize,HALF,64,16,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,1,1,Yes,OPTIMIZED CPU,8,AVX512,192,144,0.000000,0.000032,0.000020,0.000007,0.000004,0.000003,No timings,No timings,No timings,No timings,No timings,0.000034,0.000003,0.000003,0.000249,0.000074,0.000074,No timings,0.000012,0.000000,0.000405,0.000003,0.000144,0.000043,0.000022,0.000027,0.000014,No timings,No timings,No timings,No timings,No timings,0.000000,0.000038,0.000014,0.000012,0.000010,No timings,No timings,No timings,No timings,No timings,0.000420,0.000424,0.000433,0.000433,0.008043,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1.013857,1.644395,1.263720,1.096998,3.374134,
0,tsukubaSetHalfSize,HALF,64,16,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,1,1,Yes,OPTIMIZED CPU,16,AVX512,192,144,0.000000,0.000035,0.000021,0.000008,0.000005,0.000005,No timings,No timings,No timings,No timings,No timings,0.000039,0.000006,0.000006,0.001211,0.000098,0.000097,No timings,0.000031,0.000000,0.001420,0.000005,0.000815,0.000202,0.000089,0.000069,0.000028,No timings,No timings,No timings,No timings,No timings,0.000000,0.000038,0.000018,0.000024,0.000018,No timings,No timings,No timings,No timings,No timings,0.001447,0.001451,0.001461,0.001461,0.011541,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.957563,0.845195,0.894221,0.880903,No Data,
1,tsukubaSet,HALF,64,16,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,1,1,Yes,OPTIMIZED CPU,16,AVX512,384,288,0.000000,0.000230,0.000130,0.000035,0.000012,0.000007,No timings,No timings,No timings,No timings,No timings,0.000184,0.000012,0.000012,0.001701,0.000486,0.000486,No timings,0.000084,0.000000,0.002720,0.000019,0.001174,0.000288,0.000089,0.000065,0.000076,No timings,No timings,No timings,No timings,No timings,0.000000,0.000331,0.000092,0.000032,0.000034,No timings,No timings,No timings,No timings,No timings,0.002754,0.002810,0.002847,0.002847,0.082120,,1.489692,1.489692,0.398917,0.222900,0.073622,0.023248,,1.490623,1.490623,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,2.473481,0.728813,1.525365,1.017914,2.700386,
