Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup over no CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup over no CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup over no CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
0,tsukubaSetHalfSize,FLOAT,64,32,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,32,NEON,192,144,3,0.000000,0.000009,0.000012,0.000011,0.000010,0.000010,0.000044,0.000006,0.000006,0.000267,0.000064,0.000064,0.000032,0.000000,0.000437,0.000010,0.000109,0.000051,0.000039,0.000034,0.000033,0.000000,0.000024,0.000014,0.000014,0.000012,0.000458,0.000478,0.000481,0.000481,0.010546,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.203768,0.993041,1.203768,,1.203768,,1.383459,1.695785,,,,,,,,,,,,,,,,,,,,1.203768,0.993041,1.383459,1.695785,0.961580,0.762624,
0,tsukubaSetHalfSize,FLOAT,64,32,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,192,144,3,0.000000,0.000011,0.000019,0.000019,0.000019,0.000018,0.000076,0.000009,0.000009,0.000527,0.000089,0.000088,0.000030,0.000000,0.000752,0.000018,0.000220,0.000097,0.000066,0.000065,0.000064,0.000000,0.000026,0.000021,0.000022,0.000019,0.000779,0.000813,0.000816,0.000816,0.010546,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.584089,1.037056,1.584089,,,1.584089,0.977301,1.695785,,,,,,,,,,,,,,,,,,,,1.584089,1.037056,0.977301,1.695785,1.075698,0.766213,
1,tsukubaSet,FLOAT,64,32,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,384,288,3,0.000000,0.000049,0.000028,0.000022,0.000020,0.000020,0.000090,0.000013,0.000012,0.000894,0.000202,0.000201,0.000046,0.000000,0.001285,0.000020,0.000483,0.000174,0.000100,0.000071,0.000067,0.000000,0.000113,0.000041,0.000024,0.000025,0.001304,0.001324,0.001339,0.001339,0.094916,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.679645,1.257313,1.679645,,1.679645,,1.016678,1.961265,,,,,,,,,,,,,,,,,,,,1.679645,1.257313,1.016678,1.961265,0.912937,0.665379,
1,tsukubaSet,FLOAT,64,32,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,384,288,3,0.000000,0.000031,0.000045,0.000030,0.000021,0.000020,0.000115,0.000013,0.000013,0.001876,0.000222,0.000222,0.000045,0.000000,0.002571,0.000020,0.001183,0.000387,0.000155,0.000081,0.000067,0.000000,0.000129,0.000044,0.000024,0.000026,0.002591,0.002611,0.002626,0.002626,0.094916,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.319070,1.285127,1.319070,,,1.319070,0.876762,1.961265,,,,,,,,,,,,,,,,,,,,1.319070,1.285127,0.876762,1.961265,1.165850,0.557615,
2,venus,FLOAT,64,32,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,434,383,3,0.000000,0.000049,0.000041,0.000024,0.000033,0.000020,0.000118,0.000015,0.000015,0.002527,0.000249,0.000249,0.000072,0.000000,0.003025,0.000021,0.001708,0.000460,0.000192,0.000097,0.000070,0.000000,0.000126,0.000052,0.000046,0.000033,0.003045,0.003067,0.003090,0.003090,0.278399,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.197718,1.575296,1.197718,,1.197718,,1.015909,1.108969,,,,,,,,,,,,,,,,,,,,1.197718,1.575296,1.015909,1.108969,0.971357,0.519550,
2,venus,FLOAT,64,32,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,434,383,3,0.000000,0.000041,0.000041,0.000026,0.000021,0.000021,0.000108,0.000016,0.000015,0.002843,0.000245,0.000244,0.000069,0.000000,0.003352,0.000029,0.001933,0.000513,0.000216,0.000102,0.000073,0.000000,0.000119,0.000053,0.000036,0.000035,0.003374,0.003403,0.003426,0.003426,0.278399,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.640534,1.572002,1.640534,,,1.640534,1.005183,1.108969,,,,,,,,,,,,,,,,,,,,1.640534,1.572002,1.005183,1.108969,0.992906,0.518067,
3,barn1,FLOAT,64,32,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,432,381,3,0.000000,0.000063,0.000060,0.000030,0.000023,0.000022,0.000136,0.000019,0.000019,0.003869,0.000406,0.000406,0.000107,0.000000,0.004587,0.000023,0.002641,0.000707,0.000279,0.000126,0.000083,0.000000,0.000206,0.000083,0.000058,0.000059,0.004619,0.004642,0.004665,0.004665,0.417044,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.229614,1.533615,,,1.229614,,1.010366,1.053427,,,,,,,,,,,,,,,,,,,,1.229614,1.533615,1.010366,1.053427,1.006150,0.377660,
3,barn1,FLOAT,64,32,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,432,381,3,0.000000,0.000061,0.000063,0.000033,0.000023,0.000022,0.000138,0.000019,0.000019,0.004120,0.000402,0.000402,0.000098,0.000000,0.004838,0.000023,0.002826,0.000756,0.000305,0.000127,0.000086,0.000000,0.000197,0.000088,0.000067,0.000050,0.004866,0.004890,0.004914,0.004914,0.417044,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.362913,1.519554,,,,1.362913,1.005763,1.053427,,,,,,,,,,,,,,,,,,,,1.362913,1.519554,1.005763,1.053427,1.000678,0.380775,
4,conesQuarterSize,FLOAT,64,32,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,450,375,3,0.000000,0.000156,0.000174,0.000070,0.000039,0.000025,0.000299,0.000034,0.000034,0.010595,0.001599,0.001599,0.000805,0.000001,0.013960,0.000035,0.008224,0.001504,0.000587,0.000203,0.000119,0.000000,0.001103,0.000306,0.000107,0.000089,0.014004,0.014039,0.014064,0.014064,0.938996,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.182524,1.408610,,1.182524,1.182524,,0.985176,1.015770,,,,,,,,,,,,,,,,,,,,1.182524,1.408610,0.985176,1.015770,1.373999,0.424663,
4,conesQuarterSize,FLOAT,64,32,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,450,375,3,0.000001,0.000164,0.000176,0.000064,0.000031,0.000026,0.000295,0.000034,0.000034,0.011246,0.001624,0.001623,0.000782,0.000000,0.014157,0.000064,0.008691,0.001562,0.000609,0.000202,0.000124,0.000000,0.001083,0.000298,0.000157,0.000087,0.014196,0.014260,0.014286,0.014286,0.938996,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.278052,1.420133,,1.278052,,1.278052,1.000119,1.015770,,,,,,,,,,,,,,,,,,,,1.278052,1.420133,1.000119,1.015770,1.358116,0.441240,
