Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,
0,tsukubaSetHalfSize,HALF,16,64,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,8,AVX512,192,144,3,0.000000,0.000030,0.000020,0.000009,0.000007,0.000007,0.000044,0.000008,0.000007,0.000326,0.000115,0.000114,0.000015,0.000000,0.000538,0.000007,0.000147,0.000066,0.000041,0.000045,0.000030,0.000000,0.000035,0.000027,0.000026,0.000020,0.000554,0.000559,0.000569,0.000569,0.007338,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,1.012510,,,,,,,,,1.251367,1.385108,1.251367,,1.251367,,1.036310,1.569624,1.251367,1.385108,1.036310,1.569624,,1.012510,
0,tsukubaSetHalfSize,HALF,16,64,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,192,144,3,0.000000,0.000030,0.000019,0.000014,0.000010,0.000009,0.000051,0.000012,0.000012,0.000625,0.000116,0.000116,0.000017,0.000000,0.000855,0.000007,0.000305,0.000111,0.000049,0.000083,0.000044,0.000000,0.000038,0.000027,0.000027,0.000024,0.000874,0.000888,0.000893,0.000893,0.007338,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,0.947945,,,,,,,,,1.382618,1.406380,1.382618,,,1.382618,0.968807,1.569624,1.382618,1.406380,0.968807,1.569624,,0.947945,
1,tsukubaSet,HALF,16,64,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,384,288,3,0.000000,0.000206,0.000110,0.000031,0.000018,0.000014,0.000174,0.000028,0.000028,0.001527,0.000470,0.000470,0.000079,0.000000,0.002513,0.000015,0.000973,0.000254,0.000122,0.000052,0.000078,0.000000,0.000306,0.000074,0.000046,0.000044,0.002533,0.002547,0.002582,0.002582,0.086688,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,,,,,,,,,,1.416091,,,,,,,,,0.803713,1.444992,0.803713,,0.803713,,1.018496,1.309394,0.803713,1.444992,1.018496,1.309394,,1.416091,
1,tsukubaSet,HALF,16,64,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,384,288,3,0.000000,0.000207,0.000106,0.000031,0.000016,0.000013,0.000172,0.000021,0.000020,0.002374,0.000483,0.000482,0.000088,0.000000,0.003312,0.000016,0.001561,0.000420,0.000149,0.000072,0.000137,0.000000,0.000296,0.000077,0.000049,0.000052,0.003331,0.003346,0.003380,0.003380,0.086688,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,,,,,,,,,,1.332990,,,,,,,,,0.849840,1.430953,0.849840,,,0.849840,1.013305,1.309394,0.849840,1.430953,1.013305,1.309394,,1.332990,
2,venus,HALF,16,64,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,434,383,3,0.000000,0.000374,0.000206,0.000071,0.000019,0.000011,0.000307,0.000026,0.000026,0.003963,0.000843,0.000843,0.000200,0.000000,0.005700,0.000019,0.002777,0.000682,0.000219,0.000081,0.000216,0.000000,0.000537,0.000171,0.000078,0.000057,0.005722,0.005742,0.005794,0.005794,0.225325,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,,,,,,,,,,1.515618,,,,,,,,,0.608936,1.953446,0.608936,,0.608936,,1.016705,1.253066,0.608936,1.953446,1.016705,1.253066,,1.515618,
2,venus,HALF,16,64,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,434,383,3,0.000000,0.000382,0.000225,0.000058,0.000034,0.000011,0.000314,0.000027,0.000027,0.005418,0.000834,0.000833,0.000199,0.000000,0.007166,0.000020,0.003797,0.000893,0.000314,0.000118,0.000299,0.000000,0.000553,0.000182,0.000069,0.000051,0.007189,0.007209,0.007261,0.007261,0.225325,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,,,,,,,,,,1.766101,,,,,,,,,0.561149,1.953344,0.561149,,,0.561149,1.007153,1.253066,0.561149,1.953344,1.007153,1.253066,,1.766101,
3,barn1,HALF,16,64,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,432,381,3,0.000000,0.000637,0.000333,0.000123,0.000026,0.000013,0.000481,0.000046,0.000045,0.006493,0.002431,0.002430,0.000306,0.000000,0.010368,0.000040,0.004402,0.001254,0.000328,0.000113,0.000378,0.000000,0.001472,0.000720,0.000185,0.000097,0.010395,0.010415,0.010476,0.010476,0.419528,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,,,,,,,,,,1.755188,,,,,,,,,0.394021,1.534947,,,0.394021,,0.993616,1.159337,0.394021,1.534947,0.993616,1.159337,,1.755188,
3,barn1,HALF,16,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,432,381,3,0.000000,0.000570,0.000299,0.000105,0.000025,0.000013,0.000442,0.000046,0.000046,0.008257,0.002439,0.002438,0.000304,0.000000,0.012036,0.000023,0.005751,0.001482,0.000462,0.000142,0.000394,0.000000,0.001463,0.000658,0.000224,0.000104,0.012062,0.012086,0.012145,0.012145,0.419528,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,,,,,,,,,,2.014838,,,,,,,,,0.449497,1.537155,,,,0.449497,1.010014,1.159337,0.449497,1.537155,1.010014,1.159337,,2.014838,
4,conesQuarterSize,HALF,16,64,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,450,375,3,0.000000,0.001918,0.001115,0.000283,0.000060,0.000021,0.001468,0.000041,0.000040,0.018049,0.008995,0.008993,0.001002,0.000001,0.031431,0.000033,0.013736,0.002706,0.000624,0.000201,0.000650,0.000000,0.006527,0.001875,0.000479,0.000129,0.031472,0.031506,0.031588,0.031588,0.911886,,2.332252,1.489943,0.790667,0.159852,0.111081,0.073624,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.023905,0.020840,0.007052,0.003064,0.000421,0.000415,,,,,,,,,,1.593048,,,,,,,,,0.303125,1.445477,,0.303125,0.303125,,1.034062,1.076212,0.303125,1.445477,1.034062,1.076212,,1.593048,
4,conesQuarterSize,HALF,16,64,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,450,375,3,0.000000,0.002122,0.001039,0.000317,0.000059,0.000022,0.001438,0.000037,0.000036,0.020900,0.008447,0.008445,0.001013,0.000001,0.033840,0.000033,0.015936,0.003274,0.000777,0.000243,0.000762,0.000000,0.005943,0.001931,0.000491,0.000132,0.033881,0.033913,0.033995,0.033995,0.911886,,2.332252,1.489943,0.790667,0.159852,0.111081,0.073624,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.023905,0.020840,0.007052,0.003064,0.000421,0.000415,,,,,,,,,,1.585182,,,,,,,,,0.329466,1.452056,,0.329466,,0.329466,1.000990,1.076212,0.329466,1.452056,1.000990,1.076212,,1.585182,
