Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,
0,tsukubaSetHalfSize,HALF,16,64,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,192,144,3,0.000000,0.000031,0.000022,0.000012,0.000010,0.000009,0.000055,0.000011,0.000011,0.000345,0.000117,0.000116,0.000021,0.000000,0.000600,0.000007,0.000143,0.000069,0.000045,0.000048,0.000036,0.000000,0.000041,0.000027,0.000024,0.000026,0.000619,0.000631,0.000636,0.000636,0.007481,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,0.977452,,,,,,,,,1.118856,1.358685,1.118856,,1.118856,,0.880546,1.243576,,0.977452,1.118856,1.358685,0.880546,1.243576,,0.977452,
0,tsukubaSetHalfSize,HALF,16,64,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,192,144,3,0.000000,0.000029,0.000019,0.000011,0.000009,0.000008,0.000048,0.000011,0.000011,0.000545,0.000109,0.000108,0.000020,0.000000,0.000756,0.000006,0.000287,0.000098,0.000046,0.000071,0.000045,0.000000,0.000038,0.000025,0.000023,0.000022,0.000774,0.000786,0.000791,0.000791,0.007481,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,1.040724,,,,,,,,,1.560325,1.379552,1.560325,,,1.560325,1.066778,1.243576,,1.040724,1.560325,1.379552,1.066778,1.243576,,1.040724,
1,tsukubaSet,HALF,16,64,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,384,288,3,0.000000,0.000211,0.000123,0.000032,0.000018,0.000013,0.000182,0.000024,0.000024,0.001524,0.000473,0.000472,0.000077,0.000000,0.002501,0.000016,0.000975,0.000247,0.000129,0.000062,0.000077,0.000000,0.000300,0.000078,0.000047,0.000043,0.002522,0.002537,0.002572,0.002572,0.084675,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,,,,,,,,,,1.395227,,,,,,,,,0.806783,1.479341,0.806783,,0.806783,,0.990210,1.330362,,1.395227,0.806783,1.479341,0.990210,1.330362,,1.395227,
1,tsukubaSet,HALF,16,64,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,384,288,3,0.000000,0.000208,0.000118,0.000033,0.000018,0.000013,0.000181,0.000026,0.000026,0.002375,0.000492,0.000492,0.000080,0.000000,0.003349,0.000016,0.001623,0.000422,0.000168,0.000070,0.000142,0.000000,0.000318,0.000078,0.000049,0.000040,0.003371,0.003387,0.003421,0.003421,0.084675,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,,,,,,,,,,1.317306,,,,,,,,,0.839641,1.464969,0.839641,,,0.839641,1.045192,1.330362,,1.317306,0.839641,1.464969,1.045192,1.330362,,1.317306,
2,venus,HALF,16,64,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,434,383,3,0.000000,0.000447,0.000232,0.000059,0.000020,0.000013,0.000324,0.000029,0.000029,0.004026,0.000818,0.000817,0.000206,0.000000,0.005801,0.000020,0.002726,0.000684,0.000242,0.000089,0.000222,0.000000,0.000541,0.000162,0.000062,0.000054,0.005827,0.005847,0.005903,0.005903,0.221653,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,,,,,,,,,,1.762164,,,,,,,,,0.597739,1.985810,0.597739,,0.597739,,0.952411,1.235584,,1.762164,0.597739,1.985810,0.952411,1.235584,,1.762164,
2,venus,HALF,16,64,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,434,383,3,0.000000,0.000394,0.000223,0.000064,0.000021,0.000011,0.000320,0.000027,0.000027,0.005463,0.000789,0.000788,0.000194,0.000000,0.007201,0.000020,0.003836,0.000916,0.000331,0.000110,0.000284,0.000000,0.000519,0.000152,0.000051,0.000084,0.007221,0.007241,0.007294,0.007294,0.221653,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,,,,,,,,,,1.860673,,,,,,,,,0.558624,1.985707,0.558624,,,0.558624,0.989835,1.235584,,1.860673,0.558624,1.985707,0.989835,1.235584,,1.860673,
3,barn1,HALF,16,64,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,432,381,3,0.000000,0.000614,0.000336,0.000108,0.000025,0.000014,0.000479,0.000040,0.000039,0.006070,0.002415,0.002414,0.000309,0.000000,0.009915,0.000024,0.004169,0.001090,0.000337,0.000116,0.000379,0.000000,0.001462,0.000739,0.000183,0.000106,0.009940,0.009959,0.010016,0.010016,0.422902,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,,,,,,,,,,1.865550,,,,,,,,,0.412093,1.522700,,,0.412093,,1.006729,1.200130,,1.865550,0.412093,1.522700,1.006729,1.200130,,1.865550,
3,barn1,HALF,16,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,432,381,3,0.000000,0.000543,0.000317,0.000105,0.000026,0.000033,0.000481,0.000035,0.000035,0.008119,0.002391,0.002390,0.000318,0.000000,0.011919,0.000022,0.005699,0.001469,0.000410,0.000168,0.000405,0.000000,0.001461,0.000663,0.000193,0.000090,0.011945,0.011964,0.012021,0.012021,0.422902,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,,,,,,,,,,2.071823,,,,,,,,,0.454134,1.524889,,,,0.454134,1.017385,1.200130,,2.071823,0.454134,1.524889,1.017385,1.200130,,2.071823,
4,conesQuarterSize,HALF,16,64,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,450,375,3,0.000001,0.002242,0.001067,0.000293,0.000090,0.000022,0.001458,0.000042,0.000041,0.018014,0.008676,0.008675,0.001042,0.000001,0.031782,0.000033,0.013745,0.002733,0.000652,0.000202,0.000680,0.000000,0.006121,0.001953,0.000482,0.000120,0.031825,0.031858,0.031943,0.031943,0.904637,,2.332252,1.489943,0.790667,0.159852,0.111081,0.073624,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.023905,0.020840,0.007052,0.003064,0.000421,0.000415,,,,,,,,,,2.091221,,,,,,,,,0.299750,1.457060,,0.299750,0.299750,,1.017318,1.085381,,2.091221,0.299750,1.457060,1.017318,1.085381,,2.091221,
4,conesQuarterSize,HALF,16,64,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,450,375,3,0.000001,0.002118,0.001104,0.000279,0.000061,0.000021,0.001467,0.000037,0.000037,0.021194,0.008528,0.008527,0.001014,0.000001,0.034501,0.000033,0.016060,0.003276,0.000789,0.000241,0.000739,0.000000,0.006067,0.001894,0.000514,0.000112,0.034551,0.034584,0.034671,0.034671,0.904637,,2.332252,1.489943,0.790667,0.159852,0.111081,0.073624,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.023905,0.020840,0.007052,0.003064,0.000421,0.000415,,,,,,,,,,1.543015,,,,,,,,,0.323045,1.463692,,0.323045,,0.323045,0.992240,1.085381,,1.543015,0.323045,1.463692,0.992240,1.085381,,1.543015,
