Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Run Success,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated disparity count (known at compile-time) - FLOAT,Speedup over AVX256 CPU vectorization - FLOAT,Speedup using CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated disparity count (known at compile-time) - DOUBLE,Speedup over AVX256 CPU vectorization - DOUBLE,Speedup using CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated disparity count (known at compile-time) - HALF,Speedup over AVX256 CPU vectorization - HALF,Speedup using CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated disparity count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
5,conesHalfSize,FLOAT,48,64,16,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,900,750,7,0.000001,0.007883,0.009694,0.002256,0.000696,0.000088,0.012727,0.000333,0.000332,0.227412,0.061424,0.061422,0.018620,0.000001,0.328307,0.000114,0.172791,0.041518,0.011273,0.001241,0.000460,0.000000,0.042888,0.012185,0.005112,0.001241,0.328362,0.328476,0.328840,0.328840,11.111740,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.695935,0.919451,,0.695935,0.695935,,0.999146,1.016788,1.103767,1.860489,,,,,,,,,,,,,,,,,,,,,0.695935,0.919451,0.999146,1.016788,1.654132,0.452972,
5,conesHalfSize,FLOAT,48,64,16,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,900,750,7,0.000001,0.007940,0.009810,0.002322,0.000782,0.000091,0.012982,0.000239,0.000237,0.233241,0.060782,0.060779,0.018687,0.000001,0.333810,0.000121,0.177093,0.042737,0.011580,0.001330,0.000473,0.000000,0.042208,0.012397,0.004875,0.001371,0.333868,0.333988,0.334360,0.334360,11.111740,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.692463,0.923087,,0.692463,,0.692463,0.994341,1.016788,1.101827,1.880015,,,,,,,,,,,,,,,,,,,,,0.692463,0.923087,0.994341,1.016788,1.627634,0.446064,
6,conesFullSizeCropped,FLOAT,48,64,16,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,900,750,7,0.000001,0.017014,0.020043,0.004700,0.001180,0.000198,0.026132,0.000358,0.000357,0.530115,0.133877,0.133873,0.036966,0.000001,0.744917,0.000117,0.406165,0.089276,0.029686,0.004018,0.000756,0.000000,0.095505,0.025367,0.011017,0.002071,0.744973,0.745083,0.745463,0.745463,22.084195,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.630566,0.845813,,0.630566,0.630566,,1.010912,1.031251,1.053478,2.158424,,,,,,,,,,,,,,,,,,,,,0.630566,0.845813,1.010912,1.031251,1.727337,0.475601,
6,conesFullSizeCropped,FLOAT,48,64,16,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,900,750,7,0.000001,0.016963,0.020101,0.004718,0.001155,0.000197,0.026174,0.000357,0.000355,0.551780,0.134828,0.134825,0.037997,0.000001,0.768240,0.000118,0.426796,0.090332,0.029662,0.004191,0.000786,0.000000,0.095698,0.025833,0.011212,0.002123,0.768293,0.768418,0.768760,0.768760,22.084195,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.616519,0.842702,,0.616519,,0.616519,0.996933,1.031251,1.054364,2.112189,,,,,,,,,,,,,,,,,,,,,0.616519,0.842702,0.996933,1.031251,1.698078,0.470877,
0,tsukubaSetHalfSize,DOUBLE,48,64,16,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,12,AVX512,192,144,15,0.000000,0.000032,0.000017,0.000008,0.000007,0.000007,0.000039,0.000007,0.000007,0.000493,0.000137,0.000136,0.000023,0.000000,0.000723,0.000006,0.000279,0.000083,0.000037,0.000058,0.000037,0.000000,0.000077,0.000021,0.000019,0.000017,0.000746,0.000752,0.000764,0.000764,0.014990,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,,0.940859,0.740734,0.940859,,0.940859,,1.244428,1.923332,1.236335,2.043186,,,,,,,,,,,0.940859,0.740734,1.244428,1.923332,,0.752853,
0,tsukubaSetHalfSize,DOUBLE,48,64,16,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,36,AVX512,192,144,15,0.000000,0.000031,0.000020,0.000016,0.000017,0.000016,0.000071,0.000014,0.000014,0.001103,0.000153,0.000152,0.000034,0.000000,0.001408,0.000016,0.000647,0.000190,0.000083,0.000106,0.000069,0.000000,0.000068,0.000027,0.000027,0.000030,0.001439,0.001457,0.001470,0.001470,0.014990,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,,1.374549,0.752462,1.374549,,,1.374549,1.052599,1.923332,1.060941,1.804202,,,,,,,,,,,1.374549,0.752462,1.052599,1.923332,,0.684137,
1,tsukubaSet,DOUBLE,48,16,8,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX256,384,288,15,0.000001,0.000145,0.000077,0.000041,0.000029,0.000024,0.000173,0.000027,0.000027,0.004590,0.001403,0.001402,0.000509,0.000001,0.006875,0.000031,0.003678,0.000497,0.000228,0.000105,0.000075,0.000000,0.000955,0.000291,0.000092,0.000063,0.006938,0.006968,0.007036,0.007036,0.154656,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,,0.524175,0.788933,0.524175,,0.524175,,1.095967,1.412540,1.000000,1.624412,,,,,,,,,,,0.524175,0.788933,1.095967,1.333516,,0.378006,
1,tsukubaSet,DOUBLE,48,64,16,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,384,288,15,0.000001,0.000163,0.000091,0.000037,0.000032,0.000028,0.000193,0.000033,0.000032,0.006870,0.001451,0.001450,0.000478,0.000001,0.009210,0.000032,0.005301,0.000877,0.000350,0.000170,0.000164,0.000000,0.001019,0.000278,0.000095,0.000058,0.009273,0.009311,0.009383,0.009383,0.154656,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,,0.631230,0.793866,0.631230,,,0.631230,1.009011,1.327161,1.059260,1.849663,,,,,,,,,,,0.631230,0.793866,1.009011,1.333516,,0.426603,
2,venus,DOUBLE,48,64,16,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX512,434,383,15,0.000001,0.000465,0.000312,0.000061,0.000022,0.000022,0.000419,0.000033,0.000033,0.013884,0.003555,0.003554,0.001373,0.000001,0.019727,0.000038,0.011886,0.001262,0.000324,0.000211,0.000204,0.000000,0.002782,0.000538,0.000159,0.000074,0.019784,0.019821,0.019917,0.019917,0.382884,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,,0.301884,1.136251,0.301884,,0.301884,,1.003471,1.152360,1.060266,1.417721,,,,,,,,,,,0.301884,1.136251,1.003471,1.151128,,0.391702,
2,venus,DOUBLE,48,16,8,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,YES,Optimized CPU,48,AVX256,434,383,15,0.000001,0.000472,0.000320,0.000055,0.000022,0.000022,0.000420,0.000032,0.000032,0.016806,0.003512,0.003510,0.001505,0.000001,0.022740,0.000037,0.014113,0.001885,0.000453,0.000204,0.000138,0.000000,0.002783,0.000515,0.000138,0.000079,0.022795,0.022832,0.022928,0.022928,0.382884,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,,0.410688,1.129220,0.410688,,,0.410688,1.003823,1.085698,1.000000,1.575810,,,,,,,,,,,0.410688,1.129220,1.003823,1.151128,,0.391517,
