Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup over no CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup over no CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup over no CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown),
0,tsukubaSetHalfSize,FLOAT,64,32,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,32,NEON,192,144,3,0.000000,0.000009,0.000012,0.000011,0.000011,0.000011,0.000045,0.000006,0.000006,0.000280,0.000066,0.000065,0.000029,0.000000,0.000435,0.000011,0.000116,0.000053,0.000041,0.000036,0.000036,0.000000,0.000025,0.000014,0.000014,0.000013,0.000467,0.000513,0.000516,0.000516,0.010666,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.122433,0.981884,1.122433,,1.122433,,1.253596,1.560500,,,,,,,,,,,,,,,,,,,,1.122433,0.981884,1.253596,1.560500,0.998206,0.809434,
0,tsukubaSetHalfSize,FLOAT,64,32,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,32,NEON,192,144,3,0.000000,0.000009,0.000012,0.000011,0.000010,0.000011,0.000044,0.000006,0.000006,0.000546,0.000096,0.000096,0.000021,0.000000,0.000717,0.000010,0.000311,0.000109,0.000051,0.000037,0.000034,0.000000,0.000035,0.000017,0.000013,0.000012,0.000738,0.000802,0.000806,0.000806,0.010666,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.605108,1.025404,1.605108,,,1.605108,1.009733,1.560500,,,,,,,,,,,,,,,,,,,,1.605108,1.025404,1.009733,1.560500,1.030243,0.749583,
1,tsukubaSet,FLOAT,64,32,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,384,288,3,0.000000,0.000031,0.000033,0.000022,0.000020,0.000020,0.000095,0.000012,0.000012,0.000936,0.000209,0.000209,0.000044,0.000000,0.001350,0.000020,0.000517,0.000186,0.000093,0.000072,0.000068,0.000000,0.000115,0.000040,0.000024,0.000033,0.001371,0.001390,0.001405,0.001405,0.093543,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.601209,1.275761,1.601209,,1.601209,,0.983234,1.641199,,,,,,,,,,,,,,,,,,,,1.601209,1.275761,0.983234,1.641199,1.029188,0.394417,
1,tsukubaSet,FLOAT,64,32,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,384,288,3,0.000000,0.000030,0.000027,0.000044,0.000020,0.000019,0.000110,0.000012,0.000012,0.001858,0.000199,0.000198,0.000046,0.000000,0.002253,0.000019,0.001177,0.000385,0.000159,0.000080,0.000065,0.000000,0.000111,0.000040,0.000024,0.000025,0.002272,0.002291,0.002306,0.002306,0.093543,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.502704,1.303983,1.502704,,,1.502704,1.015781,1.641199,,,,,,,,,,,,,,,,,,,,1.502704,1.303983,1.015781,1.641199,1.018505,0.592146,
2,venus,FLOAT,64,32,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,434,383,3,0.000000,0.000052,0.000041,0.000025,0.000021,0.000021,0.000108,0.000015,0.000015,0.002529,0.000242,0.000242,0.000157,0.000000,0.003103,0.000021,0.001702,0.000464,0.000191,0.000097,0.000069,0.000000,0.000117,0.000050,0.000038,0.000036,0.003124,0.003146,0.003167,0.003167,0.279635,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.168290,1.568332,1.168290,,1.168290,,0.981057,1.083268,,,,,,,,,,,,,,,,,,,,1.168290,1.568332,0.981057,1.083268,0.997531,0.530129,
2,venus,FLOAT,64,32,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,434,383,3,0.000000,0.000041,0.000040,0.000025,0.000020,0.000020,0.000105,0.000015,0.000015,0.002864,0.000261,0.000260,0.000070,0.000000,0.003369,0.000028,0.001941,0.000513,0.000210,0.000101,0.000073,0.000000,0.000126,0.000055,0.000041,0.000041,0.003388,0.003409,0.003431,0.003431,0.279635,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.638194,1.565053,1.638194,,,1.638194,0.990189,1.083268,,,,,,,,,,,,,,,,,,,,1.638194,1.565053,0.990189,1.083268,0.994518,0.511550,
3,barn1,FLOAT,64,32,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,432,381,3,0.000000,0.000059,0.000058,0.000029,0.000022,0.000021,0.000130,0.000018,0.000018,0.003786,0.000412,0.000412,0.000110,0.000000,0.004529,0.000022,0.002607,0.000703,0.000273,0.000119,0.000081,0.000000,0.000194,0.000093,0.000075,0.000050,0.004560,0.004582,0.004606,0.004606,0.409334,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.245256,1.562501,,,1.245256,,0.992608,1.296255,,,,,,,,,,,,,,,,,,,,1.245256,1.562501,0.992608,1.296255,0.999195,0.382486,
3,barn1,FLOAT,64,32,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,432,381,3,0.000000,0.000055,0.000060,0.000029,0.000023,0.000021,0.000134,0.000019,0.000018,0.004185,0.000409,0.000409,0.000103,0.000000,0.005879,0.000022,0.002873,0.000751,0.000302,0.000132,0.000085,0.000000,0.000195,0.000095,0.000062,0.000057,0.005926,0.005948,0.005971,0.005971,0.409334,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.121687,1.548175,,,,1.121687,0.815176,1.296255,,,,,,,,,,,,,,,,,,,,1.121687,1.548175,0.815176,1.296255,1.211483,0.450015,
4,conesQuarterSize,FLOAT,64,32,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,450,375,3,0.000000,0.000157,0.000182,0.000062,0.000030,0.000026,0.000300,0.000042,0.000042,0.010748,0.001577,0.001576,0.000786,0.000001,0.013669,0.000025,0.008336,0.001508,0.000585,0.000205,0.000119,0.000000,0.001080,0.000302,0.000103,0.000094,0.013712,0.013738,0.013763,0.013763,0.928530,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.208413,1.424489,,1.208413,1.208413,,1.019640,1.061876,,,,,,,,,,,,,,,,,,,,1.208413,1.424489,1.019640,1.061876,1.356140,0.412513,
4,conesQuarterSize,FLOAT,64,32,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,64,NEON,450,375,3,0.000000,0.000170,0.000178,0.000061,0.000031,0.000026,0.000294,0.000034,0.000034,0.011623,0.001567,0.001566,0.000816,0.000000,0.014504,0.000036,0.008816,0.001587,0.000614,0.000201,0.000129,0.000000,0.001090,0.000295,0.000108,0.000087,0.014552,0.014589,0.014615,0.014615,0.928530,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.249327,1.436141,,1.249327,,1.249327,0.982678,1.061876,,,,,,,,,,,,,,,,,,,,1.249327,1.436141,0.982678,1.061876,1.383988,0.438383,
