Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,
0,tsukubaSetHalfSize,DOUBLE,16,64,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,8,AVX512,192,144,3,0.000000,0.000032,0.000016,0.000009,0.000007,0.000007,0.000039,0.000008,0.000008,0.000486,0.000136,0.000136,0.000024,0.000000,0.000717,0.000012,0.000257,0.000086,0.000042,0.000056,0.000033,0.000000,0.000067,0.000031,0.000020,0.000018,0.000732,0.000751,0.000761,0.000761,0.007435,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,0.730287,,0.944969,1.493380,0.944969,,0.944969,,1.000698,1.554563,,,,,,,,,0.730287,,0.944969,1.493380,1.000698,1.554563,0.730287,,
0,tsukubaSetHalfSize,DOUBLE,16,64,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,192,144,3,0.000000,0.000028,0.000018,0.000011,0.000009,0.000008,0.000048,0.000015,0.000015,0.000858,0.000137,0.000136,0.000028,0.000000,0.001142,0.000008,0.000489,0.000170,0.000075,0.000076,0.000039,0.000000,0.000066,0.000032,0.000023,0.000018,0.001162,0.001175,0.001183,0.001183,0.007435,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,0.704794,,1.708046,1.517024,1.708046,,,1.708046,0.984922,1.554563,,,,,,,,,0.704794,,1.708046,1.517024,0.984922,1.554563,0.704794,,
1,tsukubaSet,DOUBLE,16,64,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,384,288,3,0.000000,0.000173,0.000137,0.000034,0.000015,0.000011,0.000196,0.000023,0.000023,0.004632,0.001819,0.001818,0.000446,0.000001,0.007268,0.000021,0.003740,0.000556,0.000178,0.000072,0.000089,0.000000,0.001419,0.000280,0.000080,0.000038,0.007299,0.007320,0.007364,0.007364,0.084848,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,0.493785,,0.500802,1.438020,0.500802,,0.500802,,1.008581,1.603959,,,,,,,,,0.493785,,0.500802,1.438020,1.008581,1.603959,0.493785,,
1,tsukubaSet,DOUBLE,16,64,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,384,288,3,0.000000,0.000181,0.000119,0.000034,0.000016,0.000012,0.000180,0.000024,0.000024,0.009067,0.001809,0.001808,0.000460,0.000001,0.011712,0.000021,0.007621,0.000951,0.000271,0.000106,0.000115,0.000000,0.001394,0.000297,0.000084,0.000040,0.011746,0.011768,0.011812,0.011812,0.084848,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,0.381970,,0.501398,1.447012,0.501398,,,0.501398,0.988195,1.603959,,,,,,,,,0.381970,,0.501398,1.447012,0.988195,1.603959,0.381970,,
2,venus,DOUBLE,16,64,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,434,383,3,0.000000,0.000447,0.000721,0.000095,0.000019,0.000013,0.000840,0.000020,0.000019,0.022214,0.005468,0.005466,0.001747,0.000001,0.030702,0.000033,0.018272,0.003304,0.000363,0.000145,0.000131,0.000000,0.004280,0.000957,0.000151,0.000078,0.030746,0.030778,0.030862,0.030862,0.221208,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,0.378578,,0.194826,1.966714,0.194826,,0.194826,,0.991792,1.206619,,,,,,,,,0.378578,,0.194826,1.966714,0.991792,1.206619,0.378578,,
2,venus,DOUBLE,16,64,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,434,383,3,0.000000,0.000418,0.000731,0.000100,0.000021,0.000014,0.000855,0.000019,0.000018,0.028468,0.005268,0.005267,0.001842,0.000001,0.037082,0.000034,0.023084,0.004420,0.000613,0.000230,0.000175,0.000000,0.004146,0.000927,0.000123,0.000082,0.037125,0.037157,0.037239,0.037239,0.221208,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,0.368282,,0.252856,1.954545,0.252856,,,0.252856,0.994520,1.206619,,,,,,,,,0.368282,,0.252856,1.954545,0.994520,1.206619,0.368282,,
3,barn1,DOUBLE,16,64,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,432,381,3,0.000000,0.000598,0.001215,0.000155,0.000028,0.000017,0.001415,0.000032,0.000032,0.032586,0.006842,0.006840,0.003004,0.000002,0.044542,0.000033,0.025547,0.005971,0.000610,0.000232,0.000222,0.000000,0.004967,0.001479,0.000285,0.000130,0.044586,0.044620,0.044700,0.044700,0.421534,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,0.408303,,0.273754,1.520694,,,0.273754,,0.994607,1.124646,,,,,,,,,0.408303,,0.273754,1.520694,0.994607,1.124646,0.408303,,
3,barn1,DOUBLE,16,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,432,381,3,0.000001,0.000605,0.001234,0.000158,0.000055,0.000019,0.001468,0.000033,0.000032,0.038599,0.006463,0.006462,0.002965,0.000001,0.050118,0.000033,0.029856,0.007304,0.000903,0.000313,0.000252,0.000000,0.004733,0.001403,0.000218,0.000123,0.050159,0.050192,0.050272,0.050272,0.421534,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,0.580575,,0.316067,1.530065,,,,0.316067,1.022843,1.124646,,,,,,,,,0.580575,,0.316067,1.530065,1.022843,1.124646,0.580575,,
4,conesQuarterSize,DOUBLE,16,64,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,450,375,3,0.000000,0.001980,0.003216,0.000735,0.000128,0.000037,0.004099,0.000057,0.000056,0.074544,0.017226,0.017224,0.007670,0.000002,0.105766,0.000035,0.061578,0.009837,0.002243,0.000464,0.000424,0.000000,0.012628,0.003348,0.001004,0.000299,0.105808,0.105842,0.105941,0.105941,0.901390,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,0.484027,,0.460465,1.456562,,0.460465,0.460465,,1.004385,1.120803,,,,,,,,,0.484027,,0.460465,1.456562,1.004385,1.120803,0.484027,,
4,conesQuarterSize,DOUBLE,16,64,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,450,375,3,0.000000,0.001982,0.003259,0.000677,0.000102,0.000038,0.004059,0.000057,0.000056,0.081411,0.019525,0.019522,0.007687,0.000002,0.118580,0.000033,0.066013,0.011781,0.002588,0.000521,0.000469,0.000000,0.014850,0.003315,0.001157,0.000251,0.118623,0.118657,0.118739,0.118739,0.901390,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,0.454891,,0.422892,1.448020,,0.422892,,0.422892,0.948881,1.120803,,,,,,,,,0.454891,,0.422892,1.448020,0.948881,1.120803,0.454891,,
0,tsukubaSetHalfSize,HALF,16,64,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,8,AVX512,192,144,3,0.000000,0.000031,0.000020,0.000010,0.000008,0.000007,0.000044,0.000009,0.000009,0.000336,0.000101,0.000100,0.000018,0.000000,0.000541,0.000006,0.000160,0.000066,0.000033,0.000045,0.000029,0.000000,0.000036,0.000023,0.000024,0.000019,0.000558,0.000564,0.000574,0.000574,0.007435,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,0.968361,,,,,,,,,1.240934,1.367010,1.240934,,1.240934,,1.079785,1.548215,,0.968361,1.240934,1.367010,1.079785,1.548215,,0.968361,
0,tsukubaSetHalfSize,HALF,16,64,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,192,144,3,0.000000,0.000029,0.000020,0.000012,0.000009,0.000008,0.000050,0.000012,0.000012,0.000639,0.000117,0.000116,0.000018,0.000000,0.000861,0.000007,0.000356,0.000105,0.000052,0.000081,0.000045,0.000000,0.000037,0.000028,0.000026,0.000026,0.000876,0.000883,0.000888,0.000888,0.007435,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,0.938388,,,,,,,,,1.390050,1.388004,1.390050,,,1.390050,1.040045,1.548215,,0.938388,1.390050,1.388004,1.040045,1.548215,,0.938388,
