Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup over no CPU vectorization - FLOAT,Speedup over AVX256 CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup over no CPU vectorization - DOUBLE,Speedup over AVX256 CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup over no CPU vectorization - HALF,Speedup over AVX256 CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,
3,barn1,DOUBLE,24,64,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,432,381,3,0.000000,0.000312,0.000351,0.000067,0.000018,0.000011,0.000447,0.000021,0.000020,0.015389,0.002329,0.002328,0.000737,0.000001,0.019218,0.000020,0.011639,0.003045,0.000427,0.000160,0.000121,0.000000,0.001508,0.000597,0.000158,0.000087,0.019253,0.019273,0.019335,0.019335,0.390101,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,,0.632897,1.643226,,,0.632897,,0.993966,1.185699,,,,,,,,,,,,,0.632897,1.643226,0.993966,1.185699,,,
3,barn1,DOUBLE,24,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,432,381,3,0.000000,0.000325,0.000355,0.000071,0.000018,0.000011,0.000454,0.000020,0.000020,0.019078,0.002252,0.002251,0.000735,0.000001,0.022809,0.000020,0.014330,0.003807,0.000587,0.000220,0.000160,0.000000,0.001461,0.000580,0.000146,0.000066,0.022844,0.022865,0.022925,0.022925,0.390101,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,,0.693095,1.653352,,,,0.693095,1.008443,1.185699,,,,,,,,,,,,,0.693095,1.653352,1.008443,1.185699,,,
4,conesQuarterSize,DOUBLE,24,64,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,450,375,3,0.000000,0.001018,0.001022,0.000238,0.000076,0.000022,0.001357,0.000037,0.000036,0.033224,0.009985,0.009984,0.001822,0.000001,0.047445,0.000024,0.025680,0.005717,0.001262,0.000301,0.000279,0.000000,0.006723,0.002128,0.001006,0.000127,0.047494,0.047518,0.047588,0.047588,0.855710,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,,1.025081,1.534317,,1.025081,1.025081,,1.089249,1.062742,,,,,,,,,,,,,1.025081,1.534317,1.089249,1.062742,,,
4,conesQuarterSize,DOUBLE,24,64,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,450,375,3,0.000000,0.000952,0.000978,0.000231,0.000077,0.000021,0.001306,0.000049,0.000049,0.037317,0.009037,0.009036,0.001815,0.000001,0.050434,0.000025,0.028856,0.006537,0.001285,0.000377,0.000296,0.000000,0.006182,0.002085,0.000638,0.000133,0.050480,0.050505,0.050574,0.050574,0.855710,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,,0.992872,1.525318,,0.992872,,0.992872,0.990139,1.062742,,,,,,,,,,,,,0.992872,1.525318,0.990139,1.062742,,,
5,conesHalfSize,DOUBLE,24,64,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.011087,0.011865,0.003078,0.000583,0.000247,0.015766,0.000582,0.000580,0.340164,0.096460,0.096457,0.021394,0.000001,0.487420,0.000071,0.262179,0.061790,0.012077,0.003146,0.000938,0.000000,0.072525,0.016133,0.005155,0.002644,0.487468,0.487537,0.487842,0.487842,7.729328,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,,,0.930891,1.272409,,0.930891,0.930891,,1.009408,1.023371,,,,,,,,,,,,,0.930891,1.272409,1.009408,1.023371,,,
5,conesHalfSize,DOUBLE,24,64,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.011240,0.011819,0.003067,0.000564,0.000237,0.015688,0.000481,0.000480,0.354400,0.094912,0.094910,0.021158,0.000001,0.498819,0.000071,0.272890,0.063334,0.013037,0.003431,0.001060,0.000000,0.071885,0.015803,0.004990,0.002447,0.498881,0.498952,0.499244,0.499244,7.729328,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,,,0.917526,1.266580,,0.917526,,0.917526,1.006698,1.023371,,,,,,,,,,,,,0.917526,1.266580,1.006698,1.023371,,,
6,conesFullSizeCropped,DOUBLE,24,64,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.029405,0.038415,0.006519,0.001383,0.000548,0.046853,0.001218,0.001216,0.702754,0.270497,0.270495,0.049412,0.000002,1.100365,0.000071,0.539796,0.127892,0.026515,0.006638,0.001883,0.000000,0.219765,0.034622,0.011040,0.005178,1.100423,1.100495,1.100800,1.100800,16.619607,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,,,0.843975,1.113811,,0.843975,0.843975,,1.009787,1.017222,,,,,,,,,,,,,0.843975,1.113811,1.009787,1.017222,,,
6,conesFullSizeCropped,DOUBLE,24,64,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.029461,0.036599,0.006655,0.001318,0.000722,0.045242,0.001337,0.001335,0.724588,0.269242,0.269240,0.050130,0.000001,1.119336,0.000071,0.558192,0.129356,0.027315,0.006759,0.001975,0.000000,0.218977,0.034585,0.011038,0.005051,1.119384,1.119455,1.119759,1.119759,16.619607,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,,,0.837672,1.123444,,0.837672,,0.837672,1.034971,1.017222,,,,,,,,,,,,,0.837672,1.123444,1.034971,1.017222,,,
0,tsukubaSetHalfSize,HALF,24,32,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,12,AVX256,192,144,3,0.000000,0.000021,0.000014,0.000011,0.000008,0.000007,0.000046,0.000008,0.000008,0.000232,0.000075,0.000074,0.000015,0.000000,0.000394,0.000006,0.000110,0.000045,0.000027,0.000023,0.000025,0.000000,0.000025,0.000012,0.000022,0.000017,0.000405,0.000411,0.000420,0.000420,0.007047,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,1.695559,1.442301,1.695559,,1.695559,,1.369079,1.767032,,0.887163,1.695559,1.442301,1.369079,1.767032,,,
0,tsukubaSetHalfSize,HALF,24,32,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX256,192,144,3,0.000000,0.000023,0.000015,0.000016,0.000009,0.000009,0.000048,0.000008,0.000008,0.000497,0.000114,0.000114,0.000017,0.000000,0.000715,0.000007,0.000255,0.000097,0.000063,0.000037,0.000041,0.000000,0.000026,0.000032,0.000029,0.000027,0.000729,0.000737,0.000742,0.000742,0.007047,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,1.664108,1.464452,1.664108,,,1.664108,1.001220,1.767032,,0.939773,1.664108,1.464452,1.001220,1.767032,,,
1,tsukubaSet,HALF,24,64,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,384,288,3,0.000000,0.000117,0.000067,0.000022,0.000023,0.000013,0.000133,0.000023,0.000022,0.001038,0.000312,0.000312,0.000047,0.000000,0.001698,0.000024,0.000666,0.000184,0.000081,0.000052,0.000075,0.000000,0.000170,0.000047,0.000040,0.000047,0.001718,0.001730,0.001761,0.001761,0.079964,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,,,,,,,,,,,,,,,,,,,,,1.178584,1.566497,1.178584,,1.178584,,0.986586,1.406649,,,1.178584,1.566497,0.986586,1.406649,,,
1,tsukubaSet,HALF,24,64,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,384,288,3,0.000000,0.000125,0.000069,0.000023,0.000025,0.000013,0.000128,0.000025,0.000025,0.001741,0.000325,0.000324,0.000048,0.000000,0.002400,0.000011,0.001040,0.000323,0.000135,0.000077,0.000149,0.000000,0.000182,0.000053,0.000043,0.000046,0.002423,0.002446,0.002476,0.002476,0.079964,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,,,,,,,,,,,,,,,,,,,,,1.160062,1.551278,1.160062,,,1.160062,1.004568,1.406649,,,1.160062,1.551278,1.004568,1.406649,,,
2,venus,HALF,24,64,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,434,383,3,0.000000,0.000246,0.000151,0.000039,0.000014,0.000010,0.000213,0.000010,0.000010,0.002569,0.000513,0.000512,0.000105,0.000000,0.003635,0.000016,0.001758,0.000491,0.000160,0.000080,0.000088,0.000000,0.000338,0.000113,0.000046,0.000019,0.003656,0.003672,0.003720,0.003720,0.207343,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,,,,,,,,,,,,,,,,,,,,,0.948615,2.122868,0.948615,,0.948615,,1.033873,1.493901,,,0.948615,2.122868,1.033873,1.493901,,,
2,venus,HALF,24,64,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,434,383,3,0.000000,0.000236,0.000153,0.000042,0.000016,0.000010,0.000218,0.000010,0.000010,0.004389,0.000492,0.000491,0.000140,0.000000,0.005475,0.000014,0.003116,0.000822,0.000245,0.000102,0.000109,0.000000,0.000330,0.000102,0.000039,0.000020,0.005495,0.005509,0.005557,0.005557,0.207343,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,,,,,,,,,,,,,,,,,,,,,0.733245,2.122757,0.733245,,,0.733245,0.929417,1.493901,,,0.733245,2.122757,0.929417,1.493901,,,
3,barn1,HALF,24,64,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,432,381,3,0.000000,0.000358,0.000209,0.000101,0.000019,0.000011,0.000340,0.000012,0.000012,0.004537,0.001505,0.001504,0.000195,0.000000,0.006943,0.000016,0.003090,0.000936,0.000259,0.000105,0.000137,0.000000,0.000867,0.000440,0.000165,0.000042,0.006965,0.006980,0.007028,0.007028,0.390101,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,,,,,,,,,,,,,,,,,,,,,0.587299,1.650734,,,0.587299,,0.983939,1.168315,,,0.587299,1.650734,0.983939,1.168315,,,
3,barn1,HALF,24,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,432,381,3,0.000000,0.000339,0.000225,0.000100,0.000018,0.000010,0.000353,0.000011,0.000011,0.005728,0.001521,0.001520,0.000189,0.000000,0.008126,0.000016,0.003978,0.001145,0.000324,0.000123,0.000153,0.000000,0.000887,0.000433,0.000156,0.000046,0.008147,0.008163,0.008211,0.008211,0.390101,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,,,,,,,,,,,,,,,,,,,,,0.664838,1.653108,,,,0.664838,1.003232,1.168315,,,0.664838,1.653108,1.003232,1.168315,,,
4,conesQuarterSize,HALF,24,32,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX256,450,375,3,0.000000,0.000703,0.000478,0.000215,0.000063,0.000013,0.000757,0.000013,0.000013,0.012256,0.004125,0.004125,0.000463,0.000000,0.018301,0.000018,0.008977,0.002424,0.000562,0.000207,0.000084,0.000000,0.002763,0.000963,0.000333,0.000078,0.018327,0.018344,0.018396,0.018396,0.855710,,2.331733,1.489175,0.790637,0.159644,0.111081,0.073665,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.024178,0.021308,0.007224,0.003224,0.000391,0.000385,,,,,,,,,,,,,,,,,,,,,0.520497,1.540370,,0.520497,0.520497,,1.002064,1.114338,,0.976959,0.520497,1.540370,1.002064,1.073424,,,
4,conesQuarterSize,HALF,24,64,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,450,375,3,0.000000,0.001227,0.000839,0.000217,0.000047,0.000014,0.001116,0.000026,0.000025,0.012042,0.004721,0.004720,0.000558,0.000001,0.019641,0.000038,0.008899,0.002081,0.000551,0.000204,0.000323,0.000000,0.003270,0.001045,0.000328,0.000080,0.019666,0.019695,0.019747,0.019747,0.855710,,2.332252,1.489943,0.790667,0.159852,0.111081,0.073624,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.023905,0.020840,0.007052,0.003064,0.000421,0.000415,,,,,,,,,,,,,,,,,,,,,0.567197,1.547382,,0.567197,,0.567197,1.014318,1.048691,,,0.567197,1.547382,1.014318,1.073424,,,
5,conesHalfSize,HALF,24,64,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.006070,0.005658,0.002033,0.000496,0.000100,0.008289,0.000151,0.000150,0.104696,0.046918,0.046917,0.008193,0.000001,0.174285,0.000069,0.080001,0.019027,0.004364,0.001076,0.000298,0.000000,0.028511,0.014368,0.002750,0.001365,0.174336,0.174406,0.174699,0.174699,7.729328,,4.300990,1.891431,0.691837,0.197150,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.005110,0.000486,0.000203,0.000089,,,,,,,,,,,,,,,,,,,,,0.657594,1.319701,,0.657594,0.657594,,1.047509,1.059255,,,0.657594,1.319701,1.047509,1.059255,,,
5,conesHalfSize,HALF,24,64,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.006139,0.005486,0.002522,0.000474,0.000099,0.008580,0.000143,0.000143,0.113964,0.047225,0.047224,0.008084,0.000001,0.184630,0.000070,0.087439,0.020556,0.004634,0.001187,0.000329,0.000000,0.029304,0.013980,0.002824,0.001291,0.184685,0.184755,0.185051,0.185051,7.729328,,4.300990,1.891431,0.691837,0.197150,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.005110,0.000486,0.000203,0.000089,,,,,,,,,,,,,,,,,,,,,0.636237,1.322340,,0.636237,,0.636237,1.006559,1.059255,,,0.636237,1.322340,1.006559,1.059255,,,
6,conesFullSizeCropped,HALF,24,64,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.016411,0.013531,0.010051,0.001321,0.000231,0.025139,0.000334,0.000332,0.235510,0.117816,0.117814,0.018127,0.000001,0.414809,0.000070,0.174304,0.048235,0.010091,0.002283,0.000556,0.000000,0.073406,0.033365,0.009204,0.002049,0.414858,0.414929,0.415223,0.415223,16.619607,,17.005920,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.008030,0.005797,0.002902,,,,,,,,,,,,,,,,,,,,,0.617397,1.123438,,0.617397,0.617397,,1.017361,1.043363,,,0.617397,1.123438,1.017361,1.043363,,,
6,conesFullSizeCropped,HALF,24,64,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.016411,0.013062,0.010499,0.001746,0.000331,0.025738,0.000318,0.000317,0.248999,0.123969,0.123967,0.018151,0.000001,0.432808,0.000070,0.182923,0.052203,0.010790,0.002477,0.000594,0.000000,0.073613,0.036801,0.010518,0.003035,0.432861,0.432932,0.433228,0.433228,16.619607,,17.005920,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.008030,0.005797,0.002902,,,,,,,,,,,,,,,,,,,,,0.605134,1.123691,,0.605134,,0.605134,1.028163,1.043363,,,0.605134,1.123691,1.028163,1.043363,,,
