Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup over AVX512 CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup over AVX512 CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup over AVX512 CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,
3,barn1,DOUBLE,24,64,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,432,381,3,0.000000,0.000309,0.000344,0.000073,0.000018,0.000017,0.000452,0.000021,0.000020,0.015607,0.002305,0.002304,0.000727,0.000001,0.019341,0.000019,0.011764,0.003106,0.000444,0.000170,0.000126,0.000000,0.001482,0.000612,0.000146,0.000066,0.019379,0.019398,0.019473,0.019473,0.391873,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,0.628404,1.635793,,,0.628404,,0.999140,1.184593,0.996159,,,,,,,,,,0.628404,1.635793,0.999140,1.180081,,,
3,barn1,DOUBLE,24,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,432,381,3,0.000000,0.000317,0.000348,0.000069,0.000018,0.000011,0.000445,0.000020,0.000020,0.019145,0.002244,0.002243,0.000733,0.000001,0.022869,0.000021,0.014276,0.003854,0.000593,0.000223,0.000162,0.000000,0.001461,0.000566,0.000150,0.000066,0.022902,0.022921,0.022980,0.022980,0.391873,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,0.691450,1.645873,,,,0.691450,1.003610,1.175548,,,,,,,,,,,0.691450,1.645873,1.003610,1.180081,,,
4,conesQuarterSize,DOUBLE,24,64,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,450,375,3,0.000000,0.000951,0.000968,0.000234,0.000073,0.000024,0.001293,0.000054,0.000053,0.032583,0.008828,0.008826,0.001840,0.000001,0.045472,0.000023,0.025234,0.005635,0.001122,0.000301,0.000285,0.000000,0.006023,0.002058,0.000636,0.000127,0.045515,0.045538,0.045610,0.045610,0.861922,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,1.069548,1.523258,,1.069548,1.069548,,1.008757,1.116074,0.991709,,,,,,,,,,1.069548,1.523258,1.008757,1.094718,,,
4,conesQuarterSize,DOUBLE,24,64,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,450,375,3,0.000000,0.000944,0.000948,0.000242,0.000071,0.000022,0.001283,0.000036,0.000036,0.036902,0.008643,0.008641,0.001837,0.000001,0.049795,0.000023,0.028543,0.006412,0.001329,0.000361,0.000305,0.000000,0.005830,0.002073,0.000618,0.000127,0.049836,0.049860,0.049930,0.049930,0.861922,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,1.005682,1.514324,,1.005682,,1.005682,1.022727,1.085642,,,,,,,,,,,1.005682,1.514324,1.022727,1.094718,,,
5,conesHalfSize,DOUBLE,24,64,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.011112,0.011935,0.003309,0.000579,0.000270,0.016084,0.000607,0.000606,0.341465,0.095508,0.095507,0.021256,0.000001,0.485958,0.000071,0.262119,0.062834,0.012411,0.003099,0.000929,0.000000,0.071879,0.015997,0.004941,0.002724,0.486004,0.486075,0.486378,0.486378,7.725639,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,,0.933694,1.273017,,0.933694,0.933694,,1.005581,1.022844,0.992125,,,,,,,,,,0.933694,1.273017,1.005581,1.022844,,,
5,conesHalfSize,DOUBLE,24,64,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.011328,0.011894,0.003271,0.000552,0.000230,0.015899,0.000380,0.000379,0.353862,0.094167,0.094165,0.021175,0.000001,0.497078,0.000077,0.273188,0.063547,0.012759,0.003342,0.000910,0.000000,0.071262,0.015648,0.004896,0.002426,0.497124,0.497201,0.497489,0.497489,7.725639,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,,0.920763,1.267184,,0.920763,,0.920763,1.010818,1.022844,0.995375,,,,,,,,,,0.920763,1.267184,1.010818,1.022844,,,
6,conesFullSizeCropped,DOUBLE,24,64,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.029128,0.038389,0.006533,0.001393,0.000572,0.046779,0.001023,0.001022,0.701901,0.268675,0.268672,0.049530,0.000001,1.097190,0.000072,0.539200,0.127771,0.026380,0.006595,0.001956,0.000000,0.218931,0.034402,0.010595,0.004827,1.097237,1.097306,1.097593,1.097593,16.581431,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,,0.846441,1.116375,,0.846441,0.846441,,1.011708,1.019427,0.993554,,,,,,,,,,0.846441,1.116375,1.011708,1.019427,,,
6,conesFullSizeCropped,DOUBLE,24,64,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.029393,0.036497,0.006587,0.001439,0.000594,0.045119,0.001342,0.001340,0.721884,0.268700,0.268697,0.049973,0.000001,1.118500,0.000070,0.555805,0.129413,0.027364,0.006856,0.002088,0.000000,0.218951,0.034655,0.010539,0.004552,1.118559,1.118630,1.118915,1.118915,16.581431,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,,0.838303,1.126031,,0.838303,,0.838303,1.000115,1.019427,0.971327,,,,,,,,,,0.838303,1.126031,1.000115,1.019427,,,
0,tsukubaSetHalfSize,HALF,24,64,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,12,AVX512 w/ float16,192,144,3,0.000000,0.000033,0.000013,0.000008,0.000008,0.000007,0.000036,0.000009,0.000009,0.000276,0.000089,0.000089,0.000014,0.000000,0.000467,0.000007,0.000083,0.000050,0.000069,0.000042,0.000032,0.000000,0.000033,0.000016,0.000021,0.000020,0.000478,0.000484,0.000492,0.000492,0.006992,,0.896934,0.896934,0.759440,0.119900,0.017650,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003472,0.003472,0.002242,0.000362,0.000000,0.000000,,,,,,,,,,,,,,,,,,,1.448402,1.453606,1.448402,,1.448402,,1.102996,1.539626,,1.448402,1.453606,1.102996,1.475352,,,
0,tsukubaSetHalfSize,HALF,24,64,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,192,144,3,0.000000,0.000021,0.000014,0.000012,0.000010,0.000008,0.000045,0.000014,0.000014,0.000500,0.000107,0.000107,0.000016,0.000000,0.000698,0.000007,0.000227,0.000080,0.000063,0.000085,0.000051,0.000000,0.000027,0.000023,0.000025,0.000030,0.000713,0.000720,0.000725,0.000725,0.006992,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,,,,,,,,,,1.702577,1.475931,1.702577,,,1.702577,1.031823,1.361226,0.958253,1.702577,1.475931,1.031823,1.475352,,,
1,tsukubaSet,HALF,24,64,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,384,288,3,0.000000,0.000096,0.000039,0.000015,0.000022,0.000013,0.000089,0.000024,0.000024,0.000783,0.000304,0.000303,0.000034,0.000000,0.001327,0.000030,0.000355,0.000127,0.000065,0.000150,0.000080,0.000000,0.000173,0.000048,0.000036,0.000044,0.001346,0.001402,0.001434,0.001434,0.080901,,1.490307,1.455169,0.398953,0.223009,0.073712,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004494,0.004494,0.001890,0.000479,0.000326,0.000000,,,,,,,,,,,,,,,,,,,1.446845,1.548345,1.446845,,1.446845,,0.973896,1.379074,,1.446845,1.548345,0.973896,1.379074,,,
1,tsukubaSet,HALF,24,64,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,384,288,3,0.000000,0.000107,0.000040,0.000015,0.000021,0.000013,0.000090,0.000025,0.000025,0.001357,0.000312,0.000311,0.000033,0.000000,0.001916,0.000012,0.000606,0.000179,0.000090,0.000331,0.000143,0.000000,0.000179,0.000047,0.000040,0.000043,0.001935,0.001946,0.001978,0.001978,0.080901,,1.490307,1.455169,0.398953,0.223009,0.073712,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004494,0.004494,0.001890,0.000479,0.000326,0.000000,,,,,,,,,,,,,,,,,,,1.452583,1.533302,1.452583,,,1.452583,1.025901,1.379074,,1.452583,1.533302,1.025901,1.379074,,,
2,venus,HALF,24,64,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,434,383,3,0.000000,0.000189,0.000076,0.000025,0.000011,0.000008,0.000120,0.000008,0.000008,0.001954,0.000461,0.000460,0.000120,0.000000,0.002849,0.000015,0.001135,0.000335,0.000112,0.000302,0.000109,0.000000,0.000307,0.000093,0.000036,0.000029,0.002872,0.002887,0.002936,0.002936,0.206996,,0.446654,0.423928,0.883956,0.025261,0.013993,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002238,0.002238,0.001678,0.000126,0.000066,0.000000,,,,,,,,,,,,,,,,,,,1.201732,2.126427,1.201732,,1.201732,,0.981835,1.399407,,1.201732,2.126427,0.981835,1.399407,,,
2,venus,HALF,24,64,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,434,383,3,0.000000,0.000191,0.000072,0.000024,0.000011,0.000008,0.000116,0.000010,0.000009,0.003099,0.000500,0.000499,0.000115,0.000000,0.004029,0.000015,0.001927,0.000525,0.000172,0.000371,0.000110,0.000000,0.000327,0.000111,0.000046,0.000018,0.004049,0.004062,0.004109,0.004109,0.206996,,0.446654,0.423928,0.883956,0.025261,0.013993,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002238,0.002238,0.001678,0.000126,0.000066,0.000000,,,,,,,,,,,,,,,,,,,0.991618,2.126316,0.991618,,,0.991618,1.000628,1.399407,,0.991618,2.126316,1.000628,1.399407,,,
3,barn1,HALF,24,64,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,432,381,3,0.000000,0.000284,0.000135,0.000076,0.000013,0.000009,0.000234,0.000010,0.000010,0.003407,0.001463,0.001462,0.000176,0.000000,0.005552,0.000017,0.002013,0.000689,0.000183,0.000407,0.000133,0.000000,0.000848,0.000425,0.000146,0.000045,0.005581,0.005598,0.005645,0.005645,0.391873,,0.500237,0.486434,0.850230,0.039097,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001604,0.001604,0.000784,0.000140,0.000103,0.000000,,,,,,,,,,,,,,,,,,,0.731233,1.643268,,,0.731233,,0.985560,1.199514,,0.731233,1.643268,0.985560,1.199514,,,
3,barn1,HALF,24,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,432,381,3,0.000000,0.000293,0.000123,0.000082,0.000014,0.000009,0.000228,0.000013,0.000012,0.004484,0.001498,0.001498,0.000189,0.000000,0.006687,0.000017,0.002761,0.000877,0.000235,0.000472,0.000152,0.000000,0.000863,0.000442,0.000151,0.000044,0.006707,0.006724,0.006771,0.006771,0.391873,,0.500237,0.486434,0.850230,0.039097,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001604,0.001604,0.000784,0.000140,0.000103,0.000000,,,,,,,,,,,,,,,,,,,0.806246,1.645631,,,,0.806246,0.991791,1.199514,,0.806246,1.645631,0.991791,1.199514,,,
4,conesQuarterSize,HALF,24,64,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,450,375,3,0.000000,0.001242,0.000898,0.000210,0.000045,0.000011,0.001163,0.000025,0.000025,0.008086,0.004760,0.004759,0.000429,0.000000,0.015706,0.000020,0.005198,0.001190,0.000307,0.001070,0.000321,0.000000,0.003322,0.001048,0.000312,0.000084,0.015732,0.015752,0.015800,0.015800,0.861922,,2.316924,1.475779,0.790524,0.157505,0.109879,0.073576,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.040545,0.035994,0.010643,0.005683,0.000741,0.000622,,,,,,,,,,,,,,,,,,,0.606027,1.529268,,0.606027,0.606027,,0.993299,1.085302,,0.606027,1.529268,0.993299,1.085302,,,
4,conesQuarterSize,HALF,24,64,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,450,375,3,0.000000,0.001255,0.000771,0.000221,0.000042,0.000011,0.001046,0.000026,0.000025,0.009363,0.004952,0.004951,0.000430,0.000000,0.017051,0.000019,0.006068,0.001364,0.000360,0.001190,0.000363,0.000000,0.003504,0.001022,0.000365,0.000080,0.017078,0.017097,0.017147,0.017147,0.861922,,2.316924,1.475779,0.790524,0.157505,0.109879,0.073576,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.040545,0.035994,0.010643,0.005683,0.000741,0.000622,,,,,,,,,,,,,,,,,,,0.653173,1.536229,,0.653173,,0.653173,1.003681,1.085302,,0.653173,1.536229,1.003681,1.085302,,,
5,conesHalfSize,HALF,24,64,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,900,750,3,0.000000,0.005387,0.005004,0.001954,0.000456,0.000099,0.007513,0.000144,0.000143,0.083407,0.048925,0.048923,0.005176,0.000001,0.150487,0.000069,0.064824,0.012609,0.003138,0.000680,0.002145,0.000000,0.029142,0.015379,0.003572,0.000959,0.150547,0.150616,0.150899,0.150899,7.725639,,4.300607,1.891846,0.691979,0.197184,0.147861,0.107809,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.011932,0.010002,0.007304,0.000505,0.000170,0.000101,,,,,,,,,,,,,,,,,,,0.761312,1.320331,,0.761312,0.761312,,1.142182,1.063706,,0.761312,1.320331,1.142182,1.063706,,,
5,conesHalfSize,HALF,24,64,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,900,750,3,0.000001,0.005730,0.005341,0.002023,0.000468,0.000094,0.007900,0.000154,0.000154,0.090944,0.048752,0.048749,0.006236,0.000001,0.160060,0.000080,0.070654,0.013978,0.003408,0.000749,0.002280,0.000000,0.031016,0.013640,0.003437,0.000722,0.160113,0.160193,0.160512,0.160512,7.725639,,4.300607,1.891846,0.691979,0.197184,0.147861,0.107809,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.011932,0.010002,0.007304,0.000505,0.000170,0.000101,,,,,,,,,,,,,,,,,,,0.733503,1.322971,,0.733503,,0.733503,0.928801,1.063706,,0.733503,1.322971,0.928801,1.063706,,,
6,conesFullSizeCropped,HALF,24,64,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,900,750,3,0.000001,0.016474,0.013090,0.009211,0.001886,0.000276,0.025021,0.000378,0.000377,0.190131,0.132849,0.132846,0.011986,0.000002,0.378322,0.000075,0.142800,0.033276,0.007228,0.001615,0.004319,0.000000,0.075539,0.044147,0.009573,0.002568,0.378368,0.378443,0.378727,0.378727,16.581431,,114.655266,9.454146,0.973431,0.947471,0.939764,0.936396,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,108.716103,8.274743,0.829551,0.827858,0.827024,0.826720,,,,,,,,,,,,,,,,,,,0.676892,1.126025,,0.676892,0.676892,,1.005621,0.911771,,0.676892,1.126025,1.005621,0.911771,,,
6,conesFullSizeCropped,HALF,24,64,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512 w/ float16,900,750,3,0.000001,0.015980,0.012133,0.007087,0.000999,0.000188,0.020509,0.000294,0.000293,0.183599,0.112423,0.112421,0.011710,0.000001,0.344900,0.000069,0.137770,0.032727,0.007448,0.001605,0.004078,0.000000,0.062763,0.038123,0.009732,0.001928,0.344948,0.345017,0.345312,0.345312,16.581431,,114.655266,9.454146,0.973431,0.947471,0.939764,0.936396,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,108.716103,8.274743,0.829551,0.827858,0.827024,0.826720,,,,,,,,,,,,,,,,,,,0.759200,1.126278,,0.759200,,0.759200,1.014538,0.911771,,0.759200,1.126278,1.014538,0.911771,,,
