Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup over no CPU vectorization - FLOAT,Speedup over AVX256 CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup over no CPU vectorization - DOUBLE,Speedup over AVX256 CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup over no CPU vectorization - HALF,Speedup over AVX256 CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,
3,barn1,DOUBLE,24,64,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,432,381,3,0.000000,0.000307,0.000337,0.000066,0.000018,0.000012,0.000434,0.000020,0.000020,0.015498,0.002145,0.002144,0.000739,0.000001,0.019121,0.000020,0.011681,0.003121,0.000415,0.000166,0.000120,0.000000,0.001368,0.000544,0.000170,0.000062,0.019157,0.019177,0.019236,0.019236,0.389041,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,,0.636155,1.647702,,,0.636155,,1.000883,1.204095,,,,,,,,,,,,,0.636155,1.647702,1.000883,1.204095,,,
3,barn1,DOUBLE,24,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,432,381,3,0.000000,0.000329,0.000353,0.000085,0.000017,0.000012,0.000458,0.000021,0.000020,0.019289,0.002210,0.002209,0.000738,0.000001,0.023045,0.000021,0.014411,0.003878,0.000610,0.000231,0.000161,0.000000,0.001422,0.000575,0.000146,0.000067,0.023080,0.023101,0.023161,0.023161,0.389041,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,,0.686019,1.657855,,,,0.686019,0.990208,1.204095,,,,,,,,,,,,,0.686019,1.657855,0.990208,1.204095,,,
4,conesQuarterSize,DOUBLE,24,64,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,450,375,3,0.000000,0.000965,0.000984,0.000237,0.000103,0.000024,0.001333,0.000037,0.000037,0.032738,0.008811,0.008810,0.001775,0.000001,0.045717,0.000025,0.025172,0.005691,0.001248,0.000395,0.000276,0.000000,0.005998,0.002071,0.000636,0.000138,0.045765,0.045790,0.045861,0.045861,0.863044,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,,1.063694,1.521277,,1.063694,1.063694,,0.995762,1.086841,,,,,,,,,,,,,1.063694,1.521277,0.995762,1.086841,,,
4,conesQuarterSize,DOUBLE,24,64,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,450,375,3,0.000000,0.000960,0.000984,0.000245,0.000074,0.000023,0.001313,0.000037,0.000036,0.036808,0.008768,0.008766,0.001822,0.000001,0.049705,0.000024,0.028305,0.006485,0.001323,0.000380,0.000310,0.000000,0.005918,0.002117,0.000653,0.000125,0.049750,0.049774,0.049844,0.049844,0.863044,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,,1.007426,1.512355,,1.007426,,1.007426,1.011102,1.086841,,,,,,,,,,,,,1.007426,1.512355,1.011102,1.086841,,,
5,conesHalfSize,DOUBLE,24,64,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.011288,0.012008,0.003178,0.000577,0.000262,0.016027,0.000628,0.000627,0.338493,0.094707,0.094705,0.021144,0.000001,0.484177,0.000068,0.260362,0.061661,0.012229,0.003263,0.000972,0.000000,0.071487,0.015935,0.004961,0.002414,0.484224,0.484292,0.484581,0.484581,7.712901,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,,,0.937156,1.275119,,0.937156,0.937156,,1.011468,1.033013,,,,,,,,,,,,,0.937156,1.275119,1.011468,1.033013,,,
5,conesHalfSize,DOUBLE,24,64,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.011418,0.011958,0.003168,0.000563,0.000247,0.015914,0.000551,0.000549,0.354737,0.094546,0.094544,0.021961,0.000001,0.500158,0.000073,0.274167,0.063331,0.012741,0.003206,0.000974,0.000000,0.071707,0.015848,0.004767,0.002254,0.500217,0.500286,0.500578,0.500578,7.712901,,4.299231,1.890408,0.691790,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.008970,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,,,0.915080,1.269277,,0.915080,,0.915080,1.047868,1.033013,,,,,,,,,,,,,0.915080,1.269277,1.047868,1.033013,,,
6,conesFullSizeCropped,DOUBLE,24,64,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.029244,0.038056,0.006508,0.001359,0.000693,0.046562,0.001048,0.001047,0.707306,0.270483,0.270480,0.050455,0.000002,1.107715,0.000068,0.545511,0.127436,0.026466,0.006555,0.001831,0.000000,0.220668,0.034617,0.010800,0.004395,1.107761,1.107829,1.108115,1.108115,16.773850,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,,,0.838404,1.103569,,0.838404,0.838404,,1.012027,0.993057,,,,,,,,,,,,,0.838404,1.103569,1.012027,0.993057,,,
6,conesFullSizeCropped,DOUBLE,24,64,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.029630,0.036613,0.006485,0.001323,0.000492,0.044863,0.000786,0.000784,0.727223,0.245072,0.245069,0.049885,0.000001,1.099996,0.000084,0.561837,0.129414,0.027333,0.006757,0.001886,0.000000,0.198997,0.032943,0.009355,0.003906,1.100049,1.100134,1.100422,1.100422,16.773850,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,,,0.852391,1.113114,,0.852391,,0.852391,0.997517,0.993057,,,,,,,,,,,,,0.852391,1.113114,0.997517,0.993057,,,
0,tsukubaSetHalfSize,HALF,24,32,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,12,AVX256,192,144,3,0.000000,0.000021,0.000014,0.000009,0.000007,0.000007,0.000036,0.000008,0.000008,0.000268,0.000086,0.000086,0.000015,0.000000,0.000433,0.000006,0.000113,0.000054,0.000035,0.000031,0.000032,0.000000,0.000024,0.000022,0.000023,0.000018,0.000446,0.000453,0.000461,0.000461,0.007123,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,1.543534,1.426951,1.543534,,1.543534,,1.107511,1.660446,,0.997865,1.543534,1.426951,1.107511,1.551431,,,
0,tsukubaSetHalfSize,HALF,24,64,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,12,AVX512,192,144,3,0.000000,0.000021,0.000015,0.000008,0.000009,0.000007,0.000039,0.000011,0.000010,0.000526,0.000085,0.000084,0.000014,0.000000,0.000690,0.000006,0.000245,0.000082,0.000044,0.000090,0.000052,0.000000,0.000026,0.000015,0.000019,0.000022,0.000701,0.000707,0.000716,0.000716,0.007123,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,1.725428,1.448866,1.725428,,,1.725428,1.048391,1.548119,,,1.725428,1.448866,1.048391,1.551431,,,
1,tsukubaSet,HALF,24,64,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,384,288,3,0.000000,0.000119,0.000068,0.000022,0.000021,0.000012,0.000124,0.000022,0.000022,0.001060,0.000313,0.000313,0.000046,0.000000,0.001704,0.000012,0.000615,0.000192,0.000092,0.000058,0.000073,0.000000,0.000175,0.000047,0.000040,0.000043,0.001726,0.001748,0.001777,0.001777,0.080477,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,,,,,,,,,,,,,,,,,,,,,1.167501,1.556509,1.167501,,1.167501,,0.985502,1.397437,,,1.167501,1.556509,0.985502,1.397437,,,
1,tsukubaSet,HALF,24,64,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,384,288,3,0.000000,0.000131,0.000071,0.000022,0.000022,0.000012,0.000133,0.000025,0.000025,0.001764,0.000321,0.000321,0.000043,0.000000,0.002418,0.000016,0.001084,0.000302,0.000147,0.000080,0.000146,0.000000,0.000183,0.000047,0.000044,0.000048,0.002439,0.002455,0.002484,0.002484,0.080477,,1.489692,1.454545,0.398917,0.222900,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0.000000,,,,,,,,,,,,,,,,,,,,,1.156728,1.541386,1.156728,,,1.156728,0.977418,1.397437,,,1.156728,1.541386,0.977418,1.397437,,,
2,venus,HALF,24,64,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,434,383,3,0.000000,0.000234,0.000141,0.000041,0.000015,0.000021,0.000218,0.000011,0.000011,0.002696,0.000520,0.000519,0.000109,0.000000,0.003777,0.000016,0.001840,0.000528,0.000160,0.000080,0.000087,0.000000,0.000328,0.000125,0.000047,0.000020,0.003798,0.003814,0.003859,0.003859,0.207642,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,,,,,,,,,,,,,,,,,,,,,0.914268,2.119806,0.914268,,0.914268,,0.985140,1.410344,,,0.914268,2.119806,0.985140,1.410344,,,
2,venus,HALF,24,64,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,434,383,3,0.000000,0.000236,0.000151,0.000043,0.000016,0.000009,0.000217,0.000010,0.000010,0.004262,0.000530,0.000529,0.000133,0.000000,0.005362,0.000015,0.003005,0.000812,0.000247,0.000110,0.000103,0.000000,0.000350,0.000116,0.000047,0.000020,0.005382,0.005396,0.005443,0.005443,0.207642,,0.447036,0.424310,0.883980,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0.000000,,,,,,,,,,,,,,,,,,,,,0.748564,2.119695,0.748564,,,0.748564,0.994209,1.410344,,,0.748564,2.119695,0.994209,1.410344,,,
3,barn1,HALF,24,64,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,432,381,3,0.000000,0.000339,0.000211,0.000114,0.000018,0.000010,0.000353,0.000013,0.000013,0.004574,0.001500,0.001499,0.000190,0.000000,0.006954,0.000017,0.003113,0.000967,0.000252,0.000108,0.000133,0.000000,0.000854,0.000443,0.000161,0.000044,0.006974,0.006991,0.007035,0.007035,0.389041,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,,,,,,,,,,,,,,,,,,,,,0.586731,1.655231,,,0.586731,,1.008027,1.135570,,,0.586731,1.655231,1.008027,1.135570,,,
3,barn1,HALF,24,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,432,381,3,0.000000,0.000360,0.000221,0.000099,0.000019,0.000010,0.000349,0.000012,0.000012,0.005479,0.001464,0.001463,0.000206,0.000000,0.007905,0.000017,0.003849,0.001066,0.000319,0.000119,0.000152,0.000000,0.000843,0.000413,0.000153,0.000055,0.007927,0.007944,0.007989,0.007989,0.389041,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0.000000,,,,,,,,,,,,,,,,,,,,,0.683348,1.657611,,,,0.683348,1.013430,1.135570,,,0.683348,1.657611,1.013430,1.135570,,,
4,conesQuarterSize,HALF,24,64,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,450,375,3,0.000000,0.001249,0.000874,0.000229,0.000046,0.000014,0.001158,0.000027,0.000026,0.010176,0.004947,0.004946,0.000553,0.000000,0.018104,0.000019,0.007528,0.001791,0.000450,0.000166,0.000281,0.000000,0.003253,0.001273,0.000351,0.000084,0.018127,0.018147,0.018210,0.018210,0.863044,,2.332252,1.489943,0.790667,0.159852,0.111081,0.073624,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.023905,0.020840,0.007052,0.003064,0.000421,0.000415,,,,,,,,,,,,,,,,,,,,,0.525814,1.527279,,0.525814,0.525814,,1.043781,1.075633,,,0.525814,1.527279,1.043781,1.075633,,,
4,conesQuarterSize,HALF,24,64,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,450,375,3,0.000000,0.001239,0.000854,0.000215,0.000048,0.000014,0.001132,0.000026,0.000025,0.011923,0.004631,0.004630,0.000559,0.000000,0.019494,0.000018,0.008821,0.002049,0.000542,0.000195,0.000318,0.000000,0.003207,0.001015,0.000335,0.000081,0.019519,0.019537,0.019587,0.019587,0.863044,,2.332252,1.489943,0.790667,0.159852,0.111081,0.073624,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.023905,0.020840,0.007052,0.003064,0.000421,0.000415,,,,,,,,,,,,,,,,,,,,,0.571815,1.534231,,0.571815,,0.571815,1.029328,1.075633,,,0.571815,1.534231,1.029328,1.075633,,,
5,conesHalfSize,HALF,24,64,NO,,,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.006108,0.005679,0.002612,0.000461,0.000097,0.008996,0.000143,0.000142,0.104524,0.048341,0.048339,0.008155,0.000001,0.176266,0.000076,0.079969,0.018840,0.004400,0.000962,0.000309,0.000000,0.029284,0.014805,0.003527,0.000802,0.176332,0.176405,0.176690,0.176690,7.712901,,4.300990,1.891431,0.691837,0.197150,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.005110,0.000486,0.000203,0.000089,,,,,,,,,,,,,,,,,,,,,0.650184,1.322511,,0.650184,0.650184,,1.030330,1.048748,,,0.650184,1.322511,1.030330,1.048748,,,
5,conesHalfSize,HALF,24,64,NO,,,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.006087,0.005723,0.002145,0.000513,0.000100,0.008411,0.000144,0.000143,0.112691,0.048410,0.048409,0.008252,0.000001,0.184873,0.000084,0.086447,0.020112,0.004648,0.001126,0.000332,0.000000,0.029170,0.014350,0.003782,0.001128,0.184922,0.185007,0.185303,0.185303,7.712901,,4.300990,1.891431,0.691837,0.197150,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.005110,0.000486,0.000203,0.000089,,,,,,,,,,,,,,,,,,,,,0.635368,1.325156,,0.635368,,0.635368,1.011704,1.048748,,,0.635368,1.325156,1.011704,1.048748,,,
6,conesFullSizeCropped,HALF,24,64,NO,,,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.016449,0.014098,0.011282,0.001499,0.000251,0.028002,0.000337,0.000335,0.234568,0.122966,0.122964,0.018212,0.000001,0.420742,0.000071,0.172894,0.048006,0.010784,0.002236,0.000560,0.000000,0.074294,0.035070,0.011404,0.002651,0.420791,0.420863,0.421155,0.421155,16.773850,,17.005920,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.008030,0.005797,0.002902,,,,,,,,,,,,,,,,,,,,,0.608701,1.113108,,0.608701,0.608701,,1.013988,1.027889,,,0.608701,1.113108,1.013988,1.027889,,,
6,conesFullSizeCropped,HALF,24,64,NO,,,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,24,AVX512,900,750,3,0.000001,0.016543,0.013910,0.010297,0.001327,0.000199,0.025790,0.000293,0.000291,0.247375,0.124778,0.124775,0.018093,0.000001,0.432484,0.000071,0.180913,0.052535,0.011078,0.002340,0.000593,0.000000,0.074363,0.036029,0.012110,0.002273,0.432531,0.432602,0.432900,0.432900,16.773850,,17.005920,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.008030,0.005797,0.002902,,,,,,,,,,,,,,,,,,,,,0.605592,1.113358,,0.605592,,0.605592,1.017619,1.027889,,,0.605592,1.113358,1.017619,1.027889,,,
